Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
AGC,5903,0,0,2%,6,6,6,1,0,7,14,7,28,25,25,0,0,0,52,26,0,0,0,0,72,3600,0,0,0,0,25%,4245,21,0%,329,7%,719,10%,14%
AHM,1276,0,0,6%,7,7,7,1,0,8,12,0,20,21,21,0,0,0,0,0,0,0,0,0,-26,-1300,0,0,0,0,50%,206,-3,-1%,128,62%,161,10%,14%
ARN,4191,0,0,2%,8,14,8,1,0,7,15,4,26,19,19,0,0,0,0,0,0,0,68,10,6,300,0,0,18,12060,75%,2212,81,3%,317,14%,527,10%,14%
ATL,6908,0,0,2%,4,4,4,1,0,5,35,9,49,27,27,0,129,129000,0,0,173,1730,0,0,-26,-1300,0,0,0,0,70%,6193,906,14%,221,3%,896,10%,14%
AUC,5090,0,0,2%,15,15,15,1,0,8,25,11,44,35,35,0,21,18900,21,10,0,0,0,0,71,3550,0,0,0,0,25%,4857,116,2%,443,9%,954,10%,14%
AUF,1431,0,0,2%,5,5,5,1,0,1,10,3,14,16,16,0,0,0,34,17,0,0,0,0,-16,-800,0,0,86,57620,75%,856,159,18%,149,17%,598,10%,14%
BTR,19077,0,0,3%,25,25,25,1,0,8,29,5,42,39,39,0,30,21000,0,0,0,0,54,8,16,800,0,0,73,48910,25%,5231,457,8%,1795,34%,274,10%,14%
CUL,156,0,0,3%,1,3,1,1,0,4,5,0,9,9,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,25%,4,-0,-20%,5,119%,28,10%,14%
ETV,370,0,0,2%,1,1,1,1,0,3,9,3,15,13,13,0,59,50150,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,286,121,42%,48,16%,772,10%,14%
FLU,313,0,0,3%,2,2,2,1,0,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,25,-1,-5%,25,99%,80,10%,14%
FRO,535,0,0,3%,3,3,3,1,0,4,11,0,15,15,15,0,0,0,0,0,0,0,0,0,-22,-1100,0,0,0,0,75%,64,-3,-4%,57,89%,120,10%,14%
JIN,631,0,0,6%,1,1,1,1,0,5,9,0,14,14,14,0,0,0,0,0,0,0,7,1,-4,-200,0,0,0,0,0%,108,2,1%,82,75%,172,10%,14%
KHM,7164,0,0,5%,13,13,13,1,0,7,16,0,23,27,27,0,0,0,0,0,0,0,0,0,18,900,0,0,59,39530,75%,2373,160,6%,638,26%,331,10%,14%
KKV,556,0,0,2%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,85,-0,-0%,69,81%,154,10%,14%
KSA,5207,0,0,3%,10,10,10,1,0,6,10,8,24,26,26,0,13,7150,13,6,39,390,0,0,23,1150,0,0,0,0,25%,3812,25,0%,537,14%,732,10%,14%
LNV,371,0,0,2%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,121,-0,-0%,46,38%,326,10%,14%
LOC,111,0,0,4%,1,1,1,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,12,-0,-5%,13,102%,116,10%,14%
MES,896,0,0,3%,1,1,1,1,0,4,6,2,12,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,41,27470,25%,372,54,14%,107,28%,415,10%,14%
MJU,43308,0,0,3%,27,22,27,0,0,21,106,15,142,87,87,0,51,51000,86,43,30,300,84,12,346,17300,10,25,143,95810,85%,19499,3552,18%,2672,13%,503,10%,14%
MNG,3145,0,0,3%,7,7,7,1,0,6,10,3,19,17,17,0,8,5600,0,0,0,0,0,0,20,1000,0,0,0,0,75%,1243,17,1%,232,18%,395,10%,14%
MRV,166,0,0,2%,1,1,1,1,0,3,5,0,8,8,7,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,75%,21,-0,-4%,20,96%,129,10%,14%
OOD,7942,0,0,6%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,1568,-0,-0%,677,43%,197,10%,14%
PER,268,0,0,6%,1,1,1,1,0,4,6,0,10,10,10,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,0%,35,-0,-1%,33,93%,133,10%,14%
QDT,2568,0,0,3%,15,16,15,1,0,5,10,8,23,27,27,0,55,46750,8,4,0,0,0,0,76,3800,0,0,0,0,0%,2414,129,5%,186,7%,939,10%,14%
QUE,3433,0,0,3%,12,12,12,1,0,5,12,3,20,24,24,0,0,0,0,0,0,0,0,0,-28,-1400,0,0,0,0,50%,1774,-4,-0%,333,18%,516,10%,14%
RIV,746,0,0,2%,2,2,2,1,0,3,7,2,12,10,10,0,70,59500,0,0,84,840,0,0,-10,-500,0,0,0,0,25%,379,129,34%,93,24%,507,10%,14%
RJV,218,0,0,3%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,29,-0,-2%,27,93%,133,10%,14%
RNV,371,0,0,1%,1,1,1,1,0,3,6,2,11,10,10,0,34,25500,0,0,0,0,0,0,-10,-500,0,0,0,0,25%,170,50,29%,46,27%,458,10%,14%
SDP,29371,0,0,4%,7,28,7,1,0,12,43,18,73,35,35,0,47,37600,48,24,0,0,0,0,70,3500,0,0,55,36850,50%,11408,712,6%,1537,13%,388,10%,14%
SKE,781,0,0,3%,2,2,2,1,0,5,6,2,13,13,13,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,25%,275,-1,-0%,100,36%,352,10%,14%
SMP,21061,0,0,4%,5,5,5,1,0,1,22,0,23,34,33,0,0,0,0,0,0,0,121,18,-9,-450,0,0,70,46900,0%,8253,536,6%,1567,18%,391,10%,14%
SPP,30023,0,0,5%,7,17,7,1,0,2,16,8,26,37,37,0,49,39200,0,0,0,0,0,0,39,1950,0,0,0,0,0%,9298,312,3%,841,9%,309,10%,14%
SRV,371,0,0,4%,1,1,1,1,0,4,9,4,17,16,16,0,45,38250,0,0,0,0,0,0,-16,-800,0,0,0,0,25%,269,91,34%,20,7%,726,10%,14%
TNV,278,0,0,4%,1,1,1,1,0,8,6,0,14,14,9,0,0,0,0,0,0,0,0,0,3,150,-2,-5,0,0,75%,38,-0,-1%,34,90%,138,10%,14%
UMB,2017,0,0,3%,4,4,4,1,0,4,9,4,17,17,17,0,0,0,0,0,0,0,0,0,7,350,0,0,0,0,75%,1203,0,0%,207,17%,596,10%,14%
USV,111,0,0,2%,1,1,1,1,0,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,75%,28,-0,-3%,9,33%,257,10%,14%
WEA,224,0,0,3%,1,1,1,1,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,25%,74,-1,-1%,29,39%,332,10%,14%
HHE,246589,0,0,4%,156,81,156,1,0,85,150,30,265,298,298,0,81,81000,71,35,18,180,138,20,382,19100,146,365,115,77050,50%,58795,8304,14%,16794,28%,294,10%,14%
HRF,10224,0,0,4%,18,16,18,1,0,8,19,2,29,34,34,0,0,0,0,0,0,0,54,8,5,250,56,140,60,40200,50%,3521,272,7%,1106,31%,349,10%,14%
AVE,137,0,0,5%,2,7,2,1,0,4,8,0,12,9,9,0,0,0,0,0,0,0,0,0,28,1400,0,0,22,14740,75%,51,37,72%,12,24%,377,10%,14%
ANA,625,0,0,2%,2,2,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,70,-0,-0%,61,87%,112,10%,14%
BIU,187,0,0,5%,2,7,2,1,0,5,9,0,14,9,9,0,0,0,0,0,0,0,0,0,44,2200,0,0,31,20770,75%,83,57,68%,23,28%,444,10%,14%
CPV,13036,0,0,8%,6,6,7,0,0,9,9,0,18,19,15,0,0,0,0,0,0,0,18,2,35,1750,51,127,20,13400,25%,1925,70,3%,911,47%,221,10%,14%
CYR,3946,0,0,5%,5,12,5,0,0,1,11,12,24,30,30,0,0,0,28,14,0,0,0,0,23,1150,117,292,0,0,25%,4900,91,1%,296,6%,1241,10%,14%
ERP,713,0,0,3%,2,2,2,1,0,3,5,0,8,8,8,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,75%,99,-0,-0%,81,82%,139,10%,14%
FIK,1750,0,0,3%,3,3,3,1,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,658,0,0%,216,32%,376,10%,14%
GSD,5664,0,0,6%,4,4,4,1,0,7,11,0,18,18,18,0,0,0,0,0,0,0,22,3,43,2150,43,107,0,0,0%,3182,68,2%,155,4%,561,10%,14%
HPV,366,0,0,6%,2,5,2,1,1,6,3,0,9,11,9,0,26,20800,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,65,31,48%,31,48%,177,10%,14%
IHS,2268,0,0,5%,3,3,3,1,0,3,4,0,7,9,9,0,9,4950,0,0,0,0,0,0,2,100,0,0,0,0,75%,398,8,2%,244,61%,175,10%,14%
LEE,2313,0,0,2%,6,8,6,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,75%,723,-1,-0%,186,25%,312,10%,14%
LRO,414,0,0,2%,4,5,4,1,0,2,5,0,7,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,25%,47,-1,-2%,42,89%,114,10%,14%
MRC,22631,0,0,4%,12,12,12,1,0,24,89,27,140,72,72,0,0,0,98,49,3,30,80,12,281,14050,-12,-30,115,77050,75%,20647,1854,8%,1246,6%,912,10%,14%
MAI,3669,0,0,3%,2,2,2,0,0,1,7,3,11,15,15,0,0,0,12,6,9,90,0,0,-2,-100,21,52,51,34170,50%,2090,93,4%,470,22%,569,10%,14%
MOI,798,0,0,3%,2,2,2,0,0,1,7,3,11,12,12,0,36,41400,0,0,0,0,0,0,-12,-600,0,0,0,0,75%,432,90,20%,101,23%,541,10%,14%
MPI,5219,0,0,3%,2,2,2,0,0,1,9,9,19,23,23,0,22,23100,0,0,0,0,0,0,46,2300,-4,-10,0,0,50%,4783,68,1%,376,7%,916,10%,14%
MTI,656,0,0,3%,2,2,2,0,0,1,9,3,13,14,14,0,72,82800,0,0,0,0,0,0,-16,-800,0,0,0,0,50%,445,205,46%,58,13%,678,10%,14%
NMR,1225,0,0,3%,2,3,2,1,0,1,3,0,4,7,7,0,0,0,0,0,0,0,15,2,-8,-400,0,0,0,0,25%,190,2,1%,136,71%,155,10%,14%
PCS,1792,0,0,3%,3,4,3,1,0,4,9,1,14,15,13,0,0,0,0,0,0,0,39,5,-14,-700,0,0,0,0,75%,534,13,2%,210,39%,298,10%,14%
RVV,6834,0,0,7%,10,10,9,0,0,6,10,4,20,20,20,0,18,11700,16,8,0,0,7,1,4,200,20,50,37,24790,25%,3211,115,3%,1071,33%,286,10%,14%
SEK,5815,0,0,7%,11,11,11,1,0,4,4,2,10,14,14,0,0,0,0,0,0,0,0,0,7,350,0,0,10,6700,25%,1593,13,0%,479,30%,274,10%,14%
SFG,21910,0,0,6%,37,19,37,1,0,15,27,6,48,63,63,0,10,5500,0,0,0,0,0,0,6,300,-6,-15,0,0,25%,6711,21,0%,1996,29%,384,10%,14%
SMK,2314,0,0,3%,3,4,3,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-400,31,77,0,0,75%,377,12,3%,275,72%,162,10%,14%
SSD,5755,0,0,3%,6,6,6,1,0,5,6,0,11,14,14,0,0,0,0,0,0,0,48,7,96,4800,74,185,8,5360,0%,1770,83,4%,414,23%,307,10%,14%
UFS,16954,0,0,2%,25,28,25,1,0,9,27,10,46,48,47,0,2,1400,0,0,0,0,0,0,29,1450,0,0,0,0,75%,7338,17,0%,996,13%,432,10%,14%
WIE,491,0,0,2%,3,4,3,1,0,2,4,0,6,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,25%,65,-1,-1%,56,85%,133,10%,14%
BAR,77238,0,0,3%,22,22,22,0,0,8,74,19,101,77,77,0,135,94500,0,0,33,330,36,5,38,1900,346,865,648,434160,75%,31277,10405,33%,7120,22%,404,10%,14%
FFN,23017,0,0,2%,14,14,14,1,0,8,19,3,30,30,30,0,139,97300,0,0,27,270,0,0,108,5400,0,0,0,0,0%,6660,495,7%,1807,27%,289,10%,14%
LLA,11319,0,0,2%,7,7,7,1,0,7,29,11,47,35,35,0,113,113000,16,8,0,0,0,0,10,500,0,0,0,0,75%,8275,725,8%,437,5%,731,10%,14%
DRC,178134,0,0,4%,27,83,27,1,0,16,18,9,43,38,33,0,0,0,19,9,0,0,267,40,137,6850,19,47,24,16080,25%,15542,391,2%,8694,55%,87,10%,14%
DVE,6350,0,0,5%,9,15,9,1,0,7,6,0,13,13,13,0,0,0,0,0,0,0,0,0,12,600,0,0,0,0,50%,1371,1,0%,367,26%,215,10%,14%
DVC,12292,0,0,2%,2,5,2,1,0,3,11,0,14,12,11,0,0,0,0,0,0,0,0,0,39,1950,97,242,0,0,25%,2747,93,3%,776,28%,223,10%,14%
EPC,19264,0,0,2%,18,83,20,0,0,0,4,4,8,17,17,0,0,0,9,4,31,310,0,0,12,600,-4,-10,0,0,25%,2907,0,0%,1120,38%,152,10%,14%
EPY,55907,0,0,5%,38,38,38,1,0,18,28,23,69,71,71,0,19,21850,86,43,340,3400,0,0,39,1950,146,365,303,203010,0%,19980,2087,10%,4036,20%,357,10%,14%
FDL,4594,0,0,3%,3,3,3,1,0,3,1,0,4,4,3,0,0,0,0,0,0,0,25,3,6,300,0,0,0,0,25%,572,5,0%,256,44%,124,10%,14%
FGJ,5419,0,0,5%,3,6,1,0,0,2,1,2,5,5,4,0,0,0,0,0,0,0,0,0,-2,-100,0,0,0,0,25%,1049,-0,-0%,274,26%,185,10%,14%
FUL,1106,0,0,3%,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,86,0,0%,86,100%,78,10%,14%
GHN,2183,0,0,7%,3,3,2,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,472,0,0%,420,89%,108,10%,14%
GNG,2172,0,0,7%,2,2,1,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,474,0,0%,420,88%,109,10%,14%
IWE,1109,0,0,3%,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,86,0,0%,86,100%,78,10%,14%
LCS,3895,0,0,3%,5,5,5,1,0,3,3,2,8,7,6,0,0,0,0,0,47,470,0,0,4,200,0,0,7,4690,25%,1333,8,0%,377,28%,342,10%,14%
LMC,6759,0,0,3%,2,2,2,1,0,4,1,2,7,7,6,0,0,0,0,0,5,50,0,0,-2,-100,0,0,0,0,25%,1465,-0,-0%,397,27%,216,10%,14%
LPR,15245,0,0,4%,7,83,9,0,0,9,1,0,10,10,5,0,0,0,0,0,0,0,0,0,30,1500,-4,-10,21,14070,25%,1189,18,1%,857,72%,109,10%,14%
MYU,1118,0,0,3%,2,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,87,0,0%,87,100%,77,10%,14%
NRS,5645,0,0,3%,6,6,6,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,21,52,0,0,0%,1927,9,0%,679,35%,341,10%,14%
NWE,6723,0,0,3%,6,6,6,1,0,2,8,1,11,13,13,0,0,0,0,0,0,0,0,0,-16,-800,0,0,0,0,50%,1922,-1,-0%,813,42%,285,10%,14%
RDN,4201,0,0,3%,7,7,7,1,0,6,14,2,22,22,22,0,0,0,0,0,0,0,0,0,9,450,157,392,0,0,0%,1805,124,6%,360,19%,429,10%,14%
ROM,9932,0,0,3%,7,28,7,1,0,7,15,5,27,27,27,0,0,0,0,0,0,0,0,0,35,1750,86,215,15,10050,0%,3918,113,2%,937,23%,394,10%,14%
RPG,18972,0,0,3%,5,5,5,1,0,3,3,5,11,11,10,0,0,0,0,0,25,250,28,4,23,1150,0,0,27,18090,25%,3549,40,1%,1169,32%,187,10%,14%
SHE,1108,0,0,3%,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,86,0,0%,86,100%,78,10%,14%
SSJ,1109,0,0,3%,1,1,1,1,0,1,1,2,4,4,3,0,0,0,0,0,19,190,0,0,-2,-100,0,0,0,0,25%,321,0,0%,52,16%,289,10%,14%
WYK,5603,0,0,3%,5,7,5,1,0,3,6,3,12,12,12,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,50%,2195,-1,-0%,672,30%,391,10%,14%
