Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
LRO,524,0,0,2%,4,5,4,1,0,4,5,0,9,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,65,-1,-1%,56,85%,125,34%,45%
MRC,68878,0,0,7%,43,32,43,1,0,163,367,87,617,452,452,0,682,2489300,450,225,233,2330,281,42,973,48650,369,922,428,286760,75%,315247,204347,64%,5584,1%,5673,34%,45%
NEP,24458,0,0,0%,16,20,16,0,0,18,44,6,68,61,61,0,32,17600,39,19,0,0,0,0,47,2350,-2,-5,29,19430,75%,7833,335,4%,2591,33%,320,34%,45%
NMR,1814,0,0,4%,3,3,3,1,1,1,4,0,5,9,9,0,0,0,0,0,0,0,19,2,-12,-600,0,0,11,7370,0%,350,16,4%,203,58%,192,34%,45%
NPP,17943,0,0,4%,20,21,20,1,0,16,19,5,40,26,26,0,47,23500,0,0,35,350,0,0,47,2350,-4,-10,0,0,75%,4157,105,2%,1619,38%,231,34%,45%
NRP,5516,0,0,9%,9,9,9,1,0,1,2,2,5,13,13,0,6,4500,0,0,0,0,0,0,14,700,0,0,0,0,0%,2239,10,0%,529,23%,406,34%,45%
PCS,2352,0,0,4%,3,4,3,1,1,4,6,3,13,18,16,0,0,0,0,0,0,0,48,7,-14,-700,0,0,11,7370,0%,1406,28,1%,290,20%,597,34%,45%
POL,14205,0,0,3%,8,10,8,0,0,6,14,1,21,21,21,0,30,16500,18,9,0,0,0,0,14,700,-2,-5,24,16080,75%,3244,114,3%,1154,35%,230,34%,45%
REP,16665,0,0,3%,24,23,24,1,0,13,23,4,40,51,51,0,5,2750,0,0,0,0,62,9,-1,-50,66,165,66,44220,25%,5318,320,6%,1911,35%,359,34%,45%
RVV,25092,0,0,10%,16,16,16,0,0,34,27,4,65,65,64,0,103,169950,20,10,41,410,309,46,114,5700,199,497,167,111890,-5%,11554,2085,18%,2800,24%,460,34%,45%
SEK,7259,0,0,10%,11,11,11,0,0,4,5,4,13,17,17,0,0,0,0,0,0,0,0,0,11,550,0,0,15,10050,0%,2489,19,0%,639,25%,342,34%,45%
SFG,19387,0,0,8%,21,19,21,1,1,22,30,15,67,55,55,0,11,16500,0,0,0,0,0,0,52,2600,-6,-15,0,0,0%,12079,103,0%,1803,14%,632,34%,45%
TIC,28108,0,0,4%,10,10,10,0,0,20,29,7,56,42,42,0,33,18150,11,5,9,90,0,0,85,4250,-6,-15,38,25460,75%,7840,287,3%,1506,19%,278,34%,45%
UFS,21258,0,0,5%,26,28,26,1,0,11,24,23,58,63,62,0,2,3200,13,6,0,0,0,0,55,2750,0,0,0,0,0%,13858,34,0%,1327,9%,651,34%,45%
WIE,622,0,0,2%,3,4,3,1,0,5,4,0,9,12,12,0,0,0,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,107,11,10%,74,69%,173,34%,45%
BAR,99389,0,0,4%,22,22,22,1,0,39,76,19,134,134,134,0,188,282000,0,0,52,520,44,6,74,3700,453,1132,1005,673350,0%,59625,19953,33%,9934,16%,599,34%,45%
FFN,29934,0,0,2%,14,14,14,1,0,13,21,10,44,44,43,0,196,294000,0,0,40,400,0,0,145,7250,0,0,0,0,0%,13528,1593,11%,2470,18%,451,34%,45%
LLA,14605,0,0,5%,7,7,7,1,0,35,68,16,119,119,119,0,246,405900,29,14,0,0,0,0,-50,-2500,0,0,0,0,0%,22081,4954,22%,684,3%,1511,34%,45%
DRC,326850,0,0,3%,60,83,80,0,0,45,73,53,171,176,142,0,0,0,76,38,159,1590,358,53,230,11500,66,165,152,101840,25%,66712,5635,8%,17052,25%,229,34%,45%
DVE,8165,0,0,5%,9,15,9,1,0,9,6,0,15,15,15,0,0,0,0,0,0,0,0,0,17,850,0,0,11,7370,0%,1980,17,0%,498,25%,242,34%,45%
EPC,1355,0,0,3%,23,83,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-2,-100,0,0,11,7370,25%,2341,9,0%,2247,95%,62,34%,45%
EPY,66243,0,0,7%,38,38,38,0,1,87,94,32,213,170,170,0,50,155000,161,80,638,6380,0,0,1060,53000,309,772,800,536000,25%,47971,16071,33%,5132,10%,724,34%,45%
NRS,7048,0,0,4%,6,6,6,1,1,13,9,2,24,24,24,0,0,0,0,0,0,0,0,0,-18,-900,31,77,0,0,0%,2829,16,0%,906,32%,401,34%,45%
NWE,8670,0,0,5%,6,6,6,1,0,2,8,3,13,15,15,0,0,0,0,0,0,0,0,0,-16,-800,0,0,11,7370,0%,3388,15,0%,1109,32%,390,34%,45%
RDN,5451,0,0,4%,7,7,7,1,0,20,22,2,44,44,43,0,0,0,0,0,0,0,0,0,12,600,226,565,0,0,-5%,2924,251,8%,507,17%,536,34%,45%
ROM,12945,0,0,2%,7,28,7,1,0,13,9,13,35,35,35,0,0,0,0,0,0,0,0,0,88,4400,105,262,24,16080,0%,7897,120,1%,1352,17%,610,34%,45%
WYK,7251,0,0,4%,5,7,5,1,0,3,6,8,17,17,17,0,0,0,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,4780,13,0%,938,19%,659,34%,45%
