Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
AUC,6190,0,0,2%,15,15,15,1,0,16,12,14,42,35,35,0,25,38750,26,13,0,0,0,0,119,5950,0,0,0,0,0%,7023,133,1%,568,8%,1134,28%,38%
AUF,1755,0,0,2%,5,5,5,1,0,1,4,3,8,16,15,0,0,0,39,19,0,0,0,0,-12,-600,0,0,105,70350,0%,1072,121,11%,195,18%,611,28%,38%
BTR,23222,0,0,5%,25,25,25,1,0,21,9,5,35,35,35,0,37,55500,0,0,0,0,59,8,61,3050,0,0,92,61640,-5%,5676,324,5%,2270,40%,244,28%,38%
CUL,185,0,0,4%,1,3,1,1,1,6,4,0,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,21,11,54%,7,34%,116,28%,38%
ETV,440,0,0,5%,1,1,1,1,0,3,6,4,13,13,13,0,89,133500,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,611,275,45%,64,10%,1389,28%,38%
FLU,372,0,0,4%,2,2,2,1,1,8,3,0,11,11,11,0,0,0,0,0,0,0,0,0,-6,-300,0,0,11,7370,0%,48,10,22%,33,68%,131,28%,38%
FRO,636,0,0,2%,3,3,3,1,0,2,4,0,6,13,13,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,0%,100,11,11%,74,74%,157,28%,38%
JIN,753,0,0,5%,1,1,1,1,0,5,6,0,11,11,11,0,0,0,0,0,0,0,9,1,6,300,0,0,11,7370,0%,162,17,10%,102,62%,215,28%,38%
KHM,8745,0,0,5%,13,13,13,1,0,13,10,2,25,29,29,0,0,0,0,0,0,0,0,0,36,1800,0,0,92,61640,0%,3519,168,4%,830,23%,402,28%,38%
KKV,658,0,0,5%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,256,-0,-0%,85,33%,390,28%,38%
KSA,6332,0,0,5%,10,10,10,1,0,7,7,10,24,26,26,0,84,126000,15,7,50,100,0,0,35,1750,0,0,0,0,0%,5293,277,5%,681,12%,835,28%,38%
LNV,460,0,0,4%,1,1,1,1,1,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,-5%,192,12,6%,59,31%,418,28%,38%
LOC,132,0,0,2%,1,1,1,1,0,6,2,0,8,8,8,0,0,0,0,0,0,0,0,0,-4,-200,0,0,11,7370,0%,31,10,32%,18,59%,236,28%,38%
MES,1067,0,0,5%,1,1,1,1,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,-12,-600,0,0,120,80400,0%,672,158,23%,156,23%,629,28%,38%
MJU,900,0,0,8%,1,30,1,0,-0,2,4,0,6,6,5,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,25%,148,11,7%,112,75%,164,28%,38%
MNG,3828,0,0,5%,7,7,7,1,0,7,6,3,16,16,16,0,9,9000,0,0,0,0,0,0,32,1600,0,0,0,0,0%,1598,20,1%,294,18%,417,28%,38%
MRV,198,0,0,2%,1,1,1,1,0,3,7,3,13,13,12,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,96,-1,-1%,28,28%,486,28%,38%
OOD,9692,0,0,4%,1,1,1,1,1,3,4,2,9,9,9,0,0,0,0,0,25,50,0,0,-8,-400,0,0,0,0,0%,2652,0,0%,861,32%,273,28%,38%
PER,318,0,0,5%,1,1,1,1,0,4,8,0,12,12,12,0,0,0,0,0,0,0,0,0,-4,-200,0,0,11,7370,0%,65,15,24%,41,63%,204,28%,38%
QDT,3127,0,0,5%,15,16,15,1,0,18,13,10,41,36,36,0,72,118800,11,5,0,0,0,0,145,7250,0,0,11,7370,25%,4406,408,9%,244,5%,1408,28%,38%
QUE,4076,0,0,5%,12,12,12,1,0,6,11,5,22,26,26,0,0,0,0,0,0,0,0,0,-26,-1300,0,0,11,7370,0%,2824,16,0%,410,14%,693,28%,38%
RIV,923,0,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,86,141900,0,0,102,204,0,0,-10,-500,0,0,11,7370,0%,700,277,39%,120,17%,758,28%,38%
RJV,265,0,0,4%,1,1,1,1,1,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,-5%,99,-1,-1%,36,36%,373,28%,38%
RNV,451,0,0,2%,1,1,1,1,0,3,7,2,12,12,11,0,50,75000,0,0,0,0,0,0,-14,-700,0,0,11,7370,0%,386,172,44%,63,16%,856,28%,38%
SDP,75936,0,0,4%,15,28,15,1,0,31,18,24,73,75,74,0,25,45000,64,32,0,0,152,22,140,7000,0,0,158,105860,0%,23035,1205,5%,4321,18%,303,28%,38%
SKE,930,0,0,4%,2,2,2,1,1,7,6,4,17,17,15,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,584,-1,-0%,124,21%,628,28%,38%
SPP,168,0,0,2%,1,17,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-2,-100,0,0,11,7370,25%,15,9,59%,5,35%,92,28%,38%
SRV,450,0,0,4%,1,1,1,1,1,5,8,8,21,21,21,0,61,91500,0,0,0,0,0,0,-16,-800,0,0,11,7370,0%,735,220,29%,26,3%,1632,28%,38%
TNV,337,0,0,4%,1,1,1,1,1,8,7,2,17,17,12,0,0,0,0,0,0,0,0,0,5,250,-2,-5,12,8040,0%,154,16,10%,49,31%,458,28%,38%
UMB,2456,0,0,4%,4,4,4,1,1,12,9,8,29,22,20,0,0,0,0,0,0,0,0,0,16,800,0,0,0,0,0%,2748,1,0%,262,9%,1118,28%,38%
USV,134,0,0,3%,1,1,1,1,1,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,39,-0,-2%,11,29%,296,28%,38%
WEA,266,0,0,5%,1,1,1,1,0,4,7,4,15,15,15,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,164,-1,-0%,38,23%,619,28%,38%
HHE,497562,0,0,9%,324,157,338,0,0,240,227,85,552,912,888,0,454,862600,399,199,270,540,566,84,872,43600,287,717,631,422770,15%,223952,91238,40%,36981,16%,631,28%,38%
AVE,162,0,0,2%,2,7,2,1,0,4,5,0,9,8,8,0,0,0,0,0,0,0,0,0,38,1900,0,0,27,18090,25%,61,37,60%,15,25%,376,28%,38%
BIU,221,0,0,3%,2,7,2,1,0,7,7,2,16,14,14,0,0,0,0,0,0,0,0,0,58,2900,0,0,53,35510,25%,177,82,46%,29,16%,803,28%,38%
CYR,4545,0,0,6%,5,12,5,0,0,5,13,19,37,35,34,0,0,0,40,20,0,0,0,0,44,2200,135,337,-4,-2680,-5%,8658,106,1%,364,4%,1904,28%,38%
HPV,435,0,0,5%,2,5,2,0,0,6,3,0,9,11,9,0,26,39000,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,124,70,56%,38,31%,285,28%,38%
LEE,2826,0,0,2%,6,8,6,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,901,13,1%,236,26%,318,28%,38%
LRO,494,0,0,4%,4,5,4,1,1,3,4,0,7,9,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,60,-0,-1%,52,87%,122,28%,38%
NMR,1452,0,0,4%,2,3,2,1,1,2,2,0,4,8,8,0,0,0,0,0,0,0,19,2,-10,-500,0,0,11,7370,0%,213,13,6%,168,79%,146,28%,38%
PCS,2231,0,0,4%,3,4,3,1,1,4,7,2,13,14,12,0,0,0,0,0,0,0,48,7,-14,-700,0,0,11,7370,0%,1022,29,2%,273,26%,458,28%,38%
SRA,571,0,0,12%,4,19,4,1,1,5,2,0,7,9,4,0,0,0,0,0,0,0,0,0,-8,-400,0,0,12,8040,0%,67,10,15%,55,81%,354,28%,38%
SSD,11979,0,0,4%,3,16,3,1,1,17,2,0,19,18,18,0,0,0,17,8,0,0,77,11,191,9550,129,322,0,0,25%,2863,94,3%,497,17%,239,28%,38%
UFS,5528,0,0,1%,3,28,3,0,0,3,3,3,9,9,8,0,0,0,0,0,0,0,0,0,34,1700,0,0,0,0,0%,1882,2,0%,139,7%,340,28%,38%
WIE,589,0,0,2%,3,4,3,1,0,6,3,0,9,11,11,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,103,10,10%,73,71%,174,28%,38%
BAR,93388,0,0,4%,22,22,22,1,1,55,39,18,112,90,90,0,163,260800,50,25,36,72,44,6,317,15850,408,1020,1355,907850,25%,37015,11474,30%,9262,25%,396,28%,38%
FFN,28070,0,0,3%,14,14,14,1,0,12,21,14,47,36,35,0,165,288750,0,0,33,66,0,0,174,8700,-2,-5,11,7370,25%,11575,1412,12%,2292,19%,412,28%,38%
LLA,13669,0,0,3%,7,7,7,1,0,11,7,9,27,27,27,0,134,221100,22,11,0,0,0,0,43,2150,0,0,11,7370,0%,7159,527,7%,550,7%,523,28%,38%
DRC,227433,0,0,4%,35,91,43,0,0,18,14,34,66,78,64,0,0,0,10,5,0,0,243,36,166,8300,12,30,21,14070,0%,28562,387,1%,11357,39%,133,28%,38%
DVE,7687,0,0,5%,9,15,9,1,0,8,5,0,13,13,13,0,0,0,0,0,0,0,0,0,22,1100,0,0,11,7370,0%,1704,16,0%,475,27%,221,28%,38%
DVC,13790,0,0,0%,2,5,2,-0,-0,15,16,0,31,26,25,0,0,0,17,8,5,10,0,0,80,4000,171,427,5,3350,50%,4437,239,5%,993,22%,321,28%,38%
EPC,46629,0,0,3%,22,91,21,1,0,0,4,8,12,27,22,0,0,0,10,5,53,106,29,4,25,1250,-4,-10,11,7370,0%,6780,37,0%,2167,31%,198,28%,38%
EPY,63922,0,0,4%,38,38,38,0,1,31,32,40,103,104,104,0,26,50700,115,57,466,932,0,0,140,7000,244,610,490,328300,0%,34307,4593,13%,4902,14%,536,28%,38%
FDL,7190,0,0,-0%,4,4,3,-0,-0,3,8,0,11,7,6,0,0,0,0,0,0,0,59,8,16,800,0,0,20,13400,50%,1342,55,4%,682,50%,183,28%,38%
FUL,1223,0,0,7%,1,1,1,-0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,99,0,0%,99,100%,81,28%,38%
GNG,5013,0,0,6%,2,2,2,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16750,25%,590,18,3%,504,85%,117,28%,38%
LCF,10240,0,0,5%,4,4,4,0,0,2,1,0,3,3,2,0,0,0,0,0,0,0,0,0,15,750,0,0,17,11390,0%,1183,15,1%,983,83%,115,28%,38%
LCS,4451,0,0,4%,5,5,6,-0,0,3,2,2,7,7,6,0,0,0,0,0,74,148,0,0,12,600,0,0,11,7370,0%,1437,13,0%,461,32%,323,28%,38%
LMC,16688,0,0,2%,6,6,3,-0,0,3,4,0,7,10,9,0,0,0,0,0,0,0,10,1,23,1150,0,0,62,41540,0%,3834,121,3%,2174,56%,127,28%,38%
MYU,1232,0,0,6%,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,100,0,0%,100,100%,81,28%,38%
NRS,6892,0,0,4%,6,6,6,1,1,6,5,2,13,13,13,0,0,0,0,0,0,0,0,0,-10,-500,34,85,0,0,0%,2573,15,0%,877,34%,373,28%,38%
NWE,7814,0,0,2%,4,4,4,1,0,4,7,3,14,14,14,0,0,0,0,0,72,144,0,0,-14,-700,0,0,11,7370,0%,3256,17,0%,864,26%,416,28%,38%
ODS,2762,0,0,4%,3,3,3,1,1,1,3,0,4,14,14,0,0,0,0,0,0,0,0,0,-18,-900,39,97,11,7370,0%,837,26,3%,347,41%,303,28%,38%
RDN,5082,0,0,2%,7,7,7,1,0,11,8,2,21,21,21,0,0,0,8,4,0,0,0,0,14,700,194,485,0,0,0%,2133,113,5%,459,21%,419,28%,38%
ROM,9205,0,0,4%,4,25,4,0,1,13,10,14,37,35,33,0,0,0,0,0,0,0,0,0,81,4050,24,60,31,20770,25%,7315,84,1%,848,11%,794,28%,38%
RPG,9779,0,0,3%,5,5,2,0,0,2,2,3,7,7,6,0,0,0,0,0,0,0,0,0,9,450,0,0,53,35510,0%,3160,54,1%,1446,45%,145,28%,38%
SHE,1229,0,0,4%,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,100,0,0%,100,100%,81,28%,38%
SSJ,2438,0,0,4%,2,2,2,0,0,2,1,2,5,5,4,0,0,0,0,0,33,66,0,0,9,450,0,0,2,1340,0%,843,3,0%,161,19%,345,28%,38%
WYK,6812,0,0,2%,5,7,5,1,0,3,6,9,18,18,18,0,0,0,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,5256,13,0%,887,16%,771,28%,38%
XIN,2637,0,0,5%,2,2,2,1,0,1,1,0,2,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,662,9,1%,357,54%,251,28%,38%
D01,97,0,0,3%,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,3,0,0%,3,100%,32,28%,38%
