Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
KHM,6498,6498,0,3%,13,13,13,0,0,4,8,0,12,16,16,0,0,0,0,0,0,0,0,0,-3,-210,0,0,23,15410,50%,1233,19,1%,429,34%,189,1%,2%
KKV,509,509,0,1%,1,1,1,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,52,-0,-0%,43,83%,103,1%,2%
KSA,4179,4179,0,3%,8,10,8,0,0,5,8,4,17,15,15,0,2,1100,5,2,15,150,0,0,4,280,0,0,0,0,50%,1196,1,0%,323,27%,286,1%,2%
LNV,340,340,0,0%,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,34,0,0%,29,84%,102,1%,2%
LOC,102,102,0,2%,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,8,0,0%,7,96%,80,1%,2%
MES,821,821,0,3%,1,1,1,0,0,1,3,0,4,4,4,0,0,0,0,0,0,0,0,0,-6,-420,0,0,24,16080,50%,98,8,9%,70,72%,119,1%,2%
MJU,33254,33254,0,2%,21,22,21,0,0,11,24,7,42,41,41,0,6,4200,24,12,10,100,22,3,17,1190,0,0,43,28810,35%,5771,122,2%,1502,26%,173,1%,2%
MNG,2868,2868,0,3%,7,7,7,0,0,3,4,1,8,8,8,0,3,1650,0,0,0,0,0,0,6,420,0,0,0,0,50%,302,1,0%,122,40%,105,1%,2%
MRV,152,152,0,1%,1,1,1,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,13,-0,-0%,13,94%,90,1%,2%
OOD,7242,7242,0,3%,1,1,1,0,0,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,698,-0,-0%,468,67%,96,1%,2%
PER,245,245,0,2%,1,1,1,0,0,1,3,0,4,4,4,0,0,0,0,0,0,0,0,0,-3,-210,0,0,0,0,25%,21,-0,-0%,20,95%,88,1%,2%
QDT,2349,2349,0,3%,15,16,15,0,0,3,10,5,18,18,18,0,23,12650,3,1,0,0,0,0,26,1820,0,0,0,0,25%,684,14,2%,123,17%,291,1%,2%
QUE,3127,3127,0,2%,12,12,12,0,0,4,9,3,16,20,20,0,0,0,0,0,0,0,0,0,-22,-1540,0,0,0,0,25%,755,-1,-0%,219,29%,241,1%,2%
RIV,681,681,0,1%,2,2,2,0,0,1,3,0,4,3,3,0,23,12650,0,0,28,280,0,0,-4,-280,0,0,0,0,50%,70,6,9%,58,82%,104,1%,2%
RJV,200,200,0,1%,1,1,1,0,0,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,19,-0,-0%,18,93%,96,1%,2%
RNV,340,340,0,0%,1,1,1,0,0,0,0,2,2,2,2,0,11,6050,0,0,0,0,0,0,0,0,0,0,0,0,50%,58,1,3%,29,50%,170,1%,2%
SDP,26693,26693,0,4%,7,28,7,0,0,13,23,8,44,21,21,0,23,13800,21,10,0,0,0,0,28,1960,0,0,24,16080,75%,3875,93,2%,1090,28%,145,1%,2%
SKE,714,714,0,2%,2,2,2,0,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,82,-0,-0%,65,78%,115,1%,2%
SMP,19242,19242,0,4%,5,5,5,0,0,1,10,0,11,14,14,0,0,0,0,0,0,0,55,8,-3,-210,0,0,23,15410,75%,2150,39,1%,1080,50%,111,1%,2%
SPC,6483,6483,0,2%,7,11,7,0,0,5,8,4,17,17,17,0,11,9350,5,2,0,0,0,0,5,350,6,15,0,0,50%,1642,13,0%,358,21%,253,1%,2%
SPP,27397,27397,0,4%,7,17,7,0,0,1,12,6,19,23,23,0,21,12600,0,0,0,0,0,0,14,980,0,0,0,0,75%,4093,39,0%,712,17%,149,1%,2%
SRV,340,340,0,2%,1,1,1,0,0,2,5,4,11,10,10,0,14,7700,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,83,4,5%,15,19%,246,1%,2%
TNV,254,254,0,1%,1,1,1,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,24,-0,-0%,21,91%,94,1%,2%
UMB,1842,1842,0,3%,4,4,4,0,0,2,4,1,7,7,7,0,0,0,0,0,0,0,0,0,2,140,0,0,0,0,50%,291,0,0%,140,48%,158,1%,2%
USV,101,101,0,1%,1,1,1,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,5,-0,-1%,5,99%,56,1%,2%
WEA,205,205,0,3%,1,1,1,0,0,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,18,-0,-0%,17,93%,92,1%,2%
HHE,75234,75234,0,2%,20,20,20,0,0,17,28,5,50,54,54,0,4,2200,8,4,0,0,26,3,22,1540,45,112,0,0,50%,10588,125,1%,2846,26%,140,1%,2%
HBB,8177,8177,0,-0%,7,7,7,0,0,3,5,2,10,11,11,0,0,0,0,0,0,0,0,0,-2,-140,0,0,3,2010,75%,1279,1,0%,657,51%,156,1%,2%
HCR,3207,3207,0,3%,12,12,12,0,0,1,2,0,3,8,8,0,1,550,0,0,0,0,0,0,11,770,-2,-5,0,0,50%,427,0,0%,185,43%,133,1%,2%
HER,4434,4434,0,3%,14,14,14,0,0,3,4,0,7,9,9,0,0,0,8,4,0,0,8,1,3,210,4,10,0,0,50%,514,1,0%,327,63%,115,1%,2%
HET,2269,1297,972,3%,4,1,4,0,0,3,2,0,5,9,9,0,0,0,0,0,0,0,0,0,11,770,0,0,1,670,50%,399,0,0%,187,46%,246,1%,2%
HLF,18905,18905,0,3%,11,11,11,0,0,7,16,1,24,25,25,0,16,8800,18,9,0,0,0,0,23,1610,0,0,10,6700,50%,3733,38,1%,970,25%,197,1%,2%
HNO,5970,5970,0,3%,4,4,4,0,0,11,35,0,46,12,12,0,35,19250,7,3,0,0,5,0,27,1890,9,22,29,19430,50%,1399,121,8%,489,34%,234,1%,2%
HPP,12440,12148,292,3%,17,17,17,0,0,3,4,4,11,23,23,0,0,0,0,0,11,110,0,0,-7,-490,0,0,0,0,50%,2055,-0,-0%,810,39%,167,1%,2%
HRF,4502,4502,0,3%,8,8,8,0,0,1,3,1,5,10,10,0,0,0,0,0,0,0,11,1,-4,-280,7,17,22,14740,50%,691,11,1%,325,47%,153,1%,2%
HSP,15503,15483,20,3%,16,19,16,0,0,4,8,5,17,23,23,0,0,0,0,0,0,0,8,1,3,210,6,15,0,0,50%,2581,3,0%,1064,41%,166,1%,2%
HST,48140,43092,5048,3%,21,26,21,0,0,6,15,4,25,31,31,0,3,1650,0,0,0,0,18,2,14,980,13,32,14,9380,50%,5321,47,0%,2760,51%,118,1%,2%
HTP,22656,22656,0,5%,12,12,12,0,0,5,10,8,23,25,25,0,0,0,6,3,11,110,0,0,20,1400,0,0,9,6030,50%,4064,12,0%,1076,26%,179,1%,2%
HUM,4773,4382,391,2%,11,7,11,0,0,2,4,0,6,9,9,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,50%,660,-0,-0%,354,53%,146,1%,2%
HUP,4807,4480,326,3%,6,19,6,0,0,0,1,3,4,7,7,0,0,0,0,0,0,0,0,0,6,420,0,0,0,0,50%,950,0,0%,355,37%,207,1%,2%
HWA,2875,2875,0,3%,7,15,7,0,0,1,2,0,3,8,8,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,377,-0,-0%,220,58%,131,1%,2%
AVE,126,126,0,2%,2,7,2,0,0,3,2,0,5,5,5,0,0,0,0,0,0,0,0,0,7,490,0,0,6,4020,50%,6,1,31%,4,72%,48,1%,2%
ANA,571,571,0,1%,2,2,2,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,42,-0,-0%,36,86%,74,1%,2%
BIU,172,172,0,2%,2,7,2,0,0,3,3,0,6,5,5,0,0,0,0,0,0,0,0,0,16,1120,0,0,12,8040,50%,17,4,25%,12,73%,100,1%,2%
CPV,8020,8020,0,3%,6,6,6,0,0,5,6,0,11,11,11,0,0,0,0,0,0,0,14,2,21,1470,39,97,15,10050,0%,1283,19,1%,611,47%,159,1%,2%
DOC,2652,2652,0,2%,4,9,4,0,0,1,4,0,5,5,5,0,0,0,0,0,0,0,21,3,13,910,37,92,0,0,0%,403,8,2%,243,60%,152,1%,2%
DMP,1731,1731,0,3%,7,9,7,0,0,3,2,0,5,6,6,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,50%,169,0,0%,134,79%,97,1%,2%
ERP,653,653,0,3%,2,2,2,0,0,2,3,0,5,5,5,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,52,-0,-0%,46,88%,80,1%,2%
FIK,1598,1598,0,2%,3,3,3,0,0,3,3,0,6,6,6,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,217,-0,-0%,131,60%,136,1%,2%
GSD,5133,5133,0,2%,4,4,4,0,0,6,4,0,10,10,10,0,0,0,0,0,0,0,7,1,14,980,15,37,0,0,25%,1434,4,0%,117,8%,279,1%,2%
HPV,278,278,0,4%,1,5,1,0,0,2,0,0,2,4,4,0,16,8800,0,0,0,0,0,0,-2,-140,0,0,0,0,0%,12,2,22%,9,75%,45,1%,2%
IHS,2061,2061,0,4%,3,3,3,0,0,1,1,0,2,4,4,0,5,2750,0,0,0,0,0,0,0,0,0,0,0,0,50%,215,1,0%,140,65%,104,1%,2%
KGK,4919,4919,0,1%,7,13,7,0,0,2,6,0,8,8,8,0,0,0,0,0,0,0,0,0,-5,-350,0,0,0,0,50%,685,-0,-0%,389,56%,139,1%,2%
LEE,2106,2106,0,1%,6,8,6,0,0,2,3,0,5,5,5,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,135,-0,-0%,129,95%,64,1%,2%
LRO,377,377,0,1%,4,5,4,0,0,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,26,-0,-0%,23,89%,70,1%,2%
MRC,33929,33076,853,2%,24,21,24,0,0,11,84,14,109,75,75,0,69,65550,79,39,7,70,46,6,160,11200,48,120,86,57620,75%,10764,1649,15%,1867,17%,322,1%,2%
NMR,1119,1119,0,1%,2,3,2,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,5,0,-4,-280,0,0,0,0,50%,88,0,0%,79,89%,79,1%,2%
NRP,4119,4119,0,1%,9,9,9,0,0,2,5,0,7,7,7,0,2,1100,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,576,0,0%,283,49%,139,1%,2%
PCS,1629,1629,0,1%,3,4,3,0,0,1,2,0,3,5,5,0,0,0,0,0,0,0,14,2,-6,-420,0,0,0,0,50%,174,0,0%,131,75%,107,1%,2%
REP,2106,2106,0,1%,6,19,6,0,0,2,3,0,5,6,6,0,0,0,0,0,0,0,7,1,-3,-210,8,20,0,0,50%,312,1,0%,153,49%,148,1%,2%
RVV,10256,10256,0,2%,10,10,10,0,0,6,6,2,14,14,14,0,8,4400,7,3,0,0,3,0,11,770,9,22,17,11390,50%,1717,20,1%,783,45%,167,1%,2%
SEK,5318,5318,0,2%,11,11,11,0,0,2,5,4,11,11,11,0,0,0,0,0,0,0,0,0,-2,-140,0,0,4,2680,50%,1281,2,0%,333,26%,240,1%,2%
SFG,4936,6936,0,6%,12,19,8,0,0,3,8,3,14,14,14,0,3,1650,0,0,0,0,0,0,-11,-770,-2,-5,0,0,50%,1480,0,0%,434,29%,213,1%,2%
SLA,53,53,0,4%,1,5,1,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,0%,1,-0,-4%,1,102%,35,1%,2%
SMK,2122,2122,0,1%,3,4,3,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-280,11,27,0,0,50%,212,1,0%,168,79%,99,1%,2%
SRA,4714,2714,0,5%,3,19,7,0,0,7,9,0,16,16,11,0,0,0,0,0,0,0,0,0,-7,-490,-4,-10,0,0,50%,264,-1,-0%,196,74%,97,1%,2%
SSD,5203,5203,0,2%,6,6,6,0,0,4,4,0,8,9,9,0,0,0,0,0,0,0,17,2,30,2100,26,65,3,2010,25%,863,9,1%,292,33%,166,1%,2%
UFS,12532,12532,0,2%,19,27,19,0,0,7,16,3,26,27,27,0,0,0,0,0,0,0,0,0,-8,-560,-2,-5,0,0,50%,2509,-1,-0%,510,20%,200,1%,2%
WIE,448,448,0,1%,3,4,3,0,0,2,1,0,3,5,5,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,37,-0,-0%,32,86%,84,1%,2%
BAR,70039,70039,0,1%,22,22,22,0,0,6,52,5,63,57,57,0,54,21600,0,0,13,130,15,2,-40,-2800,129,322,254,170180,50%,9628,1489,15%,4873,50%,137,1%,2%
FFN,20834,20834,0,1%,14,14,14,0,0,5,19,0,24,18,18,0,67,26800,0,0,13,130,0,0,40,2800,0,0,0,0,50%,2804,70,2%,1334,47%,134,1%,2%
LLA,10244,10244,0,3%,7,7,7,1,0,6,12,5,23,19,19,0,41,22550,7,3,0,0,0,0,-1,-70,-2,-5,0,0,50%,2799,41,1%,334,11%,273,1%,2%
DRC,55888,55888,0,3%,9,78,9,0,0,5,3,0,8,6,6,0,0,0,0,0,0,0,119,17,16,1120,8,20,0,0,25%,3302,10,0%,2505,75%,59,1%,2%
DVE,5752,5752,0,3%,9,15,9,0,0,6,4,0,10,10,10,0,0,0,0,0,0,0,0,0,3,210,0,0,0,0,25%,1306,0,0%,273,20%,227,1%,2%
DVC,11137,11137,0,2%,2,5,2,0,0,2,4,0,6,5,5,0,0,0,0,0,0,0,0,0,15,1050,38,95,0,0,25%,1159,8,0%,618,53%,104,1%,2%
EPC,17848,17848,0,5%,18,78,18,0,0,0,2,2,4,10,10,0,0,0,7,3,17,170,0,0,12,840,-4,-10,0,0,0%,1224,0,0%,833,68%,68,1%,2%
EPY,52569,52569,0,3%,39,39,39,1,0,15,34,13,62,57,57,0,10,5500,45,22,172,1720,0,0,-4,-280,76,190,142,95140,50%,10129,607,5%,3071,30%,192,1%,2%
FDL,4179,4179,0,3%,3,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,13,1,4,280,0,0,0,0,25%,332,0,0%,198,59%,79,1%,2%
FGJ,5312,5312,0,7%,3,6,3,0,0,1,0,0,1,1,0,0,0,0,0,0,6,60,0,0,0,0,0,0,0,0,25%,229,0,0%,229,99%,43,1%,2%
GHN,4089,4089,0,3%,3,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,403,0,0%,308,76%,98,1%,2%
GNG,4079,4079,0,3%,2,2,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8710,25%,409,2,0%,307,75%,100,1%,2%
JJY,3059,3059,0,5%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,199,1,0%,197,99%,65,1%,2%
LCF,7138,7138,0,3%,3,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,420,0,0,0,0,25%,543,0,0%,409,75%,76,1%,2%
LCS,2049,2049,0,5%,3,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,16,160,0,0,0,0,0,0,0,0,25%,167,0,0%,88,52%,81,1%,2%
LMC,6121,6121,0,3%,2,2,2,0,0,3,1,0,4,4,4,0,0,0,0,0,2,20,0,0,-2,-140,0,0,0,0,25%,745,-0,-0%,254,34%,121,1%,2%
LMN,92702,92702,0,5%,10,78,10,0,0,4,8,4,16,15,15,0,0,0,3,1,0,0,0,0,15,1050,-6,-15,0,0,25%,5163,-0,-0%,3432,66%,55,1%,2%
LPR,13241,13241,0,3%,10,78,10,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,0,6,420,-2,-5,0,0,25%,1031,-0,-0%,704,68%,77,1%,2%
MYU,1028,1028,0,3%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,65,0,0%,65,100%,64,1%,2%
NRS,5192,5192,0,3%,6,6,6,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-280,12,30,0,0,25%,655,1,0%,459,70%,126,1%,2%
NWE,6108,6108,0,3%,6,6,6,0,0,1,3,0,4,6,6,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,766,-0,-0%,538,70%,125,1%,2%
RDN,3818,3818,0,3%,7,7,7,0,0,3,8,0,11,11,11,0,0,0,0,0,0,0,0,0,2,140,114,285,0,0,0%,653,28,4%,228,34%,171,1%,2%
ROM,8975,8975,0,3%,7,28,7,0,0,4,13,2,19,19,19,0,0,0,0,0,0,0,0,0,-8,-560,26,65,5,3350,25%,1503,14,0%,628,41%,167,1%,2%
RPG,10715,10715,0,3%,2,2,2,0,0,2,1,1,4,4,4,0,0,0,0,0,7,70,0,0,2,140,0,0,9,6030,25%,1107,2,0%,770,69%,103,1%,2%
RPT,2037,2037,0,3%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,131,0,0%,131,100%,64,1%,2%
SSJ,1018,1018,0,3%,1,1,1,0,0,0,1,2,3,3,3,0,0,0,0,0,10,100,0,0,-2,-140,0,0,0,0,25%,135,0,0%,43,32%,132,1%,2%
WYK,5092,5092,0,3%,5,5,5,0,0,0,2,2,4,4,4,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,25%,748,-0,-0%,443,59%,146,1%,2%
XIF,3568,3568,0,3%,2,2,2,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,25%,357,-0,-0%,244,68%,100,1%,2%
