Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
NLL,243,243,0,4%,2,16,2,1,0,7,4,0,11,11,6,0,0,0,5,2,0,0,0,0,7,490,-2,-5,9,6030,0%,16,3,21%,12,75%,68,7%,9%
OAK,83958,83958,0,2%,52,66,52,1,0,44,230,31,305,254,254,0,115,120750,360,180,5,50,109,16,666,46620,246,615,318,213060,50%,49188,18891,38%,3079,6%,585,7%,9%
PLK,349,349,0,4%,2,4,2,0,0,4,4,0,8,8,8,0,0,0,0,0,0,0,7,1,-8,-560,9,22,0,0,25%,28,1,6%,23,84%,80,7%,9%
SHT,638,638,0,2%,4,7,4,1,0,5,8,0,13,12,12,0,9,4950,0,0,0,0,0,0,-14,-980,0,0,0,0,75%,42,3,9%,31,75%,65,7%,9%
TAM,14024,14024,0,2%,24,24,24,0,0,6,30,2,38,37,37,0,0,0,0,0,0,0,74,11,-33,-2310,0,0,0,0,25%,2636,37,1%,288,10%,187,7%,9%
TPD,547,547,0,2%,3,3,3,1,0,3,3,0,6,8,8,0,0,0,0,0,0,0,10,1,-8,-560,16,40,5,3350,25%,56,4,8%,40,71%,103,7%,9%
TPP,14015,14015,0,4%,28,28,28,1,1,9,6,0,15,15,13,0,0,0,47,23,0,0,0,0,20,1400,0,0,8,5360,0%,1672,8,0%,889,53%,119,7%,9%
TRH,8940,8940,0,5%,12,29,12,1,0,4,11,0,15,17,17,0,6,6000,0,0,0,0,35,5,56,3920,61,152,4,2680,0%,1774,55,3%,521,29%,198,7%,9%
TRI,2756,2756,0,2%,5,7,5,1,0,3,5,0,8,7,7,0,0,0,0,0,0,0,38,5,-8,-560,48,120,0,0,25%,414,13,3%,231,55%,150,7%,9%
UEK,11177,11177,0,7%,11,21,11,1,0,6,7,3,16,16,16,0,0,0,0,0,0,0,0,0,3,210,1,2,9,6030,25%,2400,8,0%,638,26%,214,7%,9%
WGK,444,444,0,2%,4,4,4,1,0,4,8,0,12,11,11,0,0,0,0,0,0,0,0,0,-14,-980,66,165,0,0,75%,52,14,28%,31,60%,117,7%,9%
AAV,107,107,0,2%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,75%,20,-0,-1%,9,45%,192,7%,9%
AGC,5664,5664,0,2%,6,6,6,1,0,7,9,5,21,21,21,0,0,0,47,23,0,0,0,0,59,4130,0,0,0,0,0%,2243,8,0%,243,10%,396,7%,9%
AHM,1228,1228,0,3%,7,7,7,1,0,8,11,0,19,22,22,0,0,0,0,0,0,0,0,0,-26,-1820,0,0,0,0,0%,141,-1,-0%,85,59%,115,7%,9%
ARN,4021,4021,0,2%,8,14,8,1,0,7,9,1,17,17,17,0,0,0,0,0,0,0,64,9,4,280,0,0,17,11390,0%,1224,24,1%,223,18%,304,7%,9%
ATL,6623,6623,0,2%,4,4,4,1,0,5,10,3,18,18,17,0,86,103200,0,0,115,1150,0,0,-20,-1400,0,0,0,0,0%,2392,235,9%,161,6%,361,7%,9%
AUC,4884,4884,0,2%,15,15,15,1,0,8,19,10,37,30,29,0,17,17000,17,8,0,0,0,0,59,4130,0,0,0,0,0%,2308,38,1%,306,13%,472,7%,9%
AUF,1378,1378,0,2%,5,5,5,1,0,1,7,3,11,16,16,0,0,0,33,16,0,0,0,0,-16,-1120,0,0,67,44890,75%,440,43,9%,103,23%,319,7%,9%
BTR,18294,18294,0,3%,25,25,25,1,0,8,31,3,42,33,33,0,28,28000,0,0,0,0,46,6,14,980,0,0,66,44220,75%,2782,260,9%,1154,41%,152,7%,9%
CUL,107,107,0,4%,1,3,1,1,0,4,2,0,6,6,6,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,0,-0,-22%,0,112%,3,7%,9%
ETV,358,358,0,2%,1,1,1,1,0,3,9,2,14,10,10,0,47,35250,0,0,0,0,0,0,-10,-700,0,0,0,0,75%,107,34,32%,32,30%,300,7%,9%
FLU,301,301,0,2%,2,2,2,0,0,4,6,0,10,10,10,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,16,-0,-2%,15,94%,53,7%,9%
FRO,515,515,0,3%,3,3,3,1,0,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,25%,42,-0,-1%,37,87%,82,7%,9%
JIN,608,608,0,2%,1,1,1,1,0,4,5,0,9,9,9,0,0,0,0,0,0,0,5,0,-1,-70,0,0,0,0,0%,72,0,0%,55,76%,119,7%,9%
KHM,6861,6861,0,6%,13,13,13,1,0,5,12,0,17,22,22,0,0,0,0,0,0,0,0,0,8,560,0,0,45,30150,0%,1453,49,3%,449,30%,211,7%,9%
KKV,536,536,0,2%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,75%,115,-0,-0%,48,42%,215,7%,9%
KSA,4401,4401,0,2%,8,10,8,1,0,6,11,5,22,20,20,0,6,3300,12,6,34,340,0,0,23,1610,0,0,0,0,25%,1551,6,0%,340,21%,352,7%,9%
LNV,357,357,0,2%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,36,-0,-0%,31,85%,101,7%,9%
LOC,107,107,0,4%,1,1,1,1,0,4,3,0,7,7,7,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,25%,8,-0,-1%,8,98%,80,7%,9%
MES,864,864,0,3%,1,1,1,1,0,4,7,0,11,9,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,45,30150,75%,143,26,18%,78,54%,166,7%,9%
MJU,41990,34812,7178,2%,29,22,29,0,0,16,55,13,84,81,81,0,20,22000,51,25,20,200,43,6,77,5390,0,0,82,54940,60%,9668,643,6%,1942,20%,259,7%,9%
MNG,3022,3022,0,3%,7,7,7,0,0,5,6,1,12,11,11,0,6,6000,0,0,0,0,0,0,16,1120,0,0,0,0,50%,371,5,1%,127,34%,122,7%,9%
MRV,160,160,0,2%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,15,-0,-1%,14,94%,96,7%,9%
OOD,7636,7636,0,3%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,1222,-0,-0%,501,41%,160,7%,9%
PER,259,259,0,3%,1,1,1,1,0,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-7,-490,0,0,0,0,0%,23,-0,-1%,22,93%,91,7%,9%
QDT,2472,2472,0,3%,15,16,15,0,0,5,13,7,25,24,24,0,44,44000,6,3,0,0,0,0,61,4270,0,0,0,0,25%,1147,63,5%,125,10%,463,7%,9%
QUE,3296,3296,0,3%,12,12,12,1,0,5,12,3,20,24,24,0,0,0,0,0,0,0,0,0,-28,-1960,0,0,0,0,50%,994,-1,-0%,231,23%,301,7%,9%
RIV,718,718,0,2%,2,2,2,1,0,3,5,0,8,8,8,0,55,41250,0,0,65,650,0,0,-10,-700,0,0,0,0,0%,112,28,25%,65,58%,156,7%,9%
RJV,211,211,0,3%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,20,-0,-1%,18,91%,95,7%,9%
RNV,357,357,0,2%,1,1,1,1,0,3,6,2,11,9,9,0,32,17600,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,86,13,15%,32,37%,240,7%,9%
SDP,28380,28380,0,5%,7,28,7,1,0,18,46,15,79,38,38,0,44,57200,51,25,0,0,0,0,72,5040,0,0,60,40200,75%,7524,563,7%,1195,15%,265,7%,9%
SKE,753,753,0,3%,2,2,2,1,0,5,6,0,11,11,11,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,25%,94,-0,-0%,69,73%,126,7%,9%
SMP,20310,20310,0,4%,5,5,5,1,0,1,18,0,19,24,24,0,0,0,0,0,0,0,125,18,2,140,0,0,58,38860,50%,3529,194,5%,1186,33%,173,7%,9%
SPP,28885,28885,0,4%,7,17,7,1,0,2,16,10,28,33,33,0,44,52800,0,0,0,0,0,0,43,3010,0,0,0,0,70%,6860,259,3%,753,10%,237,7%,9%
SRV,357,357,0,2%,1,1,1,1,0,4,5,4,13,13,13,0,32,17600,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,106,11,10%,17,15%,297,7%,9%
TNV,268,268,0,2%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,75%,54,-0,-0%,23,43%,201,7%,9%
UMB,1942,1942,0,3%,4,4,4,0,0,4,7,4,15,15,15,0,0,0,0,0,0,0,0,0,8,560,0,0,0,0,50%,676,0,0%,148,21%,348,7%,9%
USV,107,107,0,2%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,6,-0,-3%,6,100%,56,7%,9%
WEA,215,215,0,3%,1,1,1,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,42,-0,-0%,18,44%,197,7%,9%
HHE,155792,67716,95356,4%,86,14,82,0,0,47,64,13,124,176,176,0,38,26600,36,18,7,70,56,8,133,9310,35,87,45,30150,50%,25657,676,2%,7869,30%,257,7%,9%
HST,77287,69953,29,7%,58,62,64,0,0,29,30,10,69,81,70,0,28,15400,4,2,16,160,53,7,146,10220,48,120,37,24790,50%,10801,274,2%,4088,37%,154,7%,9%
HDW,155,180,0,7%,3,7,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,-2,-140,16,40,0,0,50%,10,1,12%,8,84%,56,7%,9%
AVE,133,133,0,3%,2,7,2,1,0,4,8,0,12,8,8,0,0,0,0,0,0,0,0,0,22,1540,0,0,17,11390,75%,16,11,68%,4,29%,124,7%,9%
ANA,601,601,0,6%,2,2,2,1,0,4,2,0,6,6,6,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,46,-0,-0%,37,80%,77,7%,9%
BIU,180,180,0,2%,2,7,2,1,0,5,6,0,11,9,9,0,0,0,0,0,0,0,0,0,32,2240,0,0,23,15410,25%,27,12,45%,14,51%,151,7%,9%
CPV,12670,8432,0,6%,6,6,7,0,0,6,8,0,14,17,14,0,0,0,0,0,0,0,18,2,25,1750,51,127,30,20100,0%,1485,42,2%,669,45%,176,7%,9%
DOC,3051,3051,0,3%,6,9,6,0,0,5,8,0,13,13,13,0,0,0,0,0,0,0,27,4,9,630,49,122,0,0,25%,616,18,3%,266,43%,202,7%,9%
DMP,1739,1739,0,5%,6,9,6,0,0,5,2,0,7,8,8,0,0,0,0,0,0,0,0,0,8,560,0,0,0,0,50%,184,0,0%,131,70%,106,7%,9%
ERP,687,687,0,3%,2,2,2,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,50%,124,-0,-0%,49,39%,180,7%,9%
FIK,1684,1684,0,3%,3,3,3,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,75%,393,-0,-0%,135,34%,233,7%,9%
HPV,579,579,0,3%,5,5,5,0,0,5,5,0,10,13,13,0,18,18000,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,35,11,31%,22,62%,60,7%,9%
IHS,2181,2181,0,6%,3,3,3,1,0,5,3,0,8,11,9,0,8,8000,0,0,0,0,0,0,0,0,0,0,0,0,0%,275,4,1%,144,52%,126,7%,9%
KGK,5187,5187,0,2%,7,13,7,1,0,6,10,0,16,16,16,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,75%,1293,-0,-0%,403,31%,249,7%,9%
LEE,2225,2225,0,2%,6,8,6,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,25%,139,-0,-0%,133,95%,62,7%,9%
LRO,398,398,0,2%,4,5,4,1,0,2,4,0,6,8,8,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,25%,29,-0,-1%,26,87%,74,7%,9%
MRC,35793,35793,0,4%,25,25,25,1,0,33,110,42,185,132,132,0,108,129600,114,57,10,100,66,9,454,31780,113,282,123,82410,75%,22349,3984,17%,1525,6%,624,7%,9%
NMR,1179,1179,0,2%,2,3,2,1,0,3,4,0,7,8,8,0,0,0,0,0,0,0,12,1,-10,-700,0,0,0,0,25%,115,0,0%,85,73%,98,7%,9%
NRP,1444,4277,0,3%,8,9,3,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,349,0,0%,298,85%,81,7%,9%
PCS,1721,1721,0,2%,3,4,3,1,0,2,6,0,8,11,11,0,0,0,0,0,0,0,40,6,-12,-840,0,0,0,0,25%,227,4,1%,143,62%,132,7%,9%
REP,6705,6705,0,2%,12,23,12,1,0,7,14,4,25,23,23,0,0,0,0,0,0,0,45,6,17,1190,40,100,59,39530,75%,2147,103,4%,493,22%,320,7%,9%
RVV,6615,10853,0,4%,10,10,9,0,0,6,10,2,18,14,14,0,15,8250,13,6,0,0,7,1,8,560,17,42,43,28810,50%,1889,70,3%,782,41%,174,7%,9%
SEK,5621,5621,0,3%,11,11,11,0,0,3,5,4,12,14,14,0,0,0,0,0,0,0,0,0,6,420,0,0,8,5360,50%,1640,5,0%,346,21%,291,7%,9%
SMK,2238,2238,0,2%,3,4,3,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-560,29,72,0,0,25%,313,4,1%,186,59%,140,7%,9%
SRA,17938,14760,343,7%,21,19,26,0,0,14,26,7,47,50,43,0,6,3300,0,0,0,0,0,0,12,840,-4,-10,0,0,75%,3998,8,0%,1005,25%,268,7%,9%
SSD,10840,10840,0,3%,9,16,9,0,0,13,13,0,26,29,29,0,0,0,0,0,0,0,56,8,111,7770,95,237,7,4690,0%,3699,97,2%,430,11%,341,7%,9%
UFS,16138,16138,0,2%,25,27,25,1,0,9,21,5,35,39,39,0,1,1000,0,0,0,0,0,0,17,1190,0,0,0,0,0%,3567,4,0%,740,20%,221,7%,9%
WIE,473,473,0,3%,3,4,3,1,0,2,4,0,6,9,9,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,25%,40,-0,-0%,35,86%,85,7%,9%
BAR,74416,74416,0,3%,22,22,22,1,0,8,70,13,91,69,69,0,124,86800,0,0,29,290,34,5,46,3220,297,742,588,393960,75%,16996,5462,32%,5083,29%,228,7%,9%
FFN,22087,22087,0,2%,14,14,14,1,0,8,19,1,28,28,28,0,129,77400,0,0,25,250,0,0,91,6370,0,0,0,0,0%,4239,244,5%,1386,32%,191,7%,9%
LLA,10829,10829,0,3%,7,7,7,1,0,7,15,7,29,29,29,0,101,131300,15,7,0,0,0,0,5,350,-2,-5,0,0,0%,3963,353,8%,348,8%,365,7%,9%
DRC,64701,64701,0,4%,12,78,12,1,1,11,9,0,20,16,11,0,0,0,0,0,0,0,222,33,37,2590,17,42,0,0,25%,4391,56,1%,2947,67%,67,7%,9%
DVE,6091,6091,0,5%,9,15,9,1,0,7,6,0,13,13,13,0,0,0,0,0,0,0,0,0,15,1050,0,0,0,0,50%,2023,0,0%,300,14%,332,7%,9%
DVC,11790,11790,0,3%,2,5,2,0,0,2,7,0,9,7,7,0,0,0,0,0,0,0,0,0,35,2450,75,187,0,0,25%,1493,26,1%,636,42%,126,7%,9%
EPC,24219,24219,0,5%,21,78,21,0,0,1,4,4,9,16,16,0,0,0,8,4,27,270,0,0,10,700,-4,-10,8,5360,0%,2077,4,0%,1096,52%,85,7%,9%
EPY,55121,55121,0,3%,39,39,39,1,1,18,29,21,68,72,72,0,18,21600,80,40,313,3130,0,0,25,1750,135,337,254,170180,0%,12880,1328,10%,3139,24%,233,7%,9%
FDL,4423,4423,0,4%,3,3,3,1,0,4,0,0,4,4,1,0,0,0,0,0,0,0,31,4,9,630,0,0,8,5360,25%,370,3,0%,204,55%,83,7%,9%
GHN,4295,4295,0,3%,3,3,3,1,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,445,0,0%,314,70%,103,7%,9%
GNG,4281,4281,0,2%,2,2,2,1,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14070,25%,453,4,0%,314,69%,105,7%,9%
LCF,7575,7575,0,4%,3,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,11,770,0,0,0,0,25%,586,0,0%,422,71%,77,7%,9%
LCS,2168,2168,0,6%,3,3,3,1,0,1,0,2,3,3,3,0,0,0,0,0,30,300,0,0,0,0,0,0,0,0,25%,376,0,0%,90,24%,173,7%,9%
LMC,6487,6487,0,6%,2,2,2,1,0,3,1,2,6,6,6,0,0,0,0,0,5,50,0,0,-2,-140,0,0,7,4690,0%,1168,2,0%,261,22%,180,7%,9%
LMN,100786,100786,0,5%,12,78,12,1,0,4,10,7,21,19,19,0,0,0,5,2,0,0,0,0,65,4550,0,0,16,10720,25%,6757,36,0%,3714,54%,67,7%,9%
LPR,13882,13882,0,4%,10,78,10,0,0,7,0,0,7,7,4,0,0,0,0,0,0,0,0,0,11,770,-2,-5,0,0,25%,1194,0,0%,718,60%,86,7%,9%
MYU,1082,1082,0,3%,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,67,0,0%,67,100%,62,7%,9%
NRS,5466,5466,0,5%,6,6,6,0,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-840,25,62,9,6030,0%,1015,12,1%,477,47%,185,7%,9%
NWE,6447,6447,0,3%,6,6,6,0,0,2,6,0,8,10,10,0,0,0,0,0,0,0,0,0,-14,-980,0,0,7,4690,50%,1053,4,0%,568,54%,163,7%,9%
RDN,4029,4029,0,3%,7,7,7,0,0,5,10,0,15,15,15,0,0,0,0,0,0,0,0,0,-1,-70,127,317,0,0,0%,759,39,5%,240,31%,188,7%,9%
ROM,9502,9502,0,3%,7,28,7,0,0,7,16,5,28,27,27,0,0,0,0,0,0,0,0,0,35,2450,78,195,13,8710,25%,2465,60,2%,683,27%,259,7%,9%
RPG,11374,11374,0,4%,2,2,2,1,1,2,2,1,5,5,4,0,0,0,0,0,13,130,0,0,4,280,0,0,25,16750,20%,1249,8,0%,795,63%,109,7%,9%
SSJ,1076,1076,0,4%,1,1,1,1,1,0,1,2,3,3,3,0,0,0,0,0,19,190,0,0,-2,-140,0,0,7,4690,0%,160,2,1%,45,28%,149,7%,9%
WYK,5384,5384,0,3%,5,5,5,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,1164,-0,-0%,463,39%,216,7%,9%
D01,21,21,0,3%,2,7,2,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,-4,-280,0,0,7,4690,0%,3,1,45%,1,55%,147,7%,9%
