Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
LLD,6126,6126,0,2%,6,6,6,1,0,2,9,0,11,10,10,0,0,0,15,7,0,0,0,0,5,350,0,0,0,0,75%,1040,1,0%,425,40%,169,5%,7%
MLB,70,70,0,1%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-560,0,0,2,1340,25%,3,0,16%,2,82%,44,5%,7%
MTR,1657,1657,0,2%,5,8,5,1,0,4,5,1,10,10,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,50%,349,-0,-0%,123,35%,210,5%,7%
NLL,240,240,0,4%,2,16,2,1,0,6,3,0,9,9,5,0,0,0,4,2,0,0,0,0,-5,-350,0,0,8,5360,50%,16,2,16%,12,78%,66,5%,7%
OAK,67925,58077,2208,3%,39,39,42,0,0,21,186,16,223,209,189,0,62,55800,105,52,0,0,88,13,502,35140,229,572,177,118590,50%,26959,7268,26%,1922,7%,458,5%,7%
PLK,343,343,0,2%,2,4,2,0,0,4,4,0,8,8,8,0,0,0,0,0,0,0,6,0,-8,-560,8,20,0,0,25%,27,1,5%,23,85%,80,5%,7%
SHT,628,628,0,2%,4,7,4,1,0,5,7,0,12,12,12,0,7,3850,0,0,0,0,0,0,-14,-980,0,0,0,0,75%,40,2,6%,31,78%,64,5%,7%
TAM,13744,13744,0,3%,24,24,24,0,0,6,30,2,38,35,35,0,0,0,0,0,0,0,74,11,-29,-2030,0,0,0,0,50%,2502,33,1%,284,11%,182,5%,7%
TPD,538,538,0,2%,3,3,3,1,0,3,1,0,4,6,6,0,0,0,0,0,0,0,10,1,-4,-280,16,40,5,3350,50%,56,3,6%,40,71%,105,5%,7%
TPP,13730,13730,0,4%,28,28,28,0,0,9,6,0,15,15,13,0,0,0,46,23,0,0,0,0,20,1400,0,0,8,5360,0%,1646,7,0%,879,53%,119,5%,7%
TRH,18501,6633,0,3%,4,29,18,0,0,4,11,0,15,33,15,0,6,6000,0,0,0,0,33,4,46,3220,53,132,4,2680,0%,1495,43,2%,368,24%,225,5%,7%
TRI,2710,2710,0,2%,5,7,5,1,0,3,5,0,8,6,6,0,0,0,0,0,0,0,35,5,-6,-420,45,112,0,0,50%,369,11,3%,225,61%,136,5%,7%
UEK,1347,13215,0,7%,19,21,5,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,5,0,-2,-140,20,50,0,0,25%,792,2,0%,774,97%,59,5%,7%
WGK,437,437,0,2%,4,4,4,1,0,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-14,-980,60,150,0,0,75%,48,11,23%,31,64%,110,5%,7%
AAV,105,105,0,0%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,20,-0,-1%,9,46%,191,5%,7%
AGC,5561,5561,0,2%,6,6,6,1,0,7,15,5,27,20,20,0,0,0,43,21,0,0,0,0,59,4130,0,0,0,0,50%,2378,9,0%,236,9%,427,5%,7%
AHM,1208,1208,0,3%,7,7,7,1,0,7,10,0,17,20,20,0,0,0,0,0,0,0,0,0,-24,-1680,0,0,0,0,25%,142,-1,-0%,84,59%,117,5%,7%
ARN,3945,3945,0,2%,8,14,8,1,0,7,12,1,20,17,17,0,0,0,0,0,0,0,59,8,2,140,0,0,14,9380,75%,1342,25,1%,217,16%,340,5%,7%
ATL,6497,6497,0,2%,4,4,4,1,0,4,17,3,24,17,16,0,86,55900,0,0,115,1150,0,0,-20,-1400,0,0,0,0,50%,2391,134,5%,160,6%,368,5%,7%
AUC,4791,4791,0,3%,15,15,15,1,0,8,22,8,38,27,26,0,17,17000,17,8,0,0,0,0,61,4270,0,0,0,0,50%,2166,42,1%,303,14%,452,5%,7%
AUF,1356,1356,0,2%,5,5,5,1,0,1,7,3,11,16,16,0,0,0,27,13,0,0,0,0,-16,-1120,0,0,62,41540,75%,419,36,8%,100,23%,309,5%,7%
BTR,17961,17961,0,3%,25,25,25,1,0,6,24,3,33,28,28,0,24,13200,0,0,0,0,39,5,11,770,0,0,55,36850,75%,2574,138,5%,1143,44%,143,5%,7%
CUL,105,105,0,3%,1,3,1,1,0,4,2,0,6,6,6,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,0,-0,-20%,0,112%,3,5%,7%
ETV,352,352,0,2%,1,1,1,1,0,3,9,2,14,10,10,0,39,25350,0,0,0,0,0,0,-10,-700,0,0,0,0,75%,93,22,24%,31,33%,265,5%,7%
FLU,296,296,0,3%,2,2,2,1,0,4,6,0,10,10,10,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,25%,16,-0,-2%,15,93%,54,5%,7%
FRO,507,507,0,3%,3,3,3,1,0,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,50%,42,-0,-1%,36,87%,82,5%,7%
JIN,598,598,0,3%,1,1,1,1,0,4,5,0,9,9,9,0,0,0,0,0,0,0,4,0,-2,-140,0,0,0,0,25%,68,0,0%,52,77%,114,5%,7%
KHM,6736,6736,0,6%,13,13,13,1,0,4,10,0,14,19,19,0,0,0,0,0,0,0,0,0,10,700,0,0,44,29480,50%,1450,44,3%,439,30%,215,5%,7%
KKV,528,528,0,2%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,75%,59,-0,-0%,46,79%,111,5%,7%
KSA,4343,4343,0,3%,8,10,8,1,0,6,10,4,20,19,19,0,5,2750,10,5,29,290,0,0,16,1120,0,0,0,0,25%,1398,4,0%,338,24%,321,5%,7%
LNV,352,352,0,1%,1,1,1,1,0,3,3,0,6,6,6,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,36,-0,-0%,31,84%,104,5%,7%
LOC,105,105,0,4%,1,1,1,1,0,4,2,0,6,6,6,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,25%,8,-0,-0%,8,97%,78,5%,7%
MES,850,850,0,3%,1,1,1,1,0,4,7,0,11,9,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,41,27470,75%,130,22,16%,75,57%,153,5%,7%
MJU,34678,34337,341,2%,22,22,22,0,0,13,48,8,69,59,59,0,12,12000,46,23,20,200,43,6,72,5040,0,0,82,54940,60%,7812,460,5%,1560,19%,226,5%,7%
MNG,2971,2971,0,3%,7,7,7,1,0,5,6,1,12,11,11,0,6,6000,0,0,0,0,0,0,16,1120,0,0,0,0,50%,362,5,1%,124,34%,122,5%,7%
MRV,158,158,0,2%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,75%,14,-0,-1%,14,94%,94,5%,7%
OOD,7502,7502,0,3%,1,1,1,1,0,3,2,0,5,5,5,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,1100,-0,-0%,497,45%,146,5%,7%
PER,255,255,0,3%,1,1,1,1,0,4,6,0,10,10,10,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,0%,22,-0,-0%,21,93%,88,5%,7%
QDT,2432,2432,0,3%,15,16,15,1,0,5,12,6,23,23,23,0,44,44000,6,3,0,0,0,0,61,4270,0,0,0,0,25%,1021,54,5%,124,12%,420,5%,7%
QUE,3243,3243,0,3%,12,12,12,1,0,5,12,3,20,24,24,0,0,0,0,0,0,0,0,0,-28,-1960,0,0,0,0,50%,949,-1,-0%,229,24%,292,5%,7%
RIV,706,706,0,2%,2,2,2,1,0,2,5,0,7,7,7,0,49,36750,0,0,59,590,0,0,-10,-700,0,0,0,0,0%,100,23,23%,62,62%,142,5%,7%
RJV,207,207,0,3%,1,1,1,1,0,3,3,0,6,6,6,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,20,-0,-0%,18,90%,97,5%,7%
RNV,351,351,0,2%,1,1,1,1,0,3,4,2,9,8,8,0,26,14300,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,78,8,10%,31,39%,223,5%,7%
SDP,27821,27821,0,4%,7,28,7,1,0,17,41,11,69,31,31,0,40,48000,43,21,0,0,0,0,65,4550,0,0,47,31490,75%,6133,380,6%,1150,18%,220,5%,7%
SKE,740,740,0,3%,2,2,2,1,0,4,6,0,10,10,10,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,25%,92,-0,-0%,69,74%,124,5%,7%
SMP,19956,19956,0,4%,5,5,5,1,0,1,16,0,17,22,22,0,0,0,0,0,0,0,125,18,1,70,0,0,49,32830,50%,3254,134,4%,1160,35%,163,5%,7%
SPC,6733,6733,0,3%,7,11,7,0,0,6,14,4,24,22,22,0,21,21000,11,5,0,0,0,0,20,1400,11,27,0,0,25%,2248,43,1%,372,16%,333,5%,7%
SPP,28414,28414,0,4%,7,17,7,1,0,2,16,8,26,31,31,0,44,26400,0,0,0,0,0,0,43,3010,0,0,0,0,70%,6309,116,1%,747,11%,222,5%,7%
SRV,352,352,0,2%,1,1,1,1,0,4,7,4,15,13,13,0,27,14850,0,0,0,0,0,0,-10,-700,0,0,0,0,50%,109,11,10%,16,14%,311,5%,7%
TNV,264,264,0,1%,1,1,1,1,0,3,3,2,8,8,8,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,52,-0,-0%,23,44%,199,5%,7%
UMB,1911,1911,0,3%,4,4,4,1,0,4,7,1,12,12,12,0,0,0,0,0,0,0,0,0,6,420,0,0,0,0,50%,388,0,0%,142,36%,203,5%,7%
USV,105,105,0,2%,1,1,1,1,0,3,3,0,6,6,6,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,6,-0,-2%,6,99%,57,5%,7%
WEA,212,212,0,3%,1,1,1,1,0,4,3,2,9,9,9,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,41,-0,-0%,17,43%,194,5%,7%
HHE,150914,66660,76608,4%,73,14,80,0,0,45,62,13,120,171,161,0,28,19600,34,17,3,30,51,7,136,9520,33,82,42,28140,50%,26336,597,2%,6871,26%,285,5%,7%
HPP,5795,12881,0,7%,17,30,13,0,0,2,5,3,10,13,13,0,28,15400,0,0,21,210,0,0,2,140,0,0,0,0,50%,1451,11,0%,814,56%,112,5%,7%
HST,62635,54405,563,7%,33,39,46,0,0,25,27,5,57,59,46,0,7,3850,0,0,0,0,53,7,143,10010,50,125,37,24790,50%,8503,178,2%,3187,37%,155,5%,7%
HWA,841,2965,0,7%,7,15,1,0,0,0,1,0,1,3,3,0,1,550,0,0,0,0,0,0,3,210,0,0,0,0,50%,301,0,0%,222,73%,101,5%,7%
HAW,1605,1070,0,7%,8,44,5,0,0,0,4,0,4,4,2,0,0,0,0,0,0,0,0,0,3,210,-2,-5,0,0,50%,18,-0,-0%,45,250%,16,5%,7%
HCO,2533,6453,0,7%,3,4,1,0,0,1,2,0,3,5,5,0,0,0,9,4,0,0,0,0,9,630,0,0,0,0,50%,679,0,0%,139,20%,105,5%,7%
HDW,153,178,0,7%,3,7,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,-2,-140,16,40,0,0,50%,10,1,12%,8,84%,56,5%,7%
HJU,1314,2372,0,7%,3,7,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,-2,-140,0,0,4,2680,50%,207,0,0%,189,91%,87,5%,7%
HUF,6585,8440,0,7%,7,7,4,0,0,0,2,2,4,9,4,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,1550,-0,-0%,653,42%,183,5%,7%
AVE,131,131,0,2%,2,7,2,1,0,4,6,0,10,8,8,0,0,0,0,0,0,0,0,0,17,1190,0,0,14,9380,75%,11,7,60%,4,39%,91,5%,7%
ANA,592,592,0,2%,2,2,2,1,0,4,2,0,6,6,6,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,45,-0,-0%,37,81%,77,5%,7%
BIU,177,177,0,2%,2,7,2,1,0,5,5,0,10,7,7,0,0,0,0,0,0,0,0,0,32,2240,0,0,21,14070,50%,24,9,39%,14,56%,139,5%,7%
CPV,12514,8329,0,3%,6,6,7,0,0,6,6,0,12,15,12,0,0,0,0,0,0,0,15,2,19,1330,41,102,24,16080,0%,1295,22,1%,655,50%,155,5%,7%
DOC,3000,3000,0,3%,6,9,6,0,0,4,8,0,12,12,12,0,0,0,0,0,0,0,25,3,7,490,45,112,0,0,0%,575,14,2%,264,45%,191,5%,7%
DMP,1503,1715,0,7%,6,9,5,0,0,4,2,0,6,7,7,0,0,0,0,0,0,0,0,0,4,280,0,0,0,0,50%,172,0,0%,130,75%,100,5%,7%
ERP,676,676,0,3%,2,2,2,1,0,3,3,2,8,8,8,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,119,-0,-0%,47,39%,177,5%,7%
FIK,1657,1657,0,3%,3,3,3,1,0,4,5,0,9,9,9,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,75%,252,-0,-0%,134,53%,152,5%,7%
GSD,5235,5235,0,3%,3,4,3,0,0,6,10,0,16,14,14,0,0,0,0,0,0,0,18,2,39,2730,37,92,0,0,25%,2315,22,0%,122,5%,442,5%,7%
HPV,782,571,0,4%,5,5,6,0,0,5,5,0,10,13,12,0,18,18000,0,0,0,0,0,0,-11,-770,0,0,0,0,0%,37,10,27%,21,58%,65,5%,7%
IHS,2140,2140,0,4%,3,3,3,0,0,3,3,0,6,9,9,0,7,7000,0,0,0,0,0,0,-2,-140,0,0,0,0,75%,291,3,1%,142,49%,136,5%,7%
KGK,5103,5103,0,2%,7,13,7,1,0,5,10,0,15,15,15,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,75%,1144,-0,-0%,400,34%,224,5%,7%
LEE,2187,2187,0,2%,6,8,6,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,50%,138,-0,-0%,132,95%,63,5%,7%
LRO,392,392,0,2%,4,5,4,1,0,2,4,0,6,8,8,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,25%,28,-0,-0%,25,88%,72,5%,7%
MRC,35178,35178,0,4%,25,25,25,1,0,12,113,36,161,104,104,0,108,129600,114,57,10,100,66,9,456,31920,113,282,123,82410,75%,18399,3774,20%,1591,8%,523,5%,7%
NMR,1160,1160,0,2%,2,3,2,1,0,3,3,0,6,6,6,0,0,0,0,0,0,0,11,1,-6,-420,0,0,0,0,50%,114,0,0%,84,73%,98,5%,7%
NRP,4218,4218,0,3%,8,9,8,1,0,4,7,0,11,11,11,0,3,1650,0,0,0,0,0,0,4,280,0,0,0,0,25%,699,1,0%,296,42%,165,5%,7%
PCS,1690,1690,0,2%,3,4,3,1,0,2,6,0,8,11,11,0,0,0,0,0,0,0,33,4,-12,-840,0,0,0,0,25%,211,3,1%,138,65%,125,5%,7%
REP,6589,6589,0,2%,12,23,12,1,0,7,11,2,20,20,20,0,0,0,0,0,0,0,35,5,12,840,33,82,42,28140,75%,1701,58,3%,479,28%,258,5%,7%
RVV,6502,10687,0,3%,10,10,9,0,0,6,9,2,17,14,14,0,15,8250,13,6,0,0,7,1,8,560,17,42,43,28810,50%,1726,51,2%,777,45%,161,5%,7%
SEK,5513,5513,0,3%,11,11,11,0,0,3,5,4,12,14,14,0,0,0,0,0,0,0,0,0,6,420,0,0,8,5360,50%,1642,4,0%,339,20%,297,5%,7%
SMK,2201,2201,0,2%,3,4,3,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-560,23,57,0,0,25%,290,3,1%,178,61%,132,5%,7%
SRA,14882,14544,338,7%,21,19,21,1,0,14,23,7,44,43,43,0,5,2750,0,0,0,0,0,0,12,840,-4,-10,0,0,75%,4438,6,0%,999,22%,302,5%,7%
SSD,5411,5411,0,3%,6,6,6,1,0,5,4,0,9,13,13,0,0,0,0,0,0,0,33,4,64,4480,52,130,6,4020,0%,1021,17,1%,305,29%,188,5%,7%
UFS,13136,12915,0,2%,18,27,20,0,0,8,19,4,31,31,29,0,0,0,0,0,0,0,0,0,14,980,0,0,0,0,50%,3028,1,0%,514,17%,234,5%,7%
WIE,465,465,0,2%,3,4,3,1,0,2,4,0,6,9,9,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,25%,39,-0,-0%,34,87%,85,5%,7%
BAR,72902,72902,0,2%,22,22,22,0,0,8,67,9,84,65,65,0,122,73200,0,0,29,290,34,5,21,1470,301,752,576,385920,75%,14967,4512,30%,4996,33%,205,5%,7%
FFN,21678,21678,0,2%,14,14,14,1,0,8,19,0,27,27,27,0,118,70800,0,0,23,230,0,0,79,5530,0,0,0,0,0%,4000,200,5%,1362,34%,184,5%,7%
LLA,10629,10629,0,3%,7,7,7,1,0,7,18,7,32,26,26,0,101,121200,15,7,0,0,0,0,11,770,-2,-5,0,0,50%,4226,322,7%,344,8%,397,5%,7%
DRC,57875,57875,0,4%,9,78,9,1,1,10,8,0,18,13,8,0,0,0,0,0,0,0,222,33,41,2870,17,42,0,0,25%,3726,42,1%,2545,68%,64,5%,7%
DVE,5978,5978,0,3%,9,15,9,1,0,7,6,0,13,13,13,0,0,0,0,0,0,0,0,0,11,770,0,0,0,0,50%,2006,0,0%,297,14%,335,5%,7%
DVC,11580,11580,0,3%,2,5,2,0,0,2,5,0,7,6,6,0,0,0,0,0,0,0,0,0,37,2590,75,187,0,0,25%,1404,20,1%,630,44%,121,5%,7%
EPC,23816,23816,0,5%,21,78,21,0,0,1,4,4,9,16,16,0,0,0,7,3,25,250,0,0,8,560,-4,-10,0,0,0%,2063,0,0%,1088,52%,86,5%,7%
EPY,54158,54158,0,3%,39,39,39,1,1,18,43,14,75,64,64,0,16,10400,73,36,286,2860,0,0,20,1400,124,310,233,156110,50%,12427,1280,10%,3105,24%,229,5%,7%
FDL,4344,4344,0,4%,3,3,3,1,0,2,0,0,2,2,1,0,0,0,0,0,0,0,25,3,8,560,0,0,0,0,25%,367,1,0%,202,55%,84,5%,7%
GHN,4225,4225,0,4%,3,3,3,0,1,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,438,0,0%,312,71%,103,5%,7%
GNG,4213,4213,0,3%,2,2,2,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16750,25%,448,5,1%,312,69%,106,5%,7%
JJY,3170,3170,0,8%,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9380,25%,203,3,1%,201,98%,64,5%,7%
LCF,7432,7432,0,4%,3,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,11,770,0,0,0,0,25%,575,0,0%,417,72%,77,5%,7%
LCS,2129,2129,0,6%,3,3,3,1,0,1,0,2,3,3,3,0,0,0,0,0,30,300,0,0,0,0,0,0,0,0,25%,368,0,0%,89,24%,173,5%,7%
LMC,6367,6367,0,6%,2,2,2,1,0,3,1,2,6,6,6,0,0,0,0,0,5,50,0,0,-2,-140,0,0,0,0,25%,1228,-0,-0%,259,21%,192,5%,7%
LMN,96061,96061,0,6%,10,78,10,0,0,4,10,6,20,18,18,0,0,0,5,2,0,0,0,0,65,4550,0,0,0,0,25%,6206,7,0%,3489,56%,64,5%,7%
LPR,13663,13663,0,3%,10,78,10,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,0,11,770,-2,-5,0,0,25%,1173,0,0%,713,60%,85,5%,7%
MYU,1065,1065,0,3%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,67,0,0%,67,100%,62,5%,7%
NRS,5381,5381,0,3%,6,6,6,0,0,3,5,0,8,8,8,0,0,0,0,0,0,0,0,0,-10,-700,21,52,0,0,0%,884,3,0%,474,53%,164,5%,7%
NWE,6332,6332,0,3%,6,6,6,0,0,2,6,0,8,10,10,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,25%,980,-0,-0%,555,56%,154,5%,7%
RDN,3957,3957,0,3%,7,7,7,0,0,5,9,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,114,285,0,0,0%,719,30,4%,232,32%,181,5%,7%
ROM,9326,9326,0,3%,7,28,7,0,0,7,14,2,23,23,23,0,0,0,0,0,0,0,0,0,27,1890,65,162,11,7370,25%,2175,43,1%,677,31%,233,5%,7%
RPG,11163,11163,0,3%,2,2,2,0,0,2,2,1,5,5,4,0,0,0,0,0,13,130,0,0,4,280,0,0,17,11390,25%,1229,5,0%,787,64%,110,5%,7%
RPT,2117,2117,0,4%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,134,0,0%,134,100%,63,5%,7%
SSJ,1057,1057,0,4%,1,1,1,1,0,0,1,2,3,3,3,0,0,0,0,0,19,190,0,0,-2,-140,0,0,0,0,25%,162,0,0%,44,27%,153,5%,7%
WYK,5286,5286,0,3%,5,5,5,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,1133,-0,-0%,459,40%,214,5%,7%
XIF,3708,3708,0,3%,2,2,2,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,25%,400,-0,-0%,248,62%,108,5%,7%
D01,21,21,0,3%,2,7,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,-4,-280,0,0,7,4690,50%,3,1,46%,1,54%,145,5%,7%
