Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Avg_Infra_per_State,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
CUL,100,3%,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,0,0,0%,0,87%,3,0%,0%
ETV,334,0%,1,1,0,0,0,0,0,0,0,26,14300,0,0,0,0,0,0,0,0,0,0,0,0,50%,22,3,16%,19,85%,67,0%,0%
FLU,281,3%,2,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,10,-0,-0%,9,90%,37,0%,0%
FRO,480,3%,3,3,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,26,-0,-0%,22,85%,54,0%,0%
JIN,568,2%,1,1,0,0,1,2,0,3,0,0,0,0,0,0,0,4,0,3,210,0,0,0,0,25%,45,0,0%,34,75%,80,0%,0%
KHM,6380,3%,13,13,0,0,5,10,0,15,0,0,0,0,0,0,0,0,0,15,1050,0,0,82,54940,50%,1196,71,5%,283,23%,187,0%,0%
KKV,500,0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,28,0,0%,28,100%,57,0%,0%
KSA,4103,3%,8,8,0,0,3,4,4,11,0,4,2200,8,4,27,270,0,0,17,1190,0,0,0,0,50%,1141,2,0%,212,18%,278,0%,0%
LNV,334,0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,19,0,0%,19,100%,57,0%,0%
LOC,100,2%,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,5,0,0%,5,94%,55,0%,0%
MES,806,3%,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,-2,-140,0,0,30,20100,50%,77,7,9%,46,60%,95,0%,0%
MJU,32649,2%,21,21,0,0,12,22,7,41,0,9,6300,41,20,20,200,43,6,59,4130,0,0,68,45560,10%,5267,177,3%,989,18%,161,0%,0%
MNG,2816,3%,7,7,0,0,2,2,1,5,0,6,3300,0,0,0,0,0,0,20,1400,0,0,0,0,50%,266,1,0%,80,30%,94,0%,0%
MRV,150,0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,8,0,0%,8,100%,57,0%,0%
OOD,7110,3%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,308,0,0%,308,100%,43,0%,0%
PER,241,2%,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,210,0,0,0,0,25%,14,0,0%,13,90%,60,0%,0%
QDT,2306,3%,15,15,0,0,3,6,4,13,0,38,20900,6,3,0,0,0,0,56,3920,0,0,0,0,25%,628,17,2%,81,12%,272,0%,0%
QUE,3070,2%,12,12,0,0,3,9,4,16,0,0,0,0,0,0,0,0,0,-18,-1260,0,0,0,0,25%,825,-1,-0%,144,17%,268,0%,0%
RIV,669,0%,2,2,0,0,0,0,0,0,0,37,20350,0,0,53,530,0,0,0,0,0,0,0,0,50%,43,5,12%,38,89%,64,0%,0%
RJV,197,1%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,11,0,0%,11,100%,57,0%,0%
RNV,334,0%,1,1,0,0,0,0,0,0,0,18,9900,0,0,0,0,0,0,0,0,0,0,0,0,50%,21,2,11%,19,89%,64,0%,0%
SDP,26200,4%,7,7,0,0,9,11,6,26,0,37,18500,30,15,0,0,0,0,54,3780,0,0,35,23450,75%,3354,93,2%,707,21%,128,0%,0%
SKE,701,3%,2,2,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,59,-0,-0%,41,69%,84,0%,0%
SMP,18886,4%,5,5,0,0,1,5,0,6,0,0,0,0,0,0,0,83,12,7,490,0,0,31,20770,75%,1589,40,2%,711,44%,84,0%,0%
SPC,6365,2%,7,7,0,0,3,6,4,13,0,18,15300,10,5,0,0,0,0,29,2030,11,27,0,0,50%,1623,20,1%,236,14%,254,0%,0%
SPP,26891,4%,7,7,0,0,1,7,4,12,0,34,17000,0,0,0,0,0,0,40,2800,0,0,0,0,75%,3436,48,1%,468,13%,127,0%,0%
SRV,334,0%,1,1,0,0,1,3,2,6,0,22,12100,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,53,5,10%,10,19%,160,0%,0%
TNV,250,0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,14,0,0%,14,100%,57,0%,0%
UMB,1809,3%,4,4,0,0,1,3,1,5,0,0,0,0,0,0,0,0,0,9,630,0,0,0,0,50%,248,0,0%,92,37%,137,0%,0%
USV,100,0%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,3,0,0%,3,100%,37,0%,0%
WEA,201,3%,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,13,-0,-0%,11,88%,65,0%,0%
HHE,73899,2%,20,20,0,0,13,21,5,39,0,7,3850,24,12,0,0,52,7,109,7630,74,185,16,10720,50%,9176,275,3%,1875,20%,124,0%,0%
HBB,8033,-1%,7,7,0,0,3,3,1,7,0,2,1100,0,0,0,0,0,0,8,560,0,0,5,3350,75%,948,2,0%,430,45%,118,0%,0%
HCR,3153,2%,12,12,0,0,2,3,1,6,0,1,550,0,0,0,0,0,0,34,2380,-2,-5,0,0,50%,511,1,0%,120,23%,162,0%,0%
HER,4359,2%,14,14,0,0,3,2,0,5,0,0,0,9,4,0,0,11,1,15,1050,5,12,0,0,50%,406,1,0%,215,53%,93,0%,0%
HET,2231,2%,4,4,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,22,1540,0,0,4,2680,50%,344,1,0%,120,35%,215,0%,0%
HLF,18562,2%,11,11,0,0,8,9,2,19,0,27,14850,29,14,0,0,0,0,62,4340,0,0,16,10720,50%,3690,55,1%,639,17%,198,0%,0%
HNO,5868,2%,4,4,0,0,11,22,0,33,0,3,1650,0,0,0,0,0,0,27,1890,0,0,9,6030,50%,997,16,1%,308,30%,169,0%,0%
HPP,12222,2%,17,17,0,0,4,5,6,15,0,40,22000,0,0,29,290,0,0,17,1190,0,0,0,0,50%,2154,19,0%,533,24%,179,0%,0%
HRF,4424,2%,8,8,0,0,2,4,1,7,0,0,0,0,0,0,0,24,3,6,420,19,47,40,26800,50%,588,22,3%,211,35%,133,0%,0%
HSP,15225,2%,16,16,0,0,5,6,6,17,0,7,3850,0,0,0,0,16,2,23,1610,11,27,0,0,50%,2491,9,0%,699,28%,163,0%,0%
HST,47268,2%,21,21,0,0,7,12,4,23,0,6,3300,0,0,0,0,40,6,52,3640,34,85,24,16080,50%,4567,91,2%,1809,39%,103,0%,0%
HTP,22262,4%,12,12,0,0,5,8,7,20,0,29,15950,9,4,17,170,0,0,45,3150,0,0,14,9380,50%,3688,42,1%,697,18%,165,0%,0%
HUM,4690,2%,11,11,0,0,3,3,0,6,0,4,2200,0,0,0,0,0,0,-8,-560,32,80,26,17420,50%,588,15,2%,233,39%,132,0%,0%
HUP,4719,3%,6,6,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,16,1120,0,0,0,0,50%,684,0,0%,233,34%,151,0%,0%
HWA,2826,2%,7,7,0,0,2,3,0,5,0,1,550,0,0,0,0,0,0,8,560,0,0,0,0,50%,317,0,0%,142,44%,112,0%,0%
AVE,124,0%,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,1190,0,0,10,6700,50%,4,2,42%,2,61%,38,0%,0%
ANA,562,0%,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,27,0,0%,24,87%,49,0%,0%
BIU,169,0%,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,25,1750,0,0,15,10050,50%,11,3,25%,8,71%,70,0%,0%
CPV,7889,3%,6,6,0,0,3,4,0,7,0,0,0,0,0,0,0,10,1,17,1190,30,75,12,8040,0%,896,11,1%,403,44%,113,0%,0%
DOC,2608,2%,4,4,0,0,1,2,0,3,0,0,0,0,0,0,0,16,2,17,1190,27,67,0,0,0%,263,4,1%,154,58%,101,0%,0%
DMP,1702,3%,7,7,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,11,770,0,0,0,0,50%,109,0,0%,88,81%,64,0%,0%
ERP,642,2%,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,33,-0,-0%,30,91%,52,0%,0%
FIK,1571,2%,3,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,5,350,0,0,0,0,50%,136,0,0%,86,63%,86,0%,0%
GSD,5043,2%,4,4,0,0,3,3,0,6,0,0,0,0,0,0,0,12,1,29,2030,23,57,0,0,25%,1234,7,0%,77,6%,244,0%,0%
HPV,275,4%,1,1,-0,0,1,0,0,1,0,16,8800,0,0,0,0,0,0,0,0,0,0,0,0,0%,8,2,25%,6,71%,32,0%,0%
IHS,2026,4%,3,3,0,0,2,0,0,2,0,8,4400,0,0,0,0,0,0,7,490,0,0,0,0,50%,148,1,0%,92,61%,73,0%,0%
KGK,4837,0%,7,7,0,0,2,4,0,6,0,0,0,0,0,0,0,0,0,2,140,0,0,0,0,50%,545,0,0%,249,45%,112,0%,0%
LEE,2071,0%,6,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,87,-0,-0%,85,97%,42,0%,0%
LRO,371,0%,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,17,-0,-0%,15,91%,46,0%,0%
MRC,33391,2%,24,24,0,0,12,41,15,68,0,81,68850,99,49,9,90,62,9,137,9590,52,130,103,69010,75%,10019,1226,12%,1233,12%,305,0%,0%
NMR,1101,0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,50%,53,0,1%,52,98%,48,0%,0%
NRP,4051,1%,9,9,0,0,1,3,0,4,0,3,1650,0,0,0,0,0,0,7,490,0,0,0,0,50%,459,1,0%,186,40%,113,0%,0%
PCS,1602,0%,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,27,4,-2,-140,0,0,0,0,50%,101,1,1%,86,85%,63,0%,0%
REP,2071,1%,6,6,0,0,2,2,0,4,0,0,0,0,0,0,0,10,1,7,490,14,35,0,0,50%,262,2,1%,101,38%,126,0%,0%
RVV,10067,2%,10,10,0,0,4,4,2,10,0,11,6050,9,4,0,0,5,0,22,1540,12,30,22,14740,50%,1372,19,1%,508,37%,136,0%,0%
SEK,5231,2%,11,11,0,0,2,3,2,7,0,0,0,0,0,0,0,0,0,7,490,0,0,7,4690,50%,895,2,0%,220,24%,171,0%,0%
SFG,6862,7%,12,12,0,0,3,11,1,15,0,5,2750,0,0,0,0,0,0,-1,-70,-4,-10,0,0,50%,1228,2,0%,286,23%,179,0%,0%
SLA,52,4%,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,1,0,0%,1,97%,23,0%,0%
SMK,2087,0%,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,45,0,0,50%,138,1,0%,111,80%,66,0%,0%
SRA,2688,5%,3,3,0,0,5,2,0,7,0,0,0,0,0,0,0,0,0,7,490,-2,-5,0,0,50%,432,0,0%,130,30%,160,0%,0%
SSD,5112,2%,6,6,0,0,3,3,0,6,0,0,0,0,0,0,0,26,3,58,4060,42,105,12,8040,25%,848,15,1%,192,22%,165,0%,0%
UFS,12323,1%,19,19,0,0,5,15,3,23,0,0,0,0,0,0,0,0,0,17,1190,-2,-5,0,0,50%,2402,1,0%,336,14%,194,0%,0%
WIE,441,0%,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,23,-0,-0%,21,92%,53,0%,0%
BAR,68853,1%,22,22,0,0,5,44,5,54,0,89,35600,0,0,21,210,21,3,-3,-210,234,585,393,263310,50%,9006,2139,23%,3181,35%,130,0%,0%
FFN,20482,1%,14,14,0,0,5,9,0,14,0,105,42000,0,0,32,320,0,0,76,5320,0,0,0,0,50%,2323,72,3%,870,37%,113,0%,0%
LLA,10071,2%,7,7,1,0,4,6,5,15,0,79,43450,10,5,0,0,0,0,14,980,-2,-5,0,0,50%,2743,63,2%,220,8%,272,0%,0%
DRC,30333,3%,6,6,0,0,3,0,0,3,0,0,0,0,0,0,0,115,17,13,910,0,0,0,0,25%,1367,4,0%,785,57%,45,0%,0%
DVE,5658,2%,9,9,0,0,4,2,0,6,0,0,0,0,0,0,0,0,0,9,630,0,0,0,0,25%,902,0,0%,180,19%,159,0%,0%
DVC,10941,2%,2,2,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,29,2030,65,162,0,0,25%,1032,13,1%,407,39%,94,0%,0%
EPC,17646,3%,18,18,0,0,-1,1,2,2,0,0,0,11,5,8,80,0,0,18,1260,-4,-10,0,0,0%,867,0,0%,552,63%,49,0%,0%
EPY,51941,3%,39,39,1,0,14,24,15,53,0,16,8800,56,28,286,2860,0,0,20,1400,125,312,210,140700,50%,9835,718,7%,2035,20%,189,0%,0%
FDL,4106,3%,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,20,3,6,420,0,0,0,0,25%,280,0,0%,130,46%,68,0%,0%
FGJ,5241,3%,3,3,0,0,0,0,0,0,0,0,0,0,0,11,110,0,0,0,0,0,0,0,0,25%,151,0,0%,151,99%,28,0%,0%
FUL,1001,3%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,43,0,0%,43,100%,43,0%,0%
GHN,4016,3%,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,315,0,0%,202,64%,78,0%,0%
GNG,4006,3%,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13400,25%,321,3,1%,202,63%,80,0%,0%
IWE,1001,3%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,43,0,0%,43,100%,43,0%,0%
JJY,3004,3%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10050,25%,132,2,1%,130,98%,44,0%,0%
LCF,7010,3%,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,630,0,0,0,0,25%,419,0,0%,269,64%,59,0%,0%
LCS,2013,3%,3,3,0,0,1,0,0,1,0,0,0,0,0,26,260,0,0,0,0,0,0,0,0,25%,144,0,0%,57,40%,71,0%,0%
LMC,6009,3%,2,2,0,0,3,1,0,4,0,0,0,0,0,5,50,0,0,-2,-140,0,0,0,0,25%,717,-0,-0%,167,23%,119,0%,0%
LMN,90976,3%,10,10,0,0,4,7,4,15,0,0,0,5,2,0,0,0,0,36,2520,-6,-15,0,0,25%,4260,1,0%,2259,53%,46,0%,0%
LPR,5007,3%,2,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,10,700,-2,-5,0,0,25%,687,0,0%,217,31%,137,0%,0%
MYU,1011,3%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,43,0,0%,43,100%,42,0%,0%
NRS,5107,3%,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,0,0,25%,303,1,0%,302,99%,59,0%,0%
NWE,6009,3%,6,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,25%,408,-0,-0%,355,86%,68,0%,0%
QGW,24681,3%,3,3,0,0,3,1,0,4,0,0,0,0,0,0,0,33,4,8,560,15,37,0,0,25%,1206,3,0%,869,72%,48,0%,0%
RDN,3755,2%,7,7,0,0,2,6,0,8,0,0,0,0,0,0,0,0,0,4,280,108,270,0,0,0%,550,21,3%,150,27%,146,0%,0%
ROM,8823,3%,7,7,0,0,4,11,2,17,0,0,0,0,0,0,0,0,0,11,770,52,130,8,5360,25%,1375,25,1%,414,30%,155,0%,0%
RPG,10515,3%,2,2,0,0,2,1,1,4,0,0,0,0,0,10,100,0,0,5,350,0,0,13,8710,25%,885,3,0%,507,57%,84,0%,0%
RPT,2003,3%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,86,0,0%,86,100%,43,0%,0%
SEC,5007,2%,5,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,11,770,-2,-5,0,0,25%,170,0,0%,116,68%,34,0%,0%
SHE,1001,3%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,43,0,0%,43,100%,43,0%,0%
SSJ,1001,3%,1,1,0,0,0,1,0,1,0,0,0,0,0,15,150,0,0,-2,-140,0,0,0,0,25%,45,0,0%,28,63%,45,0%,0%
WYK,5007,3%,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,292,0,0%,292,100%,58,0%,0%
XIF,3505,3%,2,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,25%,290,-0,-0%,160,55%,82,0%,0%
