Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Avg_Infra_per_State,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
JIN,787,2%,1,1,0,0,9,6,0,15,0,0,0,0,0,0,0,9,1,7,490,0,0,9,6030,0%,104,4,4%,51,49%,132,34%,45%
KHM,9180,4%,13,13,0,0,5,12,2,19,0,0,0,0,0,0,0,0,0,25,1750,0,0,75,50250,0%,2373,84,3%,385,16%,258,34%,45%
KKV,691,4%,1,1,1,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,138,2,2%,39,28%,200,34%,45%
KSA,6417,5%,10,10,1,1,10,5,10,25,0,94,197400,21,10,48,480,0,0,52,3640,0,0,11,7370,0%,2949,146,4%,309,10%,459,34%,45%
LNV,472,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,10,6700,0%,89,3,3%,27,30%,189,34%,45%
LOC,138,2%,1,1,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,7,-0,-5%,7,97%,53,34%,45%
MES,1122,5%,1,1,1,0,4,5,2,11,0,0,0,0,0,0,0,0,0,-10,-700,0,0,83,55610,0%,306,33,10%,70,22%,272,34%,45%
MJU,111161,8%,54,54,0,0,114,148,31,293,0,420,1659000,404,202,77,770,257,38,1528,106960,41,102,404,270680,50%,70607,27949,39%,3491,4%,979,34%,45%
MNG,4028,4%,7,7,0,0,10,5,3,18,0,11,13200,0,0,0,0,0,0,35,2450,0,0,11,7370,0%,837,13,1%,111,13%,208,34%,45%
MRV,216,2%,1,1,1,0,3,6,6,15,0,0,0,0,0,0,0,0,0,-12,-840,0,0,9,6030,0%,92,3,3%,14,15%,425,34%,45%
OOD,10282,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,1761,4,0%,445,25%,171,34%,45%
PER,336,5%,1,1,1,0,7,4,0,11,0,0,0,0,0,0,0,0,0,6,420,0,0,11,7370,0%,29,3,12%,19,66%,88,34%,45%
QDT,3282,5%,15,15,0,0,14,11,10,35,0,65,126750,9,4,0,0,0,0,114,7980,0,0,0,0,0%,2394,137,5%,111,4%,729,34%,45%
QUE,4396,3%,12,12,0,0,5,13,5,23,0,0,0,0,0,0,0,0,0,-30,-2100,0,0,9,6030,0%,1504,4,0%,192,12%,342,34%,45%
RIV,990,2%,2,2,1,0,3,6,4,13,0,86,180600,0,0,102,1020,0,0,-12,-840,0,0,11,7370,0%,454,120,26%,57,12%,458,34%,45%
RJV,273,5%,1,1,1,0,3,5,2,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,10,6700,0%,55,3,5%,17,30%,201,34%,45%
RNV,475,3%,1,1,0,0,3,5,2,10,0,42,81900,0,0,0,0,0,0,-10,-700,0,0,11,7370,0%,146,49,33%,27,18%,308,34%,45%
SDP,37424,5%,7,7,0,0,47,6,20,73,0,78,152100,81,40,58,580,0,0,158,11060,0,0,81,54270,0%,10773,182,1%,1010,9%,287,34%,45%
SKE,1005,5%,2,2,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,205,-0,-0%,58,28%,204,34%,45%
SMP,27145,4%,5,5,1,0,24,5,0,29,0,0,0,0,0,0,0,171,25,47,3290,0,0,101,67670,0%,5546,135,2%,1007,18%,204,34%,45%
SPP,38421,4%,7,7,1,0,10,6,15,31,0,82,172200,0,0,0,0,0,0,103,7210,0,0,0,0,0%,15414,218,1%,629,4%,401,34%,45%
SRV,460,5%,1,1,1,0,4,9,6,19,0,55,115500,0,0,0,0,0,0,-18,-1260,0,0,0,0,0%,306,93,30%,14,4%,666,34%,45%
TNV,356,4%,1,1,1,0,8,5,2,15,0,0,0,0,0,0,0,0,0,9,630,-2,-5,12,8040,0%,71,4,6%,20,28%,199,34%,45%
UMB,2570,4%,4,4,0,0,6,7,10,23,0,0,0,0,0,0,0,0,0,23,1610,0,0,0,0,0%,1808,1,0%,125,6%,703,34%,45%
USV,142,1%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,23,2,11%,5,22%,164,34%,45%
WEA,289,4%,1,1,0,0,4,7,2,13,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,53,-0,-1%,18,34%,185,34%,45%
AVE,171,2%,2,2,1,0,9,5,0,14,0,0,0,0,0,0,0,0,0,38,2660,0,0,41,27470,0%,24,16,65%,4,18%,143,34%,45%
ANA,774,2%,2,2,0,0,1,19,0,20,0,0,0,0,0,0,0,0,0,-50,-3500,0,0,0,0,0%,46,-4,-10%,36,78%,60,34%,45%
BIU,935,5%,3,3,1,0,9,5,4,18,0,0,0,0,0,0,0,0,0,70,4900,0,0,44,29480,0%,282,19,6%,48,17%,301,34%,45%
CNO,6530,3%,1,1,1,0,5,7,0,12,0,0,0,0,0,0,0,0,0,-14,-980,0,0,29,19430,0%,1928,24,1%,306,15%,295,34%,45%
CPV,47228,7%,35,35,1,1,52,79,8,139,0,168,352800,27,13,38,380,427,64,174,12180,236,590,154,103180,20%,14943,3738,25%,2013,13%,459,34%,45%
DOC,12710,5%,15,15,0,0,10,12,2,24,0,2,3200,0,0,0,0,74,11,9,630,121,302,31,20770,-5%,2283,84,3%,625,27%,211,34%,45%
ETF,10669,2%,12,12,0,0,6,9,0,15,0,6,6000,5,2,0,0,17,2,9,630,22,55,14,9380,0%,1638,27,1%,575,35%,153,34%,45%
KGK,9622,3%,10,10,1,0,8,13,2,23,0,0,0,0,0,0,0,0,0,-7,-490,359,897,0,0,0%,2363,135,5%,488,20%,307,34%,45%
LEE,2997,4%,6,6,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,9,6030,0%,595,3,0%,117,19%,198,34%,45%
LRO,518,5%,4,4,1,0,8,3,0,11,0,0,0,0,0,0,0,0,0,-8,-560,0,0,11,7370,0%,37,2,7%,21,57%,72,34%,45%
MRC,46401,7%,25,25,1,0,135,173,45,353,0,226,440700,580,290,199,1990,193,28,1404,98280,445,1112,359,240530,75%,55354,17042,30%,1352,2%,1192,34%,45%
NEP,14187,5%,7,7,1,0,18,20,0,38,0,9,9000,0,0,0,0,0,0,63,4410,0,0,29,19430,0%,3867,80,2%,706,18%,272,34%,45%
NMR,1517,5%,2,2,1,0,2,2,0,4,0,0,0,0,0,0,0,19,2,-8,-560,0,0,11,7370,0%,144,3,2%,72,50%,94,34%,45%
NPP,9632,4%,18,18,1,0,9,11,7,27,0,50,92500,0,0,38,380,0,0,9,630,-2,-5,8,5360,0%,2318,113,4%,472,20%,240,34%,45%
NRP,5595,2%,9,9,0,0,2,1,2,5,0,6,6000,0,0,0,0,0,0,13,910,0,0,0,0,40%,1698,2,0%,240,14%,303,34%,45%
PCS,1548,4%,2,2,1,0,5,7,0,12,0,0,0,0,0,0,0,90,13,-14,-980,0,0,11,7370,0%,239,15,6%,91,38%,154,34%,45%
REP,3012,2%,6,6,1,0,5,8,0,13,0,0,0,0,0,0,0,22,3,12,840,32,80,11,7370,0%,765,19,2%,139,18%,254,34%,45%
SEK,415,6%,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,10,6700,0%,20,2,10%,16,79%,49,34%,45%
SFG,22614,7%,31,31,1,1,36,46,12,94,0,19,39900,0,0,0,0,0,0,17,1190,-6,-15,0,0,0%,7925,170,2%,976,12%,390,34%,45%
UFS,21924,4%,26,26,1,0,10,27,15,52,0,2,3600,0,0,0,0,0,0,66,4620,0,0,11,7370,0%,7164,51,0%,678,9%,326,34%,45%
WIE,616,3%,3,3,0,0,6,1,0,7,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,0%,46,-0,-0%,30,64%,75,34%,45%
BAR,99062,4%,22,22,0,0,54,90,15,159,0,173,337350,356,178,38,380,40,6,2553,178710,237,592,1782,1193940,45%,47190,21272,45%,4432,9%,476,34%,45%
FFN,29451,2%,14,14,0,0,8,30,15,53,0,190,399000,0,0,40,400,0,0,339,23730,-22,-55,0,0,0%,10187,1792,17%,1168,11%,345,34%,45%
LLA,14530,4%,7,7,0,0,25,17,11,53,0,170,357000,36,18,0,0,0,0,63,4410,0,0,0,0,0%,10417,885,8%,313,3%,716,34%,45%
DVE,8081,2%,9,9,1,0,10,5,0,15,0,0,0,0,0,0,0,0,0,38,2660,-2,-5,0,0,0%,2335,1,0%,252,10%,288,34%,45%
EPC,319378,7%,77,77,1,1,26,40,26,92,0,0,0,24,12,126,1260,244,36,210,14700,63,157,70,46900,25%,28052,1145,4%,9113,32%,87,34%,45%
EPY,66383,8%,39,39,0,0,29,113,36,178,0,23,48300,123,61,521,5210,0,0,791,55370,248,620,607,406690,25%,32211,9469,29%,2437,7%,485,34%,45%
NRS,7072,4%,6,6,1,0,8,3,2,13,0,0,0,0,0,0,0,0,0,-6,-420,41,102,11,7370,0%,1832,9,0%,407,22%,259,34%,45%
NWE,8252,4%,6,6,0,0,2,8,3,13,0,0,0,0,0,0,0,0,0,-16,-1120,0,0,8,5360,0%,1666,4,0%,476,28%,201,34%,45%
RDN,5193,4%,7,7,1,1,17,18,2,37,0,0,0,0,0,0,0,0,0,12,840,292,730,0,0,0%,1873,116,6%,207,11%,360,34%,45%
ROM,15435,6%,16,16,0,0,4,157,13,174,0,34,64600,0,0,0,0,0,0,-382,-26740,0,0,11,7370,0%,7002,518,7%,780,11%,453,34%,45%
WYK,6954,5%,5,5,1,0,4,5,10,19,0,0,0,0,0,0,0,0,0,-10,-700,0,0,9,6030,0%,2942,3,0%,401,13%,423,34%,45%
D02,206078,2%,82,82,0,0,23,42,12,77,0,191,783100,81,40,33,330,272,40,244,17080,118,295,28,18760,25%,61728,24542,39%,6335,10%,299,34%,45%
