Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Avg_Infra_per_State,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
NMR,1258,4%,2,2,1,0,2,2,0,4,0,0,0,0,0,0,0,16,2,-8,-560,0,0,9,6030,0%,111,3,2%,62,56%,88,14%,19%
PCS,1867,4%,3,3,1,1,5,5,0,10,0,0,0,0,0,0,0,38,5,-14,-980,0,0,9,6030,0%,227,6,2%,105,46%,122,14%,19%
REP,2401,2%,6,6,1,0,5,8,0,13,0,0,0,0,0,0,0,19,2,8,560,28,70,9,6030,0%,454,14,3%,116,25%,189,14%,19%
SEK,6056,7%,11,11,0,0,4,6,4,14,0,0,0,0,0,0,0,0,0,5,350,0,0,19,12730,0%,1471,9,0%,248,16%,242,14%,19%
SFG,20716,7%,25,28,1,1,17,33,8,58,0,12,12000,0,0,0,0,0,0,19,1330,-6,-15,0,0,0%,4502,34,0%,687,15%,364,14%,19%
SSD,11679,4%,9,9,0,1,10,26,0,36,0,0,0,7,3,0,0,77,11,153,10710,136,340,8,5360,0%,4391,230,5%,308,7%,376,14%,19%
UFS,19386,4%,18,31,0,0,9,25,16,50,0,8,8000,0,0,0,0,0,0,39,2730,-2,-5,9,6030,0%,5019,41,0%,369,7%,356,14%,19%
WIE,506,5%,3,3,1,0,1,5,0,6,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,32,-0,-1%,25,80%,63,14%,19%
BAR,80076,3%,22,22,0,0,8,113,13,134,0,146,233600,0,0,32,320,35,5,392,27440,348,870,903,605010,70%,24988,12738,50%,3665,14%,312,14%,19%
FFN,23803,2%,14,14,0,0,8,20,5,33,0,167,242150,0,0,35,350,0,0,124,8680,0,0,0,0,0%,4846,664,13%,988,20%,203,14%,19%
LLA,11714,2%,7,7,1,0,11,17,11,39,0,150,217500,32,16,0,0,0,0,40,2800,0,0,0,0,0%,5993,527,8%,259,4%,511,14%,19%
DRC,227371,4%,44,44,0,0,24,32,12,68,0,0,0,7,3,47,470,262,39,181,12670,71,177,81,54270,25%,16773,830,4%,6693,39%,73,14%,19%
DVE,6563,2%,9,9,0,0,8,7,0,15,0,0,0,0,0,0,0,0,0,34,2380,-2,-5,0,0,0%,1823,1,0%,214,11%,277,14%,19%
EPC,32277,3%,23,23,1,1,0,4,6,10,0,0,0,9,4,41,410,0,0,12,840,-4,-10,0,0,0%,2752,0,0%,936,34%,85,14%,19%
EPY,57336,3%,39,39,1,1,19,30,36,85,0,20,29000,92,46,374,3740,0,0,45,3150,167,417,353,236510,0%,15494,1596,10%,2170,14%,270,14%,19%
FDL,7013,3%,7,7,0,0,7,2,2,11,0,0,0,0,0,11,110,31,4,20,1400,-2,-5,8,5360,25%,833,4,0%,223,26%,151,14%,19%
GHN,4545,5%,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,357,1,0%,220,61%,78,14%,19%
NRS,5867,3%,6,6,1,0,7,4,2,13,0,0,0,0,0,0,0,0,0,-8,-560,36,90,9,6030,0%,1441,8,0%,354,24%,245,14%,19%
NWE,6847,3%,6,6,0,1,2,8,1,11,0,0,0,0,0,0,0,0,0,-16,-1120,0,0,7,4690,0%,1067,3,0%,403,37%,155,14%,19%
RDN,4305,3%,7,7,1,0,5,18,2,25,0,0,0,0,0,0,0,0,0,-6,-420,221,552,0,0,0%,1176,87,7%,178,15%,273,14%,19%
ROM,12237,9%,14,14,0,0,1,20,11,32,0,15,15000,0,0,0,0,0,0,-54,-3780,0,0,9,6030,0%,3226,37,1%,584,18%,263,14%,19%
RPT,2292,4%,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,96,1,1%,95,98%,42,14%,19%
WYK,5739,5%,5,5,0,0,3,6,4,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,1484,3,0%,347,23%,258,14%,19%
D01,23,4%,2,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,0%,1,-0,-6%,1,105%,49,14%,19%
