Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Avg_Infra_per_State,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
TRH,11407,6%,13,13,1,0,0,101,0,101,0,0,0,0,0,0,0,13,1,-204,-14280,16,40,11,7370,0%,3424,-8,-0%,464,13%,300,32%,43%
TRI,3595,2%,7,7,0,0,0,61,3,64,0,0,0,0,0,0,0,89,13,-178,-12460,140,350,0,0,0%,1465,147,10%,226,15%,407,32%,43%
UEK,14229,7%,12,12,1,0,2,106,7,115,0,0,0,0,0,0,0,0,0,-224,-15680,2,5,33,22110,0%,5166,63,1%,610,11%,363,32%,43%
WGK,560,3%,4,4,0,0,0,34,2,36,0,0,0,0,0,0,0,0,0,-90,-6300,109,272,0,0,0%,147,45,31%,26,18%,262,32%,43%
AAV,140,4%,1,1,0,0,3,6,2,11,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,27,2,9%,9,32%,199,32%,43%
AGC,7599,1%,6,6,1,0,12,10,14,36,0,0,0,65,32,0,0,0,0,87,6090,0,0,0,0,0%,4696,12,0%,210,4%,618,32%,43%
AHM,1611,3%,7,7,0,0,15,11,0,26,0,0,0,0,0,0,0,0,0,-24,-1680,0,0,0,0,0%,208,-1,-0%,71,34%,129,32%,43%
ARN,5440,2%,8,8,1,0,7,8,8,23,0,0,0,0,0,0,0,93,13,16,1120,0,0,20,13400,0%,2345,25,1%,190,8%,431,32%,43%
ATL,8628,5%,4,4,0,0,7,12,6,25,0,135,276750,0,0,180,1800,0,0,-24,-1680,0,0,0,0,0%,4011,558,13%,138,3%,464,32%,43%
AUC,6521,3%,15,15,1,0,24,8,15,47,0,24,46800,24,12,0,0,0,0,155,10850,0,0,11,7370,0%,4459,50,1%,268,6%,683,32%,43%
AUF,1837,2%,5,5,1,0,1,6,3,10,0,0,0,41,20,0,0,0,0,-20,-1400,0,0,113,75710,0%,636,54,8%,87,13%,346,32%,43%
BTR,24058,2%,25,25,0,0,26,9,5,40,0,37,70300,0,0,0,0,61,9,66,4620,0,0,89,59630,0%,3734,129,3%,963,25%,155,32%,43%
CUL,136,4%,1,1,1,0,8,2,0,10,0,0,0,0,0,0,0,0,0,-4,-280,0,0,9,6030,0%,3,2,66%,0,13%,23,32%,43%
ETV,462,5%,1,1,1,0,3,6,2,11,0,89,169100,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,217,104,48%,30,13%,469,32%,43%
FLU,381,5%,2,2,0,0,8,2,0,10,0,0,0,0,0,0,0,0,0,-4,-280,0,0,9,6030,0%,20,2,10%,13,66%,53,32%,43%
FRO,660,3%,3,3,0,0,10,4,0,14,0,0,0,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,49,2,5%,31,63%,74,32%,43%
JIN,772,2%,1,1,0,0,9,6,0,15,0,0,0,0,0,0,0,9,1,7,490,0,0,9,6030,0%,101,4,4%,50,49%,130,32%,43%
KHM,9001,4%,13,13,0,0,5,12,2,19,0,0,0,0,0,0,0,0,0,25,1750,0,0,75,50250,0%,2330,82,3%,379,16%,258,32%,43%
KKV,679,4%,1,1,1,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,134,2,2%,39,29%,198,32%,43%
KSA,6305,5%,10,10,0,1,10,7,10,27,0,94,192700,21,10,48,480,0,0,52,3640,0,0,11,7370,75%,3380,184,5%,305,9%,536,32%,43%
LNV,463,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,87,2,3%,26,30%,189,32%,43%
LOC,136,2%,1,1,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,7,-0,-5%,7,98%,53,32%,43%
MES,1102,5%,1,1,1,0,4,5,2,11,0,0,0,0,0,0,0,0,0,-10,-700,0,0,78,52260,0%,295,31,10%,69,23%,267,32%,43%
MJU,109232,8%,54,54,0,0,114,129,31,274,0,369,1328400,331,165,71,710,237,35,1447,101290,36,90,375,251250,50%,60547,20382,33%,3439,5%,855,32%,43%
MNG,3949,4%,7,7,0,0,10,5,3,18,0,11,10450,0,0,0,0,0,0,35,2450,0,0,11,7370,0%,827,11,1%,109,13%,209,32%,43%
MRV,211,2%,1,1,1,0,3,6,6,15,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,88,2,3%,13,15%,418,32%,43%
OOD,10072,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,1711,4,0%,438,25%,169,32%,43%
PER,330,5%,1,1,1,0,7,4,0,11,0,0,0,0,0,0,0,0,0,6,420,0,0,11,7370,0%,28,3,13%,19,66%,87,32%,43%
QDT,3217,5%,15,15,0,0,14,11,10,35,0,65,123500,9,4,0,0,0,0,114,7980,0,0,0,0,0%,2302,133,5%,109,4%,715,32%,43%
QUE,4310,3%,12,12,0,0,5,13,5,23,0,0,0,0,0,0,0,0,0,-30,-2100,0,0,8,5360,0%,1449,3,0%,189,13%,336,32%,43%
RIV,968,2%,2,2,1,0,3,6,4,13,0,86,176300,0,0,102,1020,0,0,-12,-840,0,0,11,7370,0%,437,117,26%,56,12%,451,32%,43%
RJV,268,5%,1,1,1,0,3,5,2,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,9,6030,0%,53,2,5%,16,31%,199,32%,43%
RNV,465,4%,1,1,0,0,3,4,2,9,0,42,86100,0,0,0,0,0,0,-8,-560,0,0,11,7370,0%,139,46,33%,27,19%,299,32%,43%
SDP,36647,5%,7,7,0,0,47,6,20,73,0,78,152100,81,40,58,580,0,0,158,11060,0,0,81,54270,0%,10694,183,1%,992,9%,291,32%,43%
SKE,985,5%,2,2,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,200,-0,-0%,57,28%,203,32%,43%
SMP,26582,4%,5,5,1,0,24,5,0,29,0,0,0,0,0,0,0,171,25,47,3290,0,0,101,67670,0%,5446,133,2%,989,18%,204,32%,43%
SPP,37623,4%,7,7,1,0,9,7,15,31,0,82,168100,0,0,0,0,0,0,101,7070,0,0,0,0,0%,14913,259,1%,619,4%,396,32%,43%
SRV,452,5%,1,1,1,0,4,9,6,19,0,55,104500,0,0,0,0,0,0,-18,-1260,0,0,0,0,0%,289,83,28%,14,4%,640,32%,43%
TNV,349,4%,1,1,1,0,8,5,2,15,0,0,0,0,0,0,0,0,0,9,630,-2,-5,12,8040,0%,69,4,6%,20,29%,198,32%,43%
UMB,2517,5%,4,4,0,0,6,7,10,23,0,0,0,0,0,0,0,0,0,23,1610,0,0,0,0,0%,1758,1,0%,123,7%,698,32%,43%
USV,140,1%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,22,2,11%,5,23%,163,32%,43%
WEA,283,4%,1,1,0,0,4,7,2,13,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,52,-0,-1%,18,35%,184,32%,43%
AVE,168,2%,2,2,1,0,9,5,0,14,0,0,0,0,0,0,0,0,0,38,2660,0,0,41,27470,0%,24,16,66%,4,18%,144,32%,43%
ANA,760,2%,2,2,0,0,1,17,0,18,0,0,0,0,0,0,0,0,0,-46,-3220,0,0,0,0,0%,46,-4,-8%,36,77%,61,32%,43%
BIU,918,5%,3,3,1,0,9,5,4,18,0,0,0,0,0,0,0,0,0,70,4900,0,0,44,29480,0%,272,19,7%,47,17%,296,32%,43%
CNO,6425,3%,1,1,1,0,5,7,0,12,0,0,0,0,0,0,0,0,0,-14,-980,0,0,29,19430,0%,1868,23,1%,302,16%,290,32%,43%
CPV,46425,7%,35,35,1,1,51,64,8,123,0,168,344400,27,13,38,380,427,64,201,14070,226,565,144,96480,20%,13886,2953,21%,1986,14%,433,32%,43%
DOC,12494,5%,15,15,0,0,10,12,2,24,0,2,3200,0,0,0,0,74,11,9,630,121,302,31,20770,-5%,2242,85,3%,616,27%,210,32%,43%
ETF,10479,2%,12,12,0,0,6,9,0,15,0,5,5000,4,2,0,0,14,2,3,210,19,47,11,7370,0%,1573,21,1%,567,36%,150,32%,43%
KGK,9448,3%,10,10,1,0,8,13,2,23,0,0,0,0,0,0,0,0,0,-7,-490,359,897,0,0,0%,2323,133,5%,481,20%,308,32%,43%
LEE,2935,4%,6,6,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,568,2,0%,115,20%,193,32%,43%
LRO,509,5%,4,4,1,0,8,2,0,10,0,0,0,0,0,0,0,0,0,-6,-420,0,0,10,6700,0%,36,2,6%,21,58%,71,32%,43%
MRC,45509,7%,25,25,1,0,133,170,45,348,0,216,388800,527,263,163,1630,173,25,1330,93100,401,1002,342,229140,75%,51734,15414,29%,1331,2%,1136,32%,43%
NEP,13955,5%,7,7,1,0,18,20,0,38,0,8,6800,0,0,0,0,0,0,51,3570,0,0,26,17420,0%,3692,66,1%,697,18%,264,32%,43%
NMR,1490,5%,2,2,1,0,2,2,0,4,0,0,0,0,0,0,0,19,2,-8,-560,0,0,11,7370,0%,141,3,2%,71,50%,94,32%,43%
NPP,9447,4%,18,18,0,0,9,10,7,26,0,50,87500,0,0,38,380,0,0,11,770,-2,-5,8,5360,0%,2113,97,4%,464,21%,223,32%,43%
NRP,5486,3%,9,9,0,0,2,1,2,5,0,5,5000,0,0,0,0,0,0,12,840,0,0,0,0,40%,1660,2,0%,236,14%,302,32%,43%
PCS,1521,4%,2,2,0,0,5,5,0,10,0,0,0,0,0,0,0,90,13,-10,-700,0,0,11,7370,0%,235,13,5%,90,38%,154,32%,43%
REP,2948,2%,6,6,1,0,5,8,0,13,0,0,0,0,0,0,0,22,3,12,840,32,80,11,7370,0%,732,19,2%,136,18%,248,32%,43%
SEK,408,6%,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,9,6030,0%,19,1,9%,16,80%,48,32%,43%
SFG,22195,7%,31,31,1,1,36,43,12,91,0,19,38950,0,0,0,0,0,0,23,1610,-6,-15,0,0,0%,7780,160,2%,962,12%,390,32%,43%
UFS,21461,4%,26,26,1,0,10,27,15,52,0,2,3100,0,0,0,0,0,0,66,4620,0,0,11,7370,0%,7039,49,0%,666,9%,327,32%,43%
WIE,605,3%,3,3,0,0,6,1,0,7,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,0%,45,-0,-0%,29,64%,75,32%,43%
BAR,97110,4%,22,22,0,0,54,82,15,151,0,169,329550,317,158,36,360,40,6,2556,178920,224,560,1782,1193940,45%,41859,18351,43%,4361,10%,431,32%,43%
FFN,28863,2%,14,14,1,0,8,27,15,50,0,190,361000,0,0,40,400,0,0,345,24150,-22,-55,0,0,0%,9356,1458,15%,1149,12%,324,32%,43%
LLA,14241,3%,7,7,0,0,25,17,11,53,0,170,323000,36,18,0,0,0,0,63,4410,0,0,0,0,0%,9998,804,8%,308,3%,702,32%,43%
DVE,7920,2%,9,9,1,0,10,5,0,15,0,0,0,0,0,0,0,0,0,44,3080,-2,-5,0,0,0%,2363,1,0%,248,10%,298,32%,43%
EPC,313860,7%,77,77,1,0,26,38,26,90,0,0,0,24,12,126,1260,244,36,210,14700,63,157,70,46900,25%,27744,1091,3%,8988,32%,88,32%,43%
EPY,65286,6%,39,39,0,0,29,96,36,161,0,23,47150,119,59,513,5130,0,0,775,54250,213,532,580,388600,25%,28527,7632,26%,2406,8%,436,32%,43%
NRS,6946,4%,6,6,1,0,8,3,2,13,0,0,0,0,0,0,0,0,0,-6,-420,41,102,11,7370,0%,1796,9,0%,401,22%,258,32%,43%
NWE,8108,4%,6,6,0,0,2,8,3,13,0,0,0,0,0,0,0,0,0,-16,-1120,0,0,8,5360,0%,1639,4,0%,470,28%,202,32%,43%
RDN,5101,4%,7,7,1,1,17,18,2,37,0,0,0,0,0,0,0,0,0,12,840,292,730,0,0,0%,1831,116,6%,204,11%,359,32%,43%
ROM,15127,6%,16,16,0,0,3,136,12,151,0,26,49400,0,0,0,0,0,0,-354,-24780,0,0,11,7370,0%,6375,329,5%,767,12%,421,32%,43%
WYK,6831,4%,5,5,1,0,4,5,10,19,0,0,0,0,0,0,0,0,0,-10,-700,0,0,9,6030,0%,2869,3,0%,396,13%,420,32%,43%
D02,202405,2%,82,82,0,0,23,41,12,76,0,185,730750,77,38,29,290,261,39,226,15820,113,282,26,17420,25%,59094,23118,39%,6245,10%,292,32%,43%
