Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Avg_Infra_per_State,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
TRH,10835,6%,13,13,1,0,0,80,0,80,0,0,0,0,0,0,0,13,1,-156,-10920,16,40,11,7370,0%,2736,16,0%,403,14%,252,26%,35%
TRI,3388,3%,7,7,0,0,0,47,3,50,0,0,0,0,0,0,0,0,0,-138,-9660,18,45,0,0,0%,1013,-16,-1%,184,18%,298,26%,35%
UEK,13486,7%,12,12,1,0,2,88,7,97,0,0,0,0,0,0,0,0,0,-191,-13370,1,2,21,14070,0%,3973,6,0%,504,12%,294,26%,35%
WGK,532,3%,4,4,0,0,0,26,2,28,0,0,0,0,0,0,0,0,0,-70,-4900,0,0,0,0,0%,73,-8,-11%,23,32%,138,26%,35%
AAV,132,4%,1,1,0,0,3,6,2,11,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,25,2,10%,8,31%,194,26%,35%
AGC,7095,2%,6,6,0,0,12,10,14,36,0,0,0,57,28,0,0,0,0,74,5180,0,0,0,0,0%,4413,9,0%,199,4%,622,26%,35%
AHM,1520,3%,7,7,0,0,15,11,0,26,0,0,0,0,0,0,0,0,0,-24,-1680,0,0,0,0,0%,188,-1,-0%,68,36%,123,26%,35%
ARN,5091,2%,8,8,1,0,7,8,8,23,0,0,0,0,0,0,0,93,13,16,1120,0,0,20,13400,0%,2277,25,1%,179,7%,447,26%,35%
ATL,8145,5%,4,4,0,0,7,12,6,25,0,135,263250,0,0,180,1800,0,0,-24,-1680,0,0,0,0,0%,3802,509,13%,132,3%,466,26%,35%
AUC,6117,3%,15,15,1,0,24,8,15,47,0,24,44400,24,12,0,0,0,0,155,10850,0,0,11,7370,0%,4301,48,1%,254,5%,703,26%,35%
AUF,1717,2%,5,5,1,0,1,6,3,10,0,0,0,41,20,0,0,0,0,-20,-1400,0,0,113,75710,0%,591,55,9%,82,13%,344,26%,35%
BTR,22712,2%,25,25,0,0,26,9,5,40,0,37,62900,0,0,0,0,61,9,66,4620,0,0,89,59630,0%,3570,122,3%,920,25%,157,26%,35%
CUL,129,4%,1,1,1,0,7,3,0,10,0,0,0,0,0,0,0,0,0,-6,-420,0,0,9,6030,0%,3,2,69%,0,12%,26,26%,35%
ETV,436,5%,1,1,1,0,3,6,2,11,0,79,134300,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,181,82,45%,28,15%,416,26%,35%
FLU,361,5%,2,2,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,-6,-420,0,0,9,6030,0%,19,2,12%,13,66%,54,26%,35%
FRO,627,3%,3,3,0,0,10,4,0,14,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,45,2,5%,29,65%,73,26%,35%
JIN,732,3%,1,1,0,0,9,6,0,15,0,0,0,0,0,0,0,11,1,9,630,0,0,11,7370,0%,95,6,6%,48,50%,130,26%,35%
KHM,8498,4%,13,13,0,0,5,12,2,19,0,0,0,0,0,0,0,0,0,25,1750,0,0,75,50250,0%,2202,81,3%,362,16%,259,26%,35%
KKV,644,4%,1,1,1,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,126,2,1%,37,29%,195,26%,35%
KSA,5980,5%,10,10,0,1,10,9,10,29,0,94,183300,21,10,48,480,0,0,52,3640,0,0,11,7370,25%,3017,187,6%,292,9%,504,26%,35%
LNV,438,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,81,2,2%,25,31%,187,26%,35%
LOC,129,2%,1,1,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,6,-0,-5%,6,98%,53,26%,35%
MES,1045,5%,1,1,1,0,4,5,2,11,0,0,0,0,0,0,0,0,0,-10,-700,0,0,78,52260,0%,275,30,11%,66,24%,263,26%,35%
MJU,103680,7%,54,54,0,0,90,104,31,225,0,243,643950,227,113,49,490,162,24,891,62370,17,42,269,180230,50%,39898,8264,20%,3302,8%,593,26%,35%
MNG,3728,4%,7,7,0,0,10,5,3,18,0,11,11000,0,0,0,0,0,0,35,2450,0,0,11,7370,0%,803,11,1%,104,12%,215,26%,35%
MRV,199,2%,1,1,1,0,3,6,3,12,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,50,2,5%,13,25%,254,26%,35%
OOD,9477,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,1665,3,0%,417,25%,175,26%,35%
PER,313,5%,1,1,1,0,7,4,0,11,0,0,0,0,0,0,0,0,0,6,420,0,0,11,7370,0%,27,3,13%,18,67%,88,26%,35%
QDT,3037,5%,15,15,0,0,14,11,10,35,0,65,117000,9,4,0,0,0,0,114,7980,0,0,0,0,0%,2126,125,5%,104,4%,699,26%,35%
QUE,4065,3%,12,12,0,0,5,13,5,23,0,0,0,0,0,0,0,0,0,-30,-2100,0,0,8,5360,0%,1404,3,0%,180,12%,345,26%,35%
RIV,907,2%,2,2,1,0,3,6,4,13,0,86,167700,0,0,102,1020,0,0,-12,-840,0,0,11,7370,0%,405,111,27%,53,13%,446,26%,35%
RJV,255,5%,1,1,1,0,3,5,2,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,50,2,5%,16,32%,196,26%,35%
RNV,439,4%,1,1,0,0,3,4,2,9,0,42,81900,0,0,0,0,0,0,-8,-560,0,0,11,7370,0%,130,44,33%,25,19%,296,26%,35%
SDP,34414,5%,7,7,1,0,40,9,20,69,0,78,128700,81,40,46,460,0,0,158,11060,0,0,81,54270,0%,10540,197,1%,943,8%,306,26%,35%
SKE,929,5%,2,2,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,185,-0,-0%,55,29%,199,26%,35%
SMP,24993,4%,5,5,1,0,24,5,0,29,0,0,0,0,0,0,0,171,25,47,3290,0,0,101,67670,0%,5332,134,2%,941,17%,213,26%,35%
SPP,35328,4%,7,7,1,0,7,13,15,35,0,82,147600,0,0,0,0,0,0,83,5810,0,0,0,0,0%,13094,540,4%,588,4%,370,26%,35%
SRV,429,5%,1,1,1,0,4,9,6,19,0,55,99000,0,0,0,0,0,0,-18,-1260,0,0,0,0,0%,266,79,29%,13,5%,621,26%,35%
TNV,329,4%,1,1,1,0,8,5,2,15,0,0,0,0,0,0,0,0,0,9,630,-2,-5,12,8040,0%,64,4,6%,19,29%,196,26%,35%
UMB,2375,6%,4,4,0,0,6,7,10,23,0,0,0,0,0,0,0,0,0,23,1610,0,0,0,0,0%,1577,1,0%,117,7%,664,26%,35%
USV,132,2%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,20,2,11%,5,24%,158,26%,35%
WEA,267,6%,1,1,0,0,4,7,2,13,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,48,-0,-1%,17,36%,182,26%,35%
AVE,159,2%,2,2,1,0,8,6,0,14,0,0,0,0,0,0,0,0,0,36,2520,0,0,41,27470,0%,25,17,69%,4,16%,161,26%,35%
ANA,721,2%,2,2,0,0,1,16,0,17,0,0,0,0,0,0,0,0,0,-44,-3080,0,0,0,0,0%,38,-3,-9%,31,82%,53,26%,35%
BIU,872,5%,3,3,1,0,9,5,4,18,0,0,0,0,0,0,0,0,0,70,4900,0,0,44,29480,0%,254,19,7%,46,18%,292,26%,35%
CNO,6117,4%,1,1,0,0,5,7,0,12,0,0,0,0,0,0,0,0,0,-14,-980,0,0,29,19430,0%,1620,23,1%,291,17%,264,26%,35%
CPV,44097,7%,35,35,1,1,48,41,8,97,0,168,327600,27,13,29,290,424,63,228,15960,220,550,143,95810,20%,10841,1220,11%,1904,17%,356,26%,35%
DOC,11867,5%,15,15,0,0,10,12,2,24,0,1,1200,0,0,0,0,65,9,9,630,102,255,31,20770,-5%,2122,72,3%,592,27%,210,26%,35%
ETF,9929,2%,12,12,0,0,6,5,0,11,0,5,5000,4,2,0,0,13,1,11,770,17,42,10,6700,0%,1417,14,0%,526,37%,142,26%,35%
KGK,8954,3%,10,10,1,0,8,13,2,23,0,0,0,0,0,0,0,0,0,-7,-490,358,895,0,0,0%,2256,133,5%,461,20%,315,26%,35%
LEE,2759,4%,6,6,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,536,2,0%,110,20%,194,26%,35%
LRO,482,5%,4,4,1,0,7,2,0,9,0,0,0,0,0,0,0,0,0,-6,-420,0,0,8,5360,0%,33,1,5%,20,61%,69,26%,35%
MRC,42933,6%,25,25,0,0,132,170,45,347,0,166,249000,352,176,125,1250,133,19,884,61880,296,740,235,157450,75%,42072,10012,23%,1233,2%,979,26%,35%
NEP,13284,2%,7,7,1,0,18,21,0,39,0,6,3300,0,0,0,0,0,0,26,1820,0,0,19,12730,50%,3291,45,1%,672,20%,247,26%,35%
NMR,1415,5%,2,2,1,0,2,2,0,4,0,0,0,0,0,0,0,19,2,-8,-560,0,0,11,7370,0%,133,3,2%,68,51%,94,26%,35%
NPP,8916,4%,18,18,0,0,8,10,5,23,0,42,50400,0,0,32,320,0,0,6,420,-2,-5,7,4690,0%,1644,57,3%,443,26%,184,26%,35%
NRP,5187,3%,9,9,0,0,2,1,2,5,0,4,4000,0,0,0,0,0,0,5,350,0,0,0,0,25%,1405,1,0%,226,16%,271,26%,35%
PCS,1444,4%,2,2,0,0,5,4,0,9,0,0,0,0,0,0,0,43,6,-8,-560,0,0,11,7370,0%,204,7,3%,83,40%,141,26%,35%
REP,2768,2%,6,6,1,0,5,8,0,13,0,0,0,0,0,0,0,22,3,12,840,32,80,11,7370,0%,644,18,2%,129,20%,232,26%,35%
SEK,388,7%,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,9,6030,0%,19,1,9%,15,80%,49,26%,35%
SFG,20983,7%,31,31,0,0,36,36,12,84,0,19,35150,0,0,0,0,0,0,20,1400,-6,-15,0,0,0%,7402,120,1%,920,12%,392,26%,35%
UFS,20159,6%,26,26,0,0,10,27,15,52,0,2,2900,0,0,0,0,0,0,66,4620,0,0,11,7370,0%,6636,47,0%,633,9%,329,26%,35%
WIE,573,4%,3,3,0,0,5,2,0,7,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,0%,41,-0,-0%,28,67%,72,26%,35%
BAR,91586,4%,22,22,0,0,53,63,15,131,0,169,329550,317,158,36,360,40,6,2321,162470,250,625,1716,1149720,45%,28873,9893,34%,4153,14%,315,26%,35%
FFN,27212,2%,14,14,1,0,8,20,15,43,0,190,342000,0,0,40,400,0,0,291,20370,-14,-35,0,0,0%,7901,991,12%,1096,13%,290,26%,35%
LLA,13421,4%,7,7,0,0,25,17,11,53,0,170,331500,36,18,0,0,0,0,63,4410,0,0,0,0,0%,9261,784,8%,293,3%,690,26%,35%
DRC,86273,4%,44,20,0,0,12,10,3,25,0,0,0,0,0,64,640,302,45,50,3500,-2,-5,36,24120,25%,10524,168,1%,7134,67%,42,26%,35%
DVE,7474,3%,9,9,0,0,10,5,0,15,0,0,0,0,0,0,0,0,0,44,3080,-2,-5,0,0,0%,2304,1,0%,236,10%,308,26%,35%
EPC,193977,6%,23,46,1,1,12,20,15,47,0,0,0,19,9,54,540,22,3,107,7490,61,152,35,23450,25%,4055,54,1%,995,24%,114,26%,35%
EPY,62618,6%,39,39,0,1,26,65,36,127,0,23,44850,119,59,511,5110,0,0,718,50260,213,532,580,388600,25%,23288,4527,19%,2334,10%,371,26%,35%
FDL,12672,9%,7,8,0,0,8,1,3,12,0,0,0,0,0,16,160,34,5,22,1540,-2,-5,9,6030,0%,1246,4,0%,236,18%,207,26%,35%
GHN,4974,5%,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,0%,374,1,0%,233,62%,75,26%,35%
NRS,6596,4%,6,6,1,0,7,4,2,13,0,0,0,0,0,0,0,0,0,-8,-560,41,102,11,7370,0%,1681,10,0%,386,22%,254,26%,35%
NWE,7702,4%,6,6,0,0,2,8,3,13,0,0,0,0,0,0,0,0,0,-16,-1120,0,0,8,5360,0%,1588,4,0%,451,28%,206,26%,35%
RDN,4839,4%,7,7,1,1,15,18,2,35,0,0,0,0,0,0,0,0,0,12,840,292,730,0,0,0%,1714,115,6%,196,11%,354,26%,35%
ROM,14228,6%,15,15,0,0,1,109,12,122,0,17,28900,0,0,0,0,0,0,-292,-20440,0,0,11,7370,0%,4930,130,2%,656,13%,346,26%,35%
RPT,2498,6%,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,102,1,1%,100,98%,40,26%,35%
WYK,6479,4%,5,5,1,0,4,5,10,19,0,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,2781,3,0%,380,13%,429,26%,35%
D02,191772,2%,82,82,1,0,23,44,12,79,0,111,277500,53,26,14,140,182,27,107,7490,78,195,17,11390,50%,42969,8704,20%,5952,13%,224,26%,35%
