Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Avg_Infra_per_State,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
TPP,15350,7%,28,26,1,1,8,11,2,21,0,0,0,68,34,0,0,0,0,25,1750,0,0,10,6700,0%,1772,14,0%,651,36%,114,16%,21%
TRH,9853,2%,13,13,1,0,0,47,0,47,0,0,0,0,0,0,0,12,1,-97,-6790,13,32,9,6030,50%,2249,22,1%,388,17%,228,16%,21%
TRI,3042,2%,5,5,0,0,3,6,2,11,0,0,0,0,0,0,0,52,7,-12,-840,67,167,0,0,0%,676,16,2%,169,25%,222,16%,21%
UEK,12046,7%,11,11,0,0,0,46,7,53,0,0,0,0,0,0,0,0,0,-101,-7070,2,5,16,10720,0%,3118,17,0%,462,14%,258,16%,21%
WGK,482,2%,4,4,0,0,4,6,2,12,0,0,0,0,0,0,0,0,0,-12,-840,78,195,0,0,0%,84,11,13%,22,26%,175,16%,21%
AAV,117,3%,1,1,0,0,3,5,2,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,21,2,11%,7,32%,185,16%,21%
AGC,6226,2%,6,6,0,0,7,10,13,30,0,0,0,61,30,0,0,0,0,81,5670,0,0,0,0,0%,3482,10,0%,179,5%,559,16%,21%
AHM,1351,2%,7,7,0,0,14,11,0,25,0,0,0,0,0,0,0,0,0,-24,-1680,0,0,0,0,0%,149,-1,-1%,62,41%,110,16%,21%
ARN,4476,2%,8,8,1,0,7,8,7,22,0,0,0,0,0,0,0,81,12,13,910,0,0,18,12060,0%,1863,22,1%,162,8%,416,16%,21%
ATL,7296,3%,4,4,0,0,5,12,5,22,0,102,132600,0,0,137,1370,0,0,-24,-1680,0,0,0,0,0%,3023,244,8%,121,4%,414,16%,21%
AUC,5406,3%,15,15,1,0,21,10,15,46,0,23,29900,23,11,0,0,0,0,141,9870,0,0,10,6700,0%,3682,44,1%,231,6%,681,16%,21%
AUF,1514,2%,5,5,1,0,1,5,3,9,0,0,0,36,18,0,0,0,0,-18,-1260,0,0,100,67000,0%,456,42,9%,74,16%,301,16%,21%
BTR,20220,2%,25,25,0,0,14,21,5,40,0,32,41600,0,0,0,0,54,8,27,1890,0,0,78,52260,0%,2803,198,7%,838,29%,138,16%,21%
CUL,116,4%,1,1,1,0,4,6,0,10,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,3,2,77%,0,11%,29,16%,21%
ETV,391,5%,1,1,1,0,3,6,2,11,0,39,50700,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,94,30,32%,22,23%,241,16%,21%
FLU,327,5%,2,2,0,0,4,6,0,10,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,16,2,15%,11,69%,51,16%,21%
FRO,564,2%,3,3,0,0,10,4,0,14,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,40,2,5%,27,68%,71,16%,21%
JIN,662,2%,1,1,0,0,9,6,0,15,0,0,0,0,0,0,0,9,1,5,350,0,0,9,6030,0%,81,4,5%,44,55%,122,16%,21%
KHM,7589,3%,13,13,0,0,5,12,2,19,0,0,0,0,0,0,0,0,0,18,1260,0,0,66,44220,0%,2174,85,3%,332,15%,286,16%,21%
KKV,582,5%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,108,2,1%,35,32%,185,16%,21%
KSA,5403,5%,10,10,1,1,6,18,9,33,0,48,57600,19,9,42,420,0,0,37,2590,0,0,9,6030,50%,2534,110,4%,271,10%,469,16%,21%
LNV,391,3%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,70,2,2%,23,33%,179,16%,21%
LOC,117,2%,1,1,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,6,-0,-5%,6,100%,53,16%,21%
MES,942,5%,1,1,1,0,4,5,2,11,0,0,0,0,0,0,0,0,0,-10,-700,0,0,72,48240,0%,229,27,12%,61,26%,243,16%,21%
MJU,79892,3%,27,46,0,0,32,91,20,143,0,36,57600,85,42,25,250,56,8,117,8190,5,12,115,77050,50%,13685,1275,9%,1414,10%,344,16%,21%
MNG,3329,4%,7,7,0,0,8,7,3,18,0,10,10000,0,0,0,0,0,0,25,1750,0,0,9,6030,0%,663,12,1%,95,14%,199,16%,21%
MRV,176,2%,1,1,1,0,3,5,2,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,31,2,6%,10,33%,179,16%,21%
OOD,8424,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,1561,3,0%,380,24%,185,16%,21%
PER,282,5%,1,1,1,0,7,4,0,11,0,0,0,0,0,0,0,0,0,1,70,0,0,7,4690,0%,23,2,9%,17,74%,81,16%,21%
QDT,2715,6%,15,15,0,0,12,11,10,33,0,61,88450,9,4,0,0,0,0,105,7350,0,0,0,0,0%,1630,94,5%,95,5%,600,16%,21%
QUE,3623,2%,12,12,0,0,5,13,5,23,0,0,0,0,0,0,0,0,0,-30,-2100,0,0,7,4690,0%,1289,3,0%,165,12%,355,16%,21%
RIV,799,2%,2,2,1,0,3,6,3,12,0,70,101500,0,0,84,840,0,0,-12,-840,0,0,9,6030,0%,258,68,26%,48,18%,323,16%,21%
RJV,230,5%,1,1,0,0,3,5,2,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,42,2,5%,14,35%,185,16%,21%
RNV,392,3%,1,1,0,0,3,4,2,9,0,37,48100,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,94,26,28%,23,25%,240,16%,21%
SDP,30590,8%,7,7,0,0,23,38,20,81,0,68,108800,71,35,0,0,0,0,122,8540,0,0,84,56280,50%,9230,772,8%,860,9%,301,16%,21%
SKE,828,5%,2,2,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,159,-0,-0%,50,31%,191,16%,21%
SMP,22174,3%,5,5,1,0,6,24,0,30,0,0,0,0,0,0,0,150,22,4,280,0,0,90,60300,0%,3650,279,7%,857,23%,164,16%,21%
SPP,31344,4%,7,7,0,0,4,14,15,33,0,72,104400,0,0,0,0,0,0,67,4690,0,0,0,0,0%,8467,391,4%,535,6%,270,16%,21%
SRV,388,5%,1,1,1,0,4,9,5,18,0,44,57200,0,0,0,0,0,0,-18,-1260,0,0,0,0,0%,171,44,26%,12,7%,440,16%,21%
TNV,293,2%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,52,2,3%,17,33%,178,16%,21%
UMB,2122,5%,4,4,0,0,4,9,8,21,0,0,0,0,0,0,0,0,0,11,770,0,0,0,0,0%,1057,0,0%,108,10%,498,16%,21%
USV,118,2%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,17,1,11%,4,25%,151,16%,21%
WEA,237,5%,1,1,1,0,4,7,2,13,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,41,-0,-1%,16,38%,175,16%,21%
HHE,93515,3%,169,55,0,0,21,61,17,99,0,87,143550,25,12,35,350,63,9,238,16660,59,147,51,34170,50%,21755,2518,11%,9443,43%,82,16%,21%
AVE,144,2%,2,2,1,0,7,7,0,14,0,0,0,0,0,0,0,0,0,28,1960,0,0,36,24120,0%,23,16,73%,3,16%,159,16%,21%
ANA,653,2%,2,2,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,39,-0,-0%,29,73%,60,16%,21%
BIU,196,5%,2,2,0,0,8,5,2,15,0,0,0,0,0,0,0,0,0,60,4200,0,0,37,24790,25%,47,16,33%,10,22%,240,16%,21%
CPV,20944,7%,15,15,0,0,31,18,6,55,0,72,79200,20,10,0,0,48,7,143,10010,126,315,95,63650,20%,6546,331,5%,1136,17%,312,16%,21%
DOC,10407,3%,4,14,1,0,10,11,1,22,0,0,0,0,0,0,0,57,8,3,210,89,222,28,18760,-5%,512,40,7%,189,36%,165,16%,21%
ERP,748,3%,2,2,1,0,4,5,2,11,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,117,-0,-0%,37,31%,157,16%,21%
FIK,1855,4%,3,3,0,0,6,7,2,15,0,0,0,0,0,0,0,0,0,-4,-280,0,0,7,4690,0%,374,3,0%,105,28%,201,16%,21%
HPV,2075,4%,9,9,1,0,8,7,2,17,0,23,23000,0,0,0,0,0,0,-16,-1120,0,0,0,0,0%,264,13,5%,91,34%,236,16%,21%
IHS,316,7%,3,1,0,0,4,0,0,4,0,4,4000,0,0,0,0,0,0,-2,-140,0,0,0,0,0%,112,0,0%,107,96%,46,16%,21%
KGK,8076,3%,10,10,0,0,8,13,2,23,0,0,0,0,0,0,0,0,0,-11,-770,15,37,0,0,0%,1842,4,0%,427,23%,285,16%,21%
LEE,2451,2%,6,6,0,0,3,6,2,11,0,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,446,2,0%,100,22%,182,16%,21%
LRO,434,5%,4,4,1,0,3,5,0,8,0,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,27,2,7%,18,69%,62,16%,21%
MRC,161419,8%,25,93,1,0,115,204,48,367,0,152,243200,245,122,41,410,140,21,577,40390,266,665,229,153430,75%,31833,7092,22%,1134,3%,825,16%,21%
NMR,1279,5%,2,2,1,0,2,2,0,4,0,0,0,0,0,0,0,16,2,-8,-560,0,0,9,6030,0%,115,3,2%,63,54%,90,16%,21%
PCS,1901,3%,3,3,1,1,5,5,0,10,0,0,0,0,0,0,0,38,5,-14,-980,0,0,9,6030,0%,242,6,2%,107,44%,127,16%,21%
REP,2449,2%,6,6,0,0,5,8,0,13,0,0,0,0,0,0,0,20,3,10,700,30,75,10,6700,0%,483,16,3%,117,24%,197,16%,21%
SEK,6166,6%,11,11,0,0,4,6,4,14,0,0,0,0,0,0,0,0,0,5,350,0,0,19,12730,0%,1496,9,0%,251,16%,242,16%,21%
SFG,20996,6%,25,28,1,1,19,33,9,61,0,12,12000,0,0,0,0,0,0,19,1330,-6,-15,0,0,0%,5116,34,0%,693,13%,408,16%,21%
SSD,11900,3%,9,9,1,1,10,26,0,36,0,0,0,8,4,0,0,86,12,178,12460,153,382,8,5360,0%,4715,269,5%,312,6%,396,16%,21%
UFS,22494,5%,18,34,0,0,9,28,17,54,0,2,2000,0,0,5,50,0,0,57,3990,-2,-5,10,6700,0%,5289,34,0%,393,7%,370,16%,21%
WIE,515,5%,3,3,1,0,2,4,0,6,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,33,-0,-1%,26,77%,65,16%,21%
BAR,81627,4%,22,22,0,0,8,120,13,141,0,156,249600,0,0,34,340,37,5,988,69160,313,782,1018,682060,45%,31544,17354,55%,3718,11%,386,16%,21%
FFN,24253,2%,14,14,0,0,8,20,6,34,0,167,267200,0,0,35,350,0,0,149,10430,0,0,0,0,0%,5132,750,14%,1002,19%,211,16%,21%
LLA,11944,4%,7,7,1,0,19,17,11,47,0,150,240000,32,16,0,0,0,0,40,2800,0,0,0,0,0%,7555,701,9%,263,3%,632,16%,21%
DRC,230489,4%,44,44,0,0,24,34,12,70,0,0,0,7,3,47,470,262,39,181,12670,71,177,81,54270,25%,16915,871,5%,6753,39%,73,16%,21%
DVE,6687,2%,9,9,0,0,9,6,0,15,0,0,0,0,0,0,0,0,0,36,2520,-2,-5,0,0,0%,2001,1,0%,217,10%,299,16%,21%
EPC,32690,4%,23,23,1,1,0,4,6,10,0,0,0,9,4,41,410,0,0,12,840,-4,-10,0,0,0%,2885,0,0%,944,32%,88,16%,21%
EPY,58049,3%,39,39,1,1,19,30,36,85,0,22,31900,105,52,405,4050,0,0,161,11270,165,412,376,251920,0%,15879,1758,11%,2187,13%,273,16%,21%
FDL,7107,3%,7,7,0,0,7,1,2,10,0,0,0,0,0,12,120,31,4,20,1400,-2,-5,8,5360,0%,782,4,0%,225,28%,140,16%,21%
GHN,4603,5%,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,359,1,0%,222,61%,78,16%,21%
NRS,5965,3%,6,6,0,0,7,4,2,13,0,0,0,0,0,0,0,0,0,-8,-560,36,90,9,6030,0%,1486,9,0%,358,24%,249,16%,21%
NWE,6960,4%,6,6,0,1,2,8,1,11,0,0,0,0,0,0,0,0,0,-16,-1120,0,0,7,4690,0%,1124,3,0%,416,37%,161,16%,21%
RDN,4377,3%,7,7,1,0,8,18,2,28,0,0,0,0,0,0,0,0,0,6,420,257,642,0,0,0%,1327,102,7%,182,13%,303,16%,21%
ROM,12468,9%,14,14,0,0,1,52,11,64,0,15,15000,0,0,0,0,0,0,-138,-9660,0,0,9,6030,0%,3668,50,1%,593,16%,294,16%,21%
RPT,2321,5%,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,97,1,1%,96,98%,42,16%,21%
WYK,5837,5%,5,5,0,0,3,6,6,15,0,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,1858,3,0%,351,18%,318,16%,21%
D01,23,4%,2,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,0%,1,-0,-6%,1,106%,48,16%,21%
