# 1:00, 1 Incarnatio(1), 1734 Data
Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
ATL,7421,2%,4,4,5,13,6,24,126,126000,0,0,169,1690,0,0,-26,-1820,0,0,0,0,0%,7711,233,3%,535,6%,1039,17%,23%
AUC,5496,2%,15,15,12,36,11,59,23,23000,23,11,0,0,0,0,82,5740,0,0,0,0,0%,14206,138,0%,396,2%,2584,17%,23%
AUF,1529,2%,5,5,1,5,3,9,0,0,39,19,0,0,0,0,-16,-1120,0,0,83,55610,0%,397,64,16%,110,27%,259,17%,23%
BTR,20528,5%,25,25,8,38,5,51,35,35000,0,0,0,0,56,8,-2,-140,0,0,83,55610,0%,13860,547,3%,1480,10%,675,17%,23%
CPF,6850,7%,7,7,12,13,7,32,8,8000,0,0,0,0,0,0,48,3360,-2,-5,11,7370,0%,7951,34,0%,494,6%,1160,17%,23%
CUL,118,6%,1,1,5,6,0,11,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,13,4,29%,8,62%,114,17%,23%
ETV,393,2%,1,1,3,4,2,9,54,54000,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,89,45,50%,28,31%,226,17%,23%
FLU,333,2%,2,2,6,8,0,14,0,0,0,0,0,0,0,0,-16,-1120,0,0,7,4690,0%,31,4,14%,24,75%,95,17%,23%
FRO,569,6%,3,3,5,15,0,20,0,0,0,0,0,0,0,0,-30,-2100,0,0,0,0,0%,46,-4,-9%,41,87%,82,17%,23%
JIN,672,3%,1,1,7,10,0,17,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0%,72,2,3%,48,67%,107,17%,23%
KHM,7714,5%,13,13,6,10,0,16,0,0,0,0,0,0,0,0,30,2100,0,0,68,45560,0%,6420,103,1%,556,8%,832,17%,23%
KKV,590,3%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,54,3,5%,42,78%,91,17%,23%
KSA,4913,3%,8,8,6,9,9,24,44,44000,14,7,45,450,0,0,26,1820,0,0,0,0,0%,7245,65,0%,354,4%,1474,17%,23%
LNV,399,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,35,3,9%,28,80%,89,17%,23%
LOC,120,3%,1,1,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,13,3,27%,8,65%,110,17%,23%
MES,957,2%,1,1,4,5,2,11,0,0,0,0,0,0,0,0,-10,-700,0,0,54,36180,0%,151,31,20%,69,45%,158,17%,23%
MNG,3393,2%,7,7,5,10,3,18,9,9000,0,0,0,0,0,0,22,1540,0,0,0,0,0%,2570,16,0%,244,9%,757,17%,23%
MRV,180,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,12,-0,-4%,12,104%,69,17%,23%
OOD,8406,5%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,3680,3,0%,606,16%,437,17%,23%
PER,286,5%,1,1,5,8,0,13,0,0,0,0,0,0,0,0,-7,-490,0,0,7,4690,0%,28,5,19%,20,71%,100,17%,23%
QDT,2770,5%,15,15,11,14,11,36,65,65000,10,5,0,0,0,0,120,8400,0,0,10,6700,25%,3292,154,4%,199,6%,1188,17%,23%
QUE,3696,3%,12,12,5,12,5,22,0,0,0,0,0,0,0,0,-28,-1960,0,0,0,0,0%,4192,-3,-0%,266,6%,1134,17%,23%
RIV,806,2%,2,2,3,5,3,11,70,70000,0,0,84,840,0,0,-10,-700,0,0,0,0,0%,161,64,40%,58,36%,200,17%,23%
RJV,235,2%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,21,3,14%,17,78%,91,17%,23%
RNV,397,3%,1,1,3,4,2,9,39,39000,0,0,0,0,0,0,-8,-560,0,0,10,6700,0%,74,34,45%,28,38%,187,17%,23%
SDP,31494,3%,7,7,14,59,25,98,73,73000,77,38,0,0,0,0,108,7560,-6,-15,69,46230,0%,25136,992,3%,2271,9%,798,17%,23%
SKE,842,2%,2,2,5,7,2,14,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,92,-1,-1%,60,65%,109,17%,23%
SMP,22816,3%,5,5,11,47,0,58,0,0,0,0,2,20,174,26,-38,-2660,0,0,78,52260,0%,17257,540,3%,1645,9%,756,17%,23%
SPC,36198,9%,18,18,29,129,14,172,52,52000,78,39,0,0,74,11,213,14910,21,52,130,87100,75%,41282,2885,6%,2610,6%,1140,17%,23%
SPP,32267,3%,7,7,2,29,14,45,93,93000,0,0,0,0,0,0,43,3010,0,0,10,6700,0%,20698,574,2%,2326,11%,641,17%,23%
SRV,398,5%,1,1,4,9,5,18,52,52000,0,0,0,0,0,0,-18,-1260,0,0,10,6700,-5%,134,79,58%,28,21%,336,17%,23%
TNV,299,4%,1,1,7,6,2,15,0,0,0,0,0,0,0,0,4,280,-2,-5,8,5360,0%,29,5,17%,21,73%,97,17%,23%
UMB,2172,3%,4,4,4,8,8,20,0,0,0,0,0,0,0,0,17,1190,0,0,10,6700,0%,979,10,1%,156,15%,450,17%,23%
USV,120,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,8,-0,-7%,8,108%,66,17%,23%
WEA,239,4%,1,1,4,5,2,11,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,22,3,15%,17,77%,93,17%,23%
HHE,298514,7%,181,202,126,262,48,436,478,478000,408,204,131,1310,603,90,783,54810,326,815,671,449570,15%,233535,71200,30%,21526,9%,888,17%,23%
HUP,386,5%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,27,0,0%,27,100%,42949672,17%,23%
AVE,146,2%,2,2,4,4,0,8,0,0,0,0,0,0,0,0,37,2590,0,0,38,25460,25%,39,22,56%,10,26%,272,17%,23%
BIU,199,5%,2,2,5,5,2,12,0,0,0,0,0,0,0,0,58,4060,0,0,37,24790,25%,46,24,52%,14,31%,232,17%,23%
CPV,21126,5%,15,15,25,37,4,66,92,92000,21,10,0,0,159,23,113,7910,137,342,107,71690,25%,19832,1122,5%,1523,7%,938,17%,23%
ERP,767,5%,2,2,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,71,-0,-0%,55,77%,92,17%,23%
FIK,1891,5%,3,3,4,8,2,14,0,0,0,0,0,0,0,0,-4,-280,0,0,7,4690,0%,494,5,1%,136,27%,261,17%,23%
HPV,548,5%,11,4,7,5,0,12,22,22000,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,812,21,2%,39,4%,322,17%,23%
LEE,2498,5%,6,6,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,704,4,0%,180,25%,281,17%,23%
LRO,441,4%,4,4,2,4,0,6,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,38,3,9%,31,82%,87,17%,23%
MRC,40258,6%,29,25,106,188,74,368,407,407000,380,190,36,360,168,25,1779,124530,400,1000,364,243880,45%,144939,19457,13%,2903,2%,3699,17%,23%
NMR,1316,3%,2,2,1,4,0,5,0,0,0,0,0,0,18,2,-10,-700,0,0,0,0,0%,152,1,1%,94,62%,115,17%,23%
NRP,4842,2%,8,8,4,19,2,25,4,4000,0,0,0,0,0,0,-15,-1050,0,0,0,0,0%,5985,7,0%,349,5%,1235,17%,23%
PCS,1952,4%,3,3,4,7,2,13,0,0,0,0,0,0,50,7,-14,-980,0,0,10,6700,0%,450,15,3%,140,31%,230,17%,23%
SEK,6219,2%,11,11,4,5,4,13,0,0,0,0,0,0,0,0,8,560,0,0,11,7370,0%,4625,9,0%,448,9%,743,17%,23%
SRA,17894,8%,19,26,24,27,12,63,11,11000,0,0,0,0,0,0,65,4550,-8,-20,10,6700,0%,18238,70,0%,1290,7%,1145,17%,23%
SSD,12104,5%,9,9,11,45,0,56,0,0,5,2,0,0,79,11,131,9170,139,347,23,15410,25%,14469,451,3%,872,6%,1195,17%,23%
UFS,8291,2%,25,8,5,9,3,17,0,0,0,0,0,0,0,0,17,1190,0,0,0,0,-5%,5344,1,0%,597,11%,292,17%,23%
WIE,523,4%,3,3,1,3,0,4,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,40,-0,-1%,37,92%,77,17%,23%
BAR,83028,4%,22,22,8,106,19,133,175,175000,0,0,42,420,37,5,179,12530,343,857,1030,690100,25%,51795,15838,30%,5987,11%,623,17%,23%
FFN,24803,2%,14,14,8,19,6,33,178,178000,0,0,37,370,0,0,124,8680,0,0,0,0,0%,11394,513,4%,1788,15%,459,17%,23%
LLA,12159,3%,7,7,13,13,15,41,140,140000,27,13,0,0,0,0,33,2310,-2,-5,10,6700,0%,15619,300,1%,876,5%,1284,17%,23%
DRC,273399,3%,58,69,29,32,22,83,0,0,26,13,71,710,267,40,218,15260,57,142,75,50250,25%,45330,739,1%,19715,43%,177,17%,23%
DVE,6809,3%,9,9,8,7,0,15,0,0,0,0,0,0,0,0,13,910,0,0,10,6700,0%,4802,8,0%,491,10%,705,17%,23%
EPC,2911,5%,20,9,0,4,4,8,0,0,0,0,29,290,0,0,-1,-70,0,0,0,0,0%,4202,0,0%,209,4%,207,17%,23%
EPY,58324,5%,39,39,18,52,32,102,22,22000,112,56,419,4190,0,0,405,28350,150,375,358,239860,25%,32847,2196,6%,4206,12%,563,17%,23%
NRS,6069,4%,6,6,3,14,2,19,0,0,0,0,0,0,0,0,-28,-1960,29,72,0,0,0%,5147,10,0%,437,8%,848,17%,23%
NWE,7183,6%,6,6,2,7,2,11,0,0,0,0,0,0,0,0,-16,-1120,0,0,7,4690,0%,4031,4,0%,518,12%,561,17%,23%
RDN,4557,5%,7,7,9,15,2,26,0,0,0,0,0,0,0,0,0,0,324,810,10,6700,0%,8909,250,2%,328,3%,1954,17%,23%
ROM,10298,2%,6,6,5,20,10,35,0,0,0,0,0,0,0,0,70,4900,134,335,23,15410,25%,10911,155,1%,742,6%,1059,17%,23%
WYK,6016,5%,5,5,3,6,3,12,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,4086,3,0%,433,10%,679,17%,23%
D01,24,4%,2,2,2,0,0,2,0,0,0,0,0,0,0,0,-4,-280,0,0,7,4690,0%,4,2,49%,1,38%,185,17%,23%
