# 1:00, 1 Incarnatio(1), 1732 Data
Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
SPP,31147,4%,7,7,2,19,14,35,87,87000,0,0,0,0,0,0,61,4270,0,0,9,6030,0%,16367,354,2%,2197,13%,525,14%,19%
SRV,384,5%,1,1,4,9,4,17,49,49000,0,0,0,0,0,0,-18,-1260,0,0,9,6030,-5%,121,73,60%,27,22%,316,14%,19%
TNV,288,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,25,3,13%,20,79%,88,14%,19%
UMB,2093,3%,4,4,4,8,7,19,0,0,0,0,0,0,0,0,13,910,0,0,9,6030,0%,823,8,1%,147,17%,393,14%,19%
USV,115,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,7,-0,-7%,8,108%,64,14%,19%
WEA,231,3%,1,1,4,5,2,11,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,21,3,16%,16,77%,91,14%,19%
HHE,274806,7%,181,181,110,143,36,289,158,158000,298,149,36,360,455,68,529,37030,245,612,465,311550,15%,115178,16723,14%,19391,16%,587,14%,19%
HUP,370,7%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,26,0,0%,26,100%,42949672,14%,19%
AVE,141,2%,2,2,4,5,0,9,0,0,0,0,0,0,0,0,32,2240,0,0,35,23450,25%,37,21,57%,10,26%,267,14%,19%
BIU,192,5%,2,2,5,5,2,12,0,0,0,0,0,0,0,0,45,3150,0,0,27,18090,25%,36,18,49%,13,37%,188,14%,19%
CPV,20443,5%,15,15,19,27,2,48,42,42000,17,8,0,0,39,5,96,6720,119,297,87,58290,0%,13557,542,4%,1442,10%,663,14%,19%
CYR,4081,5%,5,5,1,10,8,19,0,0,41,20,0,0,0,0,53,3710,233,582,0,0,25%,6779,122,1%,287,4%,1661,14%,19%
ERP,738,2%,2,2,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,65,-0,-0%,52,79%,88,14%,19%
FIK,1819,5%,3,3,4,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,0%,408,4,1%,128,31%,224,14%,19%
HPV,1442,4%,11,8,10,5,0,15,21,21000,0,0,0,0,0,0,-9,-630,0,0,0,0,0%,1026,23,2%,101,9%,417,14%,19%
LEE,2403,5%,6,6,3,5,0,8,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,498,3,0%,169,33%,207,14%,19%
LRO,426,3%,4,4,2,4,0,6,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,37,4,11%,30,79%,88,14%,19%
MRC,26827,4%,16,16,88,187,14,289,0,0,248,124,41,410,134,20,1045,73150,0,0,202,135340,70%,56854,4667,8%,1893,3%,2445,14%,19%
MAI,3785,3%,2,2,3,9,6,18,0,0,0,0,0,0,0,0,22,1540,33,82,72,48240,75%,7782,97,1%,267,3%,2055,14%,19%
MOI,823,2%,2,2,1,13,6,20,72,72000,0,0,0,0,0,0,-18,-1260,0,0,0,0,75%,264,135,51%,58,21%,321,14%,19%
MPI,5371,3%,2,2,6,16,16,38,40,40000,0,0,0,0,0,0,223,15610,0,0,0,0,75%,20485,76,0%,379,1%,3813,14%,19%
MTI,677,3%,2,2,3,7,3,13,156,156000,0,0,0,0,0,0,11,770,-2,-5,0,0,50%,248,148,59%,47,19%,366,14%,19%
NMR,1265,3%,2,2,1,3,0,4,0,0,0,0,0,0,16,2,-8,-560,0,0,0,0,0%,137,1,1%,89,65%,108,14%,19%
NRP,4653,2%,8,8,4,14,2,20,4,4000,0,0,0,0,0,0,-7,-490,0,0,0,0,0%,4894,6,0%,328,6%,1051,14%,19%
PCS,1870,4%,3,3,4,7,2,13,0,0,0,0,0,0,47,7,-14,-980,0,0,9,6030,0%,395,13,3%,132,33%,211,14%,19%
SEK,5997,3%,11,11,4,5,4,13,0,0,0,0,0,0,0,0,6,420,0,0,10,6700,75%,5055,9,0%,423,8%,842,14%,19%
SRA,16542,7%,19,22,21,26,10,57,11,11000,0,0,0,0,0,0,60,4200,-8,-20,10,6700,0%,15201,68,0%,1167,7%,978,14%,19%
SSD,11659,5%,9,9,11,26,0,37,0,0,5,2,0,0,70,10,141,9870,121,302,21,14070,25%,10225,234,2%,822,8%,877,14%,19%
UFS,17597,2%,25,25,9,25,13,47,2,2000,0,0,0,0,0,0,37,2590,-2,-5,0,0,-5%,14520,15,0%,1241,8%,825,14%,19%
WIE,505,4%,3,3,1,3,0,4,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,38,-0,-1%,35,93%,75,14%,19%
BAR,79959,4%,22,22,8,78,17,103,155,155000,0,0,37,370,35,5,152,10640,324,810,929,622430,25%,38343,9971,26%,5642,14%,479,14%,19%
FFN,23784,2%,14,14,8,19,5,32,167,167000,0,0,35,350,0,0,114,7980,0,0,0,0,0%,10951,526,4%,1678,15%,460,14%,19%
LLA,11698,2%,7,7,8,17,15,40,131,131000,19,9,0,0,0,0,12,840,-2,-5,9,6030,0%,13561,339,2%,825,6%,1159,14%,19%
DRC,252473,3%,44,64,29,33,19,81,0,0,10,5,65,650,263,39,169,11830,55,137,64,42880,25%,40514,623,1%,17810,43%,177,14%,19%
DVE,6554,2%,9,9,7,7,0,14,0,0,0,0,0,0,0,0,12,840,0,0,9,6030,0%,4326,7,0%,462,10%,660,14%,19%
EPC,17100,4%,20,14,0,5,4,9,0,0,16,8,29,290,0,0,22,1540,-4,-10,0,0,25%,5456,2,0%,1211,22%,275,14%,19%
EPY,57055,2%,39,39,18,30,32,80,19,19000,98,49,356,3560,0,0,106,7420,156,390,312,209040,0%,30026,1366,4%,4026,13%,526,14%,19%
LPR,0,5%,14,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0%,0,100%,0,14%,19%
NRS,5877,3%,6,6,3,10,2,15,0,0,0,0,0,0,0,0,-20,-1400,27,67,0,0,0%,4277,8,0%,414,9%,727,14%,19%
NWE,6922,5%,6,6,2,7,2,11,0,0,0,0,0,0,0,0,-16,-1120,0,0,7,4690,0%,3943,4,0%,488,12%,569,14%,19%
RDN,4390,2%,7,7,5,17,2,24,0,0,0,0,0,0,0,0,-6,-420,303,757,9,6030,0%,6324,196,3%,309,4%,1440,14%,19%
ROM,9952,2%,6,6,4,13,10,27,0,0,0,0,0,0,0,0,64,4480,123,307,18,12060,0%,8574,91,1%,701,8%,861,14%,19%
WYK,5789,5%,5,5,3,6,2,11,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,3438,3,0%,408,11%,593,14%,19%
D01,23,4%,2,2,2,0,0,2,0,0,0,0,0,0,0,0,-4,-280,0,0,7,4690,0%,4,2,51%,1,37%,185,14%,19%
