# 1:00, 1 Incarnatio(1), 1731 Data
Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
AAV,113,3%,1,1,3,7,0,10,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,-5%,6,-1,-17%,7,120%,57,12%,16%
AGC,6003,2%,6,6,7,16,12,35,0,0,59,29,0,0,0,0,72,5040,0,0,0,0,0%,11412,19,0%,418,3%,1900,12%,16%
AHM,1293,2%,7,7,8,15,0,23,0,0,0,0,0,0,0,0,-32,-2240,0,0,0,0,0%,253,-5,-2%,90,35%,195,12%,16%
ARN,4291,2%,8,8,7,9,3,19,0,0,0,0,0,0,83,12,10,700,0,0,16,10720,0%,5232,33,0%,299,5%,1219,12%,16%
ATL,7000,2%,4,4,5,13,6,24,110,110000,0,0,148,1480,0,0,-26,-1820,0,0,0,0,0%,7302,205,2%,488,6%,1043,12%,16%
AUC,5169,2%,15,15,10,21,11,42,22,22000,22,11,0,0,0,0,102,7140,0,0,0,0,0%,10152,85,0%,360,3%,1964,12%,16%
AUF,1450,2%,5,5,1,5,3,9,0,0,37,18,0,0,0,0,-16,-1120,0,0,78,52260,0%,344,60,17%,101,29%,237,12%,16%
BTR,19380,5%,25,25,8,29,5,42,32,32000,0,0,0,0,52,7,11,770,0,0,78,52260,0%,11822,401,3%,1352,11%,610,12%,16%
CPF,6455,6%,7,7,8,12,6,26,5,5000,0,0,0,0,0,0,11,770,0,0,0,0,0%,6584,10,0%,450,6%,1019,12%,16%
CUL,112,5%,1,1,4,6,0,10,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,12,4,31%,7,60%,114,12%,16%
ETV,375,2%,1,1,3,4,2,9,47,47000,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,77,39,51%,26,33%,207,12%,16%
FLU,316,2%,2,2,4,8,0,12,0,0,0,0,0,0,0,0,-16,-1120,0,0,7,4690,0%,29,4,15%,22,76%,91,12%,16%
FRO,542,5%,3,3,4,9,0,13,0,0,0,0,0,0,0,0,-18,-1260,0,0,0,0,0%,42,-1,-4%,37,89%,77,12%,16%
JIN,639,2%,1,1,4,9,0,13,0,0,0,0,0,0,9,1,-1,-70,0,0,0,0,0%,59,1,3%,44,75%,92,12%,16%
KHM,7282,5%,13,13,6,10,0,16,0,0,0,0,0,0,0,0,22,1540,0,0,59,39530,0%,7058,120,1%,508,7%,969,12%,16%
KKV,562,3%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,49,3,6%,39,79%,88,12%,16%
KSA,4641,4%,8,8,6,9,9,24,5,5000,10,5,37,370,0,0,14,980,0,0,0,0,0%,6777,9,0%,323,4%,1460,12%,16%
LNV,377,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,32,3,10%,26,80%,86,12%,16%
LOC,113,2%,1,1,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,12,3,29%,7,63%,110,12%,16%
MES,910,2%,1,1,4,5,2,11,0,0,0,0,0,0,0,0,-10,-700,0,0,54,36180,0%,138,31,22%,63,45%,152,12%,16%
MNG,3203,2%,7,7,5,8,3,16,8,8000,0,0,0,0,0,0,23,1610,0,0,0,0,0%,1986,12,0%,223,11%,620,12%,16%
MRV,169,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,25%,11,-0,-5%,11,105%,66,12%,16%
OOD,7991,5%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,3538,3,0%,557,15%,442,12%,16%
PER,272,5%,1,1,4,7,0,11,0,0,0,0,0,0,0,0,-7,-490,0,0,7,4690,0%,25,4,19%,19,73%,95,12%,16%
QDT,2621,2%,15,15,5,10,8,23,53,53000,8,4,0,0,0,0,74,5180,0,0,8,5360,0%,1774,106,6%,182,10%,676,12%,16%
QUE,3486,2%,12,12,5,12,5,22,0,0,0,0,0,0,0,0,-28,-1960,0,0,0,0,0%,3614,-4,-0%,243,6%,1036,12%,16%
RIV,759,3%,2,2,3,9,1,13,65,65000,0,0,78,780,0,0,-10,-700,0,0,0,0,25%,157,79,50%,52,33%,207,12%,16%
RJV,222,2%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,19,3,15%,15,78%,89,12%,16%
RNV,376,3%,1,1,3,4,2,9,34,34000,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,65,30,46%,26,40%,173,12%,16%
SDP,29893,5%,7,7,13,35,22,70,68,68000,60,30,0,0,0,0,109,7630,0,0,65,43550,50%,16582,445,2%,2086,12%,554,12%,16%
SKE,795,2%,2,2,5,7,2,14,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,81,-1,-1%,55,68%,102,12%,16%
SMP,21562,4%,5,5,8,29,0,37,0,0,0,0,0,0,156,23,-6,-420,0,0,75,50250,0%,10950,297,2%,1504,13%,507,12%,16%
SPC,34210,6%,18,18,25,67,14,106,38,38000,60,30,0,0,61,9,134,9380,18,45,94,62980,75%,26178,1059,4%,2387,9%,765,12%,16%
SPP,30554,4%,7,7,2,15,14,31,87,87000,0,0,0,0,0,0,73,5110,0,0,9,6030,0%,15296,294,1%,2132,13%,500,12%,16%
SRV,377,5%,1,1,4,9,4,17,44,44000,0,0,0,0,0,0,-18,-1260,0,0,9,6030,-5%,113,67,59%,26,23%,300,12%,16%
TNV,282,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,75%,25,4,15%,19,76%,91,12%,16%
UMB,2054,2%,4,4,4,8,4,16,0,0,0,0,0,0,0,0,10,700,0,0,9,6030,0%,667,8,1%,143,21%,324,12%,16%
USV,113,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,25%,7,-0,-8%,7,109%,63,12%,16%
WEA,227,3%,1,1,4,5,2,11,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,20,3,17%,15,76%,91,12%,16%
HHE,254612,7%,155,158,104,115,35,254,126,126000,101,50,37,370,184,27,579,40530,217,542,363,243210,0%,98634,10664,10%,17768,18%,513,12%,16%
HUP,363,7%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,25,0,0%,25,100%,42949672,12%,16%
AVE,139,2%,2,2,4,5,0,9,0,0,0,0,0,0,0,0,30,2100,0,0,35,23450,25%,37,22,58%,9,25%,270,12%,16%
ANA,631,2%,2,2,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,51,-0,-0%,44,86%,80,12%,16%
BIU,189,5%,2,2,5,4,0,9,0,0,0,0,0,0,0,0,30,2100,0,0,22,14740,25%,30,13,44%,13,43%,159,12%,16%
CPV,20110,7%,15,15,19,21,2,42,42,42000,17,8,0,0,39,5,108,7560,119,297,87,58290,0%,11877,427,3%,1403,11%,590,12%,16%
CYR,4005,5%,5,5,1,10,6,17,0,0,41,20,0,0,0,0,53,3710,233,582,0,0,25%,5778,123,2%,279,4%,1442,12%,16%
DOC,7937,2%,12,13,5,10,0,15,0,0,0,0,0,0,50,7,19,1330,70,175,49,32830,25%,5264,114,2%,553,10%,665,12%,16%
ERP,725,2%,2,2,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,63,-0,-0%,50,79%,87,12%,16%
FIK,1785,6%,3,3,4,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,0%,376,4,1%,124,33%,210,12%,16%
HPV,1416,6%,11,8,10,5,0,15,21,21000,0,0,0,0,0,0,-9,-630,0,0,0,0,0%,945,23,2%,99,10%,390,12%,16%
IHS,2326,4%,3,3,3,3,1,7,11,11000,0,0,0,0,0,0,1,70,0,0,9,6030,0%,635,13,2%,162,25%,273,12%,16%
LEE,2356,5%,6,6,3,5,0,8,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,478,3,0%,164,34%,202,12%,16%
LRO,418,2%,4,4,2,4,0,6,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,35,3,10%,29,82%,84,12%,16%
MRC,26389,4%,16,16,61,208,13,282,0,0,233,116,46,460,134,20,963,67410,0,0,202,135340,75%,49441,5416,10%,1841,3%,2161,12%,16%
MAI,3724,3%,2,2,3,12,5,20,0,0,0,0,0,0,0,0,18,1260,33,82,72,48240,75%,6832,119,1%,259,3%,1834,12%,16%
MOI,810,3%,2,2,1,13,5,19,72,72000,0,0,0,0,0,0,-18,-1260,0,0,0,0,75%,264,136,51%,56,21%,326,12%,16%
MPI,5288,3%,2,2,4,19,14,37,40,40000,0,0,0,0,0,0,217,15190,0,0,0,0,75%,18231,102,0%,369,2%,3447,12%,16%
MTI,666,3%,2,2,3,7,3,13,156,156000,0,0,0,0,0,0,11,770,-2,-5,0,0,50%,242,149,61%,46,19%,364,12%,16%
NMR,1242,3%,2,2,1,3,0,4,0,0,0,0,0,0,16,2,-8,-560,0,0,0,0,0%,139,1,1%,86,62%,112,12%,16%
NRP,4562,2%,8,8,4,12,2,18,4,4000,0,0,0,0,0,0,-3,-210,0,0,0,0,0%,4567,6,0%,318,6%,1001,12%,16%
PCS,1831,4%,3,3,4,7,1,12,0,0,0,0,0,0,47,7,-14,-980,0,0,9,6030,0%,349,13,3%,127,36%,190,12%,16%
REP,1464,2%,6,2,1,1,0,2,0,0,0,0,0,0,16,2,11,770,22,55,9,6030,0%,191,5,2%,102,53%,82,12%,16%
SEK,5895,3%,11,11,4,5,4,13,0,0,0,0,0,0,0,0,6,420,0,0,10,6700,75%,5163,9,0%,411,7%,875,12%,16%
SMK,2350,5%,3,3,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,31,77,0,0,0%,538,5,1%,164,30%,229,12%,16%
SRA,16344,8%,19,22,20,26,5,51,11,11000,0,0,0,0,0,0,59,4130,-8,-20,0,0,0%,12354,44,0%,1140,9%,805,12%,16%
SSD,11443,5%,9,9,11,24,0,35,0,0,4,2,0,0,61,9,116,8120,105,262,20,13400,25%,10237,201,1%,798,7%,894,12%,16%
UFS,17251,2%,25,25,9,25,11,45,2,2000,0,0,0,0,0,0,37,2590,-2,-5,0,0,-5%,13803,15,0%,1203,8%,800,12%,16%
WIE,497,4%,3,3,1,3,0,4,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,37,-0,-1%,34,93%,74,12%,16%
BAR,78505,4%,22,22,8,65,17,90,155,155000,0,0,37,370,35,5,98,6860,324,810,696,466320,25%,32770,6892,21%,5478,16%,417,12%,16%
FFN,23290,2%,14,14,8,19,4,31,167,167000,0,0,35,350,0,0,114,7980,0,0,0,0,0%,10573,532,5%,1625,15%,454,12%,16%
LLA,11473,2%,7,7,8,17,15,40,131,131000,19,9,0,0,0,0,12,840,-2,-5,9,6030,0%,13709,344,2%,800,5%,1194,12%,16%
DRC,192430,3%,43,49,24,26,10,60,0,0,10,5,50,500,263,39,130,9100,55,137,64,42880,25%,30004,520,1%,13432,44%,136,12%,16%
DVE,6428,2%,9,9,7,7,0,14,0,0,0,0,0,0,0,0,12,840,0,0,9,6030,0%,4304,7,0%,448,10%,669,12%,16%
EPC,64993,4%,20,25,1,6,8,15,0,0,16,8,38,380,0,0,45,3150,-4,-10,0,0,0%,10745,4,0%,4532,42%,549,12%,16%
EPY,56436,2%,39,39,21,30,32,83,19,19000,93,46,349,3490,0,0,57,3990,146,365,307,205690,0%,30127,1339,4%,3938,13%,533,12%,16%
FGJ,5497,8%,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,1044,0,0%,383,36%,190,12%,16%
LPR,3353,4%,14,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,234,0,0%,234,100%,11,12%,16%
NRS,5782,3%,6,6,3,7,2,12,0,0,0,0,0,0,0,0,-14,-980,25,62,0,0,0%,4090,7,0%,403,9%,707,12%,16%
NWE,6793,4%,6,6,2,6,2,10,0,0,0,0,0,0,0,0,-14,-980,0,0,7,4690,0%,4287,5,0%,474,11%,631,12%,16%
RDN,4300,2%,7,7,5,16,2,23,0,0,0,0,0,0,0,0,-6,-420,277,692,9,6030,0%,5631,173,3%,300,5%,1309,12%,16%
ROM,10049,2%,7,7,7,16,11,34,0,0,0,0,0,0,0,0,51,3570,126,315,21,14070,0%,10590,115,1%,701,6%,1053,12%,16%
WYK,5679,5%,5,5,3,6,2,11,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,3354,3,0%,396,11%,590,12%,16%
D01,22,4%,2,2,2,0,0,2,0,0,0,0,0,0,0,0,-4,-280,0,0,7,4690,0%,4,2,52%,1,37%,187,12%,16%
