# 1:00, 1 Incarnatio(1), 1729 Data
Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
FRO,524,5%,3,3,4,7,0,11,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,39,-1,-2%,35,91%,74,8%,11%
JIN,619,2%,1,1,4,8,0,12,0,0,0,0,0,0,6,0,-4,-280,0,0,0,0,0%,52,0,1%,42,79%,85,8%,11%
KHM,7008,3%,13,13,6,10,0,16,0,0,0,0,0,0,0,0,18,1260,0,0,55,36850,0%,5937,82,1%,478,8%,847,8%,11%
KKV,544,3%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,75%,42,-0,-1%,37,86%,78,8%,11%
KSA,4474,3%,8,8,6,14,4,24,5,5000,10,5,37,370,0,0,14,980,0,0,0,0,75%,5672,13,0%,305,5%,1267,8%,11%
LNV,364,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,75%,25,-0,-2%,24,95%,71,8%,11%
LOC,109,3%,1,1,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,6,-0,-6%,7,106%,63,8%,11%
MES,880,2%,1,1,4,6,0,10,0,0,0,0,0,0,0,0,-10,-700,0,0,50,33500,25%,123,32,26%,60,48%,140,8%,11%
MNG,3083,2%,7,7,5,6,3,14,7,7000,0,0,0,0,0,0,22,1540,0,0,0,0,0%,1593,8,0%,210,13%,516,8%,11%
MRV,163,2%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,10,-0,-4%,11,103%,65,8%,11%
OOD,7732,5%,1,1,3,2,2,7,0,0,0,0,0,0,0,0,-4,-280,0,0,7,4690,0%,2830,2,0%,527,18%,366,8%,11%
PER,263,3%,1,1,4,7,0,11,0,0,0,0,0,0,0,0,-7,-490,0,0,0,0,0%,17,-0,-3%,17,100%,68,8%,11%
QDT,2527,3%,15,15,5,10,7,22,53,53000,8,4,0,0,0,0,74,5180,0,0,8,5360,0%,1475,104,7%,172,11%,584,8%,11%
QUE,3350,2%,12,12,5,12,5,22,0,0,0,0,0,0,0,0,-28,-1960,0,0,0,0,0%,3129,-3,-0%,228,7%,934,8%,11%
RIV,731,2%,2,2,3,6,0,9,49,49000,0,0,59,590,0,0,-8,-560,0,0,0,0,25%,111,46,41%,49,44%,152,8%,11%
RJV,214,2%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,75%,14,-0,-3%,14,101%,67,8%,11%
RNV,363,2%,1,1,3,3,2,8,26,26000,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,46,17,38%,24,53%,128,8%,11%
SDP,28816,5%,7,7,18,31,13,62,59,59000,47,23,0,0,0,0,85,5950,0,0,56,37520,50%,11966,343,2%,1966,16%,415,8%,11%
SKE,765,3%,2,2,5,7,2,14,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,75%,76,-1,-1%,52,68%,99,8%,11%
SMP,20744,4%,5,5,2,19,0,21,0,0,0,0,0,0,145,21,9,630,0,0,62,41540,75%,8697,190,2%,1415,16%,419,8%,11%
SPC,32836,5%,18,18,22,64,14,100,35,35000,52,26,0,0,56,8,119,8330,17,42,84,56280,75%,24077,913,3%,2240,9%,733,8%,11%
SPP,29469,4%,7,7,2,11,13,26,58,58000,0,0,0,0,0,0,64,4480,0,0,9,6030,0%,12426,154,1%,2010,16%,421,8%,11%
SRV,363,4%,1,1,4,8,4,16,41,41000,0,0,0,0,0,0,-16,-1120,0,0,0,0,70%,117,76,64%,24,21%,322,8%,11%
TNV,272,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,75%,18,-0,-3%,18,100%,68,8%,11%
UMB,1977,2%,4,4,4,8,3,15,0,0,0,0,0,0,0,0,8,560,0,0,8,5360,0%,539,7,1%,134,24%,273,8%,11%
USV,109,2%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,6,-0,-6%,7,107%,63,8%,11%
WEA,220,4%,1,1,4,5,2,11,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,14,-0,-4%,15,102%,66,8%,11%
HHE,238381,6%,147,147,78,99,28,205,62,62000,59,29,20,200,102,15,287,20090,84,210,100,67000,0%,69992,2872,4%,16266,23%,532,8%,11%
HUP,349,6%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,24,0,0%,24,100%,42949672,8%,11%
AVE,135,2%,2,2,4,5,0,9,0,0,0,0,0,0,0,0,23,1610,0,0,28,18760,25%,30,17,58%,9,30%,222,8%,11%
ANA,611,2%,2,2,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,75%,48,-0,-0%,41,85%,79,8%,11%
BIU,183,2%,2,2,5,4,0,9,0,0,0,0,0,0,0,0,27,1890,0,0,20,13400,25%,26,12,45%,12,46%,146,8%,11%
CPV,14767,4%,6,9,11,9,0,20,0,0,0,0,0,0,23,3,37,2590,78,195,33,22110,0%,5002,57,1%,1007,20%,584,8%,11%
CYR,3858,4%,5,5,0,10,2,12,0,0,32,16,0,0,0,0,38,2660,151,377,0,0,50%,2619,73,2%,263,10%,678,8%,11%
DOC,7661,3%,12,12,5,12,0,17,0,0,0,0,0,0,50,7,16,1120,68,170,36,24120,25%,4981,94,1%,522,10%,650,8%,11%
DMP,1157,7%,6,3,2,3,0,5,0,0,0,0,0,0,0,0,3,210,0,0,0,0,75%,174,0,0%,79,45%,99,8%,11%
ERP,699,3%,2,2,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,25%,59,-0,-1%,47,80%,84,8%,11%
FIK,1718,6%,3,3,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,277,4,1%,117,42%,161,8%,11%
HPV,1179,4%,5,8,7,5,0,12,19,19000,0,0,0,0,0,0,-12,-840,0,0,0,0,25%,115,21,18%,80,69%,197,8%,11%
IHS,2228,4%,3,3,3,3,1,7,10,10000,0,0,0,0,0,0,0,0,0,0,8,5360,0%,540,11,2%,152,28%,242,8%,11%
KGK,5257,3%,7,7,5,11,0,16,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,4028,-1,-0%,358,8%,766,8%,11%
LEE,2267,6%,6,6,3,5,0,8,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,416,-0,-0%,154,37%,183,8%,11%
LRO,404,2%,4,4,2,4,0,6,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,33,3,10%,27,82%,82,8%,11%
MRC,25536,3%,16,16,32,185,6,223,0,0,215,107,24,240,125,18,771,53970,0,0,189,126630,75%,37659,4512,11%,1742,4%,1701,8%,11%
MAI,3606,3%,2,2,1,13,0,14,0,0,0,0,0,0,0,0,7,490,31,77,65,43550,75%,3624,136,3%,246,6%,1005,8%,11%
MOI,784,3%,2,2,0,11,2,13,67,67000,0,0,0,0,0,0,-16,-1120,0,0,0,0,75%,202,112,55%,53,26%,257,8%,11%
MPI,5128,3%,2,2,1,23,11,35,34,34000,0,0,0,0,0,0,166,11620,0,0,0,0,75%,9737,139,1%,349,3%,1898,8%,11%
MTI,645,3%,2,2,1,15,1,17,135,135000,0,0,0,0,0,0,3,210,-2,-5,0,0,75%,328,238,72%,44,13%,509,8%,11%
NMR,1197,2%,2,2,1,4,0,5,0,0,0,0,0,0,15,2,-8,-560,0,0,0,0,75%,124,1,1%,81,65%,104,8%,11%
NRP,4383,2%,8,8,4,9,0,13,3,3000,0,0,0,0,0,0,1,70,0,0,0,0,25%,3217,4,0%,299,9%,733,8%,11%
PCS,1757,2%,3,3,2,7,0,9,0,0,0,0,0,0,44,6,-14,-980,0,0,9,6030,0%,282,13,4%,119,42%,160,8%,11%
REP,2251,3%,6,6,4,4,0,8,0,0,0,0,0,0,16,2,4,280,22,55,0,0,25%,557,8,1%,153,27%,247,8%,11%
RVV,4753,4%,10,7,4,11,2,17,16,16000,16,8,0,0,8,1,9,630,0,0,28,18760,75%,4200,58,1%,324,7%,382,8%,11%
SEK,5696,3%,11,11,4,5,4,13,0,0,0,0,0,0,0,0,5,350,0,0,9,6030,75%,5012,8,0%,388,7%,879,8%,11%
SMK,2272,5%,3,3,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,25,62,0,0,0%,481,4,0%,155,32%,211,8%,11%
SRA,14881,9%,19,19,20,26,4,50,8,8000,0,0,0,0,0,0,43,3010,-8,-20,0,0,50%,12511,33,0%,1015,8%,840,8%,11%
SSD,11037,6%,9,9,11,22,0,33,0,0,3,1,0,0,46,6,80,5600,78,195,16,10720,25%,9007,135,1%,753,8%,816,8%,11%
UFS,16577,2%,25,25,9,24,6,39,2,2000,0,0,0,0,0,0,26,1820,-2,-5,0,0,-5%,11116,12,0%,1131,10%,670,8%,11%
WIE,480,3%,3,3,1,3,0,4,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,34,-0,-1%,32,94%,72,8%,11%
BAR,75677,4%,22,22,8,60,17,85,120,120000,0,0,28,280,28,4,32,2240,259,647,552,369840,25%,29255,5096,17%,5164,17%,386,8%,11%
FFN,22418,2%,14,14,8,18,3,29,155,155000,0,0,32,320,0,0,105,7350,0,0,0,0,0%,9172,435,4%,1529,16%,409,8%,11%
LLA,11039,3%,7,7,8,17,11,36,122,122000,18,9,0,0,0,0,9,630,-2,-5,0,0,0%,11260,299,2%,753,6%,1019,8%,11%
DRC,188575,3%,26,29,21,23,7,51,0,0,10,5,0,0,236,35,131,9170,55,137,0,0,25%,22732,184,0%,12864,56%,131,8%,11%
DVE,6188,3%,9,9,7,7,0,14,0,0,0,0,0,0,0,0,10,700,0,0,9,6030,0%,3976,7,0%,422,10%,642,8%,11%
DVC,0,8%,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,3,1,36%,2,60%,0,8%,11%
EPC,18986,4%,20,20,0,4,4,8,0,0,14,7,34,340,0,0,18,1260,-4,-10,0,0,25%,5337,1,0%,1295,24%,281,8%,11%
EPY,55134,3%,39,39,18,30,23,71,16,16000,73,36,288,2880,0,0,23,1610,124,310,252,168840,0%,25794,1103,4%,3762,14%,467,8%,11%
FDL,4505,4%,3,3,4,0,0,4,0,0,0,0,0,0,25,3,8,560,0,0,7,4690,25%,670,2,0%,307,45%,148,8%,11%
FGJ,5347,10%,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,364,0,0%,364,100%,68,8%,11%
JJY,3215,7%,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,9380,25%,221,2,1%,219,98%,69,8%,11%
LCS,2209,6%,3,4,2,0,2,4,0,0,0,0,30,300,0,0,0,0,0,0,0,0,25%,290,0,0%,150,51%,131,8%,11%
LMC,2196,3%,2,1,1,0,0,1,0,0,0,0,5,50,0,0,0,0,0,0,0,0,0%,150,0,0%,150,99%,22,8%,11%
LPR,20639,3%,14,14,9,1,0,10,0,0,0,0,0,0,0,0,29,2030,-4,-10,17,11390,0%,3186,4,0%,1407,44%,154,8%,11%
MYU,1083,4%,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,75,1,1%,73,98%,68,8%,11%
NRS,5579,2%,6,6,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,23,57,0,0,0%,3097,4,0%,380,12%,555,8%,11%
NWE,6553,3%,6,6,2,6,0,8,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,50%,2996,-1,-0%,447,14%,457,8%,11%
RDN,4128,2%,7,7,5,12,2,19,0,0,0,0,0,0,0,0,-3,-210,166,415,8,5360,0%,4134,83,2%,281,6%,1001,8%,11%
ROM,9680,3%,7,7,7,16,6,29,0,0,0,0,0,0,0,0,34,2380,101,252,15,10050,0%,8067,86,1%,660,8%,833,8%,11%
RPG,11554,3%,2,2,3,2,3,8,0,0,0,0,13,130,0,0,4,280,0,0,17,11390,-5%,2795,5,0%,788,28%,241,8%,11%
SSJ,1091,9%,1,1,1,1,2,4,0,0,0,0,19,190,0,0,-2,-140,0,0,0,0,0%,87,0,0%,74,85%,80,8%,11%
WYK,5473,6%,5,5,3,3,2,8,0,0,0,0,0,0,0,0,-6,-420,0,0,7,4690,0%,2766,3,0%,373,13%,505,8%,11%
D01,21,4%,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,2,1,42%,1,52%,129,8%,11%
