Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
TRI,2886,2886,0,2%,7,7,7,1,0,3,6,3,12,13,13,0,0,0,0,0,0,0,49,7,-12,-840,62,155,0,0,25%,885,19,2%,237,26%,306,10%,14%
UEK,11567,11567,0,7%,11,21,11,1,0,6,7,3,16,16,16,0,0,0,0,0,0,0,0,0,1,70,1,2,11,7370,25%,2590,10,0%,655,25%,223,10%,14%
WGK,459,459,0,2%,4,4,4,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-980,71,177,0,0,0%,92,13,14%,31,34%,201,10%,14%
AAV,110,110,0,2%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,75%,22,-0,-1%,9,44%,200,10%,14%
AGC,5881,5881,0,2%,6,6,6,1,0,7,12,7,26,26,25,0,0,0,59,29,0,0,0,0,70,4900,0,0,0,0,0%,2624,11,0%,251,9%,446,10%,14%
AHM,1270,1270,0,2%,7,7,7,0,0,11,11,0,22,25,25,0,0,0,0,0,0,0,0,0,-26,-1820,0,0,0,0,0%,152,-1,-0%,86,56%,120,10%,14%
ARN,4193,4193,0,2%,8,14,8,1,0,7,9,4,20,20,20,0,0,0,0,0,0,0,69,10,6,420,0,0,18,12060,0%,1575,25,1%,229,14%,375,10%,14%
ATL,6882,6882,0,2%,4,4,4,1,0,5,12,6,23,23,22,0,93,120900,0,0,125,1250,0,0,-24,-1680,0,0,0,0,0%,3294,329,10%,169,5%,478,10%,14%
AUC,5078,5078,0,2%,15,15,15,1,0,14,22,11,47,39,38,0,19,19000,19,9,0,0,0,0,93,6510,0,0,0,0,0%,2733,51,1%,319,11%,538,10%,14%
AUF,1428,1428,0,2%,5,5,5,1,0,1,12,3,16,17,16,0,0,0,35,17,0,0,0,0,-18,-1260,0,0,72,48240,75%,492,65,13%,105,21%,344,10%,14%
BTR,19004,19004,0,3%,25,25,25,0,0,11,22,5,38,38,38,0,30,33000,0,0,0,0,50,7,19,1330,0,0,73,48910,0%,3018,206,6%,1178,39%,158,10%,14%
CUL,111,111,0,3%,1,3,1,1,0,4,2,0,6,6,6,0,0,0,0,0,0,0,0,0,-4,-280,0,0,7,4690,0%,2,2,77%,0,18%,23,10%,14%
ETV,369,369,0,3%,1,1,1,1,0,3,6,2,11,11,11,0,60,78000,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,134,57,42%,35,26%,363,10%,14%
FLU,312,312,0,3%,2,2,2,0,0,5,7,0,12,12,12,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,17,-0,-2%,16,92%,57,10%,14%
FRO,533,533,0,2%,3,3,3,0,0,6,8,0,14,14,14,0,0,0,0,0,0,0,0,0,-16,-1120,0,0,0,0,0%,43,-0,-1%,37,86%,81,10%,14%
JIN,628,628,0,2%,1,1,1,0,0,4,8,0,12,12,12,0,0,0,0,0,0,0,8,1,0,0,0,0,8,5360,0%,90,5,6%,63,70%,143,10%,14%
KHM,7117,7117,0,5%,13,13,13,1,0,7,12,0,19,25,25,0,0,0,0,0,0,0,0,0,19,1330,0,0,73,48910,0%,1724,84,4%,461,26%,242,10%,14%
KKV,556,556,0,2%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,75%,123,-0,-0%,49,40%,220,10%,14%
KSA,4567,4567,0,2%,8,10,8,0,0,6,10,8,24,23,23,0,7,7000,13,6,37,370,0,0,26,1820,0,0,9,6030,25%,2071,18,0%,346,16%,453,10%,14%
LNV,369,369,0,2%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,25%,40,2,6%,31,78%,110,10%,14%
LOC,110,110,0,3%,1,1,1,0,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,11,2,20%,8,75%,106,10%,14%
MES,894,894,0,5%,1,1,1,0,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-700,0,0,66,44220,0%,235,30,12%,86,36%,263,10%,14%
MJU,43499,36062,7436,3%,29,22,29,0,0,21,65,18,104,88,88,0,27,32400,67,33,23,230,51,7,119,8330,8,20,103,69010,60%,12788,1037,8%,2076,16%,331,10%,14%
MNG,3139,3139,0,2%,7,7,7,0,0,6,8,3,17,17,17,0,8,8000,0,0,0,0,0,0,18,1260,0,0,0,0,0%,639,7,1%,130,20%,203,10%,14%
MRV,166,166,0,2%,1,1,1,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,31,-0,-1%,14,48%,186,10%,14%
OOD,7934,7934,0,3%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,1418,-0,-0%,533,37%,178,10%,14%
PER,268,268,0,5%,1,1,1,1,0,6,7,0,13,13,13,0,0,0,0,0,0,0,0,0,-7,-490,0,0,0,0,0%,24,-0,-1%,22,92%,91,10%,14%
QDT,2563,2563,0,2%,15,16,15,0,0,5,11,9,25,28,28,0,54,64800,7,3,0,0,0,0,80,5600,0,0,0,0,0%,1363,80,5%,130,9%,531,10%,14%
QUE,3424,3424,0,6%,12,12,12,1,0,5,14,5,24,28,28,0,0,0,0,0,0,0,0,0,-32,-2240,0,0,7,4690,0%,1272,4,0%,236,18%,371,10%,14%
RIV,747,747,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,65,84500,0,0,78,780,0,0,-10,-700,0,0,8,5360,0%,215,62,29%,67,31%,287,10%,14%
RJV,218,218,0,3%,1,1,1,0,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,42,-0,-0%,19,45%,195,10%,14%
RNV,369,369,0,2%,1,1,1,1,0,3,5,2,10,10,10,0,34,22100,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,87,14,16%,33,38%,235,10%,14%
SDP,29451,29451,0,5%,7,28,7,1,0,25,29,15,69,45,45,0,47,61100,61,30,0,0,0,0,86,6020,0,0,78,52260,0%,7403,476,6%,1240,16%,251,10%,14%
SKE,778,778,0,2%,2,2,2,1,0,5,7,0,12,12,12,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,96,-0,-0%,70,73%,123,10%,14%
SMP,21084,21084,0,4%,5,5,5,0,0,3,19,0,22,31,31,0,0,0,0,0,0,0,143,21,7,490,0,0,68,45560,50%,5336,276,5%,1210,22%,253,10%,14%
SPP,29986,29986,0,4%,7,17,7,0,0,2,11,14,27,37,37,0,56,72800,0,0,0,0,0,0,53,3710,0,0,0,0,-5%,7113,328,4%,774,10%,237,10%,14%
SRV,369,369,0,2%,1,1,1,1,0,4,8,4,16,16,16,0,37,38850,0,0,0,0,0,0,-16,-1120,0,0,0,0,0%,134,33,24%,17,12%,364,10%,14%
TNV,277,277,0,4%,1,1,1,1,0,7,4,2,13,13,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,75%,56,-0,-0%,23,42%,203,10%,14%
UMB,2015,2015,0,2%,4,4,4,0,0,4,10,5,19,19,19,0,0,0,0,0,0,0,0,0,9,630,0,0,0,0,0%,744,0,0%,150,20%,369,10%,14%
USV,110,110,0,2%,1,1,1,1,0,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,25%,16,-0,-1%,6,38%,153,10%,14%
WEA,223,223,0,2%,1,1,1,0,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,41,-0,-1%,19,46%,186,10%,14%
HHE,160827,69877,98577,5%,89,14,82,0,0,52,76,14,142,181,181,0,44,39600,44,22,9,90,61,9,155,10850,36,90,49,32830,50%,26659,929,3%,8027,30%,259,10%,14%
HST,79767,72110,30,5%,58,62,65,0,0,33,36,12,81,91,79,0,28,18200,5,2,16,160,53,7,148,10360,48,120,38,25460,50%,12774,389,3%,4159,32%,177,10%,14%
AVE,137,137,0,3%,2,7,2,1,0,4,6,0,10,8,8,0,0,0,0,0,0,0,0,0,28,1960,0,0,22,14740,75%,18,12,66%,5,29%,134,10%,14%
ANA,621,621,0,6%,2,2,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,50,-0,-0%,41,82%,81,10%,14%
BIU,186,186,0,2%,2,7,2,1,0,5,5,0,10,9,9,0,0,0,0,0,0,0,0,0,40,2800,0,0,29,19430,25%,29,14,47%,14,48%,160,10%,14%
CPV,233,8642,0,9%,6,6,1,0,0,4,1,0,5,5,2,0,0,0,0,0,0,0,0,0,-8,-560,0,0,10,6700,0%,652,2,0%,641,98%,75,10%,14%
DOC,3151,3151,0,5%,6,9,6,1,1,8,8,0,16,16,16,0,0,0,0,0,0,0,29,4,11,770,54,135,0,0,25%,732,20,2%,270,36%,232,10%,14%
ERP,712,712,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,25%,126,-0,-0%,50,40%,176,10%,14%
FIK,1747,1747,0,3%,3,3,3,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,75%,418,-0,-0%,137,32%,239,10%,14%
HPV,815,595,220,4%,6,5,6,1,0,5,5,0,10,14,14,0,21,21000,0,0,0,0,0,0,-13,-910,0,0,0,0,0%,55,13,23%,38,69%,83,10%,14%
IHS,2276,2276,0,5%,3,3,3,1,0,5,3,0,8,11,9,0,9,9000,0,0,0,0,0,0,0,0,0,0,0,0,0%,298,5,1%,148,49%,131,10%,14%
KGK,7698,5382,2316,2%,10,13,10,1,0,8,12,1,21,27,27,0,0,0,0,0,0,0,0,0,-16,-1120,9,22,0,0,0%,1619,2,0%,600,37%,263,10%,14%
LEE,2313,2313,0,2%,6,8,6,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,25%,357,-0,-0%,136,38%,154,10%,14%
LRO,412,412,0,2%,4,5,4,1,0,2,4,0,6,8,8,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,25%,30,-0,-0%,26,86%,74,10%,14%
MRC,37105,37105,0,4%,25,25,25,1,0,64,119,45,228,169,169,0,108,156600,116,58,11,110,66,9,441,30870,113,282,121,81070,75%,25060,4708,18%,1553,6%,675,10%,14%
NMR,1219,1219,0,3%,2,3,2,0,0,3,5,0,8,9,9,0,0,0,0,0,0,0,14,2,-12,-840,0,0,0,0,0%,117,1,0%,86,73%,96,10%,14%
PCS,1792,1792,0,2%,3,4,3,1,0,2,7,0,9,12,12,0,0,0,0,0,0,0,44,6,-14,-980,0,0,0,0,25%,240,5,2%,146,61%,133,10%,14%
REP,6931,6931,0,2%,12,23,12,1,1,7,17,4,28,24,24,0,0,0,0,0,0,0,55,8,18,1260,44,110,79,52930,75%,2268,153,6%,503,22%,327,10%,14%
RVV,19598,11190,0,7%,10,10,15,0,0,9,18,2,29,31,19,0,20,20000,15,7,0,0,15,2,17,1190,39,97,61,40870,50%,2241,146,6%,843,37%,200,10%,14%
SEK,5829,5829,0,3%,11,11,11,0,0,3,6,4,13,16,16,0,0,0,0,0,0,0,0,0,2,140,0,0,8,5360,25%,1665,5,0%,353,21%,285,10%,14%
SRA,21518,15195,6323,5%,34,19,34,1,0,18,32,10,60,64,64,0,10,5500,0,0,0,0,0,0,30,2100,-4,-10,0,0,75%,5696,21,0%,1438,25%,329,10%,14%
SSD,11237,11237,0,2%,9,16,9,0,0,14,14,0,28,31,31,0,0,0,0,0,0,0,62,9,126,8820,106,265,16,10720,0%,4250,138,3%,438,10%,378,10%,14%
UFS,16788,16788,0,2%,25,27,25,1,0,9,24,10,43,46,46,0,2,2000,0,0,0,0,0,0,32,2240,0,0,9,6030,25%,4882,30,0%,759,15%,290,10%,14%
WIE,490,490,0,6%,3,4,3,1,0,2,5,0,7,10,10,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,25%,41,-0,-1%,35,86%,84,10%,14%
BAR,77197,77197,0,3%,22,22,22,1,0,8,97,13,118,69,69,0,134,93800,0,0,31,310,40,6,281,19670,297,742,679,454930,75%,20148,8058,39%,5211,25%,261,10%,14%
FFN,22929,22929,0,2%,14,14,14,1,0,8,19,2,29,29,29,0,139,97300,0,0,27,270,0,0,101,7070,0,0,0,0,0%,4678,319,6%,1414,30%,204,10%,14%
LLA,11248,11248,0,2%,7,7,7,1,0,7,17,7,31,31,31,0,125,162500,21,10,0,0,0,0,11,770,-2,-5,0,0,0%,5030,602,11%,367,7%,447,10%,14%
DRC,91517,91517,0,3%,21,78,21,1,1,15,6,2,23,26,21,0,0,0,0,0,33,330,241,36,62,4340,15,37,22,14740,0%,6982,95,1%,4451,63%,76,10%,14%
DVE,6323,6323,0,5%,9,15,9,1,0,7,8,0,15,15,15,0,0,0,0,0,0,0,0,0,18,1260,0,0,0,0,0%,2404,1,0%,332,13%,380,10%,14%
DVC,22298,12125,0,7%,2,5,3,0,0,6,10,0,16,14,12,0,0,0,0,0,0,0,0,0,37,2590,90,225,0,0,25%,2262,41,1%,642,28%,186,10%,14%
EPC,25029,25029,0,4%,21,78,21,0,1,1,4,4,9,17,17,0,0,0,9,4,32,320,0,0,12,840,-4,-10,9,6030,0%,2263,6,0%,1113,49%,90,10%,14%
EPY,56712,56712,0,4%,39,39,39,1,0,18,30,29,77,80,80,0,19,24700,86,43,338,3380,0,0,39,2730,146,365,301,201670,0%,14563,1559,10%,3173,21%,256,10%,14%
GHN,4412,4412,0,7%,3,3,3,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,444,0,0%,317,71%,100,10%,14%
GNG,9894,4402,0,6%,2,2,5,0,0,2,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,-2,-5,21,14070,25%,718,4,0%,317,44%,163,10%,14%
LCS,2240,2229,0,6%,3,3,4,0,0,2,0,2,4,4,3,0,0,0,0,0,30,300,0,0,0,0,0,0,0,0,25%,386,0,0%,91,23%,173,10%,14%
LMC,6686,6686,0,4%,2,2,2,0,0,4,1,2,7,7,6,0,0,0,0,0,5,50,0,0,-2,-140,0,0,7,4690,0%,1194,2,0%,265,22%,178,10%,14%
LMN,93584,103756,0,4%,12,78,11,0,0,3,9,9,21,19,19,0,0,0,5,2,0,0,0,0,67,4690,0,0,24,16080,25%,6837,46,0%,3756,54%,65,10%,14%
LPR,8806,14298,0,3%,10,78,7,1,0,7,0,0,7,8,3,0,0,0,0,0,0,0,0,0,8,560,-2,-5,0,0,0%,967,-0,-0%,726,75%,67,10%,14%
MYU,1098,1109,0,7%,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,67,0,0%,67,100%,61,10%,14%
NRS,5641,5641,0,5%,6,6,6,0,1,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,3,210,34,85,9,6030,0%,1040,14,1%,496,47%,184,10%,14%
NWE,6690,6690,0,2%,6,6,6,0,0,2,6,0,8,10,10,0,0,0,0,0,0,0,0,0,-14,-980,0,0,7,4690,0%,1071,3,0%,579,54%,160,10%,14%
RDN,4177,4177,0,3%,7,7,7,0,0,7,12,2,21,21,21,0,0,0,7,3,0,0,0,0,1,70,176,440,0,0,0%,1148,62,5%,252,21%,274,10%,14%
ROM,9865,9865,0,2%,7,28,7,0,1,7,16,10,33,33,33,0,0,0,0,0,0,0,0,0,55,3850,88,220,14,9380,0%,3079,67,2%,697,22%,312,10%,14%
WYK,5585,5585,0,3%,5,5,5,0,0,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,1237,3,0%,480,38%,221,10%,14%
