Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ETV,381,381,0,3%,1,1,1,1,0,3,6,2,11,11,11,0,60,87000,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,156,73,46%,36,23%,411,14%,19%
FLU,322,322,0,3%,2,2,2,0,0,6,7,0,13,13,13,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,19,-0,-3%,17,92%,59,14%,19%
FRO,551,551,0,3%,3,3,3,0,0,12,4,0,16,16,16,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,47,-0,-0%,38,80%,85,14%,19%
JIN,649,649,0,4%,1,1,1,0,0,6,9,0,15,15,15,0,0,0,0,0,0,0,9,1,1,70,0,0,9,6030,0%,97,8,8%,64,65%,150,14%,19%
KHM,7383,7383,0,5%,13,13,13,0,0,7,12,2,21,27,27,0,0,0,0,0,0,0,0,0,23,1610,0,0,78,52260,0%,2177,113,5%,471,21%,294,14%,19%
KKV,578,578,0,5%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,120,-0,-0%,51,42%,207,14%,19%
KSA,4746,4746,0,2%,8,10,8,0,0,6,9,10,25,25,25,0,45,45000,15,7,40,400,0,0,32,2240,0,0,9,6030,0%,2324,68,2%,354,15%,489,14%,19%
LNV,383,383,0,4%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,25%,82,3,3%,33,41%,214,14%,19%
LOC,114,114,0,3%,1,1,1,0,1,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,12,2,22%,9,73%,108,14%,19%
MES,925,925,0,5%,1,1,1,0,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-700,0,0,71,47570,0%,258,37,14%,91,35%,279,14%,19%
MJU,45058,37739,7319,3%,29,23,29,1,0,40,77,18,135,110,109,0,34,49300,93,46,27,270,61,9,183,12810,11,27,154,103180,50%,18911,1918,10%,2130,11%,470,14%,19%
MNG,3262,3262,0,2%,7,7,7,0,0,6,8,3,17,17,17,0,8,8000,0,0,0,0,0,0,20,1400,0,0,0,0,0%,682,9,1%,133,19%,209,14%,19%
MRV,173,173,0,2%,1,1,1,1,0,3,6,2,11,11,10,0,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,36,3,9%,15,41%,210,14%,19%
OOD,8244,8244,0,3%,1,1,1,0,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,1333,-0,-0%,545,40%,161,14%,19%
PER,277,277,0,5%,1,1,1,1,0,6,7,0,13,13,13,0,0,0,0,0,0,0,0,0,-7,-490,0,0,0,0,0%,24,-0,-1%,22,91%,90,14%,19%
QDT,2659,2659,0,2%,15,16,15,0,0,6,11,10,27,30,30,0,54,78300,7,3,0,0,0,0,89,6230,0,0,0,0,0%,1628,118,7%,136,8%,612,14%,19%
QUE,3558,3558,0,5%,12,12,12,0,0,5,15,5,25,29,29,0,0,0,0,0,0,0,0,0,-34,-2380,0,0,7,4690,0%,1339,5,0%,241,18%,376,14%,19%
RIV,778,778,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,70,101500,0,0,84,840,0,0,-10,-700,0,0,9,6030,0%,253,88,34%,68,27%,326,14%,19%
RJV,226,226,0,2%,1,1,1,0,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,46,2,6%,19,43%,204,14%,19%
RNV,383,383,0,3%,1,1,1,1,0,3,5,2,10,10,10,0,37,42550,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,107,31,29%,33,31%,281,14%,19%
SDP,30568,30568,0,4%,7,28,7,1,0,43,21,15,79,49,49,0,51,73950,76,38,4,40,0,0,127,8890,0,0,78,52260,0%,10150,365,3%,1278,12%,332,14%,19%
SKE,804,804,0,2%,2,2,2,0,0,5,7,3,15,15,15,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,-5%,211,-0,-0%,71,33%,263,14%,19%
SMP,21888,21888,0,4%,5,5,5,0,0,3,18,0,21,37,37,0,0,0,0,0,1,10,153,22,19,1330,-2,-5,73,48910,0%,5784,416,7%,1235,21%,264,14%,19%
SPP,31150,31150,0,4%,7,17,7,1,0,3,12,14,29,42,41,0,72,104400,0,0,0,0,0,0,63,4410,0,0,0,0,-5%,9327,637,6%,794,8%,299,14%,19%
SRV,380,380,0,4%,1,1,1,1,0,4,8,4,16,16,16,0,49,71050,0,0,0,0,0,0,-16,-1120,0,0,0,0,0%,186,74,39%,18,9%,490,14%,19%
TNV,288,288,0,4%,1,1,1,1,0,8,5,2,15,15,10,0,0,0,0,0,0,0,0,0,5,350,-2,-5,0,0,0%,54,-0,-0%,24,44%,189,14%,19%
UMB,2094,2094,0,5%,4,4,4,0,0,4,10,8,22,22,22,0,0,0,0,0,0,0,0,0,17,1190,0,0,10,6700,0%,1141,11,0%,164,14%,544,14%,19%
USV,115,115,0,2%,1,1,1,1,0,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,17,-0,-2%,6,38%,148,14%,19%
WEA,230,230,0,2%,1,1,1,0,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,47,-0,-1%,22,48%,205,14%,19%
HST,249428,249372,55,4%,147,155,147,1,0,109,187,33,329,288,288,0,145,145000,96,48,46,460,178,26,634,44380,198,495,169,113230,90%,82239,23602,28%,12465,15%,329,14%,19%
AVE,141,141,0,3%,2,7,2,0,0,4,6,0,10,9,9,0,0,0,0,0,0,0,0,0,26,1820,0,0,22,14740,25%,20,13,67%,5,27%,142,14%,19%
ANA,642,642,0,5%,2,2,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,52,-0,-0%,42,81%,81,14%,19%
BIU,192,192,0,2%,2,7,2,1,0,5,5,2,12,11,11,0,0,0,0,0,0,0,0,0,52,3640,0,0,33,22110,25%,53,18,35%,15,28%,278,14%,19%
DOC,3256,3256,0,5%,6,9,6,1,1,9,8,0,17,17,17,0,0,0,0,0,0,0,34,5,13,910,64,160,0,0,0%,769,28,3%,274,35%,236,14%,19%
ERP,738,738,0,2%,2,2,2,0,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,134,3,2%,53,39%,182,14%,19%
FIK,1815,1815,0,2%,3,3,3,1,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,0%,399,-0,-0%,140,35%,220,14%,19%
IHS,2377,2377,0,5%,3,3,3,1,1,5,3,0,8,11,9,0,11,11000,0,0,0,0,0,0,1,70,0,0,0,0,0%,316,6,2%,152,48%,133,14%,19%
KGK,8000,5592,2407,2%,10,13,10,1,0,9,13,1,23,28,28,0,0,0,0,0,0,0,0,0,-12,-840,13,32,9,6030,0%,1839,16,0%,613,33%,287,14%,19%
LEE,2405,2405,0,5%,6,8,6,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,365,-0,-0%,139,38%,152,14%,19%
LRO,426,426,0,4%,4,5,4,1,0,2,4,0,6,8,8,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,32,-0,-1%,27,83%,76,14%,19%
MRC,38464,38464,0,4%,25,25,25,1,0,84,126,46,256,187,187,0,146,211700,158,79,35,350,83,12,707,49490,152,380,159,106530,75%,33629,8449,25%,1650,4%,874,14%,19%
NMR,1266,1266,0,3%,2,3,2,0,0,3,5,0,8,9,9,0,0,0,0,0,0,0,16,2,-12,-840,0,0,9,6030,0%,134,6,4%,91,68%,106,14%,19%
PCS,1870,1870,0,2%,3,4,3,1,0,2,6,1,9,13,13,0,0,0,0,0,0,0,47,7,-14,-980,0,0,0,0,0%,333,6,1%,150,45%,178,14%,19%
REP,7180,7180,0,2%,12,23,12,1,0,7,12,4,23,25,24,0,0,0,0,0,0,0,59,8,19,1330,47,117,100,67000,0%,2161,167,7%,512,23%,301,14%,19%
RVV,20704,20704,0,9%,16,16,16,1,0,20,28,4,52,38,38,0,61,57950,16,8,0,0,30,4,74,5180,88,220,93,62310,50%,6310,623,9%,1625,25%,304,14%,19%
SEK,6042,6042,0,3%,11,11,11,0,0,3,6,4,13,16,16,0,0,0,0,0,0,0,0,0,5,350,0,0,9,6030,25%,1707,7,0%,360,21%,282,14%,19%
SRA,22989,15640,7349,7%,40,19,40,1,0,23,33,12,68,80,80,0,23,23000,0,0,0,0,0,0,23,1610,-4,-10,0,0,0%,5681,91,1%,1495,26%,314,14%,19%
SSD,11649,11649,0,5%,9,16,9,0,0,14,14,0,28,31,31,0,0,0,0,0,0,0,67,10,138,9660,114,285,18,12060,0%,4617,200,4%,447,9%,396,14%,19%
UFS,17445,17445,0,2%,25,27,25,0,0,9,23,10,42,46,46,0,2,2000,0,0,0,0,0,0,38,2660,0,0,9,6030,0%,4849,37,0%,776,16%,277,14%,19%
WIE,508,508,0,6%,3,4,3,0,0,3,5,0,8,11,11,0,0,0,0,0,0,0,0,0,-14,-980,0,0,7,4690,0%,48,3,6%,37,78%,94,14%,19%
BAR,80082,80082,0,3%,22,22,22,1,0,8,85,13,106,70,69,0,144,144000,0,0,34,340,42,6,595,41650,286,715,802,537340,25%,23081,10827,46%,5335,23%,288,14%,19%
FFN,23803,23803,0,2%,14,14,14,1,0,8,19,5,32,32,32,0,139,118150,0,0,27,270,0,0,101,7070,0,0,0,0,0%,5396,492,9%,1443,26%,226,14%,19%
LLA,11694,11694,0,2%,7,7,7,0,0,7,17,12,36,36,36,0,149,216050,32,16,0,0,0,0,29,2030,-2,-5,0,0,0%,6236,955,15%,383,6%,533,14%,19%
DRC,133044,218431,0,3%,37,78,24,1,0,18,30,16,64,58,52,0,0,0,7,3,33,330,112,16,110,7700,62,155,43,28810,25%,18317,649,3%,9124,49%,83,14%,19%
DVE,6564,6564,0,5%,9,15,9,0,0,11,7,0,18,18,18,0,0,0,0,0,0,0,0,0,27,1890,0,0,0,0,0%,3182,2,0%,339,10%,484,14%,19%
EPC,115018,25670,0,3%,21,78,36,0,0,2,7,5,14,33,17,0,0,0,10,5,39,390,81,12,48,3360,23,57,9,6030,25%,4073,34,0%,1124,27%,158,14%,19%
EPY,58391,58391,0,4%,39,39,39,1,0,23,49,32,104,83,83,0,20,29000,99,49,381,3810,0,0,252,17640,131,327,344,230480,25%,18031,3160,17%,3212,17%,308,14%,19%
LCS,2298,2287,0,7%,3,3,4,0,0,2,0,2,4,4,3,0,0,0,0,0,30,300,0,0,0,0,0,0,0,0,20%,405,0,0%,92,22%,177,14%,19%
LPR,20929,24890,0,7%,15,78,13,1,0,9,0,0,9,10,5,0,0,0,0,0,0,0,0,0,21,1470,-4,-10,17,11390,0%,1946,3,0%,1445,74%,78,14%,19%
MYU,1122,1133,0,7%,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,68,0,0%,68,100%,60,14%,19%
NRS,5817,5817,0,6%,6,6,6,0,0,5,6,2,13,13,13,0,0,0,0,0,0,0,0,0,19,1330,35,87,10,6700,0%,1443,17,1%,503,34%,248,14%,19%
NWE,6945,6945,0,5%,6,6,6,0,0,2,7,0,9,11,11,0,0,0,0,0,0,0,0,0,-16,-1120,0,0,7,4690,0%,1246,6,0%,591,47%,179,14%,19%
RDN,4330,4330,0,2%,7,7,7,0,0,8,12,2,22,22,22,0,0,0,7,3,0,0,0,0,17,1190,202,505,0,0,0%,1270,90,7%,257,20%,293,14%,19%
ROM,10126,10126,0,9%,7,28,7,0,0,7,16,11,34,34,34,0,0,0,0,0,0,0,0,0,56,3920,91,227,13,8710,0%,3234,83,2%,704,21%,319,14%,19%
WYK,5799,5799,0,2%,5,5,5,0,0,3,6,3,12,12,12,0,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,1431,4,0%,499,34%,246,14%,19%
