# 1:00, 1 Incarnatio(1), 1728 Data
Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
OAK,79095,1%,48,48,58,222,32,312,132,132000,168,84,0,0,128,19,1948,136360,552,1380,375,251250,50%,82729,20348,24%,5336,6%,1031,7%,9%
PLK,348,2%,2,2,4,4,0,8,0,0,0,0,0,0,6,0,-8,-560,8,20,0,0,25%,26,1,6%,23,87%,76,7%,9%
SHT,638,2%,4,4,5,7,0,12,8,8000,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,61,7,12%,43,69%,96,7%,9%
TAM,14014,2%,24,24,6,30,0,36,0,0,0,0,0,0,88,13,-35,-2450,0,0,0,0,0%,7362,42,0%,945,12%,525,7%,9%
TPD,548,2%,3,3,3,3,0,6,0,0,0,0,0,0,13,1,-8,-560,21,52,5,3350,25%,50,7,15%,37,74%,91,7%,9%
TPP,14004,2%,28,28,7,6,0,13,0,0,50,25,0,0,0,0,17,1190,0,0,8,5360,0%,4200,8,0%,944,22%,299,7%,9%
TRH,6694,2%,3,3,1,9,0,10,7,7000,0,0,0,0,8,1,60,4200,13,32,0,0,0%,4350,27,0%,451,10%,649,7%,9%
TRI,2757,2%,5,5,3,9,2,14,0,0,0,0,0,0,43,6,-10,-700,56,140,0,0,75%,953,24,2%,186,19%,345,7%,9%
UEK,13543,3%,20,20,12,12,3,27,0,0,0,0,0,0,15,2,-2,-140,37,92,24,16080,25%,5889,45,0%,913,15%,434,7%,9%
WGK,444,2%,4,4,4,6,2,12,0,0,0,0,0,0,0,0,-12,-840,57,142,0,0,75%,51,14,29%,29,58%,115,7%,9%
AAV,107,2%,1,1,3,6,0,9,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,6,-0,-11%,7,112%,59,7%,9%
AGC,5659,2%,6,6,7,12,7,26,0,0,51,25,0,0,0,0,66,4620,0,0,0,0,0%,7943,12,0%,381,4%,1403,7%,9%
AHM,1230,2%,7,7,7,11,0,18,0,0,0,0,0,0,0,0,-24,-1680,0,0,0,0,0%,194,-2,-1%,83,42%,157,7%,9%
ARN,4027,2%,8,8,7,9,1,17,0,0,0,0,0,0,68,10,6,420,0,0,14,9380,0%,3466,26,0%,271,7%,860,7%,9%
ATL,6611,2%,4,4,5,13,3,21,94,94000,0,0,126,1260,0,0,-26,-1820,0,0,0,0,0%,5561,164,2%,446,8%,841,7%,9%
AUC,4879,2%,15,15,8,20,11,39,17,17000,17,8,0,0,0,0,59,4130,0,0,0,0,25%,8608,60,0%,329,3%,1764,7%,9%
AUF,1378,2%,5,5,1,5,3,9,0,0,30,15,0,0,0,0,-14,-980,0,0,67,44890,25%,298,53,18%,92,31%,216,7%,9%
BTR,18318,5%,25,25,7,22,3,32,28,28000,0,0,0,0,45,6,14,980,0,0,66,44220,25%,8721,262,3%,1235,14%,476,7%,9%
CPF,1024,7%,3,3,5,5,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,107,0,0%,69,64%,105,7%,9%
CUL,107,6%,1,1,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,6,-0,-6%,7,107%,62,7%,9%
ETV,357,2%,1,1,3,4,0,7,39,39000,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,58,29,50%,24,41%,164,7%,9%
FLU,301,3%,2,2,4,6,0,10,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,75%,20,-0,-4%,20,100%,66,7%,9%
FRO,515,2%,3,3,4,6,0,10,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,37,-0,-2%,34,91%,73,7%,9%
JIN,609,3%,1,1,4,6,0,10,0,0,0,0,0,0,5,0,-3,-210,0,0,0,0,25%,49,0,1%,41,83%,80,7%,9%
KHM,6877,3%,13,13,6,11,0,17,0,0,0,0,0,0,0,0,12,840,0,0,46,30820,75%,6296,74,1%,464,7%,915,7%,9%
KKV,535,3%,1,1,3,4,0,7,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,75%,39,-0,-1%,36,91%,73,7%,9%
KSA,3671,3%,8,7,4,10,3,17,6,6000,11,5,36,360,0,0,10,700,0,0,0,0,75%,3859,10,0%,247,6%,876,7%,9%
LNV,358,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,75%,25,-0,-2%,24,96%,70,7%,9%
LOC,107,3%,1,1,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,6,-0,-6%,7,107%,62,7%,9%
MES,865,3%,1,1,4,6,0,10,0,0,0,0,0,0,0,0,-10,-700,0,0,45,30150,25%,112,27,24%,58,52%,129,7%,9%
MJU,30140,1%,19,15,10,41,9,60,5,5000,51,25,22,220,47,7,83,5810,0,0,89,59630,60%,11285,354,3%,2033,18%,332,7%,9%
MNG,3026,3%,7,7,5,7,1,13,6,6000,0,0,0,0,0,0,16,1120,0,0,0,0,75%,1393,8,0%,204,14%,460,7%,9%
MRV,160,2%,1,1,3,4,0,7,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,10,-0,-4%,10,103%,64,7%,9%
OOD,7608,5%,1,1,3,2,2,7,0,0,0,0,0,0,0,0,-4,-280,0,0,7,4690,0%,2684,2,0%,513,19%,352,7%,9%
PER,259,3%,1,1,4,6,0,10,0,0,0,0,0,0,0,0,-5,-350,0,0,0,0,50%,17,-0,-2%,17,98%,68,7%,9%
QDT,2481,3%,15,15,5,10,6,21,53,53000,8,4,0,0,0,0,74,5180,0,0,0,0,0%,1313,90,6%,167,12%,529,7%,9%
QUE,3289,3%,12,12,5,12,3,20,0,0,0,0,0,0,0,0,-28,-1960,0,0,0,0,50%,2807,-4,-0%,221,7%,853,7%,9%
RIV,718,2%,2,2,3,2,0,5,49,49000,0,0,59,590,0,0,-4,-280,0,0,0,0,0%,82,25,30%,48,58%,115,7%,9%
RJV,211,2%,1,1,3,2,2,7,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,14,-0,-0%,14,99%,67,7%,9%
RNV,358,2%,1,1,3,2,2,7,24,24000,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,39,12,31%,24,60%,111,7%,9%
SDP,28292,5%,7,7,17,34,10,61,53,53000,45,22,0,0,0,0,82,5740,0,0,56,37520,50%,10445,331,3%,1908,18%,369,7%,9%
SKE,751,3%,2,2,5,7,0,12,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,75%,68,-1,-1%,50,74%,90,7%,9%
SMP,20360,4%,5,5,2,16,0,18,0,0,0,0,0,0,124,18,5,350,0,0,53,35510,75%,7867,143,1%,1373,17%,386,7%,9%
SPC,11379,2%,7,12,8,23,6,37,33,33000,14,7,0,0,0,0,36,2520,15,37,0,0,50%,6638,96,1%,767,11%,972,7%,9%
SPP,28944,4%,7,7,2,17,11,30,54,54000,0,0,0,0,0,0,57,3990,0,0,0,0,75%,12896,154,1%,1952,15%,445,7%,9%
SRV,357,2%,1,1,4,8,4,16,38,38000,0,0,0,0,0,0,-16,-1120,0,0,0,0,70%,86,51,59%,24,27%,242,7%,9%
TNV,268,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,75%,18,-0,-3%,18,100%,67,7%,9%
UMB,1940,3%,4,4,4,8,2,14,0,0,0,0,0,0,0,0,8,560,0,0,0,0,75%,501,0,0%,130,26%,258,7%,9%
USV,107,2%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,6,-0,-6%,7,106%,63,7%,9%
WEA,216,3%,1,1,4,5,0,9,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,25%,13,-0,-5%,14,104%,64,7%,9%
HHE,169484,6%,58,101,51,82,15,148,42,42000,43,21,10,100,66,9,144,10080,40,100,62,41540,25%,43159,938,2%,11432,26%,798,7%,9%
HCR,571,7%,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,420,-2,-5,0,0,50%,57,-0,-0%,38,66%,25,7%,9%
HNO,8566,10%,30,5,2,7,1,10,17,17000,17,8,0,0,0,0,25,1750,0,0,5,3350,50%,1981,19,0%,577,29%,39,7%,9%
HPP,1358,7%,17,4,1,2,1,4,16,16000,0,0,0,0,0,0,0,0,0,0,0,0,50%,1310,7,0%,91,6%,100,7%,9%
HST,53726,4%,30,35,12,23,8,43,6,6000,0,0,0,0,34,5,53,3710,25,62,20,13400,50%,15140,109,0%,3626,23%,282,7%,9%
HUP,2172,7%,6,5,0,4,0,4,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,50%,335,-0,-0%,146,43%,71,7%,9%
HAW,97,7%,8,1,0,2,0,2,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,9,-0,-1%,6,65%,9,7%,9%
AVE,133,2%,2,2,4,5,0,9,0,0,0,0,0,0,0,0,22,1540,0,0,17,11390,25%,21,10,49%,8,41%,162,7%,9%
ANA,601,2%,2,2,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,75%,46,-0,-1%,40,86%,77,7%,9%
BIU,180,2%,2,2,5,4,0,9,0,0,0,0,0,0,0,0,27,1890,0,0,19,12730,50%,24,10,43%,12,49%,135,7%,9%
CPV,14597,2%,6,9,9,8,0,17,0,0,0,0,0,0,18,2,34,2380,59,147,25,16750,0%,4896,43,0%,984,20%,579,7%,9%
DOC,7540,3%,12,12,5,11,0,16,0,0,0,0,0,0,49,7,16,1120,68,170,34,22780,25%,4697,86,1%,508,10%,622,7%,9%
DMP,1515,2%,6,5,3,3,0,6,0,0,0,0,0,0,0,0,1,70,0,0,0,0,75%,218,0,0%,102,46%,126,7%,9%
ERP,688,3%,2,2,3,5,0,8,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,25%,53,-0,-1%,46,86%,78,7%,9%
FIK,1686,6%,3,3,4,4,0,8,0,0,0,0,0,0,0,0,2,140,0,0,0,0,50%,250,0,0%,113,45%,148,7%,9%
HPV,791,4%,5,6,7,5,0,12,16,16000,0,0,0,0,0,0,-13,-910,0,0,0,0,25%,80,16,20%,53,66%,139,7%,9%
IHS,2181,4%,3,3,3,3,1,7,8,8000,0,0,0,0,0,0,-2,-140,0,0,0,0,75%,554,6,1%,147,26%,254,7%,9%
KGK,5172,3%,7,7,5,9,0,14,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,0%,3488,-0,-0%,348,10%,674,7%,9%
LEE,2223,6%,6,6,3,5,0,8,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,75%,466,-0,-0%,150,32%,209,7%,9%
LRO,398,2%,4,4,2,4,0,6,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,27,-0,-2%,26,97%,69,7%,9%
MRC,25579,4%,17,17,18,177,8,203,0,0,191,95,4,40,104,15,738,51660,77,192,158,105860,75%,35226,4098,11%,1725,4%,1427,7%,9%
MAI,3550,3%,2,2,0,6,0,6,0,0,10,5,8,80,0,0,14,980,20,50,47,31490,75%,1358,40,2%,239,17%,382,7%,9%
MOI,772,3%,2,2,0,8,1,9,62,62000,0,0,0,0,0,0,-12,-840,0,0,0,0,75%,147,77,52%,52,35%,191,7%,9%
MPI,5050,3%,2,2,0,21,7,28,34,34000,0,0,0,0,0,0,172,12040,0,0,0,0,75%,6619,116,1%,340,5%,1310,7%,9%
MTI,635,3%,2,2,0,10,1,11,83,83000,0,0,0,0,0,0,-12,-840,0,0,0,0,75%,176,114,64%,42,24%,278,7%,9%
NMR,1178,2%,2,2,1,4,0,5,0,0,0,0,0,0,14,2,-8,-560,0,0,0,0,75%,119,1,1%,79,66%,101,7%,9%
NRP,4302,3%,8,8,4,6,0,10,3,3000,0,0,0,0,0,0,5,350,0,0,0,0,50%,2558,3,0%,290,11%,594,7%,9%
PCS,1722,2%,3,3,2,9,0,11,0,0,0,0,0,0,40,6,-14,-980,0,0,0,0,75%,273,6,2%,116,42%,159,7%,9%
REP,2215,3%,6,6,4,4,0,8,0,0,0,0,0,0,15,2,3,210,20,50,0,0,25%,524,7,1%,149,28%,236,7%,9%
RVV,4698,4%,10,7,4,10,2,16,15,15000,13,6,0,0,7,1,6,420,0,0,24,16080,75%,4048,48,1%,316,7%,373,7%,9%
SEK,5599,3%,11,11,4,5,4,13,0,0,0,0,0,0,0,0,3,210,0,0,9,6030,75%,4930,7,0%,377,7%,880,7%,9%
SFG,1604,7%,12,3,2,2,1,5,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,0%,1305,-0,-0%,108,8%,181,7%,9%
SMK,2235,5%,3,3,4,2,0,6,0,0,0,0,0,0,0,0,-4,-280,24,60,0,0,50%,425,3,0%,150,35%,190,7%,9%
SRA,11262,8%,3,13,18,18,3,39,8,8000,0,0,0,0,0,0,59,4130,-8,-20,0,0,50%,1518,11,0%,759,50%,541,7%,9%
SSD,10840,3%,9,9,10,21,0,31,0,0,0,0,0,0,44,6,79,5530,76,190,8,5360,25%,7910,100,1%,731,9%,729,7%,9%
UFS,16251,2%,25,25,9,23,3,35,2,2000,0,0,0,0,0,0,15,1050,-2,-5,0,0,-5%,9508,8,0%,1096,11%,585,7%,9%
WIE,472,2%,3,3,1,3,0,4,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,75%,34,-0,-2%,31,93%,72,7%,9%
BAR,74301,4%,22,22,8,57,15,80,117,117000,0,0,27,270,28,4,8,560,256,640,552,369840,50%,27709,4848,17%,5012,18%,372,7%,9%
FFN,22012,2%,14,14,8,18,3,29,144,144000,0,0,30,300,0,0,95,6650,0,0,0,0,0%,9007,394,4%,1485,16%,409,7%,9%
LLA,10835,3%,7,7,7,28,8,43,113,113000,15,7,0,0,0,0,3,210,-2,-5,0,0,75%,10854,403,3%,730,6%,1001,7%,9%
DRC,64403,4%,12,12,10,3,0,13,0,0,0,0,0,0,230,34,33,2310,23,57,0,0,25%,6968,23,0%,4344,62%,108,7%,9%
DVE,6078,3%,9,9,7,5,0,12,0,0,0,0,0,0,0,0,10,700,0,0,0,0,25%,3733,0,0%,410,10%,614,7%,9%
DVC,11788,6%,2,2,3,6,0,9,0,0,0,0,0,0,0,0,37,2590,75,187,7,4690,25%,2940,28,0%,795,27%,249,7%,9%
EPC,24019,4%,18,21,0,4,4,8,0,0,14,7,34,340,0,0,18,1260,-4,-10,0,0,25%,5495,1,0%,1620,29%,297,7%,9%
EPY,54461,3%,39,39,18,29,17,64,16,16000,73,36,288,2880,0,0,25,1750,124,310,252,168840,0%,22827,1035,4%,3674,16%,419,7%,9%
FDL,4424,3%,3,3,1,0,0,1,0,0,0,0,0,0,25,3,8,560,0,0,7,4690,25%,658,2,0%,298,45%,148,7%,9%
FGJ,0,9%,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,0,0,0%,0,0%,0,7%,9%
GHN,4292,6%,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,611,0,0%,289,47%,142,7%,9%
GNG,4282,4%,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,16750,25%,626,4,0%,288,46%,146,7%,9%
JJY,1584,5%,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,9380,25%,109,2,2%,106,97%,34,7%,9%
LCF,7553,3%,3,3,1,0,0,1,0,0,0,0,0,0,0,0,11,770,0,0,7,4690,25%,883,1,0%,509,57%,117,7%,9%
LCS,2167,6%,3,3,1,0,2,3,0,0,0,0,30,300,0,0,0,0,0,0,0,0,25%,284,0,0%,146,51%,131,7%,9%
LMC,6488,4%,2,2,3,1,2,6,0,0,0,0,5,50,0,0,-2,-140,0,0,0,0,0%,2365,-0,-0%,437,18%,364,7%,9%
LMN,97468,5%,10,11,4,11,4,19,0,0,8,4,0,0,0,0,65,4550,0,0,0,0,25%,10794,9,0%,6575,60%,112,7%,9%
LPR,13890,4%,10,10,8,1,0,9,0,0,0,0,0,0,0,0,29,2030,-4,-10,0,0,0%,2315,0,0%,937,40%,166,7%,9%
MYU,1080,4%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,74,1,1%,72,98%,68,7%,9%
NRS,5480,2%,6,6,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,20,50,0,0,0%,2942,3,0%,369,12%,536,7%,9%
NWE,6436,3%,6,6,2,6,0,8,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,50%,2874,-1,-0%,434,15%,446,7%,9%
RDN,4046,3%,7,7,5,11,2,18,0,0,0,0,0,0,0,0,-4,-280,142,355,7,4690,0%,3580,64,1%,272,7%,884,7%,9%
ROM,9501,3%,7,7,7,16,3,26,0,0,0,0,0,0,0,0,29,2030,94,235,14,9380,0%,6802,75,1%,640,9%,715,7%,9%
RPG,11363,4%,2,2,2,2,3,7,0,0,0,0,13,130,0,0,4,280,0,0,17,11390,20%,2877,5,0%,766,26%,253,7%,9%
SSJ,1075,6%,1,1,0,1,2,3,0,0,0,0,19,190,0,0,-2,-140,0,0,0,0,0%,85,0,0%,72,85%,79,7%,9%
WYK,5373,3%,5,5,3,3,0,6,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,25%,1888,-0,-0%,362,19%,351,7%,9%
D01,21,4%,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,2,1,42%,1,51%,129,7%,9%
