# 1:00, 1 Incarnatio(1), 1733 Data
Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
OAK,112113,2%,96,96,41,427,34,502,246,246000,363,181,26,260,385,57,3312,231840,1048,2620,703,471010,50%,181089,78605,43%,7998,4%,1909,16%,21%
PLK,379,5%,2,2,4,4,0,8,0,0,0,0,0,0,9,1,-8,-560,11,27,0,0,0%,32,2,8%,27,84%,84,16%,21%
SHT,690,2%,4,4,5,7,0,12,11,11000,0,0,0,0,0,0,-14,-980,0,0,10,6700,0%,87,19,22%,49,56%,126,16%,21%
TPD,603,5%,3,3,3,3,0,6,0,0,0,0,0,0,15,2,-8,-560,24,60,16,10720,0%,67,14,20%,43,64%,111,16%,21%
TPP,15574,4%,28,28,9,11,2,22,0,0,69,34,0,0,0,0,22,1540,0,0,10,6700,0%,6394,20,0%,1111,17%,410,16%,21%
TRH,7263,2%,3,3,2,22,0,24,15,15000,0,0,0,0,12,1,93,6510,25,62,0,0,0%,9854,119,1%,518,5%,1356,16%,21%
TRI,3032,3%,5,5,3,6,3,12,0,0,0,0,0,0,50,7,-12,-840,87,217,9,6030,0%,1430,35,2%,216,15%,471,16%,21%
UEK,14862,2%,20,20,14,19,5,38,0,0,0,0,0,0,35,5,9,630,87,217,48,32160,0%,10663,138,1%,1060,9%,717,16%,21%
WGK,483,5%,4,4,4,6,2,12,0,0,0,0,0,0,0,0,-12,-840,76,190,9,6030,0%,71,25,35%,34,48%,147,16%,21%
AAV,118,4%,1,1,3,7,4,14,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,-5%,7,-1,-14%,8,117%,60,16%,21%
AGC,6265,2%,6,6,7,30,12,49,0,0,63,31,0,0,0,0,51,3570,0,0,0,0,0%,14895,30,0%,446,3%,2377,16%,21%
AHM,1337,4%,7,7,8,17,0,25,0,0,0,0,0,0,0,0,-36,-2520,0,0,0,0,0%,301,-6,-2%,95,31%,225,16%,21%
ARN,4481,2%,8,8,7,9,7,23,0,0,0,0,0,0,90,13,13,910,0,0,16,10720,0%,7250,35,0%,319,4%,1617,16%,21%
ATL,7275,2%,4,4,5,13,6,24,118,118000,0,0,159,1590,0,0,-26,-1820,0,0,0,0,0%,7367,221,3%,519,7%,1012,16%,21%
AUC,5384,2%,15,15,10,33,11,54,23,23000,23,11,0,0,0,0,88,6160,0,0,0,0,0%,12567,130,1%,384,3%,2334,16%,21%
AUF,1502,2%,5,5,1,5,3,9,0,0,37,18,0,0,0,0,-16,-1120,0,0,78,52260,0%,380,61,16%,107,28%,253,16%,21%
BTR,20138,5%,25,25,8,32,5,45,32,32000,0,0,0,0,52,7,5,350,0,0,78,52260,0%,12838,441,3%,1436,11%,637,16%,21%
CPF,6716,9%,7,7,12,12,6,30,6,6000,0,0,0,0,0,0,18,1260,0,0,10,6700,0%,7141,23,0%,479,6%,1063,16%,21%
CUL,116,5%,1,1,4,6,0,10,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,13,4,30%,8,61%,116,16%,21%
ETV,387,2%,1,1,3,4,2,9,50,50000,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,83,42,51%,27,33%,215,16%,21%
FLU,327,2%,2,2,4,9,0,13,0,0,0,0,0,0,0,0,-18,-1260,0,0,7,4690,0%,31,4,15%,23,74%,95,16%,21%
FRO,560,6%,3,3,4,14,0,18,0,0,0,0,0,0,0,0,-28,-1960,0,0,0,0,0%,44,-4,-9%,39,90%,79,16%,21%
JIN,661,3%,1,1,5,11,0,16,0,0,0,0,0,0,9,1,-3,-210,0,0,0,0,0%,66,1,2%,47,70%,100,16%,21%
KHM,7567,5%,13,13,6,10,0,16,0,0,0,0,0,0,0,0,26,1820,0,0,63,42210,0%,6137,96,1%,539,8%,811,16%,21%
KKV,581,3%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,52,3,6%,41,78%,90,16%,21%
KSA,4822,3%,8,8,6,9,9,24,36,36000,11,5,40,400,0,0,17,1190,0,0,0,0,0%,7157,52,0%,344,4%,1484,16%,21%
LNV,392,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,34,3,10%,27,80%,88,16%,21%
LOC,118,2%,1,1,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,13,3,27%,8,63%,111,16%,21%
MES,941,2%,1,1,4,5,2,11,0,0,0,0,0,0,0,0,-10,-700,0,0,54,36180,0%,145,31,21%,67,46%,154,16%,21%
MNG,3329,2%,7,7,5,10,3,18,8,8000,0,0,0,0,0,0,19,1330,0,0,0,0,0%,2410,13,0%,237,9%,724,16%,21%
MRV,176,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,12,-0,-4%,12,104%,68,16%,21%
OOD,8265,5%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,3580,3,0%,589,16%,433,16%,21%
PER,281,5%,1,1,4,8,0,12,0,0,0,0,0,0,0,0,-7,-490,0,0,7,4690,0%,27,5,19%,20,71%,99,16%,21%
QDT,2719,5%,15,15,5,13,11,29,61,61000,9,4,0,0,0,0,103,7210,0,0,9,6030,0%,2500,159,6%,194,7%,919,16%,21%
QUE,3626,3%,12,12,5,12,5,22,0,0,0,0,0,0,0,0,-28,-1960,0,0,0,0,0%,4113,-4,-0%,258,6%,1134,16%,21%
RIV,790,2%,2,2,3,5,3,11,65,65000,0,0,78,780,0,0,-10,-700,0,0,0,0,0%,148,60,40%,56,37%,188,16%,21%
RJV,231,2%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,21,3,15%,16,78%,90,16%,21%
RNV,390,3%,1,1,3,4,2,9,37,37000,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,71,32,45%,27,39%,182,16%,21%
SDP,31010,4%,7,7,13,63,25,101,73,73000,64,32,0,0,0,0,66,4620,0,0,69,46230,50%,24313,1000,4%,2212,9%,784,16%,21%
SKE,826,2%,2,2,5,7,2,14,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,89,-1,-1%,58,66%,107,16%,21%
SMP,22425,3%,5,5,9,42,0,51,0,0,0,0,0,0,156,23,-32,-2240,0,0,75,50250,0%,14167,413,2%,1599,11%,631,16%,21%
SPC,35523,6%,18,18,25,101,14,140,40,40000,56,28,0,0,56,8,76,5320,17,42,87,58290,75%,33475,1632,4%,2534,7%,942,16%,21%
SPP,31758,4%,7,7,2,24,14,40,87,87000,0,0,0,0,0,0,49,3430,0,0,9,6030,0%,18295,439,2%,2265,12%,576,16%,21%
SRV,391,4%,1,1,4,9,4,17,49,49000,0,0,0,0,0,0,-18,-1260,0,0,9,6030,-5%,123,75,60%,27,22%,316,16%,21%
TNV,293,2%,1,1,5,5,2,12,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,27,4,15%,20,76%,92,16%,21%
UMB,2132,3%,4,4,4,8,7,19,0,0,0,0,0,0,0,0,13,910,0,0,9,6030,0%,892,8,0%,152,17%,418,16%,21%
USV,118,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,7,-0,-7%,8,108%,65,16%,21%
WEA,235,4%,1,1,4,5,2,11,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,21,3,16%,16,76%,92,16%,21%
HHE,280834,7%,181,181,119,189,42,350,252,252000,338,169,84,840,496,74,647,45290,271,677,541,362470,15%,164183,34430,20%,20034,12%,646,16%,21%
HUP,378,7%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,26,0,0%,26,100%,42949672,16%,21%
AVE,144,2%,2,2,4,4,0,8,0,0,0,0,0,0,0,0,34,2380,0,0,36,24120,25%,37,21,57%,10,27%,260,16%,21%
BIU,196,5%,2,2,5,4,2,11,0,0,0,0,0,0,0,0,48,3360,0,0,30,20100,0%,37,17,47%,13,37%,190,16%,21%
CPV,20782,5%,15,15,19,33,2,54,42,42000,17,8,0,0,39,5,84,5880,119,297,87,58290,0%,15435,665,4%,1482,9%,742,16%,21%
CYR,4158,5%,5,5,1,10,9,20,0,0,44,22,0,0,0,0,58,4060,250,625,0,0,25%,7904,133,1%,296,3%,1900,16%,21%
ERP,752,2%,2,2,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,68,-0,-0%,53,78%,90,16%,21%
FIK,1855,5%,3,3,4,7,2,13,0,0,0,0,0,0,0,0,-2,-140,0,0,7,4690,0%,456,5,1%,132,29%,245,16%,21%
HPV,540,7%,11,4,7,5,0,12,21,21000,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,744,20,2%,38,5%,298,16%,21%
LEE,2450,5%,6,6,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,671,3,0%,174,26%,273,16%,21%
LRO,433,3%,4,4,2,4,0,6,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,37,3,9%,30,82%,86,16%,21%
MRC,27271,4%,16,16,92,180,24,296,15,15000,270,135,46,460,143,21,1126,78820,0,0,215,144050,70%,65458,5187,7%,1945,2%,2769,16%,21%
MAI,3850,3%,2,2,3,7,6,16,0,0,0,0,0,0,0,0,27,1890,36,90,77,51590,75%,8560,95,1%,274,3%,2223,16%,21%
MOI,837,3%,2,2,1,13,8,22,77,77000,0,0,0,0,0,0,-18,-1260,0,0,0,0,75%,302,146,48%,59,19%,361,16%,21%
MPI,5469,3%,2,2,6,18,16,40,42,42000,0,0,0,0,0,0,234,16380,0,0,0,0,75%,21833,99,0%,390,1%,3992,16%,21%
MTI,688,3%,2,2,3,6,3,12,167,167000,0,0,0,0,0,0,15,1050,-2,-5,0,0,50%,242,135,55%,49,20%,352,16%,21%
NMR,1290,3%,2,2,1,4,0,5,0,0,0,0,0,0,16,2,-10,-700,0,0,0,0,0%,144,1,0%,92,63%,111,16%,21%
NRP,4747,2%,8,8,4,17,2,23,4,4000,0,0,0,0,0,0,-13,-910,0,0,0,0,0%,5657,7,0%,338,5%,1191,16%,21%
PCS,1911,4%,3,3,4,7,2,13,0,0,0,0,0,0,47,7,-14,-980,0,0,9,6030,0%,428,13,3%,136,31%,224,16%,21%
SEK,6104,2%,11,11,4,5,4,13,0,0,0,0,0,0,0,0,6,420,0,0,10,6700,75%,5272,9,0%,435,8%,863,16%,21%
SRA,17670,7%,19,26,23,27,12,62,11,11000,0,0,0,0,0,0,62,4340,-8,-20,10,6700,0%,16868,68,0%,1260,7%,1072,16%,21%
SSD,11879,5%,9,9,11,31,0,42,0,0,5,2,0,0,70,10,129,9030,121,302,21,14070,25%,11708,279,2%,847,7%,985,16%,21%
UFS,17951,2%,25,25,9,25,13,47,2,2000,0,0,0,0,0,0,43,3010,-2,-5,0,0,-5%,15112,17,0%,1280,8%,841,16%,21%
WIE,514,4%,3,3,1,3,0,4,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,39,-0,-1%,36,93%,76,16%,21%
BAR,81451,4%,22,22,8,92,19,119,165,165000,0,0,40,400,37,5,143,10010,347,867,1017,681390,25%,46534,13294,28%,5810,12%,571,16%,21%
FFN,24288,2%,14,14,8,19,6,33,178,178000,0,0,37,370,0,0,124,8680,0,0,0,0,0%,11840,571,4%,1732,14%,487,16%,21%
LLA,11927,2%,7,7,8,17,15,40,140,140000,27,13,0,0,0,0,25,1750,-2,-5,10,6700,0%,14295,374,2%,850,5%,1198,16%,21%
DRC,270042,3%,58,69,29,32,21,82,0,0,26,13,65,650,263,39,192,13440,51,127,64,42880,25%,43237,674,1%,19263,44%,170,16%,21%
DVE,6683,3%,9,9,7,7,0,14,0,0,0,0,0,0,0,0,12,840,0,0,9,6030,0%,4427,8,0%,476,10%,662,16%,21%
EPC,2876,4%,20,9,0,4,4,8,0,0,0,0,29,290,0,0,-1,-70,0,0,0,0,0%,4094,0,0%,206,5%,204,16%,21%
EPY,57668,2%,39,39,18,48,32,98,19,19000,98,49,365,3650,0,0,203,14210,144,360,312,209040,25%,32312,1833,5%,4113,12%,560,16%,21%
NRS,5975,4%,6,6,3,12,2,17,0,0,0,0,0,0,0,0,-24,-1680,27,67,0,0,0%,4510,8,0%,426,9%,754,16%,21%
NWE,7052,5%,6,6,2,7,2,11,0,0,0,0,0,0,0,0,-16,-1120,0,0,7,4690,0%,4095,4,0%,503,12%,580,16%,21%
RDN,4473,2%,7,7,5,18,2,25,0,0,0,0,0,0,0,0,-6,-420,324,810,10,6700,0%,6721,226,3%,319,4%,1502,16%,21%
ROM,10123,3%,6,6,4,17,10,31,0,0,0,0,0,0,0,0,62,4340,131,327,19,12730,0%,9948,130,1%,722,7%,982,16%,21%
WYK,5902,5%,5,5,3,6,2,11,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,3624,3,0%,421,11%,614,16%,21%
D01,23,4%,2,2,2,0,0,2,0,0,0,0,0,0,0,0,-4,-280,0,0,7,4690,0%,4,2,50%,1,37%,188,16%,21%
