# 1:00, 1 Incarnatio(1), 1726 Data
Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
TPP,13442,3%,28,28,7,6,0,13,0,0,48,24,0,0,0,0,17,1190,0,0,0,0,0%,4010,3,0%,886,22%,298,3%,4%
TRH,7557,2%,4,11,3,11,0,14,7,7000,0,0,0,0,36,5,62,4340,58,145,0,0,0%,3100,47,1%,498,16%,473,3%,4%
TRI,2661,1%,5,5,3,5,2,10,0,0,0,0,0,0,33,4,-6,-420,42,105,0,0,50%,708,12,1%,175,24%,266,3%,4%
UEK,12002,3%,19,12,7,8,3,18,0,0,0,0,0,0,0,0,0,0,1,2,24,16080,25%,5335,21,0%,791,14%,409,3%,4%
WGK,429,2%,4,4,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,57,142,0,0,50%,42,10,25%,28,67%,98,3%,4%
AAV,103,0%,1,1,2,4,0,6,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,6,-0,-7%,6,107%,61,3%,4%
AGC,5449,2%,6,6,5,15,5,25,0,0,47,23,0,0,0,0,66,4620,0,0,0,0,50%,6029,12,0%,359,5%,1106,3%,4%
AHM,1189,3%,7,7,7,10,0,17,0,0,0,0,0,0,0,0,-22,-1540,0,0,0,0,25%,173,-2,-1%,78,45%,145,3%,4%
ARN,3871,2%,8,8,7,10,1,18,0,0,0,0,0,0,56,8,5,350,0,0,13,8710,50%,2989,24,0%,255,8%,772,3%,4%
ATL,6380,2%,4,4,5,16,3,24,86,86000,0,0,115,1150,0,0,-18,-1260,0,0,0,0,50%,5214,166,3%,420,8%,817,3%,4%
AUC,4699,2%,15,15,8,20,7,35,17,17000,17,8,0,0,0,0,63,4410,0,0,0,0,50%,6460,56,0%,309,4%,1374,3%,4%
AUF,1332,2%,5,5,1,4,1,6,0,0,26,13,0,0,0,0,-10,-700,0,0,62,41540,50%,222,39,17%,87,39%,166,3%,4%
BTR,17611,3%,25,25,6,19,3,28,24,24000,0,0,0,0,38,5,17,1190,0,0,55,36850,50%,7003,176,2%,1160,16%,397,3%,4%
CPF,335,3%,1,1,5,3,0,8,0,0,0,0,0,0,0,0,3,210,0,0,0,0,0%,23,0,0%,22,95%,69,3%,4%
CUL,103,4%,1,1,3,3,0,6,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,6,-0,-4%,6,104%,63,3%,4%
ETV,346,0%,1,1,3,4,0,7,32,32000,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,47,21,44%,22,48%,136,3%,4%
FLU,291,3%,2,2,2,6,0,8,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,50%,18,-0,-4%,19,102%,64,3%,4%
FRO,498,3%,3,3,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,35,-0,-1%,32,92%,71,3%,4%
JIN,589,2%,1,1,4,5,0,9,0,0,0,0,0,0,4,0,-2,-140,0,0,0,0,25%,45,0,0%,38,85%,76,3%,4%
KHM,6618,3%,13,13,6,9,0,15,0,0,0,0,0,0,0,0,13,910,0,0,43,28810,50%,5361,58,1%,436,8%,810,3%,4%
KKV,519,3%,1,1,0,2,0,2,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,34,-0,-0%,34,98%,66,3%,4%
KSA,4259,3%,8,8,6,8,4,18,5,5000,9,4,29,290,0,0,16,1120,0,0,0,0,50%,4770,9,0%,280,5%,1119,3%,4%
LNV,346,0%,1,1,2,3,2,7,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,23,-0,-1%,22,96%,68,3%,4%
LOC,103,2%,1,1,4,2,0,6,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,25%,6,-0,-2%,6,102%,64,3%,4%
MES,836,3%,1,1,3,4,0,7,0,0,0,0,0,0,0,0,-6,-420,0,0,41,27470,50%,90,19,21%,55,61%,107,3%,4%
MJU,33770,2%,21,21,11,40,8,59,14,14000,51,25,22,220,47,7,75,5250,0,0,89,59630,60%,14360,549,3%,2225,15%,425,3%,4%
MNG,2921,3%,7,7,4,5,1,10,6,6000,0,0,0,0,0,0,18,1260,0,0,0,0,50%,955,6,0%,192,20%,327,3%,4%
MRV,155,0%,1,1,3,3,0,6,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,10,-0,-2%,10,102%,64,3%,4%
OOD,7365,6%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,485,0,0%,485,100%,65,3%,4%
PER,250,2%,1,1,4,4,0,8,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,25%,16,-0,-0%,16,98%,67,3%,4%
QDT,2392,3%,15,15,4,12,3,19,44,44000,7,3,0,0,0,0,61,4270,0,0,0,0,25%,932,78,8%,157,16%,389,3%,4%
QUE,3184,2%,12,12,5,10,3,18,0,0,0,0,0,0,0,0,-24,-1680,0,0,0,0,25%,2224,-2,-0%,209,9%,698,3%,4%
RIV,693,2%,2,2,0,3,0,3,44,44000,0,0,53,530,0,0,0,0,0,0,0,0,50%,67,19,29%,45,67%,97,3%,4%
RJV,204,1%,1,1,2,2,0,4,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,13,-0,-1%,13,100%,65,3%,4%
RNV,346,0%,1,1,3,3,2,8,21,21000,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,37,12,33%,22,60%,108,3%,4%
SDP,27195,4%,7,7,17,32,6,55,44,44000,37,18,0,0,0,0,69,4830,0,0,47,31490,75%,8369,264,3%,1792,21%,307,3%,4%
SKE,727,3%,2,2,5,5,0,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,50%,60,-0,-1%,47,78%,83,3%,4%
SMP,19593,4%,5,5,1,10,0,11,0,0,0,0,0,0,119,17,10,700,0,0,45,30150,75%,5879,86,1%,1291,21%,300,3%,4%
SPC,6603,2%,7,7,6,14,4,24,24,24000,14,7,0,0,0,0,33,2310,14,35,0,0,50%,5696,57,1%,435,7%,862,3%,4%
SPP,27876,4%,7,7,2,16,6,24,50,50000,0,0,0,0,0,0,54,3780,0,0,0,0,75%,9888,129,1%,1837,18%,354,3%,4%
SRV,346,0%,1,1,2,7,4,13,32,32000,0,0,0,0,0,0,-12,-840,0,0,0,0,45%,63,35,55%,22,35%,184,3%,4%
TNV,259,1%,1,1,3,3,2,8,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,17,-0,-1%,17,98%,66,3%,4%
UMB,1876,3%,4,4,3,5,1,9,0,0,0,0,0,0,0,0,11,770,0,0,0,0,50%,330,0,0%,123,37%,176,3%,4%
USV,103,0%,1,1,3,2,2,7,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,6,-0,-2%,6,102%,64,3%,4%
WEA,208,3%,1,1,3,4,0,7,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,13,-0,-3%,13,102%,64,3%,4%
HHE,84117,3%,27,28,18,23,7,48,7,7000,10,5,3,30,27,4,81,5670,33,82,6,4020,50%,15336,47,0%,5541,36%,675,3%,4%
HCR,2207,3%,4,4,1,3,2,6,1,1000,0,0,0,0,0,0,24,1680,-2,-5,0,0,50%,396,1,0%,145,36%,179,3%,4%
HER,4518,4%,14,14,3,4,0,7,0,0,11,5,0,0,14,2,14,980,7,17,0,0,50%,2129,4,0%,297,13%,471,3%,4%
HET,1319,3%,1,1,2,3,0,5,0,0,0,0,0,0,0,0,15,1050,0,0,0,0,50%,121,0,0%,86,71%,92,3%,4%
HLF,19313,4%,11,11,8,15,2,25,30,30000,33,16,0,0,0,0,78,5460,0,0,19,12730,50%,7352,90,1%,1273,17%,380,3%,4%
HNO,28045,4%,10,13,9,26,0,35,40,40000,14,7,0,0,4,0,19,1330,0,0,45,30150,50%,8900,221,2%,1848,20%,444,3%,4%
HPP,14075,4%,17,23,6,3,4,13,0,0,0,0,21,210,0,0,17,1190,0,0,0,0,50%,6380,1,0%,927,14%,514,3%,4%
HRF,4625,4%,8,9,1,5,1,7,0,0,0,0,0,0,21,3,5,350,14,35,39,26130,50%,2121,31,1%,304,14%,461,3%,4%
HSP,15805,4%,14,14,5,10,6,21,0,0,0,0,0,0,15,2,27,1890,11,27,0,0,50%,6814,9,0%,1041,15%,431,3%,4%
HST,49179,4%,21,21,7,21,6,34,5,5000,0,0,0,0,48,7,63,4410,43,107,27,18090,50%,10687,121,1%,3241,30%,242,3%,4%
HUP,4905,3%,6,6,0,3,2,5,0,0,0,0,0,0,0,0,9,630,0,0,0,0,50%,1913,0,0%,323,16%,418,3%,4%
HWA,1318,4%,7,5,0,2,0,2,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,187,-0,-0%,87,46%,64,3%,4%
HAW,508,5%,8,3,0,1,0,1,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,35,-0,-0%,33,95%,33,3%,4%
HDW,176,4%,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,0,0,50%,12,1,8%,11,91%,72,3%,4%
HFS,1881,3%,3,2,1,2,2,5,19,19000,0,0,9,90,0,0,-2,-140,0,0,0,0,50%,234,8,3%,124,52%,120,3%,4%
HUF,4587,3%,7,4,2,3,3,8,0,0,0,0,0,0,0,0,8,560,0,0,5,3350,50%,2426,2,0%,302,12%,291,3%,4%
AVE,128,1%,2,2,4,3,0,7,0,0,0,0,0,0,0,0,19,1330,0,0,13,8710,50%,15,5,39%,8,55%,117,3%,4%
ANA,582,0%,2,2,4,3,0,7,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,43,-0,-0%,38,89%,73,3%,4%
BIU,175,1%,2,2,5,3,0,8,0,0,0,0,0,0,0,0,26,1820,0,0,18,12060,50%,20,8,39%,11,55%,118,3%,4%
CPV,8176,3%,6,6,6,6,0,12,0,0,0,0,0,0,15,2,24,1680,43,107,17,11390,0%,3473,24,0%,538,15%,424,3%,4%
DOC,2699,2%,4,4,4,5,0,9,0,0,0,0,0,0,19,2,15,1050,33,82,0,0,0%,621,9,1%,177,28%,230,3%,4%
DMP,1684,3%,6,6,4,2,0,6,0,0,0,0,0,0,0,0,9,630,0,0,0,0,50%,216,0,0%,111,51%,128,3%,4%
ERP,665,2%,2,2,3,3,0,6,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,49,-0,-0%,43,88%,74,3%,4%
ETF,1388,1%,7,7,2,0,0,2,0,0,0,0,0,0,0,0,14,980,0,0,8,5360,50%,132,2,1%,91,69%,95,3%,4%
FIK,1628,2%,3,3,4,3,0,7,0,0,0,0,0,0,0,0,3,210,0,0,0,0,50%,215,0,0%,107,49%,132,3%,4%
GSD,5140,3%,3,3,4,8,0,12,0,0,0,0,0,0,15,2,32,2240,31,77,0,0,25%,3049,15,0%,338,11%,593,3%,4%
HPV,561,4%,5,5,6,4,0,10,16,16000,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,57,12,21%,36,63%,103,3%,4%
IHS,2100,4%,3,3,3,1,0,4,8,8000,0,0,0,0,0,0,2,140,0,0,0,0,50%,393,4,1%,138,35%,187,3%,4%
KGK,5007,3%,7,7,2,5,0,7,0,0,0,0,0,0,0,0,2,140,0,0,0,0,50%,2201,0,0%,330,14%,439,3%,4%
LEE,2146,2%,6,6,3,4,0,7,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,343,-0,-0%,141,41%,160,3%,4%
LRO,385,1%,4,4,2,2,0,4,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,26,-0,-1%,25,97%,67,3%,4%
MRC,34420,3%,24,24,11,95,14,120,160,160000,150,75,11,110,72,10,896,62720,103,257,140,93800,75%,27909,4120,14%,2268,8%,831,3%,4%
NMR,1140,1%,2,2,1,1,0,2,0,0,0,0,0,0,11,1,-4,-280,0,0,0,0,50%,100,0,0%,75,74%,88,3%,4%
NRP,4151,1%,8,8,4,5,0,9,3,3000,0,0,0,0,0,0,7,490,0,0,0,0,50%,2200,3,0%,273,12%,530,3%,4%
PCS,1659,1%,3,3,1,7,0,8,0,0,0,0,0,0,33,4,-10,-700,0,0,0,0,50%,198,4,2%,109,55%,119,3%,4%
REP,2116,2%,6,5,3,4,0,7,0,0,0,0,0,0,14,2,4,280,19,47,0,0,50%,389,6,1%,139,35%,181,3%,4%
RVV,10479,2%,10,10,7,8,2,17,14,14000,12,6,0,0,6,0,27,1890,15,37,29,19430,50%,5100,50,0%,690,13%,486,3%,4%
SEK,5414,2%,11,11,2,5,2,9,0,0,0,0,0,0,0,0,2,140,0,0,8,5360,50%,3184,6,0%,356,11%,588,3%,4%
SFG,5588,6%,12,8,5,8,1,14,5,5000,0,0,0,0,0,0,7,490,-4,-10,0,0,0%,3490,5,0%,368,10%,497,3%,4%
SMK,2161,3%,3,3,3,2,0,5,0,0,0,0,0,0,0,0,-4,-280,23,57,0,0,50%,315,2,0%,142,45%,146,3%,4%
SRA,4175,4%,3,7,9,8,0,17,0,0,0,0,0,0,0,0,-3,-210,-2,-5,0,0,50%,721,-0,-0%,275,38%,262,3%,4%
SSD,5309,3%,6,6,4,6,0,10,0,0,0,0,0,0,32,4,66,4620,50,125,6,4020,25%,3344,24,0%,349,10%,629,3%,4%
UFS,13536,2%,19,20,8,17,3,28,0,0,0,0,0,0,0,0,16,1120,-2,-5,0,0,45%,7374,1,0%,892,12%,578,3%,4%
WIE,457,0%,3,3,1,2,0,3,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,31,-0,-0%,30,95%,69,3%,4%
BAR,71389,2%,22,22,8,57,5,70,117,117000,0,0,27,270,28,4,12,840,256,640,528,353760,50%,22314,4755,21%,4705,21%,312,3%,4%
FFN,21208,2%,14,14,8,25,2,35,132,132000,0,0,28,280,0,0,92,6440,0,0,0,0,50%,8046,414,5%,1397,17%,379,3%,4%
LLA,10429,3%,7,7,6,17,5,28,104,104000,14,7,0,0,0,0,14,980,-2,-5,0,0,50%,7006,218,3%,687,9%,671,3%,4%
DRC,62286,3%,12,12,6,4,0,10,0,0,0,0,0,0,186,27,26,1820,18,45,0,0,25%,6618,20,0%,4105,62%,106,3%,4%
DVE,5856,3%,9,9,6,4,0,10,0,0,0,0,0,0,0,0,9,630,0,0,0,0,25%,3062,0,0%,386,12%,522,3%,4%
DVC,11363,3%,2,2,2,4,0,6,0,0,0,0,0,0,0,0,39,2730,75,187,0,0,25%,2023,15,0%,749,37%,178,3%,4%
EPC,18298,5%,18,20,0,4,2,6,0,0,12,6,27,270,0,0,12,840,-4,-10,0,0,0%,3601,0,0%,1206,33%,199,3%,4%
EPY,53231,3%,39,39,18,36,13,67,16,16000,73,36,283,2830,0,0,28,1960,124,310,233,156110,50%,21646,1092,5%,3508,16%,406,3%,4%
FDL,4266,3%,3,3,1,0,0,1,0,0,0,0,0,0,25,3,8,560,0,0,0,0,25%,605,1,0%,281,46%,141,3%,4%
FGJ,5143,7%,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,339,0,0%,339,100%,62,3%,4%
GHN,4156,3%,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,560,0,0%,274,48%,134,3%,4%
GNG,4146,3%,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,16750,25%,570,4,0%,273,47%,137,3%,4%
JJY,3086,7%,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,9380,25%,205,2,1%,203,98%,66,3%,4%
LCF,7281,3%,3,3,1,0,0,1,0,0,0,0,0,0,0,0,11,770,0,0,0,0,25%,829,0,0%,479,57%,113,3%,4%
LCS,2091,5%,3,3,1,0,0,1,0,0,0,0,30,300,0,0,0,0,0,0,0,0,25%,178,0,0%,137,77%,85,3%,4%
LMC,6250,4%,2,2,3,1,0,4,0,0,0,0,5,50,0,0,-2,-140,0,0,0,0,25%,1787,-0,-0%,411,23%,286,3%,4%
LMN,93472,6%,10,10,4,9,4,17,0,0,8,4,0,0,0,0,67,4690,0,0,0,0,25%,9925,7,0%,6161,62%,106,3%,4%
LPR,13460,3%,10,10,5,0,0,5,0,0,0,0,0,0,0,0,13,910,-2,-5,0,0,25%,2137,0,0%,887,41%,158,3%,4%
MYU,1046,3%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,69,0,0%,69,100%,65,3%,4%
NRS,5286,3%,6,6,3,3,2,8,0,0,0,0,0,0,0,0,-6,-420,18,45,0,0,25%,2560,2,0%,348,13%,484,3%,4%
NWE,6219,3%,6,6,1,5,0,6,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,25%,1991,-0,-0%,409,20%,320,3%,4%
RDN,3887,3%,7,7,5,9,2,16,0,0,0,0,0,0,0,0,0,0,114,285,0,0,0%,2753,37,1%,256,9%,708,3%,4%
ROM,9145,3%,7,7,5,15,2,22,0,0,0,0,0,0,0,0,20,1400,72,180,11,7370,25%,5418,60,1%,602,11%,592,3%,4%
RPG,10938,3%,2,2,2,2,3,7,0,0,0,0,13,130,0,0,4,280,0,0,17,11390,25%,2699,5,0%,720,26%,246,3%,4%
SSJ,1036,6%,1,1,0,1,2,3,0,0,0,0,19,190,0,0,-2,-140,0,0,0,0,25%,80,0,0%,68,84%,77,3%,4%
WYK,5186,3%,5,5,3,3,0,6,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,25%,1815,-0,-0%,341,18%,350,3%,4%
D01,20,2%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,1,0,0%,1,100%,65,3%,4%
