# 1:00, 1 Incarnatio(1), 1725 Data
Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
MJU,33254,2%,21,21,11,23,7,41,6,6000,24,12,10,100,22,3,17,1190,0,0,43,28810,35%,10643,122,1%,2166,20%,320,1%,2%
MNG,2868,3%,7,7,2,3,1,6,4,4000,0,0,0,0,0,0,14,980,0,0,0,0,50%,627,3,0%,186,29%,218,1%,2%
MRV,152,0%,1,1,2,2,0,4,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,9,-0,-1%,9,101%,64,1%,2%
OOD,7242,4%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,471,0,0%,471,100%,65,1%,2%
PER,245,2%,1,1,3,3,0,6,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,25%,16,-0,-0%,16,98%,65,1%,2%
QDT,2349,3%,15,15,3,8,3,14,30,30000,4,2,0,0,0,0,38,2660,0,0,0,0,25%,668,40,6%,153,22%,284,1%,2%
QUE,3127,2%,12,12,3,9,3,15,0,0,0,0,0,0,0,0,-22,-1540,0,0,0,0,25%,1679,-2,-0%,203,12%,537,1%,2%
RIV,681,1%,2,2,0,3,0,3,29,29000,0,0,35,350,0,0,0,0,0,0,0,0,50%,57,13,22%,44,77%,84,1%,2%
RJV,200,1%,1,1,0,1,0,1,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,13,-0,-0%,13,100%,64,1%,2%
RNV,340,0%,1,1,2,3,0,5,16,16000,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,32,9,29%,22,68%,94,1%,2%
SDP,26675,4%,7,7,15,22,6,43,29,29000,24,12,0,0,0,0,36,2520,0,0,28,18760,75%,6977,128,1%,1737,24%,261,1%,2%
SKE,714,3%,2,2,3,5,0,8,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,50%,54,-0,-1%,46,85%,76,1%,2%
SMP,19230,4%,5,5,1,6,0,7,0,0,0,0,0,0,73,10,5,350,0,0,29,19430,75%,4678,39,0%,1252,26%,243,1%,2%
SPC,6483,2%,7,7,4,11,4,19,17,17000,10,5,0,0,0,0,21,1470,10,25,0,0,50%,4399,33,0%,422,9%,678,1%,2%
SPP,27379,4%,7,7,1,11,6,18,27,27000,0,0,0,0,0,0,24,1680,0,0,0,0,75%,7814,55,0%,1783,22%,285,1%,2%
SRV,340,0%,1,1,1,5,4,10,20,20000,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,40,17,42%,22,54%,118,1%,2%
TNV,254,0%,1,1,2,2,0,4,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,16,-0,-0%,16,99%,65,1%,2%
UMB,1842,3%,4,4,2,5,1,8,0,0,0,0,0,0,0,0,3,210,0,0,0,0,50%,263,0,0%,120,45%,142,1%,2%
USV,101,0%,1,1,2,1,2,5,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,6,-0,-0%,6,100%,64,1%,2%
WEA,205,3%,1,1,3,3,0,6,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,13,-0,-2%,13,100%,64,1%,2%
HHE,75291,2%,20,20,13,29,5,47,6,6000,11,5,0,0,38,5,59,4130,66,165,0,0,50%,15899,154,0%,4904,30%,211,1%,2%
HBB,8177,-0%,7,7,3,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,2010,75%,2853,1,0%,532,18%,348,1%,2%
HCR,3207,2%,12,12,1,3,2,6,1,1000,0,0,0,0,0,0,14,980,-2,-5,0,0,50%,977,1,0%,208,21%,304,1%,2%
HER,4434,2%,14,14,3,3,0,6,0,0,8,4,0,0,9,1,6,420,5,12,0,0,50%,1811,2,0%,288,15%,408,1%,2%
HET,2269,2%,4,4,3,2,0,5,0,0,0,0,0,0,0,0,7,490,0,0,1,670,50%,263,0,0%,147,56%,203,1%,2%
HLF,18912,3%,11,11,7,13,2,22,20,20000,22,11,0,0,0,0,41,2870,0,0,13,8710,50%,6867,57,0%,1231,17%,363,1%,2%
HNO,5977,3%,4,4,10,34,0,44,42,42000,8,4,0,0,6,0,36,2520,12,30,38,25460,50%,3718,211,5%,389,10%,622,1%,2%
HPP,12450,3%,17,17,3,4,4,11,0,0,0,0,14,140,0,0,-2,-140,0,0,0,0,50%,4830,0,0%,811,16%,397,1%,2%
HRF,4503,2%,8,8,1,3,1,5,0,0,0,0,0,0,11,1,-4,-280,7,17,20,13400,50%,1874,15,0%,293,15%,416,1%,2%
HSP,15497,3%,16,16,4,6,6,16,0,0,0,0,0,0,8,1,7,490,6,15,0,0,50%,5620,4,0%,1009,17%,363,1%,2%
HST,48158,3%,21,21,6,14,5,25,4,4000,0,0,0,0,23,3,27,1890,17,42,18,12060,50%,9534,59,0%,3137,32%,221,1%,2%
HTP,22677,5%,12,12,5,10,9,24,0,0,8,4,13,130,0,0,31,2170,0,0,12,8040,50%,8690,16,0%,1477,16%,383,1%,2%
HUM,4774,2%,11,11,2,6,0,8,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,50%,1909,-1,-0%,311,16%,435,1%,2%
HUP,4805,3%,6,6,0,1,2,3,0,0,0,0,0,0,0,0,4,280,0,0,0,0,50%,1588,0,0%,313,19%,354,1%,2%
HWA,2875,2%,7,7,1,2,0,3,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,50%,529,0,0%,187,35%,184,1%,2%
AVE,126,1%,2,2,3,2,0,5,0,0,0,0,0,0,0,0,12,840,0,0,9,6030,50%,12,3,30%,8,68%,95,1%,2%
ANA,571,0%,2,2,3,2,0,5,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,40,-0,-0%,37,92%,70,1%,2%
BIU,172,1%,2,2,4,2,0,6,0,0,0,0,0,0,0,0,21,1470,0,0,13,8710,50%,16,4,28%,11,69%,93,1%,2%
CPV,8016,3%,6,6,5,6,0,11,0,0,0,0,0,0,14,2,21,1470,39,97,15,10050,0%,3062,22,0%,522,17%,381,1%,2%
DOC,2652,2%,4,4,3,4,0,7,0,0,0,0,0,0,19,2,17,1190,33,82,0,0,0%,519,8,1%,172,33%,196,1%,2%
DMP,1731,3%,7,7,3,2,0,5,0,0,0,0,0,0,0,0,4,280,0,0,0,0,50%,228,0,0%,112,49%,132,1%,2%
ERP,653,2%,2,2,3,2,0,5,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,46,-0,-0%,42,91%,71,1%,2%
FIK,1598,2%,3,3,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,158,0,0%,104,65%,99,1%,2%
GSD,5133,2%,4,4,4,5,0,9,0,0,0,0,0,0,7,1,12,840,15,37,0,0,25%,2540,5,0%,334,13%,494,1%,2%
HPV,278,4%,1,1,3,0,0,3,16,16000,0,0,0,0,0,0,-2,-140,0,0,0,0,0%,24,5,23%,18,74%,87,1%,2%
IHS,2061,4%,3,3,3,1,0,4,5,5000,0,0,0,0,0,0,0,0,0,0,0,0,50%,305,2,0%,134,43%,148,1%,2%
KGK,4919,2%,7,7,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,1465,0,0%,320,21%,297,1%,2%
LEE,2106,1%,6,6,2,3,0,5,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,251,-0,-0%,137,54%,119,1%,2%
LRO,377,1%,4,4,2,1,0,3,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,25,-0,-0%,24,97%,66,1%,2%
MRC,33867,2%,24,24,11,76,14,101,79,79000,85,42,7,70,46,6,230,16100,45,112,86,57620,75%,20864,1654,7%,2206,10%,631,1%,2%
NMR,1119,1%,2,2,0,0,0,0,0,0,0,0,0,0,6,0,-2,-140,0,0,0,0,50%,85,0,0%,72,85%,76,1%,2%
NRP,4119,1%,9,9,3,5,0,8,2,2000,0,0,0,0,0,0,1,70,0,0,0,0,50%,1646,1,0%,268,16%,399,1%,2%
PCS,1629,0%,3,3,0,4,0,4,0,0,0,0,0,0,23,3,-6,-420,0,0,0,0,50%,130,2,1%,106,81%,80,1%,2%
REP,2106,1%,6,6,2,3,0,5,0,0,0,0,0,0,8,1,0,0,10,25,0,0,50%,316,3,0%,137,43%,150,1%,2%
RVV,10258,2%,10,10,5,6,2,13,8,8000,7,3,0,0,3,0,10,700,9,22,17,11390,50%,3605,25,0%,668,18%,351,1%,2%
SEK,5318,2%,11,11,2,5,2,9,0,0,0,0,0,0,0,0,-4,-280,0,0,4,2680,50%,2325,2,0%,346,14%,437,1%,2%
SFG,6389,7%,12,10,3,12,1,16,3,3000,0,0,0,0,0,0,-11,-770,-4,-10,0,0,50%,2850,2,0%,416,14%,410,1%,2%
SLA,53,4%,1,1,2,2,0,4,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,0%,3,-0,-3%,3,103%,62,1%,2%
SMK,2122,1%,3,3,2,2,0,4,0,0,0,0,0,0,0,0,-4,-280,14,35,0,0,50%,245,1,0%,138,56%,115,1%,2%
SRA,3262,3%,3,5,7,5,0,12,0,0,0,0,0,0,0,0,-3,-210,-2,-5,0,0,50%,689,-0,-0%,212,30%,253,1%,2%
SSD,5203,2%,6,6,4,4,0,8,0,0,0,0,0,0,17,2,32,2240,26,65,3,2010,25%,2680,10,0%,338,12%,515,1%,2%
UFS,12532,1%,19,19,6,16,3,25,0,0,0,0,0,0,0,0,0,0,-2,-5,0,0,50%,6177,-1,-0%,816,13%,492,1%,2%
WIE,448,0%,3,3,1,2,0,3,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,30,-0,-0%,29,96%,67,1%,2%
BAR,70039,1%,22,22,8,52,5,65,68,68000,0,0,15,150,17,2,-28,-1960,156,390,321,215070,50%,18407,2690,14%,4562,24%,262,1%,2%
FFN,20822,1%,14,14,6,19,2,27,92,92000,0,0,19,190,0,0,62,4340,0,0,0,0,50%,6040,231,3%,1356,22%,290,1%,2%
LLA,10238,3%,7,7,5,12,5,22,63,63000,8,4,0,0,0,0,5,350,-2,-5,0,0,50%,5596,102,1%,666,11%,546,1%,2%
DRC,59381,3%,9,11,6,4,0,10,0,0,0,0,0,0,97,14,11,770,8,20,0,0,25%,5334,8,0%,3867,72%,95,1%,2%
DVE,5752,2%,9,9,5,4,0,9,0,0,0,0,0,0,0,0,3,210,0,0,0,0,25%,2461,0,0%,374,15%,427,1%,2%
DVC,11137,2%,2,2,2,3,0,5,0,0,0,0,0,0,0,0,16,1120,38,95,0,0,25%,1783,6,0%,725,40%,160,1%,2%
EPC,17849,5%,18,18,0,3,2,5,0,0,12,6,19,190,0,0,16,1120,-4,-10,0,0,0%,3203,0,0%,1162,36%,179,1%,2%
EPY,52569,3%,39,39,15,25,13,53,13,13000,57,28,222,2220,0,0,18,1260,97,242,183,122610,50%,18355,651,3%,3424,18%,349,1%,2%
FDL,4181,3%,3,3,1,0,0,1,0,0,0,0,0,0,17,2,5,350,0,0,0,0,25%,545,0,0%,272,49%,130,1%,2%
FGJ,5312,7%,3,3,1,0,0,1,0,0,0,0,6,60,0,0,0,0,0,0,0,0,25%,346,0,0%,346,99%,65,1%,2%
GHN,4087,3%,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,496,0,0%,266,53%,121,1%,2%
GNG,4077,3%,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,8710,25%,502,2,0%,265,52%,123,1%,2%
JJY,3044,7%,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,199,1,0%,198,99%,65,1%,2%
LCF,7136,3%,3,3,1,0,0,1,0,0,0,0,0,0,0,0,6,420,0,0,0,0,25%,751,0,0%,464,61%,105,1%,2%
LCS,2049,3%,3,3,1,0,0,1,0,0,0,0,20,200,0,0,0,0,0,0,0,0,25%,166,0,0%,133,80%,81,1%,2%
LMC,6123,3%,2,2,3,1,0,4,0,0,0,0,3,30,0,0,-2,-140,0,0,0,0,25%,1471,-0,-0%,398,27%,240,1%,2%
LMN,92181,3%,10,10,4,7,4,15,0,0,4,2,0,0,0,0,19,1330,-6,-15,0,0,25%,8900,0,0%,6004,67%,96,1%,2%
LPR,13239,3%,10,10,4,0,0,4,0,0,0,0,0,0,0,0,7,490,-2,-5,0,0,25%,1891,0,0%,862,45%,142,1%,2%
MYU,1028,3%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,66,0,0%,66,100%,65,1%,2%
NRS,5192,3%,6,6,1,2,0,3,0,0,0,0,0,0,0,0,-4,-280,12,30,0,0,25%,906,1,0%,338,37%,174,1%,2%
NWE,6108,3%,6,6,1,4,0,5,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,25%,1715,-0,-0%,397,23%,280,1%,2%
RDN,3818,3%,7,7,4,8,0,12,0,0,0,0,0,0,0,0,2,140,114,285,0,0,0%,1888,34,1%,248,13%,494,1%,2%
ROM,8975,3%,7,7,4,13,2,19,0,0,0,0,0,0,0,0,-1,-70,35,87,6,4020,25%,4086,24,0%,584,14%,455,1%,2%
RPG,10711,3%,2,2,2,1,3,6,0,0,0,0,7,70,0,0,2,140,0,0,9,6030,25%,2252,2,0%,697,30%,210,1%,2%
RPT,2035,3%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,132,0,0%,132,100%,65,1%,2%
SSJ,1018,3%,1,1,0,1,2,3,0,0,0,0,13,130,0,0,-2,-140,0,0,0,0,25%,76,0,0%,66,87%,74,1%,2%
WYK,5092,3%,5,5,0,2,0,2,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,25%,572,-0,-0%,331,57%,112,1%,2%
XIF,0,3%,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,0,0,0%,0,100%,0,1%,2%
