Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
PER,268,2%,1,1,4,7,0,11,0,0,0,0,0,0,0,0,-7,-490,0,0,7,4690,0%,20,2,13%,15,76%,77,10%,14%
QDT,2570,4%,15,15,5,11,10,26,56,67200,8,4,0,0,0,0,78,5460,0,0,0,0,0%,1407,71,5%,88,6%,547,10%,14%
QUE,3420,2%,12,12,5,12,5,22,0,0,0,0,0,0,0,0,-28,-1960,0,0,7,4690,0%,1167,2,0%,158,13%,341,10%,14%
RIV,750,2%,2,2,3,6,2,11,70,91000,0,0,84,840,0,0,-12,-840,0,0,9,6030,0%,192,61,31%,45,23%,255,10%,14%
RJV,218,5%,1,1,3,4,0,7,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,18,2,11%,13,74%,82,10%,14%
RNV,371,3%,1,1,3,4,2,9,34,34000,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,78,16,20%,22,28%,212,10%,14%
SDP,29364,7%,7,7,20,39,18,77,64,83200,66,33,0,0,0,0,112,7840,0,0,78,52260,50%,8247,652,7%,838,10%,280,10%,14%
SKE,782,6%,2,2,5,6,0,11,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,77,-0,-0%,48,62%,98,10%,14%
SMP,21181,4%,5,5,1,17,0,18,0,0,0,0,0,0,140,21,-6,-420,0,0,71,47570,0%,3178,203,6%,825,25%,150,10%,14%
SPP,30039,4%,7,7,2,13,15,30,67,87100,0,0,0,0,0,0,62,4340,0,0,0,0,0%,7492,373,4%,520,6%,249,10%,14%
SRV,369,4%,1,1,4,9,4,17,41,49200,0,0,0,0,0,0,-18,-1260,0,0,0,0,0%,135,38,28%,12,9%,366,10%,14%
TNV,277,3%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,47,-0,-0%,16,36%,169,10%,14%
UMB,2008,6%,4,4,4,9,6,19,0,0,0,0,0,0,0,0,5,350,0,0,0,0,0%,788,0,0%,103,13%,392,10%,14%
USV,111,2%,1,1,3,4,0,7,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,4,-0,-5%,4,100%,39,10%,14%
WEA,224,6%,1,1,4,6,2,12,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,75%,39,-0,-1%,13,34%,175,10%,14%
HHE,259680,3%,168,169,81,192,42,315,109,70850,86,43,33,330,130,19,301,21070,165,412,135,90450,50%,57777,10441,18%,9194,15%,228,10%,14%
AVE,137,2%,2,2,5,10,0,15,0,0,0,0,0,0,0,0,29,2030,0,0,34,22780,75%,27,22,79%,3,13%,202,10%,14%
ANA,621,2%,2,2,4,5,0,9,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,37,-0,-1%,28,76%,59,10%,14%
BIU,187,2%,2,2,5,6,2,13,0,0,0,0,0,0,0,0,50,3500,0,0,33,22110,25%,43,15,36%,10,23%,235,10%,14%
CPV,4286,7%,6,3,6,7,0,13,0,0,0,0,0,0,23,3,37,2590,33,82,0,0,25%,1394,15,1%,440,31%,159,10%,14%
DOC,2929,2%,4,4,5,9,0,14,0,0,0,0,0,0,32,4,9,630,60,150,0,0,0%,567,19,3%,182,32%,193,10%,14%
ERP,712,4%,2,2,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,107,-0,-0%,35,33%,150,10%,14%
FIK,1748,3%,3,3,4,5,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,343,0,0%,101,29%,196,10%,14%
HPV,1949,3%,9,9,8,7,0,15,21,21000,0,0,0,0,0,0,-16,-1120,0,0,0,0,0%,114,12,11%,86,75%,109,10%,14%
IHS,2274,4%,3,3,3,3,1,7,9,9000,0,0,0,0,0,0,0,0,0,0,0,0,0%,309,4,1%,107,34%,136,10%,14%
KGK,7677,3%,10,10,7,13,2,22,0,0,0,0,0,0,0,0,-15,-1050,10,25,0,0,0%,1720,2,0%,412,23%,280,10%,14%
LEE,2312,2%,6,6,3,6,2,11,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,395,-0,-0%,96,24%,171,10%,14%
LRO,412,2%,4,4,2,6,0,8,0,0,0,0,0,0,0,0,-14,-980,0,0,7,4690,0%,24,2,9%,18,73%,59,10%,14%
MRC,37045,4%,25,24,50,152,41,243,126,163800,163,81,12,120,86,12,490,34300,125,312,168,112560,75%,26214,5713,21%,1090,4%,704,10%,14%
NMR,1218,2%,2,2,2,2,0,4,0,0,0,0,0,0,15,2,-8,-560,0,0,9,6030,0%,105,3,2%,61,58%,86,10%,14%
PCS,1792,4%,3,3,5,4,0,9,0,0,0,0,0,0,35,5,-12,-840,0,0,9,6030,0%,201,5,2%,98,48%,112,10%,14%
REP,2307,2%,6,6,5,8,0,13,0,0,0,0,0,0,18,2,8,560,26,65,9,6030,75%,449,16,3%,112,25%,194,10%,14%
RVV,15686,7%,10,13,8,13,4,25,18,9900,16,8,0,0,8,1,21,1470,24,60,59,39530,25%,2200,79,3%,583,26%,195,10%,14%
SEK,5841,6%,11,11,4,6,2,12,0,0,0,0,0,0,0,0,5,350,0,0,10,6700,75%,1337,6,0%,241,18%,228,10%,14%
SFG,15275,3%,25,25,15,26,3,44,10,10000,0,0,0,0,0,0,-14,-980,-6,-15,0,0,0%,3189,17,0%,676,21%,265,10%,14%
SSD,11251,3%,9,9,10,26,0,36,0,0,7,3,0,0,72,10,139,9730,126,315,7,4690,0%,4027,203,5%,300,7%,357,10%,14%
UFS,13710,2%,18,18,7,20,13,40,0,0,0,0,0,0,0,0,25,1750,0,0,9,6030,0%,4567,18,0%,362,7%,333,10%,14%
WIE,489,5%,3,3,1,4,0,5,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,30,-0,-1%,25,81%,63,10%,14%
BAR,77062,3%,22,22,8,86,13,107,136,95200,0,0,30,300,32,4,114,7980,318,795,721,483070,70%,18624,7311,39%,3549,19%,241,10%,14%
FFN,22929,2%,14,14,8,20,4,32,155,108500,0,0,32,320,0,0,113,7910,0,0,0,0,0%,4228,306,7%,962,22%,184,10%,14%
LLA,11268,2%,7,7,7,17,10,34,131,170300,30,15,0,0,0,0,35,2450,0,0,0,0,0%,4943,452,9%,251,5%,438,10%,14%
DRC,202621,3%,38,38,22,27,7,56,0,0,7,3,0,0,239,35,145,10150,52,130,32,21440,25%,13660,474,3%,5741,42%,67,10%,14%
DVE,6322,2%,9,9,7,7,0,14,0,0,0,0,0,0,0,0,26,1820,-2,-5,0,0,0%,1567,1,0%,208,13%,247,10%,14%
EPC,24638,4%,18,21,1,4,5,10,0,0,9,4,33,330,0,0,14,980,-4,-10,0,0,25%,1545,0,0%,578,37%,81,10%,14%
EPY,55901,3%,39,39,18,30,32,80,19,24700,86,43,348,3480,0,0,38,2660,156,390,330,221100,0%,14350,1475,10%,2137,14%,256,10%,14%
FDL,4586,4%,3,3,5,1,0,6,0,0,0,0,0,0,31,4,9,630,0,0,8,5360,25%,318,3,1%,141,44%,69,10%,14%
FGJ,0,5%,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,160,1,0%,159,99%,28,10%,14%
GHN,4427,5%,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,354,1,0%,216,61%,80,10%,14%
GNG,4408,10%,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,16750,25%,355,4,1%,216,60%,80,10%,14%
LCS,2227,9%,3,3,2,0,0,2,0,0,0,0,30,300,0,0,0,0,0,0,0,0,25%,169,0,0%,62,36%,75,10%,14%
LMC,6771,2%,2,2,4,1,2,7,0,0,0,0,5,50,0,0,-2,-140,0,0,7,4690,0%,1114,1,0%,182,16%,164,10%,14%
MYU,1107,7%,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,47,1,2%,46,97%,42,10%,14%
NRS,5681,2%,6,6,3,6,0,9,0,0,0,0,0,0,0,0,-12,-840,28,70,9,6030,0%,871,10,1%,346,39%,153,10%,14%
NWE,6625,3%,6,6,2,8,1,11,0,0,0,0,0,0,0,0,-16,-1120,0,0,7,4690,0%,1000,3,0%,385,38%,150,10%,14%
RDN,4166,3%,7,7,5,18,0,23,0,0,0,0,0,0,0,0,-12,-840,171,427,0,0,0%,759,65,8%,170,22%,182,10%,14%
ROM,8742,5%,7,6,7,13,9,29,0,0,0,0,0,0,0,0,40,2800,52,130,26,17420,0%,2769,50,1%,476,17%,280,10%,14%
RPG,11774,4%,2,2,2,2,3,7,0,0,0,0,15,150,0,0,6,420,0,0,29,19430,-5%,1330,8,0%,550,41%,112,10%,14%
RPT,2227,5%,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,94,1,1%,93,98%,42,10%,14%
SSJ,1107,7%,1,1,1,1,2,4,0,0,0,0,19,190,0,0,-2,-140,0,0,7,4690,0%,154,1,1%,31,20%,139,10%,14%
WYK,5548,5%,5,5,3,6,1,10,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,1019,3,0%,333,32%,183,10%,14%
