Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Avg_Infra_per_State,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
TRI,3524,3%,7,7,0,0,0,58,3,61,0,0,0,0,0,0,0,59,8,-170,-11900,94,235,0,0,0%,1196,77,6%,189,15%,339,30%,40%
UEK,13975,7%,12,12,1,0,2,106,7,115,0,0,0,0,0,0,0,0,0,-231,-16170,1,2,25,16750,0%,4580,7,0%,550,12%,327,30%,40%
WGK,550,3%,4,4,0,0,0,32,2,34,0,0,0,0,0,0,0,0,0,-86,-6020,86,215,0,0,0%,125,31,25%,24,19%,228,30%,40%
AAV,137,4%,1,1,0,0,3,6,2,11,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,27,2,9%,8,32%,199,30%,40%
AGC,7427,1%,6,6,1,0,12,10,14,36,0,0,0,65,32,0,0,0,0,87,6090,0,0,0,0,0%,4655,11,0%,206,4%,626,30%,40%
AHM,1580,3%,7,7,0,0,15,11,0,26,0,0,0,0,0,0,0,0,0,-24,-1680,0,0,0,0,0%,202,-1,-0%,70,34%,127,30%,40%
ARN,5319,2%,8,8,1,0,7,8,8,23,0,0,0,0,0,0,0,93,13,16,1120,0,0,20,13400,0%,2334,25,1%,186,7%,438,30%,40%
ATL,8464,5%,4,4,0,0,7,12,6,25,0,135,276750,0,0,180,1800,0,0,-24,-1680,0,0,0,0,0%,3984,555,13%,136,3%,470,30%,40%
AUC,6383,3%,15,15,1,0,24,8,15,47,0,24,44400,24,12,0,0,0,0,155,10850,0,0,11,7370,0%,4425,48,1%,264,5%,693,30%,40%
AUF,1796,2%,5,5,1,0,1,6,3,10,0,0,0,41,20,0,0,0,0,-20,-1400,0,0,113,75710,0%,621,54,8%,85,13%,346,30%,40%
BTR,23601,2%,25,25,0,0,26,9,5,40,0,37,66600,0,0,0,0,61,9,66,4620,0,0,89,59630,0%,3693,126,3%,949,25%,156,30%,40%
CUL,134,4%,1,1,1,0,8,2,0,10,0,0,0,0,0,0,0,0,0,-4,-280,0,0,9,6030,0%,3,2,66%,0,13%,23,30%,40%
ETV,453,5%,1,1,1,0,3,6,2,11,0,89,173550,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,219,107,48%,29,13%,484,30%,40%
FLU,374,5%,2,2,0,0,8,2,0,10,0,0,0,0,0,0,0,0,0,-4,-280,0,0,9,6030,0%,20,2,10%,13,67%,53,30%,40%
FRO,649,3%,3,3,0,0,10,4,0,14,0,0,0,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,48,2,5%,30,63%,74,30%,40%
JIN,758,2%,1,1,0,0,9,6,0,15,0,0,0,0,0,0,0,11,1,9,630,0,0,11,7370,0%,101,6,6%,49,48%,133,30%,40%
KHM,8830,4%,13,13,0,0,5,12,2,19,0,0,0,0,0,0,0,0,0,25,1750,0,0,75,50250,0%,2284,82,3%,373,16%,258,30%,40%
KKV,667,4%,1,1,1,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,132,2,2%,38,29%,198,30%,40%
KSA,6195,5%,10,10,0,1,10,9,10,29,0,94,192700,21,10,48,480,0,0,52,3640,0,0,11,7370,25%,3148,198,6%,301,9%,508,30%,40%
LNV,454,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,86,2,3%,26,30%,189,30%,40%
LOC,133,3%,1,1,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,7,-0,-5%,7,98%,53,30%,40%
MES,1082,5%,1,1,1,0,4,5,2,11,0,0,0,0,0,0,0,0,0,-10,-700,0,0,78,52260,0%,289,30,10%,68,23%,266,30%,40%
MJU,107349,7%,54,54,0,0,113,107,31,251,0,367,1302850,312,156,71,710,236,35,1437,100590,35,87,372,249240,50%,54903,15374,28%,3392,6%,789,30%,40%
MNG,3874,4%,7,7,0,0,10,5,3,18,0,11,9350,0,0,0,0,0,0,35,2450,0,0,11,7370,0%,820,10,1%,107,13%,211,30%,40%
MRV,207,2%,1,1,1,0,3,6,5,14,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,75,2,3%,13,17%,364,30%,40%
OOD,9866,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,1724,3,0%,430,24%,174,30%,40%
PER,324,5%,1,1,1,0,7,4,0,11,0,0,0,0,0,0,0,0,0,6,420,0,0,11,7370,0%,28,3,13%,19,66%,88,30%,40%
QDT,3156,5%,15,15,0,0,14,11,10,35,0,65,123500,9,4,0,0,0,0,114,7980,0,0,0,0,0%,2258,133,5%,107,4%,715,30%,40%
QUE,4225,3%,12,12,0,0,5,13,5,23,0,0,0,0,0,0,0,0,0,-30,-2100,0,0,8,5360,0%,1461,3,0%,186,12%,345,30%,40%
RIV,947,2%,2,2,1,0,3,6,4,13,0,86,176300,0,0,102,1020,0,0,-12,-840,0,0,11,7370,0%,430,117,27%,55,12%,454,30%,40%
RJV,264,5%,1,1,1,0,3,5,2,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,52,2,4%,16,31%,197,30%,40%
RNV,456,4%,1,1,0,0,3,4,2,9,0,42,79800,0,0,0,0,0,0,-8,-560,0,0,11,7370,0%,133,43,32%,26,19%,292,30%,40%
SDP,35886,6%,7,7,0,0,46,7,20,73,0,78,159900,81,40,46,460,0,0,158,11060,0,0,81,54270,0%,10743,201,1%,975,9%,299,30%,40%
SKE,966,6%,2,2,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,195,-0,-0%,56,29%,202,30%,40%
SMP,26030,4%,5,5,1,0,24,5,0,29,0,0,0,0,0,0,0,171,25,47,3290,0,0,101,67670,0%,5437,134,2%,973,17%,208,30%,40%
SPP,36842,4%,7,7,1,0,9,7,15,31,0,82,168100,0,0,0,0,0,0,99,6930,0,0,0,0,0%,14601,296,2%,608,4%,396,30%,40%
SRV,444,5%,1,1,1,0,4,9,6,19,0,55,99000,0,0,0,0,0,0,-18,-1260,0,0,0,0,0%,281,79,28%,13,4%,633,30%,40%
TNV,342,4%,1,1,1,0,8,5,2,15,0,0,0,0,0,0,0,0,0,9,630,-2,-5,12,8040,0%,67,4,6%,19,29%,198,30%,40%
UMB,2468,5%,4,4,0,0,6,7,10,23,0,0,0,0,0,0,0,0,0,23,1610,0,0,0,0,0%,1673,1,0%,121,7%,678,30%,40%
USV,137,1%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,22,2,10%,5,23%,161,30%,40%
WEA,277,4%,1,1,0,0,4,7,2,13,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,51,-0,-1%,18,35%,184,30%,40%
AVE,165,2%,2,2,1,0,9,5,0,14,0,0,0,0,0,0,0,0,0,38,2660,0,0,41,27470,0%,24,16,66%,4,17%,146,30%,40%
ANA,747,2%,2,2,0,0,1,17,0,18,0,0,0,0,0,0,0,0,0,-46,-3220,0,0,0,0,0%,39,-3,-9%,32,81%,53,30%,40%
BIU,903,5%,3,3,1,0,9,5,4,18,0,0,0,0,0,0,0,0,0,70,4900,0,0,44,29480,0%,270,19,7%,47,17%,299,30%,40%
CNO,6325,3%,1,1,1,0,5,7,0,12,0,0,0,0,0,0,0,0,0,-14,-980,0,0,29,19430,0%,1762,23,1%,298,16%,278,30%,40%
CPV,45636,7%,35,35,1,1,51,51,8,110,0,168,344400,27,13,38,380,426,63,222,15540,224,560,144,96480,20%,12658,2218,17%,1959,15%,402,30%,40%
DOC,12281,5%,15,15,0,0,10,12,2,24,0,1,1450,0,0,0,0,74,11,9,630,121,302,31,20770,-5%,2212,81,3%,608,27%,211,30%,40%
ETF,10292,2%,12,12,0,0,6,9,0,15,0,5,5000,4,2,0,0,14,2,3,210,19,47,11,7370,0%,1537,21,1%,559,36%,149,30%,40%
KGK,9276,3%,10,10,1,0,8,13,2,23,0,0,0,0,0,0,0,0,0,-7,-490,359,897,0,0,0%,2314,134,5%,474,20%,312,30%,40%
LEE,2874,4%,6,6,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,564,2,0%,113,20%,196,30%,40%
LRO,500,5%,4,4,1,0,8,2,0,10,0,0,0,0,0,0,0,0,0,-6,-420,0,0,9,6030,0%,35,2,5%,21,59%,70,30%,40%
MRC,44633,6%,25,25,1,0,133,183,45,361,0,206,360500,499,249,155,1550,165,24,1257,87990,368,920,323,216410,75%,50053,14920,29%,1310,2%,1121,30%,40%
NEP,13727,5%,7,7,1,0,18,20,0,38,0,7,5950,0,0,0,0,0,0,45,3150,0,0,24,16080,0%,3473,60,1%,689,19%,253,30%,40%
NMR,1465,5%,2,2,1,0,2,2,0,4,0,0,0,0,0,0,0,19,2,-8,-560,0,0,11,7370,0%,139,3,2%,70,50%,95,30%,40%
NPP,9267,4%,18,18,0,0,9,9,7,25,0,50,72500,0,0,38,380,0,0,13,910,-2,-5,8,5360,0%,2059,77,3%,457,22%,222,30%,40%
NRP,5382,3%,9,9,0,0,2,1,2,5,0,4,4000,0,0,0,0,0,0,6,420,0,0,0,0,40%,1511,1,0%,232,15%,280,30%,40%
PCS,1494,4%,2,2,1,0,5,4,0,9,0,0,0,0,0,0,0,81,12,-8,-560,0,0,11,7370,0%,233,11,4%,89,38%,155,30%,40%
REP,2886,2%,6,6,1,0,5,8,0,13,0,0,0,0,0,0,0,22,3,12,840,32,80,11,7370,0%,701,18,2%,134,19%,243,30%,40%
SEK,401,6%,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,9,6030,0%,19,1,9%,15,80%,48,30%,40%
SFG,21783,7%,31,31,1,1,36,40,12,88,0,19,38950,0,0,0,0,0,0,17,1190,-6,-15,0,0,0%,7690,148,1%,948,12%,392,30%,40%
UFS,21008,4%,26,26,0,0,10,27,15,52,0,2,3100,0,0,0,0,0,0,66,4620,0,0,11,7370,0%,6852,48,0%,654,9%,326,30%,40%
WIE,594,3%,3,3,0,0,5,2,0,7,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,0%,43,-0,-0%,29,66%,73,30%,40%
BAR,95196,4%,22,22,0,0,54,61,15,130,0,169,346450,317,158,36,360,40,6,2596,181720,224,560,1746,1169820,45%,30604,10555,34%,4291,14%,321,30%,40%
FFN,28290,2%,14,14,1,0,8,22,15,45,0,190,361000,0,0,40,400,0,0,355,24850,-22,-55,0,0,0%,8739,1238,14%,1130,12%,308,30%,40%
LLA,13957,4%,7,7,0,0,25,17,11,53,0,170,323000,36,18,0,0,0,0,63,4410,0,0,0,0,0%,9862,782,7%,303,3%,706,30%,40%
DVE,7762,2%,9,9,1,0,10,5,0,15,0,0,0,0,0,0,0,0,0,44,3080,-2,-5,0,0,0%,2372,1,0%,243,10%,305,30%,40%
EPC,303543,7%,75,75,0,0,24,36,25,85,0,0,0,23,11,126,1260,218,32,193,13510,60,150,65,43550,25%,26503,957,3%,8651,32%,87,30%,40%
EPY,64247,6%,39,39,0,0,29,73,36,138,0,23,47150,119,59,513,5130,0,0,770,53900,213,532,580,388600,25%,24731,5003,20%,2376,9%,384,30%,40%
GHN,2547,8%,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,0%,207,1,0%,102,49%,81,30%,40%
NRS,6826,4%,6,6,1,0,8,3,2,13,0,0,0,0,0,0,0,0,0,-6,-420,41,102,11,7370,0%,1783,9,0%,396,22%,261,30%,40%
NWE,7971,4%,6,6,0,0,2,8,3,13,0,0,0,0,0,0,0,0,0,-16,-1120,0,0,8,5360,0%,1625,4,0%,464,28%,203,30%,40%
RDN,5010,4%,7,7,1,1,16,18,2,36,0,0,0,0,0,0,0,0,0,12,840,292,730,0,0,0%,1793,116,6%,201,11%,358,30%,40%
ROM,14825,7%,16,16,0,0,1,138,12,151,0,17,30600,0,0,0,0,0,0,-358,-25060,0,0,11,7370,0%,5527,133,2%,724,13%,373,30%,40%
RPT,2556,11%,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,103,1,1%,102,98%,40,30%,40%
WYK,6712,5%,5,5,1,0,4,5,10,19,0,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,2881,3,0%,390,13%,429,30%,40%
D02,198797,2%,82,82,0,0,23,36,12,71,0,155,627750,61,30,21,210,208,31,142,9940,90,225,20,13400,0%,50395,16976,33%,6127,12%,253,30%,40%
