Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Avg_Infra_per_State,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
ARN,5203,2%,8,8,1,0,7,8,8,23,0,0,0,0,0,0,0,93,13,16,1120,0,0,20,13400,0%,2293,25,1%,183,7%,440,28%,38%
ATL,8303,5%,4,4,0,0,7,12,6,25,0,135,263250,0,0,180,1800,0,0,-24,-1680,0,0,0,0,0%,3865,511,13%,134,3%,465,28%,38%
AUC,6248,3%,15,15,1,0,24,8,15,47,0,24,44400,24,12,0,0,0,0,155,10850,0,0,11,7370,0%,4391,48,1%,259,5%,702,28%,38%
AUF,1756,2%,5,5,1,0,1,6,3,10,0,0,0,41,20,0,0,0,0,-20,-1400,0,0,113,75710,0%,604,53,8%,83,13%,344,28%,38%
BTR,23152,2%,25,25,0,0,26,9,5,40,0,32,57600,0,0,0,0,54,8,55,3850,0,0,78,52260,0%,3513,109,3%,934,26%,151,28%,38%
CUL,131,4%,1,1,1,0,8,2,0,10,0,0,0,0,0,0,0,0,0,-4,-280,0,0,9,6030,0%,3,2,66%,0,13%,24,28%,38%
ETV,445,5%,1,1,1,0,3,6,2,11,0,89,173550,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,214,107,49%,29,13%,482,28%,38%
FLU,368,5%,2,2,0,0,8,2,0,10,0,0,0,0,0,0,0,0,0,-4,-280,0,0,9,6030,0%,19,2,10%,13,67%,53,28%,38%
FRO,637,3%,3,3,0,0,10,4,0,14,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,46,2,4%,30,64%,73,28%,38%
JIN,745,2%,1,1,0,0,9,6,0,15,0,0,0,0,0,0,0,11,1,9,630,0,0,11,7370,0%,99,6,6%,48,49%,133,28%,38%
KHM,8662,4%,13,13,0,0,5,12,2,19,0,0,0,0,0,0,0,0,0,25,1750,0,0,75,50250,0%,2227,81,3%,368,16%,257,28%,38%
KKV,656,4%,1,1,1,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,129,2,1%,38,29%,197,28%,38%
KSA,6086,5%,10,10,0,1,10,7,10,27,0,94,183300,21,10,48,480,0,0,52,3640,0,0,11,7370,25%,3049,164,5%,296,9%,501,28%,38%
LNV,446,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,83,2,2%,26,31%,186,28%,38%
LOC,131,2%,1,1,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,7,-0,-5%,6,98%,53,28%,38%
MES,1064,5%,1,1,1,0,4,5,2,11,0,0,0,0,0,0,0,0,0,-10,-700,0,0,78,52260,0%,283,30,10%,67,23%,266,28%,38%
MJU,105499,7%,54,54,0,0,109,97,31,237,0,312,1029600,286,143,61,610,206,30,1174,82180,29,72,340,227800,50%,44813,8964,20%,3347,7%,655,28%,38%
MNG,3800,4%,7,7,0,0,10,5,3,18,0,11,9350,0,0,0,0,0,0,35,2450,0,0,11,7370,0%,815,10,1%,105,12%,214,28%,38%
MRV,203,2%,1,1,1,0,3,6,4,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,63,2,4%,13,21%,310,28%,38%
OOD,9668,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,1710,3,0%,423,24%,176,28%,38%
PER,318,5%,1,1,1,0,7,4,0,11,0,0,0,0,0,0,0,0,0,6,420,0,0,11,7370,0%,28,3,13%,18,66%,88,28%,38%
QDT,3096,5%,15,15,0,0,14,11,10,35,0,65,117000,9,4,0,0,0,0,114,7980,0,0,0,0,0%,2169,125,5%,106,4%,700,28%,38%
QUE,4143,3%,12,12,0,0,5,13,5,23,0,0,0,0,0,0,0,0,0,-30,-2100,0,0,8,5360,0%,1450,3,0%,183,12%,349,28%,38%
RIV,927,2%,2,2,1,0,3,6,4,13,0,86,167700,0,0,102,1020,0,0,-12,-840,0,0,11,7370,0%,411,111,27%,54,13%,443,28%,38%
RJV,259,5%,1,1,1,0,3,5,2,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,51,2,4%,16,31%,197,28%,38%
RNV,447,4%,1,1,0,0,3,4,2,9,0,42,81900,0,0,0,0,0,0,-8,-560,0,0,11,7370,0%,131,44,33%,26,19%,294,28%,38%
SDP,35141,6%,7,7,0,0,43,8,20,71,0,78,128700,81,40,46,460,0,0,158,11060,0,0,81,54270,0%,10760,186,1%,959,8%,306,28%,38%
SKE,947,6%,2,2,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,191,-0,-0%,56,29%,201,28%,38%
SMP,25502,4%,5,5,1,0,24,5,0,29,0,0,0,0,0,0,0,171,25,47,3290,0,0,101,67670,0%,5338,132,2%,957,17%,209,28%,38%
SPP,36077,4%,7,7,1,0,8,10,15,33,0,82,159900,0,0,0,0,0,0,91,6370,0,0,0,0,0%,13940,430,3%,598,4%,386,28%,38%
SRV,436,5%,1,1,1,0,4,9,6,19,0,55,107250,0,0,0,0,0,0,-18,-1260,0,0,0,0,0%,283,85,30%,13,4%,648,28%,38%
TNV,335,4%,1,1,1,0,8,5,2,15,0,0,0,0,0,0,0,0,0,9,630,-2,-5,12,8040,0%,66,4,6%,19,29%,196,28%,38%
UMB,2421,6%,4,4,0,0,6,7,10,23,0,0,0,0,0,0,0,0,0,23,1610,0,0,0,0,0%,1626,1,0%,119,7%,671,28%,38%
USV,134,1%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,21,2,10%,5,23%,162,28%,38%
WEA,272,5%,1,1,0,0,4,7,2,13,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,49,-0,-1%,17,36%,181,28%,38%
AVE,162,2%,2,2,1,0,9,5,0,14,0,0,0,0,0,0,0,0,0,38,2660,0,0,41,27470,0%,23,16,67%,4,17%,147,28%,38%
ANA,734,2%,2,2,0,0,1,16,0,17,0,0,0,0,0,0,0,0,0,-44,-3080,0,0,0,0,0%,39,-3,-9%,31,81%,53,28%,38%
BIU,887,5%,3,3,1,0,9,5,4,18,0,0,0,0,0,0,0,0,0,70,4900,0,0,44,29480,0%,261,19,7%,46,17%,294,28%,38%
CNO,6227,3%,1,1,0,0,5,7,0,12,0,0,0,0,0,0,0,0,0,-14,-980,0,0,29,19430,0%,1734,23,1%,295,17%,278,28%,38%
CPV,44860,7%,35,35,1,1,50,46,8,104,0,168,327600,27,13,38,380,425,63,233,16310,222,555,144,96480,20%,11998,1724,14%,1933,16%,388,28%,38%
DOC,12073,5%,15,15,0,0,10,12,2,24,0,1,1300,0,0,0,0,74,11,9,630,121,302,31,20770,-5%,2179,81,3%,600,27%,212,28%,38%
ETF,10109,2%,12,12,0,0,6,9,0,15,0,5,5000,4,2,0,0,14,2,3,210,19,47,11,7370,0%,1486,20,1%,551,37%,147,28%,38%
KGK,9114,3%,10,10,1,0,8,13,2,23,0,0,0,0,0,0,0,0,0,-7,-490,358,895,0,0,0%,2266,132,5%,468,20%,311,28%,38%
LEE,2816,4%,6,6,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,539,2,0%,112,20%,191,28%,38%
LRO,491,5%,4,4,1,0,7,3,0,10,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,34,2,6%,20,61%,69,28%,38%
MRC,43775,7%,25,25,1,0,133,179,45,357,0,166,265600,385,192,125,1250,133,19,947,66290,296,740,235,157450,75%,44848,10938,24%,1264,2%,1024,28%,38%
NEP,13504,5%,7,7,1,0,18,20,0,38,0,6,3300,0,0,0,0,0,0,26,1820,0,0,19,12730,0%,3307,42,1%,680,20%,244,28%,38%
NMR,1440,5%,2,2,1,0,2,2,0,4,0,0,0,0,0,0,0,19,2,-8,-560,0,0,11,7370,0%,136,3,2%,69,50%,94,28%,38%
NPP,9097,4%,18,18,0,0,8,10,5,23,0,50,65000,0,0,38,380,0,0,11,770,-2,-5,8,5360,0%,1706,73,4%,451,26%,187,28%,38%
NRP,5280,3%,9,9,0,0,2,1,2,5,0,4,4000,0,0,0,0,0,0,5,350,0,0,0,0,25%,1432,1,0%,229,16%,271,28%,38%
PCS,1469,4%,2,2,0,0,5,4,0,9,0,0,0,0,0,0,0,62,9,-8,-560,0,0,11,7370,0%,210,9,4%,84,40%,143,28%,38%
REP,2826,2%,6,6,1,0,5,8,0,13,0,0,0,0,0,0,0,22,3,12,840,32,80,11,7370,0%,680,18,2%,131,19%,240,28%,38%
SEK,395,6%,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,9,6030,0%,19,1,9%,15,80%,49,28%,38%
SFG,21380,7%,31,31,1,0,36,37,12,85,0,19,37050,0,0,0,0,0,0,18,1260,-6,-15,0,0,0%,7634,132,1%,934,12%,397,28%,38%
UFS,20579,6%,26,26,0,0,10,27,15,52,0,2,2900,0,0,0,0,0,0,66,4620,0,0,11,7370,0%,6793,48,0%,643,9%,330,28%,38%
WIE,583,4%,3,3,0,0,5,2,0,7,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,0%,42,-0,-0%,28,67%,73,28%,38%
BAR,93360,4%,22,22,0,0,53,63,15,131,0,169,346450,317,158,36,360,40,6,2448,171360,238,595,1716,1149720,45%,29329,10237,34%,4216,14%,314,28%,38%
FFN,27745,2%,14,14,1,0,8,20,15,43,0,190,342000,0,0,40,400,0,0,341,23870,-20,-50,0,0,0%,7879,986,12%,1113,14%,283,28%,38%
LLA,13684,4%,7,7,0,0,25,17,11,53,0,170,331500,36,18,0,0,0,0,63,4410,0,0,0,0,0%,9621,782,8%,298,3%,703,28%,38%
DRC,84962,5%,44,18,0,0,12,10,3,25,0,0,0,0,0,64,640,302,45,50,3500,-2,-5,36,24120,25%,10676,166,1%,7202,67%,42,28%,38%
DVE,7615,3%,9,9,0,0,10,5,0,15,0,0,0,0,0,0,0,0,0,44,3080,-2,-5,0,0,0%,2262,1,0%,240,10%,297,28%,38%
EPC,204185,6%,23,49,0,1,13,22,15,50,0,0,0,19,9,54,540,22,3,119,8330,61,152,35,23450,25%,4358,54,1%,1004,23%,121,28%,38%
EPY,63416,7%,39,39,0,1,29,71,36,136,0,23,44850,119,59,513,5130,0,0,774,54180,213,532,580,388600,25%,23996,4665,19%,2355,9%,378,28%,38%
FDL,7741,10%,7,7,0,0,7,1,3,11,0,0,0,0,0,18,180,38,5,26,1820,-2,-5,10,6700,0%,1089,5,0%,237,21%,179,28%,38%
GHN,5039,5%,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,0%,383,1,0%,236,61%,76,28%,38%
NRS,6710,4%,6,6,1,0,7,4,2,13,0,0,0,0,0,0,0,0,0,-8,-560,41,102,11,7370,0%,1692,10,0%,391,23%,252,28%,38%
NWE,7835,4%,6,6,0,0,2,8,3,13,0,0,0,0,0,0,0,0,0,-16,-1120,0,0,8,5360,0%,1608,4,0%,457,28%,205,28%,38%
RDN,4923,4%,7,7,1,1,16,18,2,36,0,0,0,0,0,0,0,0,0,12,840,292,730,0,0,0%,1742,115,6%,198,11%,353,28%,38%
ROM,14517,7%,15,15,0,0,1,123,12,136,0,17,30600,0,0,0,0,0,0,-318,-22260,0,0,11,7370,0%,5422,147,2%,708,13%,373,28%,38%
RPT,2525,10%,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,103,1,1%,101,98%,40,28%,38%
WYK,6594,5%,5,5,1,0,4,5,10,19,0,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,2882,3,0%,385,13%,437,28%,38%
D02,195253,2%,82,82,1,0,23,36,12,71,0,138,496800,57,28,15,150,197,29,125,8750,86,215,19,12730,0%,47395,13808,29%,6041,12%,242,28%,38%
