Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Avg_Infra_per_State,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
FRO,574,3%,3,3,0,0,10,4,0,14,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,40,2,5%,27,68%,70,17%,23%
JIN,673,2%,1,1,0,0,9,6,0,15,0,0,0,0,0,0,0,10,1,8,560,0,0,10,6700,0%,82,5,6%,45,54%,122,17%,23%
KHM,7736,4%,13,13,0,0,5,12,2,19,0,0,0,0,0,0,0,0,0,22,1540,0,0,70,46900,0%,1998,72,3%,337,16%,258,17%,23%
KKV,592,5%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,108,2,1%,35,32%,183,17%,23%
KSA,5495,5%,10,10,1,1,9,10,10,29,0,48,62400,19,9,42,420,0,0,43,3010,0,0,9,6030,25%,2622,74,2%,274,10%,477,17%,23%
LNV,399,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,71,2,2%,23,33%,178,17%,23%
LOC,119,3%,1,1,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,6,-0,-5%,6,100%,53,17%,23%
MES,958,5%,1,1,1,0,4,5,2,11,0,0,0,0,0,0,0,0,0,-10,-700,0,0,72,48240,0%,232,27,12%,62,26%,242,17%,23%
MJU,95074,6%,54,54,0,0,33,113,24,170,0,114,148200,149,74,31,310,66,9,313,21910,1,2,145,97150,50%,20550,2961,14%,3040,14%,333,17%,23%
MNG,3390,4%,7,7,0,0,9,6,3,18,0,11,11000,0,0,0,0,0,0,30,2100,0,0,10,6700,0%,684,12,1%,96,14%,201,17%,23%
MRV,180,2%,1,1,1,0,3,5,2,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,32,2,6%,10,33%,178,17%,23%
OOD,8587,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,1530,3,0%,386,25%,178,17%,23%
PER,287,5%,1,1,0,0,7,4,0,11,0,0,0,0,0,0,0,0,0,3,210,0,0,8,5360,0%,23,2,11%,17,73%,82,17%,23%
QDT,2763,6%,15,15,0,0,13,11,10,34,0,61,97600,9,4,0,0,0,0,105,7350,0,0,0,0,0%,1687,103,6%,97,5%,610,17%,23%
QUE,3693,2%,12,12,0,0,5,13,5,23,0,0,0,0,0,0,0,0,0,-30,-2100,0,0,7,4690,0%,1273,3,0%,167,13%,344,17%,23%
RIV,816,2%,2,2,1,0,3,6,3,12,0,81,129600,0,0,96,960,0,0,-12,-840,0,0,10,6700,0%,282,86,30%,48,17%,345,17%,23%
RJV,234,5%,1,1,0,0,3,5,2,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,43,2,5%,15,35%,184,17%,23%
RNV,400,3%,1,1,0,0,3,4,2,9,0,37,53650,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,100,29,29%,23,23%,251,17%,23%
SDP,31134,7%,7,7,0,0,31,29,20,80,0,64,92800,66,33,0,0,0,0,122,8540,0,0,78,52260,50%,9548,450,4%,871,9%,306,17%,23%
SKE,844,5%,2,2,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,161,-0,-0%,51,31%,191,17%,23%
SMP,22599,4%,5,5,1,0,10,20,0,30,0,0,0,0,0,0,0,160,24,16,1120,0,0,95,63650,0%,3798,274,7%,869,22%,168,17%,23%
SPP,31915,3%,7,7,1,0,5,14,15,34,0,72,104400,0,0,0,0,0,0,67,4690,0,0,0,0,0%,9445,416,4%,542,5%,295,17%,23%
SRV,395,5%,1,1,1,0,4,9,5,18,0,52,75400,0,0,0,0,0,0,-18,-1260,0,0,0,0,0%,194,59,30%,12,6%,492,17%,23%
TNV,299,4%,1,1,1,0,6,4,2,12,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,53,2,3%,17,33%,177,17%,23%
UMB,2162,6%,4,4,0,0,4,9,9,22,0,0,0,0,0,0,0,0,0,13,910,0,0,0,0,0%,1209,0,0%,109,9%,559,17%,23%
USV,120,2%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,18,1,10%,4,25%,153,17%,23%
WEA,242,5%,1,1,1,0,4,7,2,13,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,42,-0,-1%,16,38%,175,17%,23%
AVE,146,2%,2,2,0,0,7,7,0,14,0,0,0,0,0,0,0,0,0,31,2170,0,0,38,25460,0%,24,17,73%,3,16%,164,17%,23%
ANA,663,2%,2,2,1,0,4,6,0,10,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,40,-0,-1%,29,73%,60,17%,23%
BIU,199,5%,2,2,0,0,9,2,2,13,0,0,0,0,0,0,0,0,0,71,4970,0,0,41,27470,0%,42,11,28%,10,25%,213,17%,23%
CNO,5591,4%,1,1,0,0,2,5,0,7,0,0,0,0,0,0,0,0,0,-10,-700,0,0,17,11390,75%,789,8,1%,251,31%,141,17%,23%
CPV,40026,5%,15,34,1,0,35,22,6,63,0,72,86400,21,10,3,30,52,7,104,7280,147,367,120,80400,20%,4210,229,5%,1144,27%,198,17%,23%
DOC,10888,3%,15,15,0,0,10,11,2,23,0,0,0,0,0,0,0,61,9,8,560,95,237,30,20100,-5%,1919,61,3%,555,28%,207,17%,23%
ERP,641,3%,2,1,1,1,4,1,2,7,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,0%,117,-0,-0%,34,29%,154,17%,23%
ETF,9123,3%,12,12,0,0,4,3,0,7,0,5,2750,4,2,0,0,10,1,17,1190,14,35,8,5360,50%,1174,9,0%,456,38%,128,17%,23%
FIK,0,4%,3,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,0%,100,1,1%,99,98%,53,17%,23%
KGK,8214,3%,10,10,1,0,8,13,2,23,0,0,0,0,0,0,0,0,0,-8,-560,173,432,0,0,0%,1953,62,3%,432,22%,298,17%,23%
LEE,2499,4%,6,6,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,449,2,0%,101,22%,179,17%,23%
LRO,441,5%,4,4,1,0,5,3,0,8,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,28,2,7%,19,66%,65,17%,23%
MRC,39102,6%,25,25,0,0,116,187,44,347,0,126,220500,216,108,63,630,101,15,543,38010,224,560,172,115240,75%,31005,7910,25%,1147,3%,792,17%,23%
NEP,12143,1%,7,7,0,0,14,18,0,32,0,5,2750,0,0,0,0,0,0,27,1890,0,0,10,6700,75%,2245,21,0%,615,27%,184,17%,23%
NMR,1300,5%,2,2,1,0,2,2,0,4,0,0,0,0,0,0,0,18,2,-8,-560,0,0,10,6700,0%,118,3,2%,64,54%,91,17%,23%
NPP,8115,4%,18,18,0,0,2,14,5,21,0,41,20500,0,0,31,310,0,0,10,700,-2,-5,0,0,75%,1408,26,1%,405,28%,173,17%,23%
PCS,1930,3%,3,3,0,1,5,5,0,10,0,0,0,0,0,0,0,40,6,-14,-980,0,0,10,6700,0%,246,7,3%,108,43%,127,17%,23%
REP,2498,2%,6,6,1,0,5,8,0,13,0,0,0,0,0,0,0,20,3,10,700,30,75,10,6700,0%,499,16,3%,119,23%,199,17%,23%
SEK,1498,5%,11,5,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,-4,-280,0,0,9,6030,0%,721,2,0%,254,35%,115,17%,23%
SFG,23922,7%,40,40,0,1,24,38,11,73,0,18,18000,0,0,0,0,0,0,8,560,-6,-15,0,0,0%,5980,54,0%,1070,17%,317,17%,23%
SSD,0,9%,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,315,0,0%,315,100%,26,17%,23%
UFS,18205,6%,26,26,0,0,9,27,15,51,0,2,2000,0,0,0,0,0,0,58,4060,0,0,10,6700,0%,5800,39,0%,584,10%,318,17%,23%
WIE,524,5%,3,3,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,36,-0,-0%,26,73%,68,17%,23%
BAR,83208,4%,22,22,0,0,8,126,15,149,0,156,273000,124,62,34,340,37,5,1192,83440,289,722,1018,682060,45%,28981,15790,54%,3773,13%,348,17%,23%
FFN,24711,2%,14,14,0,0,8,20,6,34,0,178,284800,0,0,37,370,0,0,163,11410,0,0,0,0,0%,5396,791,14%,1017,18%,218,17%,23%
LLA,12179,4%,7,7,1,0,23,17,11,51,0,160,256000,34,17,0,0,0,0,45,3150,0,0,0,0,0%,7336,566,7%,267,3%,602,17%,23%
DRC,233660,4%,44,44,0,0,24,35,12,71,0,0,0,7,3,47,470,262,39,181,12670,71,177,81,54270,25%,17567,883,5%,6814,38%,75,17%,23%
DVE,6813,3%,9,9,0,0,10,5,0,15,0,0,0,0,0,0,0,0,0,41,2870,-2,-5,0,0,0%,2074,1,0%,220,10%,304,17%,23%
EPC,33108,6%,23,23,1,1,1,5,7,13,0,0,0,11,5,44,440,0,0,16,1120,-4,-10,0,0,0%,3015,0,0%,951,31%,91,17%,23%
EPY,58771,6%,39,39,1,1,20,30,36,86,0,22,35200,112,56,413,4130,0,0,292,20440,151,377,376,251920,0%,15819,1759,11%,2204,13%,269,17%,23%
FDL,7201,3%,7,7,0,0,7,1,2,10,0,0,0,0,0,12,120,31,4,20,1400,-2,-5,8,5360,0%,807,4,0%,226,28%,143,17%,23%
GHN,4661,5%,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,364,1,0%,224,61%,78,17%,23%
NRS,6063,3%,6,6,0,0,7,4,2,13,0,0,0,0,0,0,0,0,0,-8,-560,39,97,10,6700,0%,1502,9,0%,362,24%,247,17%,23%
NWE,7075,4%,6,6,0,1,2,8,1,11,0,0,0,0,0,0,0,0,0,-16,-1120,0,0,8,5360,0%,1142,4,0%,424,37%,161,17%,23%
RDN,4449,3%,7,7,1,1,8,18,2,28,0,0,0,0,0,0,0,0,0,9,630,274,685,0,0,0%,1380,109,7%,184,13%,310,17%,23%
ROM,12669,9%,14,14,0,0,1,71,11,83,0,16,16000,0,0,0,0,0,0,-190,-13300,0,0,10,6700,0%,3660,52,1%,599,16%,288,17%,23%
RPT,2351,5%,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,98,1,1%,97,98%,41,17%,23%
WYK,5936,5%,5,5,0,0,3,6,7,16,0,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,2009,3,0%,355,17%,338,17%,23%
D01,24,4%,2,2,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,0%,1,-0,-5%,1,105%,48,17%,23%
D02,175293,2%,82,82,0,0,21,43,11,75,0,28,32200,18,9,11,110,62,9,46,3220,66,165,13,8710,50%,29586,1567,5%,5541,18%,168,17%,23%
