Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Avg_Infra_per_State,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
KKV,612,4%,1,1,1,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,115,2,2%,36,31%,188,21%,28%
KSA,5684,5%,10,10,0,1,10,8,10,28,0,94,164500,21,10,48,480,0,0,52,3640,0,0,11,7370,25%,2836,157,5%,281,9%,498,21%,28%
LNV,414,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,74,2,3%,24,32%,181,21%,28%
LOC,122,3%,1,1,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,6,-0,-5%,6,99%,53,21%,28%
MES,991,5%,1,1,1,0,4,5,2,11,0,0,0,0,0,0,0,0,0,-10,-700,0,0,78,52260,0%,250,30,12%,63,25%,252,21%,28%
MJU,98411,6%,54,54,0,0,64,97,29,190,0,167,242150,211,105,43,430,121,18,666,46620,6,15,241,161470,50%,27009,3873,14%,3155,11%,423,21%,28%
MNG,3519,4%,7,7,0,0,10,5,3,18,0,11,11000,0,0,0,0,0,0,35,2450,0,0,11,7370,0%,741,11,1%,99,13%,210,21%,28%
MRV,187,2%,1,1,1,0,3,6,2,11,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,35,2,7%,11,32%,188,21%,28%
OOD,8928,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,1581,3,0%,397,25%,177,21%,28%
PER,297,5%,1,1,1,0,7,4,0,11,0,0,0,0,0,0,0,0,0,6,420,0,0,11,7370,0%,25,3,14%,17,68%,87,21%,28%
QDT,2867,6%,15,15,0,0,13,11,10,34,0,74,118400,11,5,0,0,0,0,133,9310,0,0,0,0,0%,1948,127,6%,99,5%,679,21%,28%
QUE,3837,3%,12,12,0,0,5,13,5,23,0,0,0,0,0,0,0,0,0,-30,-2100,0,0,8,5360,0%,1300,3,0%,173,13%,338,21%,28%
RIV,851,2%,2,2,1,0,3,6,4,13,0,86,150500,0,0,102,1020,0,0,-12,-840,0,0,11,7370,0%,354,99,28%,50,14%,416,21%,28%
RJV,242,5%,1,1,1,0,3,5,2,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,45,2,5%,15,34%,188,21%,28%
RNV,415,3%,1,1,0,0,3,4,2,9,0,42,73500,0,0,0,0,0,0,-8,-560,0,0,11,7370,0%,117,39,34%,24,21%,281,21%,28%
SDP,32396,5%,7,7,1,0,38,31,20,89,0,78,124800,81,40,10,100,0,0,158,11060,0,0,83,55610,50%,11027,496,4%,899,8%,340,21%,28%
SKE,877,6%,2,2,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,168,-0,-0%,52,31%,192,21%,28%
SMP,23528,4%,5,5,1,0,20,10,0,30,0,0,0,0,0,0,0,171,25,39,2730,0,0,101,67670,0%,4427,243,5%,897,20%,188,21%,28%
SPP,33205,3%,7,7,1,0,6,15,15,36,0,82,118900,0,0,0,0,0,0,81,5670,0,0,0,0,0%,11251,446,3%,559,4%,338,21%,28%
SRV,408,5%,1,1,1,0,4,9,6,19,0,55,96250,0,0,0,0,0,0,-18,-1260,0,0,0,0,0%,241,76,31%,13,5%,592,21%,28%
TNV,310,4%,1,1,1,0,8,5,2,15,0,0,0,0,0,0,0,0,0,6,420,-2,-5,10,6700,0%,58,3,6%,18,31%,186,21%,28%
UMB,2243,6%,4,4,0,0,5,8,10,23,0,0,0,0,0,0,0,0,0,21,1470,0,0,0,0,0%,1395,1,0%,112,8%,622,21%,28%
USV,125,2%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,19,2,11%,4,24%,154,21%,28%
WEA,252,5%,1,1,0,0,4,7,2,13,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,44,-0,-1%,16,37%,177,21%,28%
AVE,151,2%,2,2,1,0,7,7,0,14,0,0,0,0,0,0,0,0,0,34,2380,0,0,41,27470,0%,26,19,73%,4,15%,172,21%,28%
ANA,685,2%,2,2,1,0,5,10,0,15,0,0,0,0,0,0,0,0,0,-20,-1400,0,0,0,0,0%,39,-1,-2%,30,76%,58,21%,28%
BIU,829,5%,3,3,0,0,9,5,4,18,0,0,0,0,0,0,0,0,0,70,4900,0,0,44,29480,0%,231,19,8%,44,19%,279,21%,28%
CNO,5796,4%,1,1,0,0,4,7,0,11,0,0,0,0,0,0,0,0,0,-14,-980,0,0,28,18760,0%,1245,19,1%,268,21%,214,21%,28%
CPV,41937,7%,35,35,1,1,38,35,7,80,0,128,185600,25,12,10,100,385,57,158,11060,191,477,131,87770,20%,8673,605,6%,1826,21%,300,21%,28%
DOC,11260,4%,15,15,0,0,10,12,2,24,0,0,0,0,0,0,0,57,8,3,210,89,222,28,18760,-5%,1937,61,3%,569,29%,202,21%,28%
ETF,9430,3%,12,12,0,0,4,3,0,7,0,5,5000,4,2,0,0,10,1,13,910,14,35,8,5360,50%,1218,11,0%,472,38%,129,21%,28%
KGK,8496,3%,10,10,1,0,8,13,2,23,0,0,0,0,0,0,0,0,0,-7,-490,356,890,0,0,0%,2082,130,6%,443,21%,307,21%,28%
LEE,2598,4%,6,6,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,478,2,0%,105,21%,184,21%,28%
LRO,457,5%,4,4,1,0,6,2,0,8,0,0,0,0,0,0,0,0,0,-6,-420,0,0,8,5360,0%,30,1,5%,19,63%,67,21%,28%
MRC,40578,6%,25,25,0,0,132,167,44,343,0,166,232400,319,159,104,1040,133,19,810,56700,296,740,235,157450,75%,36286,9356,25%,1180,3%,894,21%,28%
NEP,12606,0%,7,7,0,0,17,21,0,38,0,5,2750,0,0,0,0,0,0,23,1610,0,0,10,6700,75%,2773,26,0%,642,23%,220,21%,28%
NMR,1344,5%,2,2,1,0,2,2,0,4,0,0,0,0,0,0,0,19,2,-8,-560,0,0,11,7370,0%,125,3,3%,65,52%,93,21%,28%
NPP,8413,4%,18,18,0,0,7,13,5,25,0,41,41000,0,0,31,310,0,0,8,560,-2,-5,0,0,75%,1590,52,3%,419,26%,189,21%,28%
PCS,1371,4%,2,2,0,1,5,4,0,9,0,0,0,0,0,0,0,43,6,-8,-560,0,0,11,7370,0%,173,7,4%,77,44%,126,21%,28%
REP,2602,2%,6,6,1,0,5,8,0,13,0,0,0,0,0,0,0,22,3,12,840,32,80,11,7370,0%,556,18,3%,123,22%,213,21%,28%
SEK,370,6%,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,9,6030,0%,18,1,10%,14,81%,49,21%,28%
SFG,24770,7%,40,40,0,0,30,38,12,80,0,20,24000,0,0,0,0,0,0,22,1540,-6,-15,0,0,0%,6856,79,1%,1098,16%,351,21%,28%
UFS,18971,5%,26,26,0,0,9,27,15,51,0,2,1700,0,0,0,0,0,0,66,4620,0,0,11,7370,0%,6050,43,0%,603,9%,318,21%,28%
WIE,543,4%,3,3,0,0,5,2,0,7,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,0%,38,-0,-0%,27,70%,71,21%,28%
BAR,86463,4%,22,22,0,0,41,82,15,138,0,169,312650,317,158,36,360,40,6,1632,114240,312,780,1620,1085400,45%,29759,12896,43%,3955,13%,344,21%,28%
FFN,25671,2%,14,14,1,0,8,20,14,42,0,190,304000,0,0,40,400,0,0,176,12320,0,0,0,0,0%,6998,852,12%,1047,14%,272,21%,28%
LLA,12661,4%,7,7,0,0,25,17,11,53,0,170,297500,36,18,0,0,0,0,63,4410,0,0,0,0,0%,8459,671,7%,280,3%,668,21%,28%
DRC,240070,3%,44,44,0,0,24,34,12,70,0,0,0,8,4,54,540,300,45,214,14980,82,205,92,61640,25%,18101,1005,5%,6939,38%,75,21%,28%
DVE,7066,3%,9,9,0,0,10,5,0,15,0,0,0,0,0,0,0,0,0,44,3080,-2,-5,0,0,0%,2150,1,0%,226,10%,304,21%,28%
EPC,33963,6%,23,23,1,1,1,5,8,14,0,0,0,14,7,54,540,0,0,24,1680,-4,-10,0,0,0%,3268,1,0%,967,29%,96,21%,28%
EPY,60274,6%,39,39,0,1,20,30,36,86,0,23,40250,119,59,459,4590,0,0,561,39270,136,340,441,295470,0%,16008,2132,13%,2240,13%,265,21%,28%
FDL,7395,5%,7,7,0,0,7,1,3,11,0,0,0,0,0,15,150,34,5,22,1540,-2,-5,9,6030,0%,979,4,0%,230,23%,169,21%,28%
GHN,4785,5%,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,373,1,0%,227,60%,78,21%,28%
NRS,6266,4%,6,6,1,0,7,4,2,13,0,0,0,0,0,0,0,0,0,-8,-560,41,102,11,7370,0%,1573,10,0%,371,23%,251,21%,28%
NWE,7316,4%,6,6,0,0,2,8,3,13,0,0,0,0,0,0,0,0,0,-16,-1120,0,0,8,5360,0%,1488,3,0%,434,29%,203,21%,28%
RDN,4598,4%,7,7,1,1,14,18,2,34,0,0,0,0,0,0,0,0,0,12,840,292,730,0,0,0%,1549,114,7%,188,12%,336,21%,28%
ROM,13401,7%,15,15,0,0,1,84,12,97,0,17,19550,0,0,0,0,0,0,-224,-15680,0,0,11,7370,0%,4333,74,1%,626,14%,323,21%,28%
RPT,2410,5%,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,99,1,1%,98,98%,41,21%,28%
WYK,6145,5%,5,5,0,0,3,6,10,19,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,2616,3,0%,365,13%,425,21%,28%
D02,182042,2%,82,82,1,0,21,49,12,82,0,32,41600,25,12,13,130,71,10,72,5040,75,187,15,10050,50%,32356,2100,6%,5703,17%,177,21%,28%
