Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
PLK,356,2%,2,2,4,4,0,8,0,0,0,0,0,0,7,1,-8,-560,9,22,8,5360,0%,23,3,16%,16,70%,65,8%,11%
SHT,649,2%,4,4,5,7,0,12,9,4950,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,31,2,8%,22,70%,49,8%,11%
TAM,14285,2%,24,24,6,33,0,39,0,0,0,0,0,0,113,16,-34,-2380,0,0,0,0,0%,2327,51,2%,197,8%,162,8%,11%
TPD,557,2%,3,3,4,3,0,7,0,0,0,0,0,0,9,1,-8,-560,14,35,5,3350,75%,46,3,7%,28,60%,84,8%,11%
TPP,14311,4%,28,28,9,8,2,19,0,0,53,26,0,0,0,0,16,1120,0,0,8,5360,0%,1574,8,0%,613,38%,110,8%,11%
TRH,9242,3%,13,13,0,13,0,13,0,0,0,0,0,0,9,1,-22,-1540,10,25,8,5360,50%,1570,21,1%,365,23%,169,8%,11%
TRI,2814,2%,5,5,3,7,2,12,0,0,0,0,0,0,45,6,-10,-700,58,145,0,0,25%,627,15,2%,160,25%,223,8%,11%
UEK,11338,7%,11,11,1,12,5,18,0,0,0,0,0,0,0,0,-24,-1680,0,0,0,0,25%,1923,-2,-0%,440,22%,169,8%,11%
WGK,451,2%,4,4,4,6,2,12,0,0,0,0,0,0,0,0,-12,-840,67,167,0,0,0%,74,9,12%,21,28%,165,8%,11%
AAV,109,3%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,25%,17,-0,-2%,6,38%,159,8%,11%
AGC,5764,2%,6,6,7,13,7,27,0,0,53,26,0,0,0,0,70,4900,0,0,0,0,25%,2692,12,0%,169,6%,467,8%,11%
AHM,1251,3%,7,7,7,10,0,17,0,0,0,0,0,0,0,0,-22,-1540,0,0,0,0,50%,128,-1,-1%,58,45%,102,8%,11%
ARN,4115,2%,8,8,7,8,1,16,0,0,0,0,0,0,71,10,8,560,0,0,17,11390,0%,1124,21,1%,152,13%,273,8%,11%
ATL,6760,2%,4,4,5,11,5,21,102,122400,0,0,137,1370,0,0,-22,-1540,0,0,0,0,0%,2679,209,7%,114,4%,396,8%,11%
AUC,4992,2%,15,15,8,21,14,43,19,20900,19,9,0,0,0,0,75,5250,0,0,9,6030,0%,2938,56,1%,213,7%,588,8%,11%
AUF,1402,2%,5,5,1,7,3,11,0,0,33,16,0,0,0,0,-18,-1260,0,0,94,62980,25%,416,48,11%,70,16%,296,8%,11%
BTR,18685,3%,25,25,7,24,3,34,28,28000,0,0,0,0,46,6,8,560,0,0,66,44220,0%,2124,168,7%,788,37%,113,8%,11%
CPF,1045,7%,3,3,5,5,0,10,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,0%,65,-0,-0%,52,80%,62,8%,11%
CUL,108,2%,1,1,4,5,0,9,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,2,2,84%,0,11%,26,8%,11%
ETV,363,2%,1,1,3,5,2,10,32,20800,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,72,11,16%,20,28%,198,8%,11%
FLU,305,6%,2,2,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,13,1,14%,10,74%,45,8%,11%
FRO,526,2%,3,3,4,8,0,12,0,0,0,0,0,0,0,0,-16,-1120,0,0,0,0,0%,30,-0,-2%,25,83%,58,8%,11%
JIN,619,2%,1,1,4,8,0,12,0,0,0,0,0,0,7,1,-3,-210,0,0,0,0,50%,65,0,1%,42,64%,106,8%,11%
KHM,7028,3%,13,13,5,12,2,19,0,0,0,0,0,0,0,0,14,980,0,0,61,40870,0%,1743,60,3%,313,17%,248,8%,11%
KKV,545,2%,1,1,3,4,0,7,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,49,2,4%,33,68%,90,8%,11%
KSA,5050,4%,10,10,6,11,8,25,6,6000,11,5,34,340,0,0,19,1330,0,0,0,0,25%,1886,8,0%,252,13%,373,8%,11%
LNV,364,2%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,62,-0,-0%,22,35%,171,8%,11%
LOC,109,2%,1,1,4,5,0,9,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,5,-0,-6%,6,101%,54,8%,11%
MES,880,2%,1,1,4,5,2,11,0,0,0,0,0,0,0,0,-10,-700,0,0,67,44890,0%,195,25,13%,56,28%,221,8%,11%
MJU,40996,1%,24,24,14,54,15,83,24,19200,61,30,24,240,52,7,110,7700,6,15,92,61640,60%,8824,608,6%,1275,14%,240,8%,11%
MNG,3084,2%,7,7,5,7,3,15,8,8000,0,0,0,0,0,0,19,1330,0,0,8,5360,0%,578,10,1%,88,15%,187,8%,11%
MRV,163,2%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,26,-0,-1%,10,37%,163,8%,11%
OOD,7801,3%,1,1,3,4,0,7,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,1243,3,0%,359,28%,159,8%,11%
PER,263,3%,1,1,4,6,0,10,0,0,0,0,0,0,0,0,-5,-350,0,0,0,0,50%,17,-0,-1%,15,88%,64,8%,11%
QDT,2524,3%,15,15,5,11,9,25,56,67200,8,4,0,0,0,0,78,5460,0,0,0,0,0%,1257,70,5%,87,6%,498,8%,11%
QUE,3356,2%,12,12,5,12,5,22,0,0,0,0,0,0,0,0,-28,-1960,0,0,0,0,0%,1126,-2,-0%,156,13%,335,8%,11%
RIV,735,2%,2,2,3,6,2,11,65,48750,0,0,78,780,0,0,-12,-840,0,0,0,0,0%,159,30,19%,45,28%,216,8%,11%
RJV,214,4%,1,1,3,4,0,7,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,15,-0,-1%,13,87%,70,8%,11%
RNV,364,3%,1,1,3,4,2,9,31,17050,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,67,8,12%,21,31%,185,8%,11%
SDP,28841,5%,7,7,17,35,15,67,59,76700,51,25,0,0,0,0,92,6440,0,0,56,37520,50%,7073,515,7%,793,11%,245,8%,11%
SKE,767,6%,2,2,5,6,0,11,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,71,-0,-0%,45,64%,92,8%,11%
SMP,20781,5%,5,5,1,19,0,20,0,0,0,0,0,0,140,21,-10,-700,0,0,48,32160,50%,2973,159,5%,802,27%,143,8%,11%
SPP,29492,4%,7,7,2,13,15,30,58,69600,0,0,0,0,0,0,54,3780,0,0,0,0,0%,7021,286,4%,513,7%,238,8%,11%
SRV,363,2%,1,1,4,8,4,16,38,28500,0,0,0,0,0,0,-16,-1120,0,0,0,0,0%,114,20,17%,12,10%,313,8%,11%
TNV,272,2%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,25%,45,-0,-0%,16,36%,166,8%,11%
UMB,1971,6%,4,4,4,7,4,15,0,0,0,0,0,0,0,0,7,490,0,0,0,0,0%,593,0,0%,100,16%,300,8%,11%
USV,109,2%,1,1,3,4,0,7,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,4,-0,-6%,4,101%,39,8%,11%
WEA,220,6%,1,1,4,6,2,12,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,75%,38,-0,-1%,13,35%,173,8%,11%
HHE,254132,3%,168,168,58,148,30,236,62,34100,51,25,18,180,108,16,202,14140,147,367,119,79730,50%,38516,4578,11%,9031,23%,190,8%,11%
AVE,135,2%,2,2,4,7,0,11,0,0,0,0,0,0,0,0,24,1680,0,0,29,19430,75%,19,14,76%,3,18%,144,8%,11%
ANA,611,2%,2,2,4,5,0,9,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,36,-0,-1%,28,76%,59,8%,11%
BIU,184,2%,2,2,5,6,2,13,0,0,0,0,0,0,0,0,37,2590,0,0,27,18090,25%,40,12,31%,10,24%,219,8%,11%
CPV,4235,2%,6,3,5,6,0,11,0,0,0,0,0,0,18,2,15,1050,27,67,0,0,25%,1232,10,0%,440,35%,143,8%,11%
DOC,2868,2%,4,4,4,8,0,12,0,0,0,0,0,0,27,4,9,630,49,122,0,0,0%,553,14,2%,179,32%,192,8%,11%
DMP,1546,6%,6,5,4,2,2,8,0,0,0,0,0,0,0,0,8,560,0,0,0,0,25%,291,0,0%,92,31%,165,8%,11%
ERP,700,4%,2,2,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,25%,109,-0,-0%,35,32%,156,8%,11%
FIK,1715,3%,3,3,4,5,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,333,0,0%,99,29%,194,8%,11%
HPV,802,3%,5,6,6,6,0,12,18,18000,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,28,10,36%,15,53%,48,8%,11%
IHS,2225,4%,3,3,3,4,0,7,8,8000,0,0,0,0,0,0,-2,-140,0,0,0,0,75%,270,5,1%,106,39%,121,8%,11%
KGK,5266,3%,7,7,5,11,0,16,0,0,0,0,0,0,0,0,-7,-490,0,0,0,0,0%,1264,-0,-0%,278,22%,240,8%,11%
LEE,2267,2%,6,6,3,6,2,11,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,75%,427,-0,-0%,94,22%,188,8%,11%
LRO,405,2%,4,4,2,5,0,7,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,24,2,8%,17,73%,59,8%,11%
MRC,36543,4%,25,25,26,160,39,225,121,157300,127,63,11,110,84,12,457,31990,123,307,158,105860,75%,23080,5726,24%,1162,5%,631,8%,11%
NMR,1198,2%,2,2,2,2,0,4,0,0,0,0,0,0,15,2,-8,-560,0,0,9,6030,0%,102,3,2%,60,58%,85,8%,11%
PCS,1755,4%,3,3,5,5,0,10,0,0,0,0,0,0,33,4,-12,-840,0,0,8,5360,25%,201,5,2%,96,47%,114,8%,11%
REP,2264,3%,6,6,5,7,0,12,0,0,0,0,0,0,16,2,6,420,24,60,0,0,75%,423,8,1%,111,26%,187,8%,11%
RVV,15457,7%,10,13,8,13,4,25,16,8800,16,8,0,0,8,1,25,1750,20,50,55,36850,25%,2264,74,3%,567,25%,204,8%,11%
SEK,5733,6%,11,11,4,6,2,12,0,0,0,0,0,0,0,0,5,350,0,0,10,6700,75%,1324,5,0%,237,17%,230,8%,11%
SFG,14570,3%,23,23,15,25,3,43,8,8000,0,0,0,0,0,0,-20,-1400,-6,-15,0,0,75%,3443,13,0%,645,18%,295,8%,11%
SMK,2284,2%,3,3,4,4,0,8,0,0,0,0,0,0,0,0,-8,-560,33,82,0,0,0%,298,4,1%,128,43%,130,8%,11%
SSD,11042,3%,9,9,10,24,0,34,0,0,6,3,0,0,56,8,99,6930,97,242,6,4020,0%,3823,142,3%,296,7%,346,8%,11%
UFS,13449,2%,18,18,7,20,10,37,0,0,0,0,0,0,0,0,25,1750,0,0,9,6030,0%,3886,18,0%,357,9%,288,8%,11%
WIE,481,5%,3,3,1,4,0,5,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,25%,30,-0,-1%,24,81%,63,8%,11%
BAR,75603,3%,22,22,8,74,13,95,134,93800,0,0,30,300,32,4,23,1610,330,825,678,454260,70%,17033,6221,36%,3487,20%,225,8%,11%
FFN,22504,2%,14,14,8,20,3,31,144,100800,0,0,30,300,0,0,102,7140,0,0,0,0,0%,3999,287,7%,949,23%,177,8%,11%
LLA,11055,3%,7,7,7,17,6,30,122,158600,18,9,0,0,0,0,13,910,0,0,0,0,0%,4321,454,10%,241,5%,390,8%,11%
DRC,95169,3%,12,17,14,8,0,22,0,0,0,0,0,0,239,35,52,3640,52,130,9,6030,0%,2978,57,1%,2047,68%,43,8%,11%
DVE,6205,3%,9,9,7,7,0,14,0,0,0,0,0,0,0,0,13,910,0,0,0,0,0%,1530,0,0%,205,13%,246,8%,11%
DVC,0,4%,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,438,1,0%,437,99%,36,8%,11%
EPC,18983,4%,18,20,1,4,4,9,0,0,8,4,30,300,0,0,11,770,-4,-10,0,0,25%,1380,0,0%,574,41%,73,8%,11%
EPY,55222,3%,39,39,18,30,27,75,16,19200,73,36,296,2960,0,0,23,1610,132,330,285,190950,0%,13297,1273,9%,2122,15%,240,8%,11%
FDL,4505,4%,3,3,3,1,0,4,0,0,0,0,0,0,31,4,9,630,0,0,8,5360,25%,316,3,1%,139,44%,70,8%,11%
FGJ,5351,4%,3,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,468,1,0%,158,33%,83,8%,11%
GHN,4343,5%,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,345,1,0%,213,61%,79,8%,11%
GNG,4330,8%,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,16750,25%,353,4,1%,213,60%,81,8%,11%
IWE,1084,4%,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,46,1,2%,45,97%,43,8%,11%
LCS,2199,9%,3,3,2,0,0,2,0,0,0,0,30,300,0,0,0,0,0,0,0,0,25%,165,0,0%,61,37%,75,8%,11%
LMC,6631,2%,2,2,4,1,2,7,0,0,0,0,5,50,0,0,-2,-140,0,0,7,4690,0%,1075,1,0%,180,16%,162,8%,11%
LMN,99576,4%,20,18,5,9,7,21,0,0,5,2,0,0,0,0,78,5460,-2,-5,16,10720,25%,6313,36,0%,2927,46%,55,8%,11%
MYU,1094,8%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,47,1,2%,45,97%,42,8%,11%
NRS,5579,2%,6,6,3,6,0,9,0,0,0,0,0,0,0,0,-12,-840,23,57,8,5360,0%,799,8,1%,328,41%,143,8%,11%
NWE,6517,4%,6,6,2,7,1,10,0,0,0,0,0,0,0,0,-14,-980,0,0,7,4690,0%,985,3,0%,381,38%,151,8%,11%
RDN,4098,3%,7,7,5,16,0,21,0,0,0,0,0,0,0,0,-10,-700,158,395,0,0,0%,869,64,7%,168,19%,212,8%,11%
ROM,9687,6%,7,7,7,15,9,31,0,0,0,0,0,0,0,0,32,2240,79,197,25,16750,0%,3091,84,2%,470,15%,319,8%,11%
RPG,11580,4%,2,2,2,2,1,5,0,0,0,0,14,140,0,0,5,350,0,0,27,18090,-5%,983,7,0%,544,55%,84,8%,11%
RPT,2187,3%,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,93,1,1%,92,98%,42,8%,11%
SHE,1084,4%,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,45,0,0%,45,100%,42,8%,11%
SSJ,1092,10%,1,1,1,1,2,4,0,0,0,0,19,190,0,0,-2,-140,0,0,7,4690,0%,150,1,1%,30,20%,137,8%,11%
WYK,5455,6%,5,5,3,6,1,10,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,932,3,0%,315,33%,170,8%,11%
XIF,2744,5%,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,294,0,0%,171,58%,76,8%,11%
