Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Avg_Infra_per_State,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
UEK,13032,7%,12,12,1,0,2,76,7,85,0,0,0,0,0,0,0,0,0,-157,-10990,1,2,21,14070,0%,3770,21,0%,491,13%,289,23%,31%
WGK,514,3%,4,4,1,0,0,21,2,23,0,0,0,0,0,0,0,0,0,-56,-3920,0,0,0,0,0%,72,-5,-7%,23,31%,141,23%,31%
AAV,126,4%,1,1,0,0,3,5,2,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,24,2,10%,7,31%,189,23%,31%
AGC,6782,2%,6,6,0,0,11,10,14,35,0,0,0,65,32,0,0,0,0,87,6090,0,0,0,0,0%,4149,11,0%,191,4%,611,23%,31%
AHM,1462,2%,7,7,0,0,15,11,0,26,0,0,0,0,0,0,0,0,0,-24,-1680,0,0,0,0,0%,172,-1,-0%,66,38%,118,23%,31%
ARN,4875,2%,8,8,1,0,7,8,8,23,0,0,0,0,0,0,0,93,13,16,1120,0,0,20,13400,0%,2181,25,1%,173,7%,447,23%,31%
ATL,7852,5%,4,4,0,0,7,12,6,25,0,135,249750,0,0,180,1800,0,0,-24,-1680,0,0,0,0,0%,3555,466,13%,128,3%,452,23%,31%
AUC,5861,2%,15,15,1,0,24,8,15,47,0,24,38400,24,12,0,0,0,0,155,10850,0,0,11,7370,0%,4139,43,1%,246,5%,706,23%,31%
AUF,1643,2%,5,5,1,0,1,6,3,10,0,0,0,41,20,0,0,0,0,-20,-1400,0,0,113,75710,0%,547,54,9%,79,14%,333,23%,31%
BTR,21857,2%,25,25,0,0,26,9,5,40,0,37,59200,0,0,0,0,61,9,66,4620,0,0,89,59630,0%,3334,118,3%,893,26%,152,23%,31%
CUL,124,4%,1,1,1,0,5,5,0,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,9,6030,0%,3,2,73%,0,10%,30,23%,31%
ETV,420,5%,1,1,1,0,3,6,2,11,0,74,118400,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,156,72,46%,27,17%,372,23%,31%
FLU,349,6%,2,2,0,0,6,4,0,10,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,18,2,12%,12,67%,54,23%,31%
FRO,606,2%,3,3,0,0,10,4,0,14,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,44,2,5%,29,65%,72,23%,31%
JIN,708,3%,1,1,0,0,9,6,0,15,0,0,0,0,0,0,0,11,1,9,630,0,0,11,7370,0%,90,6,6%,47,51%,127,23%,31%
KHM,8178,4%,13,13,0,0,5,12,2,19,0,0,0,0,0,0,0,0,0,25,1750,0,0,75,50250,0%,2119,80,3%,351,16%,259,23%,31%
KKV,623,4%,1,1,1,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,119,2,2%,36,30%,191,23%,31%
KSA,5781,5%,10,10,0,1,10,10,10,30,0,94,173900,21,10,48,480,0,0,52,3640,0,0,11,7370,25%,2874,188,6%,285,9%,497,23%,31%
LNV,422,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,78,2,3%,24,31%,185,23%,31%
LOC,125,3%,1,1,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,6,-0,-5%,6,99%,53,23%,31%
MES,1009,5%,1,1,1,0,4,5,2,11,0,0,0,0,0,0,0,0,0,-10,-700,0,0,78,52260,0%,259,30,11%,64,24%,257,23%,31%
MJU,100137,6%,54,54,0,0,80,85,31,196,0,183,283650,211,105,43,430,141,21,769,53830,9,22,245,164150,50%,28162,3447,12%,3205,11%,433,23%,31%
MNG,3587,4%,7,7,0,0,10,5,3,18,0,11,11000,0,0,0,0,0,0,35,2450,0,0,11,7370,0%,775,11,1%,101,13%,216,23%,31%
MRV,191,2%,1,1,1,0,3,6,2,11,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,37,2,7%,12,33%,197,23%,31%
OOD,9108,4%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,1624,3,0%,404,24%,178,23%,31%
PER,302,5%,1,1,0,0,7,4,0,11,0,0,0,0,0,0,0,0,0,6,420,0,0,11,7370,0%,26,3,14%,18,68%,87,23%,31%
QDT,2923,5%,15,15,0,0,14,11,10,35,0,74,125800,11,5,0,0,0,0,133,9310,0,0,0,0,0%,2051,135,6%,101,4%,701,23%,31%
QUE,3912,3%,12,12,0,0,5,13,5,23,0,0,0,0,0,0,0,0,0,-30,-2100,0,0,8,5360,0%,1368,3,0%,175,12%,349,23%,31%
RIV,869,2%,2,2,1,0,3,6,4,13,0,86,159100,0,0,102,1020,0,0,-12,-840,0,0,11,7370,0%,376,105,28%,51,13%,432,23%,31%
RJV,246,5%,1,1,1,0,3,5,2,10,0,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,47,2,5%,15,33%,192,23%,31%
RNV,423,4%,1,1,0,0,3,4,2,9,0,42,73500,0,0,0,0,0,0,-8,-560,0,0,11,7370,0%,117,39,33%,25,21%,278,23%,31%
SDP,33055,6%,7,7,1,0,38,31,20,89,0,78,120900,81,40,35,350,0,0,158,11060,0,0,81,54270,50%,11404,486,4%,913,8%,345,23%,31%
SKE,894,6%,2,2,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,173,-0,-0%,53,30%,194,23%,31%
SMP,24006,4%,5,5,1,0,20,10,0,30,0,0,0,0,0,0,0,171,25,39,2730,0,0,101,67670,0%,4420,240,5%,912,20%,184,23%,31%
SPP,33881,3%,7,7,1,0,7,15,15,37,0,82,127100,0,0,0,0,0,0,81,5670,0,0,0,0,0%,11515,491,4%,568,4%,339,23%,31%
SRV,415,5%,1,1,1,0,4,9,6,19,0,55,93500,0,0,0,0,0,0,-18,-1260,0,0,0,0,0%,245,74,30%,13,5%,592,23%,31%
TNV,316,4%,1,1,1,0,8,5,2,15,0,0,0,0,0,0,0,0,0,8,560,-2,-5,11,7370,0%,59,4,6%,18,31%,187,23%,31%
UMB,2285,6%,4,4,0,0,6,7,10,23,0,0,0,0,0,0,0,0,0,23,1610,0,0,0,0,0%,1437,1,0%,114,7%,628,23%,31%
USV,127,2%,1,1,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,20,2,11%,4,24%,157,23%,31%
WEA,257,6%,1,1,0,0,4,7,2,13,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,46,-0,-1%,17,37%,179,23%,31%
AVE,154,2%,2,2,1,0,7,7,0,14,0,0,0,0,0,0,0,0,0,34,2380,0,0,41,27470,0%,26,19,72%,4,15%,173,23%,31%
ANA,697,2%,2,2,0,0,1,13,0,14,0,0,0,0,0,0,0,0,0,-36,-2520,0,0,0,0,0%,38,-2,-6%,30,80%,54,23%,31%
BIU,843,5%,3,3,1,0,9,5,4,18,0,0,0,0,0,0,0,0,0,70,4900,0,0,44,29480,0%,237,19,8%,44,18%,281,23%,31%
CNO,5901,4%,1,1,0,0,5,7,0,12,0,0,0,0,0,0,0,0,0,-14,-980,0,0,29,19430,0%,1584,23,1%,283,17%,268,23%,31%
CPV,42631,7%,35,35,1,1,42,40,7,89,0,128,224000,26,13,19,190,397,59,198,13860,212,530,133,89110,20%,8947,742,8%,1848,20%,304,23%,31%
DOC,11454,4%,15,15,0,0,10,12,2,24,0,1,1000,0,0,0,0,65,9,9,630,102,255,31,20770,-5%,2028,72,3%,576,28%,207,23%,31%
ETF,9580,2%,12,12,0,0,4,4,0,8,0,5,5000,4,2,0,0,10,1,13,910,14,35,8,5360,50%,1314,11,0%,485,36%,137,23%,31%
KGK,8644,3%,10,10,1,0,8,13,2,23,0,0,0,0,0,0,0,0,0,-7,-490,357,892,0,0,0%,2163,132,6%,449,20%,313,23%,31%
LEE,2651,4%,6,6,0,0,5,6,2,13,0,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,500,2,0%,106,21%,188,23%,31%
LRO,465,5%,4,4,1,0,6,3,0,9,0,0,0,0,0,0,0,0,0,-8,-560,0,0,8,5360,0%,31,2,6%,19,63%,67,23%,31%
MRC,41344,5%,25,25,0,0,132,173,45,350,0,166,232400,336,168,104,1040,133,19,810,56700,296,740,235,157450,75%,38132,9619,25%,1197,3%,922,23%,31%
NEP,12844,1%,7,7,0,0,17,22,0,39,0,6,3300,0,0,0,0,0,0,19,1330,0,0,10,6700,50%,2976,27,0%,655,22%,231,23%,31%
NMR,1368,5%,2,2,1,0,2,2,0,4,0,0,0,0,0,0,0,19,2,-8,-560,0,0,11,7370,0%,127,3,2%,66,52%,93,23%,31%
NPP,8565,4%,18,18,0,0,7,9,5,21,0,42,42000,0,0,32,320,0,0,8,560,-2,-5,7,4690,0%,1462,42,2%,429,29%,170,23%,31%
PCS,1395,4%,2,2,0,0,5,4,0,9,0,0,0,0,0,0,0,43,6,-8,-560,0,0,11,7370,0%,180,7,4%,78,43%,129,23%,31%
REP,2656,2%,6,6,1,0,5,8,0,13,0,0,0,0,0,0,0,22,3,12,840,32,80,11,7370,0%,586,18,3%,125,21%,220,23%,31%
SEK,376,6%,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,8,5360,0%,18,1,9%,15,82%,48,23%,31%
SFG,25220,7%,40,40,0,0,33,35,12,80,0,21,30450,0,0,0,0,0,0,31,2170,-6,-15,0,0,0%,7299,98,1%,1114,15%,368,23%,31%
UFS,19366,6%,26,26,0,0,10,27,15,52,0,2,2300,0,0,0,0,0,0,66,4620,0,0,11,7370,0%,6412,44,0%,613,9%,331,23%,31%
WIE,553,4%,3,3,0,0,5,2,0,7,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,0%,39,-0,-0%,27,69%,71,23%,31%
BAR,88138,4%,22,22,0,0,53,68,15,136,0,169,312650,317,158,36,360,40,6,1849,129430,294,735,1716,1149720,45%,28115,10243,36%,4029,14%,318,23%,31%
FFN,26175,2%,14,14,1,0,8,20,15,43,0,190,323000,0,0,40,400,0,0,209,14630,-4,-10,0,0,0%,7335,923,12%,1063,14%,280,23%,31%
LLA,12909,4%,7,7,1,0,25,17,11,53,0,170,314500,36,18,0,0,0,0,63,4410,0,0,0,0,0%,8960,727,8%,285,3%,694,23%,31%
DRC,192240,4%,44,38,0,0,19,30,12,61,0,0,0,9,4,61,610,290,43,182,12740,17,42,102,68340,25%,15931,750,4%,7002,43%,65,23%,31%
DVE,7199,3%,9,9,0,0,10,5,0,15,0,0,0,0,0,0,0,0,0,44,3080,-2,-5,0,0,0%,2224,1,0%,229,10%,309,23%,31%
EPC,85468,6%,23,29,1,1,2,8,8,18,0,0,0,14,7,54,540,22,3,53,3710,44,110,0,0,0%,3078,17,0%,976,31%,89,23%,31%
EPY,61046,6%,39,39,0,1,22,67,36,125,0,23,42550,119,59,480,4800,0,0,694,48580,132,330,486,325620,25%,18697,3660,19%,2271,12%,306,23%,31%
FDL,7489,4%,7,7,0,0,7,1,3,11,0,0,0,0,0,15,150,34,5,22,1540,-2,-5,9,6030,0%,981,4,0%,232,23%,167,23%,31%
GHN,4848,4%,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,0%,362,1,0%,229,63%,74,23%,31%
NRS,6374,4%,6,6,1,0,7,4,2,13,0,0,0,0,0,0,0,0,0,-8,-560,41,102,11,7370,0%,1618,10,0%,376,23%,253,23%,31%
NWE,7442,4%,6,6,0,0,2,8,3,13,0,0,0,0,0,0,0,0,0,-16,-1120,0,0,8,5360,0%,1537,4,0%,440,28%,206,23%,31%
RDN,4676,4%,7,7,1,1,14,18,2,34,0,0,0,0,0,0,0,0,0,12,840,292,730,0,0,0%,1574,115,7%,191,12%,336,23%,31%
ROM,13666,7%,15,15,0,0,1,92,12,105,0,17,27200,0,0,0,0,0,0,-246,-17220,0,0,11,7370,0%,4651,123,2%,635,13%,340,23%,31%
RPT,2439,5%,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,100,1,1%,99,98%,41,23%,31%
WYK,6255,4%,5,5,0,0,4,5,10,19,0,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,2712,3,0%,370,13%,433,23%,31%
D02,185190,2%,82,82,1,0,21,48,12,81,0,48,67200,45,22,13,130,171,25,79,5530,73,182,15,10050,50%,34172,3158,9%,5777,16%,184,23%,31%
