Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
BTR,19431,2%,25,25,7,26,3,36,32,35200,0,0,0,0,54,8,13,910,0,0,78,52260,0%,2307,222,9%,811,35%,118,12%,16%
CUL,112,2%,1,1,4,5,0,9,0,0,0,0,0,0,0,0,-10,-700,0,0,8,5360,0%,3,2,80%,0,11%,27,12%,16%
ETV,377,5%,1,1,3,3,2,8,35,38500,0,0,0,0,0,0,-6,-420,0,0,0,0,0%,77,16,21%,22,28%,205,12%,16%
FLU,316,5%,2,2,4,6,0,10,0,0,0,0,0,0,0,0,-12,-840,0,0,8,5360,0%,15,2,17%,10,69%,48,12%,16%
FRO,545,2%,3,3,5,8,0,13,0,0,0,0,0,0,0,0,-16,-1120,0,0,8,5360,0%,37,3,8%,26,71%,68,12%,16%
JIN,640,2%,1,1,5,9,0,14,0,0,0,0,0,0,8,1,-2,-140,0,0,8,5360,0%,72,5,7%,43,60%,113,12%,16%
KHM,7303,2%,13,13,5,12,2,19,0,0,0,0,0,0,0,0,18,1260,0,0,66,44220,0%,1865,67,3%,322,17%,255,12%,16%
KKV,563,5%,1,1,3,4,0,7,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,54,2,4%,34,63%,96,12%,16%
KSA,5223,5%,10,10,6,13,9,28,42,42000,14,7,42,420,0,0,28,1960,0,0,9,6030,25%,2230,63,2%,260,11%,426,12%,16%
LNV,377,3%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,66,2,3%,22,34%,176,12%,16%
LOC,113,2%,1,1,4,5,0,9,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,6,-0,-6%,6,100%,54,12%,16%
MES,911,5%,1,1,4,5,2,11,0,0,0,0,0,0,0,0,-10,-700,0,0,72,48240,0%,216,27,12%,59,27%,237,12%,16%
MJU,52046,3%,27,33,22,81,19,122,30,36000,78,39,25,250,56,8,102,7140,9,22,106,71020,50%,13373,1140,8%,1389,10%,343,12%,16%
MNG,3205,3%,7,7,6,8,3,17,10,10000,0,0,0,0,0,0,23,1610,0,0,9,6030,0%,645,13,2%,92,14%,201,12%,16%
MRV,170,2%,1,1,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,30,2,7%,10,34%,176,12%,16%
OOD,8107,4%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,1516,3,0%,369,24%,187,12%,16%
PER,272,2%,1,1,4,7,0,11,0,0,0,0,0,0,0,0,-5,-350,0,0,7,4690,0%,22,2,12%,16,75%,81,12%,16%
QDT,2618,5%,15,15,7,11,10,28,56,81200,8,4,0,0,0,0,96,6720,0,0,0,0,0%,1572,88,5%,93,5%,600,12%,16%
QUE,3486,2%,12,12,5,13,5,23,0,0,0,0,0,0,0,0,-30,-2100,0,0,7,4690,0%,1235,2,0%,160,13%,354,12%,16%
RIV,766,2%,2,2,3,6,3,12,70,101500,0,0,84,840,0,0,-12,-840,0,0,9,6030,0%,240,67,28%,46,19%,313,12%,16%
RJV,222,5%,1,1,3,5,0,8,0,0,0,0,0,0,0,0,-10,-700,0,0,7,4690,0%,18,2,11%,13,74%,81,12%,16%
RNV,378,3%,1,1,3,4,2,9,37,40700,0,0,0,0,0,0,-8,-560,0,0,9,6030,0%,87,22,26%,22,26%,231,12%,16%
SDP,29779,7%,7,7,22,42,18,82,68,98600,71,35,0,0,0,0,122,8540,0,0,84,56280,50%,8611,782,9%,845,9%,289,12%,16%
SKE,797,5%,2,2,5,6,0,11,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,80,-0,-0%,49,60%,100,12%,16%
SMP,21504,3%,5,5,1,17,0,18,0,0,0,0,0,0,150,22,6,420,0,0,90,60300,0%,3501,269,7%,839,23%,162,12%,16%
SPP,30483,3%,7,7,3,13,15,31,72,93600,0,0,0,0,0,0,69,4830,0,0,0,0,0%,8098,391,4%,525,6%,265,12%,16%
SRV,376,5%,1,1,4,9,4,17,44,52800,0,0,0,0,0,0,-18,-1260,0,0,0,0,0%,143,41,29%,12,8%,380,12%,16%
TNV,282,3%,1,1,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,0%,46,-0,-0%,17,36%,165,12%,16%
UMB,2045,5%,4,4,4,9,6,19,0,0,0,0,0,0,0,0,11,770,0,0,0,0,0%,826,0,0%,105,12%,403,12%,16%
USV,113,2%,1,1,3,4,0,7,0,0,0,0,0,0,0,0,-8,-560,0,0,7,4690,0%,6,1,29%,4,65%,60,12%,16%
WEA,228,6%,1,1,4,6,2,12,0,0,0,0,0,0,0,0,-12,-840,0,0,0,0,0%,37,-0,-1%,13,37%,161,12%,16%
HHE,167149,3%,169,119,55,120,31,206,103,87550,34,17,46,460,85,12,235,16450,57,142,74,49580,50%,33178,4113,12%,9245,27%,129,12%,16%
AVE,139,2%,2,2,6,10,0,16,0,0,0,0,0,0,0,0,30,2100,0,0,36,24120,75%,30,23,78%,3,12%,215,12%,16%
ANA,631,2%,2,2,4,5,0,9,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,38,-0,-0%,28,75%,60,12%,16%
BIU,190,4%,2,2,5,6,2,13,0,0,0,0,0,0,0,0,56,3920,0,0,37,24790,25%,46,17,37%,10,22%,246,12%,16%
CPV,20251,9%,15,15,19,27,4,50,21,21000,17,8,0,0,46,6,99,6930,107,267,66,44220,25%,4836,323,6%,1073,22%,238,12%,16%
DOC,2991,2%,4,4,5,9,0,14,0,0,0,0,0,0,34,5,11,770,64,160,0,0,0%,593,21,3%,185,31%,198,12%,16%
ERP,724,3%,2,2,3,5,2,10,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,0%,111,-0,-0%,36,32%,153,12%,16%
FIK,1783,2%,3,3,4,6,2,12,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,0%,348,-0,-0%,102,29%,195,12%,16%
HPV,1989,4%,9,9,8,7,1,16,21,21000,0,0,0,0,0,0,-16,-1120,0,0,0,0,0%,182,12,6%,88,48%,170,12%,16%
IHS,2312,8%,3,3,4,3,1,8,10,10000,0,0,0,0,0,0,0,0,0,0,0,0,0%,319,5,1%,109,34%,138,12%,16%
KGK,7807,3%,10,10,8,13,2,23,0,0,0,0,0,0,0,0,-12,-840,12,30,0,0,0%,1795,3,0%,417,23%,288,12%,16%
LEE,2357,2%,6,6,3,6,2,11,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,420,2,0%,97,23%,178,12%,16%
LRO,419,2%,4,4,2,6,0,8,0,0,0,0,0,0,0,0,-14,-980,0,0,7,4690,0%,25,2,8%,18,72%,60,12%,16%
MRC,120269,3%,25,67,66,171,43,280,126,182700,199,99,19,190,96,14,427,29890,141,352,183,122610,75%,25913,5390,20%,1110,4%,687,12%,16%
NMR,1238,2%,2,2,2,2,0,4,0,0,0,0,0,0,16,2,-8,-560,0,0,9,6030,0%,109,3,2%,61,56%,88,12%,16%
PCS,1829,4%,3,3,5,5,0,10,0,0,0,0,0,0,38,5,-14,-980,0,0,9,6030,0%,220,6,3%,103,47%,120,12%,16%
REP,2354,2%,6,6,5,8,0,13,0,0,0,0,0,0,19,2,8,560,28,70,9,6030,0%,442,14,3%,114,25%,187,12%,16%
SEK,5948,7%,11,11,4,6,2,12,0,0,0,0,0,0,0,0,5,350,0,0,10,6700,75%,1348,6,0%,244,18%,226,12%,16%
SFG,20440,2%,25,28,16,31,7,54,11,11000,0,0,0,0,0,0,5,350,-6,-15,0,0,0%,4362,28,0%,682,15%,358,12%,16%
SSD,11463,3%,9,9,10,26,0,36,0,0,7,3,0,0,72,10,139,9730,126,315,7,4690,0%,4322,212,4%,304,7%,377,12%,16%
UFS,14006,2%,18,17,7,18,13,38,0,0,0,0,0,0,0,0,34,2380,0,0,9,6030,0%,4553,19,0%,366,8%,327,12%,16%
WIE,498,5%,3,3,1,5,0,6,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,0%,31,-0,-1%,25,81%,63,12%,16%
BAR,78555,3%,22,22,8,96,13,117,146,124100,0,0,32,320,35,5,260,18200,328,820,836,560120,70%,21724,9509,43%,3613,16%,276,12%,16%
FFN,23362,2%,14,14,8,20,5,33,167,141950,0,0,35,350,0,0,124,8680,0,0,0,0,0%,4594,404,8%,975,21%,196,12%,16%
LLA,11489,2%,7,7,7,17,11,35,150,217500,32,16,0,0,0,0,40,2800,0,0,0,0,0%,5408,578,10%,255,4%,470,12%,16%
DRC,224319,3%,44,44,24,31,12,67,0,0,7,3,42,420,245,36,150,10500,52,130,69,46230,25%,16449,712,4%,6636,40%,73,12%,16%
DVE,6442,2%,9,9,7,8,0,15,0,0,0,0,0,0,0,0,27,1890,-2,-5,0,0,0%,1720,1,0%,211,12%,267,12%,16%
EPC,31869,3%,23,23,0,5,6,11,0,0,9,4,40,400,0,0,12,840,-4,-10,0,0,25%,2832,0,0%,929,32%,88,12%,16%
EPY,56632,2%,39,39,19,30,36,85,19,24700,86,43,348,3480,0,0,38,2660,156,390,330,221100,0%,15279,1508,9%,2154,14%,269,12%,16%
FDL,6919,3%,7,7,6,2,1,9,0,0,0,0,10,100,31,4,20,1400,-2,-5,8,5360,25%,669,5,0%,221,33%,123,12%,16%
GHN,4489,5%,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,351,1,0%,218,62%,78,12%,16%
NRS,5772,2%,6,6,4,6,0,10,0,0,0,0,0,0,0,0,-12,-840,36,90,9,6030,0%,1042,13,1%,350,33%,180,12%,16%
NWE,6735,3%,6,6,2,8,1,11,0,0,0,0,0,0,0,0,-16,-1120,0,0,7,4690,0%,1034,3,0%,392,37%,153,12%,16%
RDN,4235,3%,7,7,5,18,0,23,0,0,0,0,0,0,0,0,-9,-630,189,472,0,0,0%,835,74,8%,173,20%,197,12%,16%
ROM,12011,8%,14,14,5,23,11,39,15,15000,0,0,0,0,0,0,-46,-3220,0,0,9,6030,0%,3174,42,1%,576,18%,264,12%,16%
RPT,2262,4%,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4690,25%,95,1,1%,94,98%,42,12%,16%
WYK,5643,5%,5,5,3,6,1,10,0,0,0,0,0,0,0,0,-12,-840,0,0,7,4690,0%,1073,3,0%,343,31%,190,12%,16%
