filename;oil;aluminium;rubber;tungsten;steel;chromium;coal
104-East Temerarium.txt;15;0;0;0;0;0;0
1040-state.txt;0;0;0;0;0;0;0
1041-state.txt;0;0;20;0;0;0;0
1042-state.txt;0;0;0;0;0;0;0
1043-state.txt;0;0;0;0;0;0;0
1044-state.txt;0;0;0;0;0;0;0
1045-state.txt;0;0;0;0;0;0;0
1046-state.txt;0;0;0;0;0;0;0
1047-state.txt;0;0;0;0;0;0;0
1048-state.txt;0;0;0;0;0;0;0
1049-state.txt;0;0;0;0;0;0;0
105-state.txt;0;0;0;0;0;0;0
1050-state.txt;0;0;0;0;0;0;0
1051-state.txt;0;0;0;0;0;0;0
1052-state.txt;0;0;0;0;0;0;10
1053-state.txt;0;0;0;0;0;0;0
1054-state.txt;0;0;0;0;0;0;0
1055-state.txt;0;0;0;0;0;0;0
1056-state.txt;0;0;0;0;0;0;0
1057-state.txt;0;0;0;0;0;0;0
1058-state.txt;0;0;0;0;0;0;10
1059-state.txt;0;0;0;0;0;0;0
106-state.txt;5;0;0;0;0;0;0
1060-state.txt;0;0;0;0;0;0;0
107-state.txt;0;0;0;0;0;0;0
108-state.txt;0;0;0;0;0;0;0
109-state.txt;0;0;0;0;0;0;0
11-state.txt;0;0;0;0;12;0;0
110-Pluvia.txt;0;0;0;0;12;0;0
111-state.txt;0;0;0;0;0;0;0
112-state.txt;0;0;0;0;0;0;0
113-state.txt;0;0;0;0;0;0;0
114-state.txt;12;0;6;0;0;0;0
115-state.txt;0;0;0;0;0;0;0
116-state.txt;0;0;0;0;0;0;0
117-state.txt;0;0;0;0;0;0;0
118-state.txt;0;8;0;0;12;0;0
119-state.txt;0;0;0;0;0;0;4
12-state.txt;0;1;0;0;3;30;0
120-state.txt;5;0;0;0;0;0;0
121-state.txt;0;0;0;0;0;0;0
122-Principality of Laity.txt;7;12;0;0;24;0;0
123-state.txt;7;0;0;0;0;0;0
124-state.txt;6;0;3;0;0;0;0
125-state.txt;0;0;5;0;0;0;0
126-state.txt;0;0;0;0;0;0;0
127-state.txt;5;0;0;0;0;0;0
128-state.txt;3;0;0;0;0;0;10
129-state.txt;0;0;0;12;0;24;0
13-Potentoas Mainland.txt;9;0;0;0;15;0;0
130-state.txt;0;0;0;0;0;0;0
131-state.txt;0;0;0;0;0;0;0
132-state.txt;0;0;20;0;0;0;0
133-state.txt;0;0;0;0;0;0;0
134-state.txt;0;0;0;10;6;7;0
135-state.txt;0;0;0;0;0;0;0
136-state.txt;0;0;0;18;8;24;0
137-state.txt;0;0;0;0;12;0;6
138-state.txt;0;0;0;0;0;0;0
139-state.txt;0;0;0;0;0;0;0
14-Aborroas Region.txt;0;0;0;0;42;0;0
140-state.txt;0;0;0;0;9;0;0
141-state.txt;2;0;0;0;6;0;0
142-state.txt;0;0;0;0;0;0;11
143-state.txt;0;0;0;0;0;0;0
144-state.txt;0;0;0;0;0;0;0
145-state.txt;0;0;0;0;0;0;0
146-state.txt;0;0;0;0;6;0;0
147-state.txt;0;0;0;0;0;0;0
148-state.txt;0;0;0;0;0;30;0
149-state.txt;0;0;0;0;0;0;0
15-North Aquilonoas.txt;0;5;4;0;0;10;15
150-state.txt;0;0;0;0;0;0;0
151-state.txt;0;0;0;0;0;0;0
152-state.txt;0;0;0;0;0;0;0
153-state.txt;0;0;0;0;0;0;0
154-state.txt;0;0;0;0;0;0;0
155-state.txt;0;0;0;0;12;0;0
156-state.txt;0;0;0;0;0;0;0
157-state.txt;2;0;0;0;0;0;0
158-state.txt;0;0;0;0;0;0;0
159-state.txt;0;0;0;0;12;0;6
16-West Temerarium.txt;24;0;0;0;0;0;0
160-state.txt;0;0;0;0;0;0;4
161-state.txt;0;0;0;0;12;0;0
162-state.txt;0;0;0;0;6;0;8
163-state.txt;0;0;0;0;0;0;0
164-state.txt;0;0;0;0;0;0;0
165-state.txt;0;0;0;0;0;0;0
166-state.txt;0;0;14;0;8;0;0
167-state.txt;0;0;0;0;0;0;0
168-state.txt;0;0;0;0;6;0;0
169-state.txt;10;0;0;0;0;0;0
17-South Islands.txt;18;0;0;0;0;0;0
170-state.txt;0;0;0;0;6;0;0
171-state.txt;0;0;0;0;0;0;0
172-state.txt;0;0;0;0;20;0;0
173-state.txt;0;0;0;0;15;0;0
174-state.txt;0;0;0;0;0;0;0
175-state.txt;0;0;0;0;0;0;0
176-state.txt;7;8;0;0;0;0;0
177-state.txt;0;0;0;0;24;0;0
178-state.txt;0;0;0;0;0;0;0
179-state.txt;0;0;0;0;0;0;0
18-Agricola Midland.txt;0;0;0;0;12;0;0
180-state.txt;0;0;0;0;0;0;0
181-state.txt;0;0;0;0;0;0;0
182-state.txt;0;0;0;0;0;0;0
183-state.txt;0;0;10;0;0;0;0
184-state.txt;5;8;0;0;24;0;0
185-state.txt;0;0;0;0;0;0;0
186-state.txt;0;0;0;0;0;0;0
187-state.txt;3;0;0;0;0;0;0
188-state.txt;0;0;0;0;0;0;0
189-state.txt;0;0;0;0;0;0;36
19-state.txt;0;0;0;0;0;0;0
190-state.txt;0;0;0;0;8;0;0
191-state.txt;0;0;0;0;0;0;20
192-state.txt;0;0;5;0;0;0;0
193-state.txt;0;0;0;0;0;0;0
194-state.txt;0;0;0;0;12;0;0
195-state.txt;0;0;0;0;0;0;0
196-state.txt;0;0;0;0;8;0;0
197-state.txt;0;0;0;0;0;0;0
198-state.txt;0;0;0;0;6;0;0
199-state.txt;0;0;0;0;0;0;0
2-state.txt;0;0;0;0;24;0;0
20-state.txt;0;0;0;0;0;0;0
200-state.txt;0;0;0;0;0;0;0
201-state.txt;0;0;0;0;8;0;0
202-Drev.txt;0;0;0;0;0;0;0
203-state.txt;0;0;0;0;0;0;0
204-state.txt;0;0;0;0;0;0;0
205-state.txt;0;0;0;0;0;0;0
206-state.txt;5;0;0;0;0;0;0
207-state.txt;0;0;0;0;0;0;0
208-state.txt;0;0;0;0;0;0;0
209-state.txt;0;0;0;0;0;0;0
21-state.txt;0;12;0;0;18;0;0
210-state.txt;0;0;0;0;0;0;0
211-state.txt;0;0;0;0;0;0;0
212-Pevar.txt;0;0;0;0;0;0;0
213-state.txt;0;0;0;0;6;0;0
214-state.txt;5;0;0;0;12;0;0
215-state.txt;0;12;0;0;6;0;0
216-state.txt;0;0;0;0;16;0;0
217-state.txt;0;0;0;0;12;0;0
218-state.txt;0;0;0;0;0;0;0
219-state.txt;0;0;0;8;12;12;0
22-state.txt;0;0;0;0;0;0;0
220-state.txt;0;0;0;10;0;0;28
221-state.txt;0;0;0;0;0;0;0
222-state.txt;0;0;0;0;18;0;0
223-state.txt;0;0;0;0;12;0;0
224-state.txt;0;0;0;0;0;0;0
225-East Drev.txt;0;0;0;0;0;0;0
226-Cantrov.txt;0;0;0;0;0;0;0
227-Genar.txt;0;0;0;0;0;0;0
228-state.txt;0;0;0;0;0;0;0
229-state.txt;0;0;0;0;0;0;0
23-state.txt;0;0;0;0;8;0;0
230-state.txt;0;0;0;0;0;0;0
231-state.txt;0;0;0;13;38;25;0
232-state.txt;0;0;0;9;27;18;0
233-state.txt;0;0;0;0;0;0;0
234-state.txt;0;0;0;0;8;0;0
235-state.txt;0;0;0;0;6;0;0
236-state.txt;2;0;0;0;0;0;0
237-state.txt;0;0;0;8;0;0;0
238-state.txt;0;0;0;0;0;0;0
239-state.txt;0;0;0;0;0;0;0
24-state.txt;0;0;0;0;0;0;0
240-state.txt;0;0;0;0;0;0;0
241-state.txt;0;0;0;23;12;0;0
242-state.txt;0;0;0;0;0;0;0
243-state.txt;0;0;0;0;0;0;0
244-state.txt;0;0;0;0;0;0;0
245-state.txt;0;0;5;0;0;0;0
246-state.txt;0;0;0;8;0;12;0
247-state.txt;0;0;0;0;0;0;0
248-state.txt;0;0;0;0;12;0;0
249-state.txt;0;0;0;0;0;0;0
25-state.txt;0;0;0;0;12;0;0
250-state.txt;0;0;0;0;0;0;0
251-state.txt;0;0;0;0;0;0;0
252-Three Treaty Ports.txt;0;5;0;0;0;0;0
253-state.txt;0;0;0;0;0;0;0
254-state.txt;0;0;0;0;0;0;0
255-state.txt;0;0;0;0;0;0;0
256-state.txt;0;0;0;0;0;0;0
257-state.txt;0;0;0;0;8;0;0
258-state.txt;0;0;0;0;0;10;0
259-state.txt;0;0;0;0;0;0;0
26-state.txt;0;0;0;0;8;0;0
260-state.txt;0;0;0;0;0;0;0
261-state.txt;0;0;0;0;0;0;0
262-state.txt;0;0;0;0;0;0;0
263-state.txt;0;0;0;0;0;0;0
264-state.txt;0;0;0;0;0;0;0
265-state.txt;0;0;0;0;0;0;0
266-state.txt;3;0;0;0;0;0;0
267-state.txt;0;0;0;0;6;0;0
268-state.txt;0;0;0;0;0;0;0
269-state.txt;0;0;0;0;0;0;0
27-state.txt;0;0;10;0;0;0;0
270-state.txt;0;0;0;0;0;0;0
271-Urbsalta City.txt;0;0;0;0;12;0;0
272-state.txt;0;0;0;0;0;0;0
273-state.txt;0;0;7;0;0;0;0
274-state.txt;0;0;0;0;0;0;0
275-state.txt;0;0;0;0;12;0;0
276-state.txt;0;0;0;0;0;0;0
277-state.txt;0;0;0;0;0;0;0
278-state.txt;0;0;0;0;0;0;0
279-state.txt;8;0;0;0;0;0;0
28-state.txt;0;0;0;0;12;0;0
280-state.txt;0;0;0;0;0;0;0
281-state.txt;0;0;0;0;24;0;0
282-state.txt;1;0;0;0;0;0;0
283-state.txt;0;0;0;0;0;0;0
284-state.txt;0;0;0;0;0;0;0
285-state.txt;0;0;0;0;0;0;0
286-state.txt;0;0;0;0;0;0;0
287-state.txt;0;0;0;0;0;0;0
288-state.txt;0;0;0;0;0;0;0
289-state.txt;0;0;0;0;0;0;0
29-state.txt;0;0;0;0;0;0;0
290-state.txt;0;0;0;0;0;0;0
291-state.txt;0;0;0;0;0;0;0
292-state.txt;0;0;0;0;4;0;0
293-state.txt;0;0;0;0;12;0;0
294-state.txt;0;0;0;0;12;0;0
295-state.txt;0;0;0;0;5;0;15
296-state.txt;0;0;0;35;12;0;0
297-state.txt;0;0;0;20;0;0;0
298-state.txt;0;0;0;0;0;0;0
299-state.txt;0;0;0;0;0;0;0
3-state.txt;0;0;0;0;0;0;0
30-Central Lyen Islands.txt;0;0;0;0;0;0;0
300-state.txt;0;6;0;0;0;0;0
301-state.txt;0;0;0;0;0;0;0
302-state.txt;0;0;0;0;0;0;0
303-state.txt;0;0;0;0;0;0;0
304-state.txt;0;0;0;0;0;0;0
305-state.txt;0;0;0;0;0;0;0
306-state.txt;0;0;0;0;0;0;0
307-state.txt;0;0;0;0;0;0;0
308-state.txt;0;0;0;0;0;0;0
309-state.txt;0;0;0;0;8;0;3
31-state.txt;0;0;12;0;8;0;0
310-state.txt;0;0;0;0;4;9;0
311-state.txt;0;0;0;0;0;0;5
312-state.txt;0;0;0;0;6;0;0
313-state.txt;0;0;0;0;0;0;0
314-state.txt;0;0;0;0;0;75;0
315-state.txt;0;0;0;0;0;0;15
316-state.txt;0;0;0;0;0;0;20
317-state.txt;0;0;0;0;8;0;3
318-state.txt;0;0;0;0;5;0;1
319-state.txt;0;0;0;0;0;0;0
32-state.txt;0;0;0;0;0;0;0
320-state.txt;0;0;0;0;8;25;0
321-state.txt;0;0;0;0;6;0;0
322-state.txt;0;0;0;0;6;0;1
323-state.txt;0;0;0;0;0;0;0
324-state.txt;0;0;15;0;0;0;5
325-state.txt;0;0;0;0;0;0;0
326-state.txt;0;0;0;0;0;0;0
327-state.txt;0;0;0;0;0;15;0
328-state.txt;0;0;0;0;0;0;0
329-state.txt;0;0;0;0;0;0;0
33-state.txt;0;0;0;0;0;0;0
330-state.txt;0;0;0;10;0;5;0
331-state.txt;15;0;0;0;0;0;0
332-state.txt;0;0;0;0;0;0;0
333-Valleys Corridor.txt;0;0;0;0;0;0;0
334-state.txt;0;0;0;0;0;0;0
335-state.txt;0;4;0;0;12;0;0
336-state.txt;0;0;0;0;0;0;0
337-state.txt;0;0;0;0;0;0;0
338-state.txt;0;0;0;0;0;0;0
339-Valleys Coast.txt;0;0;0;0;0;0;7
34-state.txt;0;0;0;0;0;0;0
340-state.txt;0;8;0;0;4;0;0
341-state.txt;0;0;0;0;0;0;0
342-state.txt;0;0;0;4;0;0;0
343-North Valleys Plains.txt;10;0;0;0;0;0;7
344-state.txt;0;0;0;0;8;12;10
345-state.txt;0;0;0;0;0;0;0
346-state.txt;0;0;0;0;0;0;0
347-state.txt;0;0;0;0;0;0;0
348-state.txt;0;0;0;0;0;0;0
349-state.txt;0;0;0;0;0;0;0
35-state.txt;0;0;0;0;0;0;0
350-state.txt;0;0;0;0;0;0;0
351-East Lyen Islands.txt;0;0;0;0;0;0;0
352-state.txt;0;0;0;0;0;0;0
353-state.txt;0;0;0;0;0;0;0
354-state.txt;0;0;0;0;0;0;0
355-state.txt;0;0;0;0;0;0;0
356-state.txt;0;0;0;0;0;0;0
357-state.txt;0;0;0;0;0;0;15
358-state.txt;0;0;0;0;0;0;0
359-state.txt;0;0;0;0;0;0;0
36-state.txt;0;8;0;0;24;0;0
360-state.txt;0;0;0;0;0;0;0
361-state.txt;0;0;0;0;0;0;0
362-state.txt;0;0;0;0;0;0;0
363-state.txt;0;8;0;0;0;0;0
364-state.txt;0;0;0;0;0;0;0
365-state.txt;0;0;0;0;0;0;0
366-state.txt;0;0;0;0;0;0;0
367-state.txt;0;16;0;0;0;0;0
368-state.txt;0;0;0;0;0;0;5
369-state.txt;0;0;0;0;0;0;0
37-state.txt;0;0;0;0;0;0;0
370-state.txt;0;0;0;0;0;0;5
371-state.txt;0;0;50;0;0;0;0
372-state.txt;0;0;0;0;0;40;30
373-state.txt;0;0;0;0;0;0;40
374-state.txt;0;0;30;0;0;0;0
375-state.txt;0;0;0;0;12;0;50
376-state.txt;0;0;0;0;0;60;20
377-state.txt;0;0;45;0;0;0;0
378-state.txt;0;0;0;0;0;0;0
379-state.txt;0;0;0;0;0;0;0
38-state.txt;0;0;0;0;0;0;0
380-state.txt;0;0;0;0;0;0;0
381-state.txt;0;0;0;0;0;0;0
382-state.txt;0;0;0;0;0;0;0
383-state.txt;0;0;0;0;0;0;0
384-state.txt;0;0;0;0;0;0;0
385-state.txt;0;0;0;0;0;0;0
386-state.txt;0;0;6;0;0;0;0
387-state.txt;0;0;0;0;0;0;0
388-state.txt;0;0;0;0;0;0;0
389-state.txt;0;0;0;0;0;0;0
39-state.txt;0;0;0;0;0;0;0
390-state.txt;0;0;0;0;0;0;0
391-state.txt;0;0;0;0;4;0;0
392-state.txt;0;0;0;0;0;0;0
393-state.txt;0;0;0;0;0;0;0
394-state.txt;0;0;0;0;0;0;0
395-state.txt;0;0;0;0;12;0;0
396-state.txt;0;0;0;0;0;0;0
397-state.txt;0;0;0;0;0;0;0
398-state.txt;0;0;0;0;0;0;0
399-state.txt;8;0;0;0;0;0;0
4-state.txt;0;0;0;0;12;0;0
40-state.txt;0;0;0;0;10;0;0
400-state.txt;0;0;0;0;0;0;0
401-state.txt;0;0;0;0;0;0;0
402-state.txt;1;0;0;0;8;0;0
403-state.txt;0;0;0;0;0;0;0
404-state.txt;0;0;0;0;0;0;0
405-state.txt;0;0;0;0;0;0;0
406-state.txt;0;0;0;20;0;15;0
407-Nobilisurbs.txt;2;0;0;0;0;0;0
408-state.txt;0;0;0;0;0;0;0
409-state.txt;0;0;0;0;0;0;0
41-state.txt;0;0;0;0;0;0;0
410-state.txt;3;0;0;0;0;0;0
411-state.txt;0;0;0;0;0;0;0
412-state.txt;3;0;0;0;0;0;0
413-state.txt;0;0;0;0;0;0;0
414-state.txt;0;0;0;0;0;0;0
415-state.txt;0;0;0;0;0;0;0
416-state.txt;0;0;0;0;0;0;0
417-state.txt;0;0;0;0;0;0;0
418-state.txt;0;0;0;0;0;0;0
419-state.txt;25;0;0;0;12;0;0
42-state.txt;50;0;67;0;0;0;0
420-state.txt;0;0;0;12;0;0;0
421-state.txt;0;0;0;0;0;10;5
422-state.txt;0;0;0;0;8;0;0
423-state.txt;0;0;0;0;0;0;10
424-state.txt;0;0;0;0;0;0;0
425-Elven Forest.txt;0;0;0;0;4;0;2
426-state.txt;0;0;0;45;0;0;0
427-state.txt;0;0;0;0;0;17;0
428-state.txt;0;0;0;0;0;0;0
429-state.txt;0;0;0;20;0;0;0
43-state.txt;0;0;0;0;0;0;0
430-state.txt;0;0;0;0;0;0;0
431-state.txt;0;0;0;0;0;0;0
432-state.txt;0;0;0;0;0;0;0
433-state.txt;0;0;0;0;0;0;0
434-state.txt;0;0;0;0;0;0;0
435-state.txt;0;0;0;0;0;0;0
436-state.txt;0;0;0;0;0;0;0
437-state.txt;0;8;0;0;6;0;0
438-state.txt;0;0;0;0;0;0;0
439-state.txt;0;0;0;0;0;0;0
44-state.txt;0;0;0;0;0;0;0
440-state.txt;0;0;0;0;0;0;0
441-state.txt;0;0;0;0;0;0;0
442-state.txt;0;0;0;0;24;0;0
443-state.txt;0;12;0;0;0;0;6
444-state.txt;0;0;0;15;0;0;30
445-South Aquilonoas.txt;0;0;0;0;0;0;7
446-Potentoas Islands.txt;0;0;0;0;0;0;0
447-state.txt;0;0;0;0;0;0;0
448-state.txt;0;0;0;0;6;0;0
449-state.txt;0;0;0;0;0;0;0
45-state.txt;0;0;0;0;0;0;0
450-state.txt;0;0;0;15;0;0;0
451-state.txt;0;0;0;0;0;0;0
452-state.txt;0;0;0;0;0;0;0
453-state.txt;0;0;0;0;0;0;100
454-state.txt;0;0;0;0;0;0;200
455-state.txt;0;0;0;0;0;0;0
456-state.txt;0;0;0;0;0;0;0
457-state.txt;0;0;0;0;0;0;0
458-state.txt;3;0;0;0;0;0;0
459-state.txt;0;0;0;0;0;0;0
46-state.txt;0;8;0;0;12;0;0
460-state.txt;0;0;0;0;0;0;0
461-state.txt;0;0;0;0;0;10;0
462-state.txt;0;0;0;0;18;0;0
463-state.txt;0;0;0;0;0;0;0
464-state.txt;0;0;0;0;8;0;0
465-state.txt;0;0;0;0;0;0;0
466-state.txt;0;0;0;0;0;0;0
467-state.txt;0;0;0;0;98;23;11
468-state.txt;0;0;0;0;0;0;0
469-state.txt;0;0;0;0;0;0;0
47-state.txt;35;0;0;0;0;0;0
470-state.txt;0;0;0;0;0;0;0
471-state.txt;5;0;0;0;0;0;0
472-state.txt;8;0;0;0;0;0;0
473-state.txt;3;0;0;0;0;0;20
474-state.txt;0;0;0;0;13;13;0
475-state.txt;10;0;0;0;18;16;0
476-state.txt;0;0;0;0;0;0;10
477-state.txt;0;0;0;0;0;0;15
478-state.txt;0;0;0;0;0;0;0
479-state.txt;10;0;0;0;0;0;0
48-state.txt;0;0;0;0;0;0;0
480-state.txt;8;0;0;0;0;0;0
481-state.txt;0;0;0;0;26;0;0
482-state.txt;0;0;0;0;15;0;0
483-state.txt;0;0;0;10;15;0;0
484-state.txt;0;0;0;15;23;0;0
485-state.txt;0;0;0;0;20;0;18
486-state.txt;0;23;0;0;0;0;0
487-state.txt;0;0;0;0;0;3;9
488-state.txt;0;13;0;0;36;0;0
489-state.txt;0;0;0;0;0;0;0
49-state.txt;0;0;0;0;0;0;0
490-state.txt;0;0;0;0;0;0;0
491-state.txt;0;10;0;0;0;0;15
492-state.txt;0;18;0;0;0;0;40
493-state.txt;0;0;0;0;0;0;0
494-state.txt;19;0;0;0;0;0;0
495-state.txt;0;0;0;0;18;4;0
496-state.txt;0;18;0;0;0;5;0
497-state.txt;0;0;0;0;0;0;0
498-state.txt;0;0;0;0;0;0;0
499-state.txt;0;0;0;0;0;0;0
5-Deitammaculortum.txt;0;0;0;0;36;0;0
50-state.txt;0;0;0;0;0;0;0
500-state.txt;0;0;0;0;0;0;0
501-state.txt;0;0;0;10;0;0;40
502-state.txt;1;0;0;0;0;0;0
503-state.txt;0;0;0;0;0;0;0
504-state.txt;0;0;0;25;0;0;0
505-state.txt;0;0;0;0;0;0;0
506-state.txt;0;0;0;0;0;15;0
507-state.txt;0;0;0;0;0;0;0
508-state.txt;0;0;0;0;0;0;0
509-state.txt;0;0;0;10;0;5;0
51-state.txt;0;0;0;0;0;0;0
510-state.txt;0;0;0;0;0;0;0
511-state.txt;1;0;0;5;0;0;0
512-state.txt;0;0;0;0;8;0;0
513-state.txt;0;0;0;4;0;10;0
514-state.txt;0;0;0;0;0;0;0
515-state.txt;0;0;0;45;0;0;0
516-state.txt;0;0;0;25;0;0;0
517-state.txt;0;0;0;0;0;0;0
518-state.txt;0;0;0;0;0;0;0
519-state.txt;0;0;0;0;0;0;0
52-state.txt;0;0;0;0;0;0;0
520-state.txt;0;0;0;0;0;0;0
521-state.txt;0;0;0;0;0;0;0
522-state.txt;0;0;0;0;0;0;0
523-state.txt;0;0;0;0;0;0;0
524-state.txt;0;0;0;0;0;0;0
525-state.txt;0;0;0;0;0;0;0
526-state.txt;0;0;0;0;0;0;0
527-state.txt;0;0;0;0;0;0;0
528-state.txt;0;0;0;0;0;0;0
529-state.txt;0;0;0;0;0;0;0
53-state.txt;0;0;0;0;36;0;0
530-state.txt;0;0;0;0;0;0;0
531-state.txt;0;0;0;0;0;0;0
532-state.txt;0;0;0;0;0;0;0
533-state.txt;0;0;0;30;23;0;0
534-state.txt;0;0;0;0;6;0;0
535-state.txt;3;0;0;0;0;0;0
536-state.txt;0;0;0;0;0;0;0
537-state.txt;0;0;0;0;0;0;0
538-state.txt;5;0;0;0;0;0;0
539-state.txt;5;0;0;0;0;0;0
54-state.txt;0;0;0;0;0;0;0
540-state.txt;0;10;0;0;0;0;0
541-state.txt;0;10;0;0;0;0;0
542-state.txt;0;0;0;0;0;0;0
543-state.txt;0;0;0;0;0;0;0
544-state.txt;0;0;0;0;0;0;0
545-state.txt;0;0;0;0;0;0;0
546-state.txt;0;0;0;0;0;0;0
547-state.txt;0;10;0;0;0;0;0
548-state.txt;0;0;0;0;0;0;0
549-state.txt;0;10;0;0;0;0;0
55-state.txt;0;0;0;0;0;0;0
550-state.txt;0;0;0;0;0;0;0
551-state.txt;0;0;0;0;0;0;0
552-state.txt;0;0;0;0;0;0;0
553-state.txt;0;0;0;0;0;0;0
554-state.txt;0;0;0;0;0;0;0
555-state.txt;0;0;0;0;0;0;0
556-state.txt;0;0;0;0;0;0;0
557-state.txt;0;0;0;0;0;0;0
558-state.txt;0;0;0;0;0;0;0
559-state.txt;0;0;0;0;0;0;0
56-state.txt;0;0;0;0;0;0;0
560-state.txt;0;0;0;0;0;0;0
561-state.txt;0;0;0;0;0;0;0
562-state.txt;0;0;0;0;0;0;0
563-state.txt;0;0;0;0;0;0;0
564-state.txt;0;0;0;0;0;0;0
565-state.txt;0;0;0;0;0;0;0
566-state.txt;0;0;0;0;0;0;0
567-state.txt;0;0;0;0;0;0;0
568-state.txt;0;0;0;0;0;0;0
569-state.txt;0;0;0;0;0;0;4
57-state.txt;50;0;20;0;0;0;0
570-state.txt;0;0;0;0;0;0;0
571-state.txt;0;0;0;0;0;0;2
572-state.txt;0;0;0;0;0;0;0
573-state.txt;0;0;0;5;0;19;0
574-state.txt;0;0;0;0;0;0;0
575-state.txt;0;0;0;0;0;0;0
576-state.txt;0;0;0;0;12;22;0
577-state.txt;0;0;0;0;0;0;0
578-state.txt;0;0;0;10;0;0;0
579-state.txt;0;0;0;0;0;0;0
58-state.txt;0;0;0;0;36;0;80
580-state.txt;0;0;0;0;0;0;0
581-state.txt;0;0;0;0;0;0;0
582-state.txt;0;0;0;0;0;0;0
583-state.txt;0;0;0;0;0;0;0
584-state.txt;0;0;0;0;0;0;0
585-state.txt;0;0;0;0;0;0;0
586-state.txt;0;0;0;0;0;0;0
587-state.txt;0;0;0;0;0;0;29
588-state.txt;0;0;0;0;4;0;0
589-state.txt;0;12;0;0;9;0;30
59-state.txt;0;0;0;0;0;0;0
590-state.txt;0;0;0;0;0;0;0
591-state.txt;0;0;0;0;0;0;0
592-state.txt;0;0;0;0;18;0;0
593-state.txt;18;0;0;0;0;0;0
594-state.txt;0;0;0;36;0;0;0
595-state.txt;0;0;0;24;0;0;0
596-state.txt;0;0;0;0;0;0;0
597-state.txt;0;0;0;0;9;0;0
598-state.txt;0;0;0;0;0;0;0
599-state.txt;0;0;0;11;4;0;0
6-state.txt;0;0;0;0;0;0;0
60-state.txt;0;0;0;0;0;0;0
600-state.txt;0;18;0;0;0;0;0
601-state.txt;0;12;0;0;57;0;40
602-state.txt;0;14;0;0;0;5;0
603-state.txt;0;0;0;0;40;7;0
604-state.txt;0;0;0;0;38;7;0
605-state.txt;0;0;0;0;0;0;0
606-state.txt;0;0;0;0;0;0;0
607-state.txt;0;0;0;0;0;0;0
608-state.txt;0;0;0;0;38;0;0
609-state.txt;5;0;0;0;0;0;0
61-state.txt;0;0;0;0;0;0;0
610-state.txt;5;0;0;0;0;0;0
611-state.txt;0;0;0;0;0;0;0
612-state.txt;0;0;0;0;0;0;0
613-state.txt;0;0;0;0;0;0;0
614-state.txt;0;0;0;0;0;0;0
615-state.txt;0;0;0;0;0;0;0
616-North Island.txt;0;0;0;0;0;0;0
617-state.txt;0;0;0;0;0;0;0
618-state.txt;0;0;0;0;0;0;0
619-state.txt;0;0;0;0;0;0;0
62-state.txt;0;0;0;0;0;0;0
620-state.txt;0;0;0;0;0;0;0
621-state.txt;0;0;0;0;0;0;0
622-state.txt;0;0;0;0;0;0;0
623-state.txt;0;0;0;0;0;0;0
624-state.txt;0;3;0;0;1;0;6
625-state.txt;0;0;0;0;0;0;3
626-state.txt;0;0;0;12;0;18;7
627-state.txt;0;0;0;0;0;0;0
628-state.txt;0;0;0;0;0;0;0
629-state.txt;0;0;0;0;0;0;2
63-state.txt;0;0;0;0;0;0;0
630-state.txt;0;0;0;0;0;0;0
631-state.txt;0;0;0;0;0;17;0
