Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
MLB,92,0,0,3%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,13,8710,0%,25,13,55%,8,32%,270,32%,43%
MTR,2190,0,0,2%,5,8,5,1,0,4,10,4,18,18,18,0,0,0,0,0,0,0,0,0,-20,-1000,0,0,0,0,0%,1535,-2,-0%,232,15%,700,32%,43%
NLL,312,0,0,4%,2,16,2,1,1,9,7,0,16,16,11,0,0,0,9,4,0,0,0,0,8,400,-2,-5,32,21440,0%,84,45,53%,28,33%,270,32%,43%
OAK,95534,0,0,8%,48,66,48,1,1,66,748,127,941,742,742,0,189,283500,484,242,69,690,201,30,1190,59500,444,1110,802,537340,50%,329833,170088,51%,4200,1%,3452,32%,43%
PLK,455,0,0,4%,2,4,2,1,1,5,4,0,9,9,9,0,0,0,0,0,0,0,10,1,-8,-400,12,30,0,0,0%,66,6,10%,52,78%,146,32%,43%
SHT,813,0,0,3%,4,7,4,1,0,6,9,0,15,15,15,0,11,12650,0,0,0,0,0,0,-18,-900,0,0,11,7370,0%,137,45,33%,68,50%,169,32%,43%
TAM,18901,0,0,2%,24,24,24,1,0,19,66,2,87,87,87,0,0,0,0,0,0,0,145,21,-61,-3050,0,0,0,0,0%,13726,242,1%,538,3%,726,32%,43%
TPD,708,0,0,5%,3,3,3,1,0,3,3,0,6,8,8,0,0,0,0,0,0,0,22,3,-8,-400,36,90,8,5360,0%,138,26,19%,82,59%,194,32%,43%
TPP,19041,0,0,4%,28,28,28,1,1,15,16,2,33,33,31,0,0,0,75,37,0,0,0,0,18,900,0,0,0,0,0%,3783,16,0%,1830,48%,198,32%,43%
TRH,8243,0,0,7%,3,29,3,0,0,1,10,0,11,15,13,0,9,15300,0,0,0,0,13,1,99,4950,21,52,0,0,25%,1681,74,4%,564,33%,203,32%,43%
TRI,3866,0,0,2%,7,7,7,0,0,4,8,6,18,16,16,0,0,0,0,0,0,0,57,8,-12,-600,92,230,0,0,25%,3110,72,2%,471,15%,804,32%,43%
UEK,17393,0,0,2%,20,37,20,1,0,14,17,5,36,32,32,0,0,0,0,0,0,0,26,3,-3,-150,63,157,49,32830,0%,6024,202,3%,1467,24%,346,32%,43%
WGK,575,0,0,2%,4,4,4,1,0,8,15,2,25,25,25,0,0,0,0,0,0,0,0,0,-30,-1500,96,240,11,7370,0%,324,96,29%,63,19%,563,32%,43%
AAV,136,0,0,1%,1,1,1,0,0,6,6,2,14,14,11,0,0,0,0,0,0,0,0,0,7,350,-2,-5,0,0,25%,51,-0,-0%,20,38%,379,32%,43%
AGC,7574,0,0,2%,6,6,6,1,0,17,12,15,44,44,43,0,0,0,64,32,0,0,0,0,91,4550,0,0,0,0,0%,8401,23,0%,442,5%,1109,32%,43%
AHM,1594,0,0,5%,7,7,7,1,0,14,9,0,23,24,24,0,0,0,0,0,0,0,0,0,-20,-1000,0,0,0,0,0%,285,-2,-0%,168,58%,179,32%,43%
ARN,5431,0,0,2%,8,14,8,1,0,11,5,10,26,26,26,0,0,0,0,0,0,0,88,13,19,950,0,0,22,14740,0%,4806,54,1%,430,8%,884,32%,43%
ATL,8859,0,0,2%,4,4,4,1,0,14,24,14,52,52,51,0,155,271250,0,0,208,2080,0,0,-48,-2400,0,0,11,7370,-5%,10483,1376,13%,297,2%,1183,32%,43%
AUC,6502,0,0,3%,15,15,15,1,0,36,46,13,95,87,86,0,25,40000,26,13,2,20,0,0,113,5650,0,0,-2,-1340,0%,7638,354,4%,649,8%,1174,32%,43%
AUF,1798,0,0,2%,5,5,5,1,0,2,5,3,10,18,17,0,0,0,42,21,0,0,0,0,-12,-600,0,0,114,76380,0%,1158,143,12%,199,17%,643,32%,43%
BTR,24224,0,0,2%,25,25,25,1,0,22,33,5,60,60,60,0,37,59200,0,0,0,0,66,9,27,1350,0,0,89,59630,0%,6974,805,11%,2394,34%,287,32%,43%
CUL,196,0,0,4%,1,3,1,1,1,7,4,0,11,11,11,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,7,-0,-9%,7,109%,36,32%,43%
ETV,456,0,0,2%,1,1,1,1,0,3,7,7,17,17,17,0,95,166250,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,889,348,39%,67,7%,1949,32%,43%
FLU,387,0,0,5%,2,2,2,1,0,9,6,0,15,15,15,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,33,-1,-3%,32,96%,86,32%,43%
FRO,662,0,0,2%,3,3,3,1,0,15,9,0,24,24,24,0,0,0,0,0,0,0,0,0,-18,-900,0,0,11,7370,0%,110,15,13%,79,71%,166,32%,43%
JIN,788,0,0,5%,1,1,1,1,0,8,8,0,16,16,16,0,0,0,0,0,0,0,9,1,2,100,0,0,0,0,0%,154,3,2%,107,69%,195,32%,43%
KHM,9101,0,0,5%,13,13,13,1,0,7,13,0,20,27,27,0,0,0,0,0,0,0,0,0,29,1450,0,0,87,58290,0%,3230,195,6%,849,26%,354,32%,43%
KKV,696,0,0,4%,1,1,1,1,1,3,5,3,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,365,-0,-0%,98,27%,525,32%,43%
KSA,6618,0,0,2%,10,10,10,1,0,6,9,9,24,27,27,0,82,143500,16,8,48,480,0,0,32,1600,0,0,11,7370,0%,5560,382,6%,715,12%,840,32%,43%
LNV,469,0,0,4%,1,1,1,1,0,3,6,3,12,12,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,11,7370,-5%,257,13,5%,64,24%,549,32%,43%
LOC,140,0,0,4%,1,1,1,1,1,6,3,0,9,9,9,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,0%,17,-0,-2%,17,99%,126,32%,43%
MES,1105,0,0,2%,1,1,1,1,0,4,5,3,12,12,12,0,0,0,0,0,0,0,0,0,-10,-500,0,0,103,69010,0%,782,125,16%,162,20%,707,32%,43%
MJU,114998,0,0,6%,53,30,53,1,-0,85,264,38,387,332,330,0,150,247500,119,59,32,320,183,27,374,18700,31,77,231,154770,75%,70919,22489,31%,8632,12%,969,32%,43%
MNG,3986,0,0,4%,7,7,7,1,1,9,11,3,23,23,21,0,9,9000,0,0,0,0,0,0,22,1100,0,0,11,7370,0%,1726,46,2%,308,17%,433,32%,43%
MRV,212,0,0,2%,1,1,1,1,0,3,6,3,12,12,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,123,13,10%,31,25%,579,32%,43%
OOD,10095,0,0,5%,1,1,1,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,3191,15,0%,902,28%,316,32%,43%
PER,331,0,0,5%,1,1,1,1,0,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-2,-100,0,0,0,0,0%,48,-0,-0%,43,89%,145,32%,43%
QDT,3234,0,0,5%,15,16,15,1,0,11,11,10,32,36,36,0,73,116800,10,5,0,0,0,0,128,6400,0,0,0,0,0%,4671,333,7%,253,5%,1444,32%,43%
QUE,4339,0,0,4%,12,12,12,1,1,7,12,5,24,28,26,0,0,0,0,0,0,0,0,0,-28,-1400,0,0,11,7370,0%,3061,17,0%,447,14%,705,32%,43%
RIV,942,0,0,2%,2,2,2,1,0,3,5,5,13,13,13,0,86,150500,0,0,102,1020,0,0,-10,-500,0,0,0,0,0%,1025,277,27%,123,12%,1087,32%,43%
RJV,269,0,0,5%,1,1,1,1,0,3,5,3,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,0%,149,12,8%,36,24%,554,32%,43%
RNV,461,0,0,2%,1,1,1,1,0,3,7,3,13,13,12,0,61,97600,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,484,204,42%,67,14%,1050,32%,43%
SDP,35365,0,0,6%,7,28,7,1,0,42,60,25,127,90,90,0,69,113850,81,40,7,70,0,0,109,5450,-4,-10,105,70350,0%,22966,2313,10%,1998,8%,649,32%,43%
SKE,950,0,0,5%,2,2,2,0,0,5,7,4,16,16,16,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,569,-1,-0%,128,22%,599,32%,43%
SMP,25864,0,0,3%,5,5,5,1,0,24,63,0,87,86,85,0,0,0,20,10,7,70,219,32,-27,-1350,-4,-10,82,54940,0%,17363,1235,7%,2227,12%,671,32%,43%
SPP,36912,0,0,3%,7,17,7,1,0,9,31,10,50,87,86,0,84,134400,0,0,0,0,0,0,53,2650,0,0,0,0,0%,20534,1756,8%,1128,5%,556,32%,43%
SRV,459,0,0,5%,1,1,1,1,0,4,8,7,19,19,19,0,55,96250,0,0,0,0,0,0,-16,-800,0,0,0,0,0%,697,213,30%,26,3%,1516,32%,43%
TNV,343,0,0,4%,1,1,1,1,1,8,7,3,18,18,13,0,0,0,0,0,0,0,0,0,5,250,-2,-5,12,8040,0%,196,16,8%,50,25%,572,32%,43%
UMB,2480,0,0,7%,4,4,4,0,0,4,13,12,29,25,25,0,0,0,0,0,0,0,0,0,13,650,0,0,0,0,75%,3970,2,0%,267,6%,1601,32%,43%
USV,142,0,0,2%,1,1,1,1,0,3,6,6,15,15,14,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,105,-1,-1%,14,13%,741,32%,43%
WEA,273,0,0,6%,1,1,1,0,0,4,7,3,14,14,14,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,134,-1,-1%,40,29%,492,32%,43%
HRF,2271,0,0,5%,4,18,4,1,0,0,2,0,2,4,4,0,0,0,0,0,0,0,34,5,-6,-300,20,50,66,44220,15%,681,87,12%,282,41%,299,32%,43%
HAW,2519,0,0,7%,7,44,7,0,0,2,3,2,7,13,13,0,1,550,0,0,0,0,0,0,5,250,0,0,0,0,50%,758,1,0%,167,22%,301,32%,43%
HDW,5756,0,0,6%,7,7,7,0,0,2,5,0,7,10,10,0,3,1650,3,1,0,0,21,3,-14,-700,18,45,18,12060,50%,1361,39,2%,652,47%,236,32%,43%
HFR,6267,0,0,3%,9,25,9,0,0,1,12,0,13,10,10,0,0,0,17,8,0,0,37,5,-21,-1050,31,77,0,0,50%,1080,38,3%,556,51%,172,32%,43%
HFS,13309,0,0,4%,9,9,9,0,0,4,15,3,22,13,13,0,115,74750,0,0,15,150,0,0,17,850,-2,-5,0,0,50%,3244,256,7%,1498,46%,243,32%,43%
AVE,169,0,0,5%,2,7,2,1,0,10,8,0,18,18,18,0,0,0,0,0,0,0,0,0,32,1600,0,0,29,19430,0%,73,46,63%,16,23%,435,32%,43%
ANA,251,0,0,2%,1,2,1,1,0,3,1,0,4,4,4,0,0,0,0,0,0,0,0,0,-2,-100,0,0,0,0,75%,34,-0,-0%,32,95%,137,32%,43%
BIU,230,0,0,5%,2,7,2,1,0,9,10,2,21,21,21,0,0,0,0,0,0,0,0,0,48,2400,0,0,53,35510,0%,195,94,48%,30,15%,848,32%,43%
CNO,88578,0,0,4%,15,15,15,0,0,41,56,5,102,72,72,0,14,7700,59,29,0,0,87,13,153,7650,44,110,82,54940,75%,16685,1108,6%,4555,27%,188,32%,43%
DMP,2310,0,0,9%,7,9,7,1,0,1,1,2,4,12,12,0,0,0,0,0,0,0,0,0,11,550,0,0,0,0,25%,891,0,0%,271,30%,385,32%,43%
ERP,850,0,0,6%,2,2,2,0,0,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,75%,312,-1,-0%,101,32%,366,32%,43%
FIK,2098,0,0,4%,3,3,3,0,-0,5,9,2,16,16,16,0,0,0,0,0,0,0,0,0,-3,-150,0,0,0,0,0%,880,-0,-0%,271,30%,419,32%,43%
GSD,13733,0,0,4%,11,16,11,1,0,18,21,0,39,38,38,0,12,15600,0,0,0,0,73,10,154,7700,124,310,19,12730,25%,5793,389,6%,658,11%,421,32%,43%
IHS,2885,0,0,9%,4,3,4,1,0,5,4,1,10,15,13,0,10,7000,0,0,0,0,0,0,-1,-50,0,0,0,0,70%,815,12,1%,327,40%,292,32%,43%
KGK,7859,0,0,2%,11,13,11,1,0,9,13,2,24,25,25,0,0,0,0,0,0,0,0,0,-16,-800,0,0,0,0,25%,2337,-2,-0%,819,35%,297,32%,43%
LEE,2867,0,0,2%,6,8,6,1,0,5,5,2,12,12,12,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,0%,1049,12,1%,241,23%,366,32%,43%
LRO,515,0,0,2%,4,5,4,1,0,4,5,0,9,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,63,-1,-1%,55,86%,124,32%,43%
MRC,67910,0,0,9%,38,32,38,1,0,161,349,84,594,430,430,0,382,1508900,440,220,198,1980,269,40,821,41050,296,740,380,254600,75%,205461,123294,60%,4497,2%,3875,32%,43%
NEP,24005,0,0,0%,16,20,16,0,0,17,41,6,64,60,60,0,27,14850,32,16,0,0,0,0,29,1450,-2,-5,24,16080,75%,7166,236,3%,2535,35%,298,32%,43%
NMR,1778,0,0,4%,3,3,3,1,1,1,4,0,5,9,9,0,0,0,0,0,0,0,19,2,-12,-600,0,0,11,7370,0%,336,16,4%,198,59%,189,32%,43%
NPP,17592,0,0,4%,20,21,20,0,0,16,18,5,39,24,24,0,40,20000,0,0,29,290,0,0,45,2250,-4,-10,0,0,75%,3924,85,2%,1582,40%,223,32%,43%
NRP,5416,0,0,9%,9,9,9,1,0,1,2,2,5,13,13,0,6,4200,0,0,0,0,0,0,9,450,0,0,0,0,75%,2241,9,0%,518,23%,413,32%,43%
PCS,2299,0,0,4%,3,4,3,1,1,4,6,3,13,18,16,0,0,0,0,0,0,0,48,7,-14,-700,0,0,11,7370,0%,1356,28,2%,283,20%,589,32%,43%
POL,13952,0,0,3%,8,10,8,0,0,5,13,1,19,19,19,0,25,13750,15,7,0,0,0,0,8,400,-2,-5,20,13400,75%,2864,82,2%,1130,39%,207,32%,43%
REP,6518,0,0,3%,7,19,7,1,0,7,13,3,23,25,25,0,0,0,0,0,0,0,13,1,8,400,19,47,0,0,25%,2657,20,0%,656,24%,407,32%,43%
RVV,24636,0,0,10%,16,16,16,0,0,34,24,4,62,62,61,0,85,161500,16,8,33,330,282,42,92,4600,166,415,138,92460,-5%,10439,1674,16%,2740,26%,423,32%,43%
SEK,7120,0,0,8%,11,11,11,0,0,4,5,4,13,17,17,0,0,0,0,0,0,0,0,0,3,150,0,0,11,7370,0%,2256,14,0%,625,27%,316,32%,43%
SFG,19028,0,0,8%,21,19,21,1,1,20,31,15,66,53,53,0,9,14400,0,0,0,0,0,0,35,1750,-6,-15,0,0,0%,11686,87,0%,1764,15%,623,32%,43%
SMK,90,0,0,3%,1,4,1,1,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,75%,7,-0,-3%,7,102%,83,32%,43%
TIC,27607,0,0,4%,10,10,10,0,0,17,27,7,51,38,38,0,30,16500,9,4,7,70,0,0,73,3650,-6,-15,31,20770,75%,7075,210,2%,1475,20%,256,32%,43%
UFS,20872,0,0,5%,26,28,26,1,0,11,24,23,58,63,62,0,2,3000,10,5,0,0,0,0,43,2150,0,0,0,0,0%,12893,28,0%,1299,10%,617,32%,43%
WIE,611,0,0,2%,3,4,3,1,0,5,4,0,9,12,12,0,0,0,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,104,11,10%,73,69%,171,32%,43%
BAR,97431,0,0,4%,22,22,22,0,0,37,78,19,134,134,134,0,188,282000,0,0,52,520,44,6,70,3500,453,1132,1005,673350,0%,57532,19456,33%,9708,16%,590,32%,43%
FFN,29312,0,0,2%,14,14,14,1,0,13,21,10,44,44,43,0,196,284200,0,0,40,400,0,0,145,7250,0,0,0,0,0%,13152,1517,11%,2411,18%,448,32%,43%
LLA,14314,0,0,5%,7,7,7,1,0,40,63,16,119,119,119,0,246,430500,29,14,0,0,0,0,-40,-2000,0,0,0,0,0%,21371,4938,23%,669,3%,1493,32%,43%
DRC,307661,0,0,4%,60,83,72,0,0,44,72,50,166,162,140,0,0,0,64,32,124,1240,353,52,184,9200,68,170,143,95810,25%,62898,5200,8%,16771,26%,219,32%,43%
DVE,8002,0,0,5%,9,15,9,1,0,9,6,0,15,15,15,0,0,0,0,0,0,0,0,0,17,850,0,0,11,7370,0%,1923,17,0%,486,25%,240,32%,43%
EPC,16157,0,0,4%,23,83,11,0,0,0,3,4,7,15,13,0,0,0,6,3,30,300,0,0,23,1150,-2,-5,11,7370,25%,4091,14,0%,2211,54%,110,32%,43%
EPY,65328,0,0,3%,38,38,38,0,1,80,96,32,208,160,160,0,40,102000,147,73,583,5830,0,0,965,48250,277,692,734,491780,25%,45324,14255,31%,5045,11%,693,32%,43%
NRS,6922,0,0,4%,6,6,6,1,1,12,10,2,24,24,24,0,0,0,0,0,0,0,0,0,-20,-1000,31,77,0,0,0%,2782,17,0%,887,31%,401,32%,43%
NWE,8497,0,0,5%,6,6,6,1,0,2,8,3,13,15,15,0,0,0,0,0,0,0,0,0,-16,-800,0,0,11,7370,0%,3276,15,0%,1076,32%,385,32%,43%
RDN,5330,0,0,4%,7,7,7,1,0,17,22,2,41,41,40,0,0,0,0,0,0,0,0,0,12,600,226,565,0,0,-5%,2893,251,8%,494,17%,542,32%,43%
ROM,12677,0,0,2%,7,28,7,1,0,13,9,13,35,35,35,0,0,0,0,0,0,0,0,0,88,4400,105,262,24,16080,0%,7828,119,1%,1320,16%,617,32%,43%
WYK,7103,0,0,4%,5,7,5,1,0,3,6,8,17,17,17,0,0,0,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,4691,13,0%,916,19%,660,32%,43%
D01,935,0,0,2%,1,16,1,0,0,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,0%,175,-0,-0%,127,72%,187,32%,43%
D02,3115,0,0,1%,3,4,3,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,-4,-200,299,747,0,0,50%,602,96,15%,374,62%,193,32%,43%
D03,4202,0,0,2%,7,18,7,0,0,0,2,0,2,8,8,0,0,0,0,0,0,0,13,1,-5,-250,23,57,0,0,50%,978,11,1%,555,56%,232,32%,43%
